Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	2.1515e-05	7.3654e-11	-10.0	-2.5	-6.058912847221724e-07
1.0	2.1527e-05	1.6985e-11	-10.0	-2.5	-5.948801388888414e-07
1.5	2.1534e-05	9.9921e-12	-10.0	-2.5	-5.883736545138395e-07
2.0	2.1537e-05	7.9143e-12	-10.0	-2.5	-5.858665624999513e-07
2.5	2.1539e-05	4.8411e-12	-10.0	-2.5	-5.843588628471701e-07
3.0	2.1544e-05	4.3857e-12	-10.0	-2.5	-5.798505555555075e-07
3.5	2.155e-05	3.624e-12	-10.0	-2.5	-5.743416406249511e-07
4.0	2.1554e-05	3.1185e-12	-10.0	-2.5	-5.708321180555073e-07
4.503	2.1555e-05	2.8193e-12	-10.0	-2.5	-5.703249252320684e-07
5.0	2.156e-05	1.6653e-12	-10.0	-2.5	-5.658112499999522e-07
5.5	2.1559e-05	1.9527e-12	-10.0	-2.5	-5.672999045138374e-07
6.0	2.1566e-05	1.8895e-12	-10.0	-2.5	-5.607879513888404e-07
6.5	2.1571e-05	1.8346e-12	-10.0	-2.5	-5.562753906249493e-07
7.0	2.1575e-05	9.3341e-13	-10.0	-2.5	-5.527622222221755e-07
7.5	2.1579e-05	1.6296e-12	-10.0	-2.5	-5.492484461805065e-07
8.0	2.1581e-05	1.1504e-12	-10.0	-2.5	-5.477340624999535e-07
8.503	2.1584e-05	1.5426e-12	-10.0	-2.5	-5.452219793987387e-07
9.0	2.159e-05	1.4067e-12	-10.0	-2.5	-5.397034722221717e-07
9.5	2.1595e-05	1.2994e-13	-10.0	-2.5	-5.351872656249539e-07
10.0	2.1599e-05	7.5102e-14	-10.0	-2.5	-5.316704513888398e-07
10.5	2.1606e-05	9.1314e-13	-10.0	-2.5	-5.251530295138409e-07
11.0	2.1605e-05	1.2481e-12	-10.0	-2.5	-5.26634999999951e-07
11.5	2.1606e-05	7.8559e-13	-10.0	-2.5	-5.26116362847175e-07
12.0	2.161e-05	7.0572e-13	-10.0	-2.5	-5.225971180555076e-07
12.5	2.1619e-05	1.1373e-12	-10.0	-2.5	-5.14077265624951e-07
13.0	2.1623e-05	8.9168e-13	-10.0	-2.5	-5.105568055555102e-07
13.5	2.1627e-05	8.5473e-13	-10.0	-2.5	-5.070357378471743e-07
14.0	2.163e-05	2.861e-13	-10.0	-2.5	-5.045140624999523e-07
14.5	2.1635e-05	8.7023e-13	-10.0	-2.5	-4.999917795138443e-07
15.0	2.1635e-05	6.032e-13	-10.0	-2.5	-5.00468888888842e-07
15.5	2.164e-05	6.2943e-13	-10.0	-2.5	-4.959453906249539e-07
16.0	2.1645e-05	7.1526e-13	-10.0	-2.5	-4.914212847221741e-07
16.503	2.1645e-05	6.2943e-13	-10.0	-2.5	-4.91899421065406e-07
17.0	2.1645e-05	6.8069e-13	-10.0	-2.5	-4.923712499999545e-07
17.5	2.165e-05	4.6253e-13	-10.0	-2.5	-4.878453211805097e-07
18.0	2.1653e-05	4.2796e-13	-10.0	-2.5	-4.853187847221741e-07
18.5	2.1652e-05	3.4213e-13	-10.0	-2.5	-4.867916406249556e-07
19.0	2.166e-05	5.734e-13	-10.0	-2.5	-4.792638888888426e-07
19.5	2.1658e-05	7.3671e-13	-10.0	-2.5	-4.817355295138428e-07
20.0	2.1663e-05	4.5419e-13	-10.0	-2.5	-4.772065624999563e-07
20.503	2.1667e-05	6.8545e-13	-10.0	-2.5	-4.736798085654045e-07
21.0	2.1669e-05	3.5882e-13	-10.0	-2.5	-4.7214680555551e-07
21.5	2.1672e-05	8.6546e-13	-10.0	-2.5	-4.6961601562495604e-07
22.0	2.1678e-05	3.7312e-13	-10.0	-2.5	-4.6408461805550716e-07
22.5	2.168e-05	1.9431e-13	-10.0	-2.5	-4.625526128471787e-07
23.0	2.1683e-05	5.5909e-13	-10.0	-2.5	-4.6001999999995634e-07
23.5	2.1686e-05	8.7738e-13	-10.0	-2.5	-4.574867795138456e-07
24.0	2.1687e-05	6.9141e-14	-10.0	-2.5	-4.5695295138884417e-07
24.502	2.1689e-05	1.0693e-12	-10.0	-2.5	-4.554203766617624e-07
25.0	2.1693e-05	1.1015e-12	-10.0	-2.5	-4.5188347222217763e-07
25.5	2.1696e-05	3.4571e-13	-10.0	-2.5	-4.4934782118051015e-07
26.0	2.1697e-05	5.4955e-13	-10.0	-2.5	-4.4881156249995533e-07
26.5	2.1698e-05	7.8678e-13	-10.0	-2.5	-4.482746961805088e-07
27.0	2.1702e-05	4.3988e-13	-10.0	-2.5	-4.4473722222217746e-07
27.5	2.1703e-05	3.1948e-13	-10.0	-2.5	-4.441991406249576e-07
28.0	2.1709e-05	5.3644e-13	-10.0	-2.5	-4.386604513888452e-07
28.5	2.1712e-05	1.8239e-13	-10.0	-2.5	-4.361211545138443e-07
29.0	2.1715e-05	1.1802e-13	-10.0	-2.5	-4.3358124999995503e-07
29.5	2.1718e-05	5.6744e-13	-10.0	-2.5	-4.310407378471774e-07
30.0	2.1718e-05	3.5047e-13	-10.0	-2.5	-4.3149961805551127e-07
30.5	2.1722e-05	3.3259e-13	-10.0	-2.5	-4.279578906249548e-07
31.0	2.1724e-05	5.6863e-13	-10.0	-2.5	-4.2641555555551094e-07
31.5	2.1727e-05	2.5392e-13	-10.0	-2.5	-4.2387261284717657e-07
32.0	2.1732e-05	3.7312e-13	-10.0	-2.5	-4.1932906249995624e-07
32.502	2.1737e-05	8.9884e-13	-10.0	-2.5	-4.1478672666176244e-07
33.0	2.174e-05	7.0572e-13	-10.0	-2.5	-4.1224013888884817e-07
33.5	2.174e-05	6.3896e-13	-10.0	-2.5	-4.1269476562495684e-07
34.0	2.1741e-05	4.6492e-13	-10.0	-2.5	-4.1214878472217836e-07
