Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.4291e-10	7.7005e-10	-10.0	20.0
1.0	4.6271e-11	1.4665e-10	-10.0	19.9
1.5	2.7317e-11	4.6325e-12	-10.0	19.8
2.0	2.0553e-11	1.4963e-11	-10.0	19.7
2.5	1.662e-11	2.706e-11	-10.0	19.6
3.003	1.3696e-11	3.3212e-11	-10.0	19.5
3.5	1.1357e-11	4.2155e-11	-10.0	19.4
4.0	9.9564e-12	4.4327e-11	-10.0	19.3
4.5	8.5282e-12	4.753e-11	-10.0	19.2
5.0	7.7212e-12	4.9882e-11	-10.0	19.1
5.5	7.1359e-12	5.1856e-11	-10.0	19.0
6.0	6.2597e-12	5.3704e-11	-10.0	18.9
6.5	5.7375e-12	5.5212e-11	-10.0	18.8
7.0	5.2285e-12	5.649e-11	-10.0	18.7
7.5	4.7767e-12	5.7697e-11	-10.0	18.6
8.0	4.3368e-12	5.8553e-11	-10.0	18.5
8.5	4.1223e-12	5.9444e-11	-10.0	18.4
9.0	3.6824e-12	6.0265e-11	-10.0	18.3
9.5	3.5107e-12	6.1454e-11	-10.0	18.2
10.0	3.3534e-12	6.1585e-11	-10.0	18.1
10.5	3.1757e-12	6.2267e-11	-10.0	18.0
11.003	2.9051e-12	6.1193e-11	-10.0	17.9
11.5	2.5558e-12	6.4621e-11	-10.0	17.8
12.0	2.4939e-12	6.344e-11	-10.0	17.7
12.5	2.3043e-12	6.3843e-11	-10.0	17.6
13.0	2.4521e-12	6.4034e-11	-10.0	17.5
13.5	2.1112e-12	6.4453e-11	-10.0	17.4
14.0	1.9014e-12	6.4638e-11	-10.0	17.3
14.5	1.8227e-12	6.4882e-11	-10.0	17.2
15.0	3.041e-12	5.911e-11	-10.0	17.1
15.5	1.4699e-12	1.4262e-10	-10.0	17.0
16.0	1.7309e-12	6.6111e-11	-10.0	16.9
16.5	1.6308e-12	6.6043e-11	-10.0	16.8
17.0	1.5044e-12	6.6204e-11	-10.0	16.7
17.5	1.4067e-12	6.6342e-11	-10.0	16.6
18.0	1.2326e-12	6.6515e-11	-10.0	16.5
18.5	1.2183e-12	6.7145e-11	-10.0	16.4
19.003	1.2922e-12	6.5813e-11	-10.0	16.3
19.5	1.0371e-12	6.8852e-11	-10.0	16.2
20.0	1.1313e-12	6.7626e-11	-10.0	16.1
20.5	1.142e-12	6.7773e-11	-10.0	16.0
21.0	9.5487e-13	6.7917e-11	-10.0	15.9
21.5	9.5248e-13	6.8222e-11	-10.0	15.8
22.0	6.0558e-13	6.8191e-11	-10.0	15.7
22.5	6.8665e-13	6.8564e-11	-10.0	15.6
23.0	8.9884e-13	6.8638e-11	-10.0	15.5
23.5	9.2268e-13	6.8622e-11	-10.0	15.4
24.0	9.7513e-13	6.8921e-11	-10.0	15.3
24.5	7.7605e-13	6.8849e-11	-10.0	15.2
25.0	7.3194e-13	6.94e-11	-10.0	15.1
25.5	5.3525e-13	6.9367e-11	-10.0	15.0
26.0	5.579e-13	6.9361e-11	-10.0	14.9
26.5	5.734e-13	6.9422e-11	-10.0	14.8
27.004	7.2122e-13	6.8111e-11	-10.0	14.7
27.5	4.6492e-13	7.1439e-11	-10.0	14.6
28.0	3.7909e-13	6.9737e-11	-10.0	14.5
28.5	5.8055e-13	6.9646e-11	-10.0	14.4
29.0	5.3763e-13	6.9886e-11	-10.0	14.3
29.5	2.3365e-13	7.0023e-11	-10.0	14.2
30.0	1.4031e-12	6.9201e-11	-10.0	14.1
30.5	1.1563e-13	9.1858e-11	-10.0	14.0
31.003	9.2626e-13	8.9692e-11	-10.0	13.9
31.5	1.1325e-13	7.1959e-11	-10.0	13.8
32.0	3.6478e-13	7.0434e-11	-10.0	13.7
32.5	2.1219e-13	7.0137e-11	-10.0	13.6
33.0	4.5419e-13	7.0387e-11	-10.0	13.5
33.5	2.6464e-13	7.0413e-11	-10.0	13.4
34.0	4.3988e-13	7.0602e-11	-10.0	13.3
34.5	3.0994e-14	7.0573e-11	-10.0	13.2
35.003	5.5432e-13	6.9077e-11	-10.0	13.1
35.5	4.53e-14	7.1997e-11	-10.0	13.0
36.0	1.5497e-14	7.0722e-11	-10.0	12.9
36.5	2.7537e-13	7.0956e-11	-10.0	12.8
37.0	1.5497e-14	7.0654e-11	-10.0	12.7
37.5	1.8954e-13	7.0636e-11	-10.0	12.6
38.0	3.8147e-14	7.0368e-11	-10.0	12.5
38.5	1.0252e-13	7.0584e-11	-10.0	12.4
39.003	7.1526e-14	6.8964e-11	-10.0	12.3
39.5	1.9312e-13	7.2396e-11	-10.0	12.2
40.0	9.7752e-14	7.1042e-11	-10.0	12.1
40.5	1.6689e-14	7.0946e-11	-10.0	12.0
41.0	1.6093e-13	7.1086e-11	-10.0	11.9
41.5	7.391e-14	7.0919e-11	-10.0	11.8
42.0	1.8716e-13	7.0889e-11	-10.0	11.7
42.5	1.7524e-13	7.1088e-11	-10.0	11.6
43.0	2.9206e-13	7.0953e-11	-10.0	11.5
43.5	1.6689e-14	7.0928e-11	-10.0	11.4
44.0	5.9605e-14	7.1094e-11	-10.0	11.3
44.5	1.0848e-13	7.1456e-11	-10.0	11.2
45.0	1.2159e-13	7.1115e-11	-10.0	11.1
45.5	1.1682e-12	5.7927e-11	-10.0	11.0
46.0	3.2902e-12	1.4881e-10	-10.0	10.9
46.5	9.5367e-15	7.1645e-11	-10.0	10.8
47.0	1.1802e-13	7.1421e-11	-10.0	10.7
47.5	9.6559e-14	7.1541e-11	-10.0	10.6
48.0	1.9193e-13	7.1551e-11	-10.0	10.5
48.5	2.3246e-13	7.1615e-11	-10.0	10.4
49.0	1.9431e-13	7.1925e-11	-10.0	10.3
49.5	2.3842e-14	7.2055e-11	-10.0	10.2
50.0	3.3379e-13	7.1751e-11	-10.0	10.1
50.5	2.4795e-13	7.2233e-11	-10.0	10.0
51.0	2.5511e-13	7.2268e-11	-10.0	9.9
51.5	4.6134e-13	7.2017e-11	-10.0	9.8
52.0	2.5868e-13	7.2137e-11	-10.0	9.7
52.5	1.5616e-13	7.2528e-11	-10.0	9.6
53.0	2.1815e-13	7.2337e-11	-10.0	9.5
53.5	4.8876e-14	7.2435e-11	-10.0	9.4
54.0	2.6941e-13	7.241e-11	-10.0	9.3
54.5	2.9564e-13	7.2614e-11	-10.0	9.2
55.0	1.1087e-13	7.2747e-11	-10.0	9.1
55.5	1.8477e-13	7.2503e-11	-10.0	9.0
56.0	3.2306e-13	7.2609e-11	-10.0	8.9
56.5	2.3246e-13	7.2811e-11	-10.0	8.8
57.0	3.5644e-13	7.2584e-11	-10.0	8.7
57.5	1.8358e-13	7.2587e-11	-10.0	8.6
58.0	5.8413e-14	7.2898e-11	-10.0	8.5
58.5	1.8716e-13	7.2826e-11	-10.0	8.4
59.0	1.4663e-13	7.2928e-11	-10.0	8.3
59.5	4.3154e-13	7.2755e-11	-10.0	8.2
60.0	1.0467e-12	7.282e-11	-10.0	8.1
60.5	3.3295e-12	6.5266e-11	-10.0	8.0
61.0	7.3194e-13	1.511e-10	-10.0	7.9
61.5	7.2455e-12	7.2781e-11	-10.0	7.8
62.0	1.2736e-11	7.3214e-11	-10.0	7.7
62.5	2.1496e-11	7.2794e-11	-10.0	7.6
63.003	3.4695e-11	7.1229e-11	-10.0	7.5
63.5	5.6506e-11	7.4281e-11	-10.0	7.4
64.0	8.6088e-11	7.2722e-11	-10.0	7.3
64.5	1.2362e-10	7.2908e-11	-10.0	7.2
65.0	1.7207e-10	7.2786e-11	-10.0	7.1
