Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	2.1822e-05	2.5571e-10	-10.0	-2.5	-7.247983680554885e-07
1.0	2.1828e-05	6.3694e-12	-10.0	-2.5	-7.189951388888232e-07
1.5	2.1828e-05	2.4927e-12	-10.0	-2.5	-7.190929253471565e-07
2.0	2.1829e-05	5.9366e-12	-10.0	-2.5	-7.18190312499933e-07
2.5	2.1832e-05	7.8654e-12	-10.0	-2.5	-7.152873003471537e-07
3.0	2.1837e-05	9.5904e-12	-10.0	-2.5	-7.103838888888188e-07
3.503	2.1839e-05	9.4473e-12	-10.0	-2.5	-7.084806540552473e-07
4.0	2.1845e-05	1.0487e-11	-10.0	-2.5	-7.025758680554891e-07
4.5	2.1843e-05	1.0953e-11	-10.0	-2.5	-7.046712586804884e-07
5.0	2.1846e-05	1.1022e-11	-10.0	-2.5	-7.017662499999322e-07
5.5	2.1847e-05	1.0743e-11	-10.0	-2.5	-7.008608420138223e-07
6.0	2.1846e-05	1.0855e-11	-10.0	-2.5	-7.019550347221553e-07
6.5	2.1847e-05	1.1472e-11	-10.0	-2.5	-7.010488281249325e-07
7.0	2.1846e-05	1.1425e-11	-10.0	-2.5	-7.021422222221561e-07
7.503	2.1848e-05	1.1332e-11	-10.0	-2.5	-7.002357737774684e-07
8.0	2.1853e-05	1.1153e-11	-10.0	-2.5	-6.953278124999362e-07
8.5	2.1855e-05	1.1312e-11	-10.0	-2.5	-6.934200086804891e-07
9.0	2.1856e-05	1.1419e-11	-10.0	-2.5	-6.925118055554894e-07
9.5	2.1856e-05	1.1976e-11	-10.0	-2.5	-6.926032031249372e-07
10.0	2.186e-05	1.1256e-11	-10.0	-2.5	-6.886942013888215e-07
10.5	2.1858e-05	1.1172e-11	-10.0	-2.5	-6.907848003471574e-07
11.0	2.1859e-05	1.1764e-11	-10.0	-2.5	-6.898749999999355e-07
11.5	2.1866e-05	1.1271e-11	-10.0	-2.5	-6.829648003471559e-07
12.0	2.1869e-05	1.1243e-11	-10.0	-2.5	-6.800542013888235e-07
12.5	2.1871e-05	1.1272e-11	-10.0	-2.5	-6.781432031249353e-07
13.0	2.1874e-05	1.1146e-11	-10.0	-2.5	-6.752318055554901e-07
13.5	2.1875e-05	1.1308e-11	-10.0	-2.5	-6.743200086804912e-07
14.0	2.1879e-05	1.161e-11	-10.0	-2.5	-6.704078124999378e-07
14.5	2.188e-05	1.1326e-11	-10.0	-2.5	-6.694952170138228e-07
15.0	2.1878e-05	1.1126e-11	-10.0	-2.5	-6.715822222221595e-07
15.503	2.188e-05	1.111e-11	-10.0	-2.5	-6.696693465552463e-07
16.0	2.1883e-05	1.1219e-11	-10.0	-2.5	-6.667550347221594e-07
16.5	2.1883e-05	1.1123e-11	-10.0	-2.5	-6.668408420138243e-07
17.0	2.1887e-05	1.1017e-11	-10.0	-2.5	-6.629262499999358e-07
17.5	2.1889e-05	1.1042e-11	-10.0	-2.5	-6.610112586804936e-07
18.0	2.1891e-05	1.0905e-11	-10.0	-2.5	-6.5909586805549e-07
18.5	2.1892e-05	1.1103e-11	-10.0	-2.5	-6.581800781249372e-07
19.0	2.1895e-05	1.0948e-11	-10.0	-2.5	-6.552638888888253e-07
19.5	2.19e-05	1.0989e-11	-10.0	-2.5	-6.503473003471577e-07
20.0	2.1901e-05	1.1537e-11	-10.0	-2.5	-6.494303124999374e-07
20.5	2.1902e-05	1.1241e-11	-10.0	-2.5	-6.48512925347159e-07
21.0	2.1907e-05	1.1134e-11	-10.0	-2.5	-6.435951388888273e-07
21.5	2.1905e-05	1.0818e-11	-10.0	-2.5	-6.456769531249358e-07
22.0	2.1906e-05	1.0842e-11	-10.0	-2.5	-6.447583680554933e-07
22.5	2.1907e-05	1.066e-11	-10.0	-2.5	-6.43839383680496e-07
23.0	2.1909e-05	1.0821e-11	-10.0	-2.5	-6.419199999999385e-07
23.5	2.1909e-05	1.1177e-11	-10.0	-2.5	-6.420002170138272e-07
24.0	2.1913e-05	1.0988e-11	-10.0	-2.5	-6.380800347221626e-07
24.5	2.1913e-05	1.0188e-11	-10.0	-2.5	-6.381594531249385e-07
25.0	2.1913e-05	1.0613e-11	-10.0	-2.5	-6.382384722221631e-07
25.5	2.1913e-05	1.0952e-11	-10.0	-2.5	-6.383170920138296e-07
26.0	2.1916e-05	1.0887e-11	-10.0	-2.5	-6.353953124999381e-07
26.5	2.1921e-05	1.0743e-11	-10.0	-2.5	-6.304731336804944e-07
27.0	2.1924e-05	1.094e-11	-10.0	-2.5	-6.275505555554969e-07
27.503	2.1925e-05	1.0725e-11	-10.0	-2.5	-6.266280390552509e-07
28.0	2.1927e-05	1.0605e-11	-10.0	-2.5	-6.247042013888309e-07
28.5	2.1929e-05	1.0751e-11	-10.0	-2.5	-6.227804253471614e-07
29.0	2.193e-05	1.0896e-11	-10.0	-2.5	-6.218562499999427e-07
29.5	2.193e-05	1.1209e-11	-10.0	-2.5	-6.219316753471647e-07
30.0	2.1933e-05	1.07e-11	-10.0	-2.5	-6.190067013888254e-07
30.5	2.1935e-05	1.1294e-11	-10.0	-2.5	-6.170813281249403e-07
31.0	2.1935e-05	1.073e-11	-10.0	-2.5	-6.171555555554948e-07
31.503	2.1935e-05	1.0727e-11	-10.0	-2.5	-6.172298254441416e-07
32.0	2.1937e-05	1.0859e-11	-10.0	-2.5	-6.153028124999386e-07
32.5	2.1942e-05	1.0458e-11	-10.0	-2.5	-6.103758420138282e-07
33.0	2.1942e-05	1.0883e-11	-10.0	-2.5	-6.104484722221604e-07
