Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	2.181e-05	6.8299e-11	-10.0	-2.5	-2.555178819444175e-07
1.0	2.1814e-05	1.8826e-11	-10.0	-2.5	-2.5333319444441585e-07
1.5	2.1819e-05	1.3207e-11	-10.0	-2.5	-2.4923988715275184e-07
2.003	2.1823e-05	1.0061e-11	-10.0	-2.5	-2.461513718634088e-07
2.5	2.1828e-05	8.7428e-12	-10.0	-2.5	-2.420513454860857e-07
3.0	2.1831e-05	7.1835e-12	-10.0	-2.5	-2.399561111110824e-07
3.5	2.1833e-05	6.7806e-12	-10.0	-2.5	-2.388602343749746e-07
4.0	2.1837e-05	5.3549e-12	-10.0	-2.5	-2.35763715277749e-07
4.5	2.1838e-05	5.3406e-12	-10.0	-2.5	-2.3566655381941653e-07
5.0	2.1843e-05	4.9937e-12	-10.0	-2.5	-2.3156874999997202e-07
5.5	2.1847e-05	4.8292e-12	-10.0	-2.5	-2.2847030381941964e-07
6.0	2.1847e-05	4.3714e-12	-10.0	-2.5	-2.2937121527775244e-07
6.5	2.1847e-05	4.7553e-12	-10.0	-2.5	-2.3027148437497518e-07
7.0	2.1848e-05	3.593e-12	-10.0	-2.5	-2.301711111110823e-07
7.5	2.1852e-05	4.0257e-12	-10.0	-2.5	-2.2707009548608294e-07
8.0	2.1852e-05	4.0162e-12	-10.0	-2.5	-2.2796843749997215e-07
8.5	2.1851e-05	3.4833e-12	-10.0	-2.5	-2.298661371527501e-07
9.0	2.1853e-05	3.4237e-12	-10.0	-2.5	-2.2876319444441821e-07
9.5	2.1859e-05	3.4308e-12	-10.0	-2.5	-2.2365960937497428e-07
10.0	2.186e-05	3.3879e-12	-10.0	-2.5	-2.235553819444177e-07
10.5	2.186e-05	3.01e-12	-10.0	-2.5	-2.2445051215274988e-07
11.0	2.1868e-05	3.4499e-12	-10.0	-2.5	-2.173449999999714e-07
11.5	2.187e-05	3.1149e-12	-10.0	-2.5	-2.1623884548608587e-07
12.0	2.1867e-05	3.3283e-12	-10.0	-2.5	-2.2013204861108431e-07
12.5	2.187e-05	2.8777e-12	-10.0	-2.5	-2.180246093749731e-07
13.0	2.1877e-05	2.898e-12	-10.0	-2.5	-2.1191652777774984e-07
13.5	2.1879e-05	3.1996e-12	-10.0	-2.5	-2.1080780381942072e-07
14.0	2.1878e-05	2.7823e-12	-10.0	-2.5	-2.1269843749997458e-07
14.5	2.1879e-05	2.9373e-12	-10.0	-2.5	-2.1258842881942077e-07
15.0	2.188e-05	2.9862e-12	-10.0	-2.5	-2.1247777777775014e-07
15.5	2.1884e-05	2.929e-12	-10.0	-2.5	-2.0936648437497644e-07
16.0	2.1886e-05	2.4927e-12	-10.0	-2.5	-2.082545486110835e-07
16.5	2.1888e-05	3.0565e-12	-10.0	-2.5	-2.0714197048608393e-07
17.0	2.1894e-05	2.6727e-12	-10.0	-2.5	-2.020287499999723e-07
17.5	2.1899e-05	2.7084e-12	-10.0	-2.5	-1.9791488715274942e-07
18.003	2.1901e-05	2.8646e-12	-10.0	-2.5	-1.9680569297452524e-07
18.5	2.1899e-05	2.7561e-12	-10.0	-2.5	-1.9968523437497172e-07
19.0	2.19e-05	3.2294e-12	-10.0	-2.5	-1.995694444444173e-07
19.5	2.1901e-05	3.0804e-12	-10.0	-2.5	-1.9945301215275283e-07
20.0	2.1905e-05	2.7072e-12	-10.0	-2.5	-1.9633593749997173e-07
20.5	2.1906e-05	2.7108e-12	-10.0	-2.5	-1.9621822048608716e-07
21.0	2.1907e-05	2.8074e-12	-10.0	-2.5	-1.9609986111108576e-07
21.5	2.1911e-05	2.2972e-12	-10.0	-2.5	-1.9298085937497452e-07
22.003	2.1911e-05	2.2769e-12	-10.0	-2.5	-1.9386649547452318e-07
22.5	2.1913e-05	2.3806e-12	-10.0	-2.5	-1.9274092881942147e-07
23.0	2.1918e-05	2.9695e-12	-10.0	-2.5	-1.886199999999745e-07
23.5	2.1919e-05	2.6727e-12	-10.0	-2.5	-1.8849842881941606e-07
24.0	2.1923e-05	3.0732e-12	-10.0	-2.5	-1.8537621527775117e-07
24.5	2.1924e-05	2.7001e-12	-10.0	-2.5	-1.8525335937497604e-07
25.0	2.1928e-05	2.6691e-12	-10.0	-2.5	-1.8212986111108427e-07
25.5	2.1928e-05	3.0363e-12	-10.0	-2.5	-1.8300572048608445e-07
26.0	2.1928e-05	2.9814e-12	-10.0	-2.5	-1.8388093749997458e-07
26.5	2.1935e-05	2.9015e-12	-10.0	-2.5	-1.7775551215275286e-07
27.0	2.1935e-05	2.4962e-12	-10.0	-2.5	-1.786294444444195e-07
27.5	2.1937e-05	2.3782e-12	-10.0	-2.5	-1.775027343749751e-07
28.0	2.1941e-05	2.3925e-12	-10.0	-2.5	-1.7437538194441964e-07
28.5	2.1942e-05	2.5833e-12	-10.0	-2.5	-1.7424738715275055e-07
29.0	2.1941e-05	2.2364e-12	-10.0	-2.5	-1.761187499999758e-07
29.5	2.1944e-05	2.9874e-12	-10.0	-2.5	-1.73989470486089e-07
30.0	2.1944e-05	2.4772e-12	-10.0	-2.5	-1.7485954861108855e-07
30.5	2.1945e-05	2.8479e-12	-10.0	-2.5	-1.7472898437497587e-07
31.0	2.1947e-05	2.5642e-12	-10.0	-2.5	-1.7359777777775434e-07
31.5	2.1949e-05	2.5344e-12	-10.0	-2.5	-1.7246592881941936e-07
32.0	2.1949e-05	2.5594e-12	-10.0	-2.5	-1.7333343749997534e-07
32.5	2.1949e-05	2.1076e-12	-10.0	-2.5	-1.7420030381942126e-07
33.0	2.1951e-05	1.8954e-12	-10.0	-2.5	-1.7306652777775275e-07
33.5	2.1952e-05	2.7204e-12	-10.0	-2.5	-1.7293210937497638e-07
34.0	2.1957e-05	2.836e-12	-10.0	-2.5	-1.6879704861108796e-07
34.5	2.1961e-05	2.3747e-12	-10.0	-2.5	-1.656613454860883e-07
35.0	2.1964e-05	2.7633e-12	-10.0	-2.5	-1.635249999999774e-07
35.5	2.1965e-05	2.1338e-12	-10.0	-2.5	-1.6338801215275405e-07
36.0	2.1969e-05	1.8048e-12	-10.0	-2.5	-1.6025038194442085e-07
36.5	2.1969e-05	1.5807e-12	-10.0	-2.5	-1.611121093749762e-07
37.0	2.1969e-05	2.4569e-12	-10.0	-2.5	-1.6197319444442152e-07
37.5	2.1968e-05	2.2519e-12	-10.0	-2.5	-1.638336371527522e-07
38.003	2.1968e-05	2.3806e-12	-10.0	-2.5	-1.6469859436341194e-07
38.5	2.1973e-05	2.2697e-12	-10.0	-2.5	-1.6055259548608498e-07
39.0	2.197e-05	2.7859e-12	-10.0	-2.5	-1.644111111110865e-07
39.5	2.1974e-05	2.2531e-12	-10.0	-2.5	-1.6126898437497617e-07
40.0	2.1973e-05	2.7287e-12	-10.0	-2.5	-1.631262152777532e-07
40.5	2.1974e-05	2.2745e-12	-10.0	-2.5	-1.629828038194192e-07
41.0	2.1974e-05	2.1207e-12	-10.0	-2.5	-1.6383874999997732e-07
41.5	2.1975e-05	2.0456e-12	-10.0	-2.5	-1.636940538194232e-07
42.003	2.1977e-05	1.8621e-12	-10.0	-2.5	-1.625538413078572e-07
42.5	2.1982e-05	2.1088e-12	-10.0	-2.5	-1.5840273437497726e-07
43.0	2.1982e-05	2.3353e-12	-10.0	-2.5	-1.592561111110884e-07
43.5	2.1985e-05	1.725e-12	-10.0	-2.5	-1.5710884548608632e-07
44.0	2.1985e-05	2.4176e-12	-10.0	-2.5	-1.5796093749997737e-07
44.5	2.1985e-05	2.358e-12	-10.0	-2.5	-1.58812387152755e-07
45.0	2.199e-05	1.8179e-12	-10.0	-2.5	-1.5466319444441836e-07
45.5	2.1993e-05	2.3758e-12	-10.0	-2.5	-1.5251335937497608e-07
