File Name: 00_Sample12_device3_trfSat_dark_begin.dat;;;;;;;;;
File Data: 21/11/2023;14:09:56;;;;;;;;
Start V: 0;;;;;;;;;
Step V: 0;;;;;;;;;
Stop V: 0;;;;;;;;;
Range V: 200;;;;;;;;;
Delay(ms): 0;;;;;;;;;
Auorange: yes;;;;;;;;;
Sweep type: log;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;|IDrain|, |IGate| (A);|IGate| (A)
0.00E+00;1.00E+00;6.88E-10;-5.00E+01;-6.23E-07;;;;6.8756E-10;6.2341E-07
1.00E+03;1.00E+00;4.32E-10;-4.95E+01;-6.95E-08;;;;4.3166E-10;6.9465E-08
1.50E+03;1.00E+00;3.36E-10;-4.90E+01;-5.17E-08;;;;3.3637E-10;5.1704E-08
2.00E+03;1.00E+00;3.46E-10;-4.85E+01;-4.34E-08;;;;3.4636E-10;4.3353E-08
2.50E+03;1.00E+00;2.97E-10;-4.80E+01;-4.02E-08;;;;2.9663E-10;4.0233E-08
3.00E+03;1.00E+00;2.35E-10;-4.75E+01;-3.81E-08;;;;2.351E-10;3.8061E-08
3.50E+03;1.00E+00;2.08E-10;-4.70E+01;-3.51E-08;;;;2.0797E-10;3.5119E-08
4.00E+03;1.00E+00;1.97E-10;-4.65E+01;-3.60E-08;;;;1.9694E-10;3.6002E-08
4.50E+03;1.00E+00;1.78E-10;-4.60E+01;-3.33E-08;;;;1.7785E-10;3.3251E-08
5.00E+03;1.00E+00;1.62E-10;-4.55E+01;-3.09E-08;;;;1.6227E-10;3.0909E-08
5.50E+03;1.00E+00;1.68E-10;-4.50E+01;-3.07E-08;;;;1.6837E-10;3.0743E-08
6.00E+03;1.00E+00;1.52E-10;-4.45E+01;-2.68E-08;;;;1.5233E-10;2.6815E-08
6.50E+03;1.00E+00;1.42E-10;-4.40E+01;-2.31E-08;;;;1.4206E-10;2.3111E-08
7.00E+03;1.00E+00;1.36E-10;-4.35E+01;-2.42E-08;;;;1.3593E-10;2.4207E-08
7.50E+03;1.00E+00;1.32E-10;-4.30E+01;-2.44E-08;;;;1.3184E-10;2.4412E-08
8.00E+03;1.00E+00;1.26E-10;-4.25E+01;-2.56E-08;;;;1.2603E-10;2.5588E-08
8.50E+03;1.00E+00;1.18E-10;-4.20E+01;-2.58E-08;;;;1.1755E-10;2.5777E-08
9.00E+03;1.00E+00;1.15E-10;-4.15E+01;-2.52E-08;;;;1.1499E-10;2.5186E-08
9.50E+03;1.00E+00;1.12E-10;-4.10E+01;-2.53E-08;;;;1.1152E-10;2.5348E-08
1.00E+04;1.00E+00;1.11E-10;-4.05E+01;-2.62E-08;;;;1.1099E-10;2.6182E-08
1.05E+04;1.00E+00;1.11E-10;-4.00E+01;-2.54E-08;;;;1.1087E-10;2.5448E-08
1.10E+04;1.00E+00;1.09E-10;-3.95E+01;-2.40E-08;;;;1.0874E-10;2.403E-08
1.15E+04;1.00E+00;1.07E-10;-3.90E+01;-2.31E-08;;;;1.0738E-10;2.3053E-08
1.20E+04;1.00E+00;1.06E-10;-3.85E+01;-2.20E-08;;;;1.0574E-10;2.1989E-08
1.25E+04;1.00E+00;1.05E-10;-3.80E+01;-2.29E-08;;;;1.052E-10;2.2905E-08
1.30E+04;1.00E+00;1.06E-10;-3.75E+01;-2.22E-08;;;;1.0613E-10;2.224E-08
1.35E+04;1.00E+00;1.08E-10;-3.70E+01;-3.43E-08;;;;1.0793E-10;3.433E-08
1.40E+04;1.00E+00;1.06E-10;-3.65E+01;-4.21E-08;;;;1.0558E-10;4.2123E-08
1.45E+04;1.00E+00;1.07E-10;-3.60E+01;-4.17E-08;;;;1.0749E-10;4.1676E-08
1.50E+04;1.00E+00;1.13E-10;-3.55E+01;-2.54E-08;;;;1.1287E-10;2.537E-08
1.55E+04;1.00E+00;9.24E-11;-3.50E+01;-2.75E-08;;;;9.241E-11;2.7503E-08
1.60E+04;1.00E+00;1.08E-10;-3.45E+01;-2.43E-08;;;;1.0821E-10;2.433E-08
1.65E+04;1.00E+00;1.06E-10;-3.40E+01;-2.47E-08;;;;1.0636E-10;2.4708E-08
1.70E+04;1.00E+00;1.09E-10;-3.35E+01;-2.73E-08;;;;1.0879E-10;2.7296E-08
1.75E+04;1.00E+00;1.01E-10;-3.30E+01;-2.93E-08;;;;1.005E-10;2.9342E-08
1.80E+04;1.00E+00;1.07E-10;-3.25E+01;-2.82E-08;;;;1.0686E-10;2.8182E-08
1.85E+04;1.00E+00;1.06E-10;-3.20E+01;-1.83E-08;;;;1.0633E-10;1.8255E-08
1.90E+04;1.00E+00;1.06E-10;-3.15E+01;-1.58E-08;;;;1.0606E-10;1.5752E-08
1.95E+04;1.00E+00;1.07E-10;-3.10E+01;-1.57E-08;;;;1.0745E-10;1.5731E-08
2.00E+04;1.00E+00;1.04E-10;-3.05E+01;-1.50E-08;;;;1.0447E-10;1.4974E-08
2.05E+04;1.00E+00;1.07E-10;-3.00E+01;-1.48E-08;;;;1.0689E-10;1.4809E-08
2.10E+04;1.00E+00;1.03E-10;-2.95E+01;-1.36E-08;;;;1.0341E-10;1.3591E-08
2.15E+04;1.00E+00;1.01E-10;-2.90E+01;-1.31E-08;;;;1.0067E-10;1.3143E-08
2.20E+04;1.00E+00;1.03E-10;-2.85E+01;-1.23E-08;;;;1.0311E-10;1.2273E-08
2.25E+04;1.00E+00;1.03E-10;-2.80E+01;-1.20E-08;;;;1.0303E-10;1.1957E-08
2.30E+04;1.00E+00;1.02E-10;-2.75E+01;-1.13E-08;;;;1.024E-10;1.1314E-08
2.35E+04;1.00E+00;1.01E-10;-2.70E+01;-1.07E-08;;;;1.0051E-10;1.0726E-08
2.40E+04;1.00E+00;1.00E-10;-2.65E+01;-1.02E-08;;;;1.0027E-10;1.0227E-08
2.45E+04;1.00E+00;1.01E-10;-2.60E+01;-1.03E-08;;;;1.0138E-10;1.0257E-08
2.50E+04;1.00E+00;1.01E-10;-2.55E+01;-1.02E-08;;;;1.0145E-10;1.0158E-08
2.55E+04;1.00E+00;1.05E-10;-2.50E+01;-9.26E-09;;;;1.0513E-10;9.2565E-09
2.60E+04;1.00E+00;1.10E-10;-2.45E+01;-9.26E-09;;;;1.0964E-10;9.2614E-09
2.65E+04;1.00E+00;1.17E-10;-2.40E+01;-8.90E-09;;;;1.1706E-10;8.9025E-09
2.70E+04;1.00E+00;1.21E-10;-2.35E+01;-8.11E-09;;;;1.2123E-10;8.1138E-09
2.75E+04;1.00E+00;1.26E-10;-2.30E+01;-8.33E-09;;;;1.257E-10;8.332E-09
2.80E+04;1.00E+00;1.33E-10;-2.25E+01;-7.03E-09;;;;1.3335E-10;7.0303E-09
2.85E+04;1.00E+00;1.45E-10;-2.20E+01;-6.75E-09;;;;1.4535E-10;6.7514E-09
2.90E+04;1.00E+00;1.57E-10;-2.15E+01;-6.50E-09;;;;1.5704E-10;6.497E-09
2.95E+04;1.00E+00;1.77E-10;-2.10E+01;-6.51E-09;;;;1.7718E-10;6.5053E-09
3.00E+04;1.00E+00;2.07E-10;-2.05E+01;-6.14E-09;;;;2.0662E-10;6.142E-09
3.05E+04;1.00E+00;2.31E-10;-2.00E+01;-5.70E-09;;;;2.3074E-10;5.7011E-09
3.10E+04;1.00E+00;2.75E-10;-1.95E+01;-5.54E-09;;;;2.7512E-10;5.5374E-09
3.15E+04;1.00E+00;3.20E-10;-1.90E+01;-5.21E-09;;;;3.2013E-10;5.205E-09
3.20E+04;1.00E+00;3.89E-10;-1.85E+01;-5.29E-09;;;;3.8885E-10;5.2889E-09
3.25E+04;1.00E+00;4.64E-10;-1.80E+01;-5.64E-09;;;;4.6435E-10;5.6378E-09
3.30E+04;1.00E+00;5.71E-10;-1.75E+01;-5.49E-09;;;;5.7124E-10;5.4894E-09
3.35E+04;1.00E+00;6.99E-10;-1.70E+01;-5.31E-09;;;;6.9906E-10;5.3132E-09
3.40E+04;1.00E+00;8.70E-10;-1.65E+01;-7.08E-09;;;;8.6981E-10;7.0806E-09
