File Name: 07_Sample12_device3_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;9:25:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;Time (s);IDrain (A);Time_dark (s);IDrain (A);ExpFit (A);;ExpFit (A) (for all time scale);;;delta I (A);;;;Time_100uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_200uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_300uA (s);IDrain_raw (A);FIt (A);delta I (A);;Time_400uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_500uA (s);IDrain_raw (A);Fit (A);delta I (A)
5.07E+05;1.00E+00;5.83E-08;5.00E+01;1.44E-10;;;;507;5.83E-08;806.5;1.79E-08;1,81301E-8;;5.58E-08;;;2.48E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.08E+05;1.00E+00;5.82E-08;5.00E+01;1.43E-10;;;;507.5;5.82E-08;807;1.79E-08;1,81092E-8;;5.57E-08;;;2.56E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.08E+05;1.00E+00;5.85E-08;5.00E+01;1.43E-10;;;;508;5.85E-08;807.5;1.78E-08;1,80883E-8;;5.55E-08;;;2.93E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.09E+05;1.00E+00;5.80E-08;5.00E+01;1.44E-10;;;;508.5;5.80E-08;808;1.78E-08;1,80675E-8;;5.54E-08;;;2.59E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.09E+05;1.00E+00;5.78E-08;5.00E+01;1.43E-10;;;;509;5.78E-08;808.5;1.79E-08;1,80468E-8;;5.53E-08;;;2.59E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.10E+05;1.00E+00;6.22E-08;5.00E+01;6.47E-10;;;;509.5;6.22E-08;809;1.80E-08;1,80261E-8;;5.51E-08;;;7.05E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.10E+05;1.00E+00;6.49E-08;5.00E+01;9.03E-09;;;;510;6.49E-08;809.5;1.80E-08;1,80055E-8;;5.50E-08;;;9.89E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.11E+05;1.00E+00;6.41E-08;5.00E+01;9.01E-09;;;;510.5;6.41E-08;810;1.79E-08;1,7985E-8;;5.48E-08;;;9.27E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.11E+05;1.00E+00;6.48E-08;5.00E+01;9.00E-09;;;;511;6.48E-08;810.5;1.79E-08;1,79645E-8;;5.47E-08;;;1.01E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.12E+05;1.00E+00;6.45E-08;5.00E+01;8.99E-09;;;;511.5;6.45E-08;811;1.79E-08;1,79441E-8;;5.46E-08;;;9.93E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.12E+05;1.00E+00;6.43E-08;5.00E+01;8.99E-09;;;;512;6.43E-08;811.5;1.79E-08;1,79237E-8;;5.44E-08;;;9.86E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.13E+05;1.00E+00;6.36E-08;5.00E+01;8.99E-09;;;;512.5;6.36E-08;812;1.77E-08;1,79035E-8;;5.43E-08;;;9.34E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.13E+05;1.00E+00;6.35E-08;5.00E+01;8.99E-09;;;;513;6.35E-08;812.5;1.79E-08;1,78833E-8;;5.42E-08;;;9.35E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.14E+05;1.00E+00;6.32E-08;5.00E+01;8.98E-09;;;;513.5;6.32E-08;813;1.79E-08;1,78631E-8;;5.40E-08;;;9.12E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.14E+05;1.00E+00;6.31E-08;5.00E+01;8.98E-09;;;;514;6.31E-08;813.5;1.79E-08;1,7843E-8;;5.39E-08;;;9.17E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.15E+05;1.00E+00;6.29E-08;5.00E+01;8.98E-09;;;;514.5;6.29E-08;814;1.78E-08;1,7823E-8;;5.38E-08;;;9.11E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.29E+05;1.00E+00;5.29E-08;5.00E+01;1.42E-10;;;;528.5;5.29E-08;828;1.69E-08;1,72874E-8;;5.02E-08;;;2.75E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.29E+05;1.00E+00;5.28E-08;5.00E+01;1.42E-10;;;;529;5.28E-08;828.5;1.69E-08;1,72692E-8;;5.00E-08;;;2.73E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.30E+05;1.00E+00;5.59E-08;5.00E+01;1.42E-10;;;;529.5;5.59E-08;829;1.69E-08;1,7251E-8;;4.99E-08;;;5.94E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.30E+05;1.00E+00;5.93E-08;5.00E+01;8.98E-09;;;;530;5.93E-08;829.5;1.69E-08;1,72328E-8;;4.98E-08;;;9.51E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.31E+05;1.00E+00;5.92E-08;5.00E+01;8.94E-09;;;;530.5;5.92E-08;830;1.70E-08;1,72148E-8;;4.97E-08;;;9.52E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.31E+05;1.00E+00;5.87E-08;5.00E+01;8.93E-09;;;;531;5.87E-08;830.5;1.70E-08;1,71967E-8;;4.96E-08;;;9.20E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.32E+05;1.00E+00;5.90E-08;5.00E+01;8.93E-09;;;;531.5;5.90E-08;831;1.70E-08;1,71788E-8;;4.94E-08;;;9.55E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.32E+05;1.00E+00;5.86E-08;5.00E+01;8.93E-09;;;;532;5.86E-08;831.5;1.67E-08;1,71608E-8;;4.93E-08;;;9.24E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.33E+05;1.00E+00;5.81E-08;5.00E+01;8.93E-09;;;;532.5;5.81E-08;832;1.66E-08;1,7143E-8;;4.92E-08;;;8.91E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.33E+05;1.00E+00;5.80E-08;5.00E+01;8.93E-09;;;;533;5.80E-08;832.5;1.66E-08;1,71252E-8;;4.91E-08;;;8.91E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.34E+05;1.00E+00;5.77E-08;5.00E+01;8.93E-09;;;;533.5;5.77E-08;833;1.65E-08;1,71074E-8;;4.90E-08;;;8.75E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.49E+05;1.00E+00;4.77E-08;5.00E+01;1.42E-10;;;;548.5;4.77E-08;848;1.59E-08;1,66005E-8;;4.56E-08;;;2.13E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.49E+05;1.00E+00;4.76E-08;5.00E+01;1.41E-10;;;;549;4.76E-08;848.5;1.57E-08;1,65844E-8;;4.54E-08;;;2.15E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.50E+05;1.00E+00;5.10E-08;5.00E+01;1.71E-10;;;;549.5;5.10E-08;849;1.56E-08;1,65684E-8;;4.53E-08;;;5.65E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.50E+05;1.00E+00;5.38E-08;5.00E+01;8.99E-09;;;;550;5.38E-08;849.5;1.54E-08;1,65524E-8;;4.52E-08;;;8.59E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.51E+05;1.00E+00;5.36E-08;5.00E+01;8.94E-09;;;;550.5;5.36E-08;850;1.56E-08;1,65365E-8;;4.51E-08;;;8.53E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.51E+05;1.00E+00;5.32E-08;5.00E+01;8.93E-09;;;;551;5.32E-08;850.5;1.55E-08;1,65206E-8;;4.50E-08;;;8.20E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.52E+05;1.00E+00;5.28E-08;5.00E+01;8.92E-09;;;;551.5;5.28E-08;851;1.56E-08;1,65048E-8;;4.49E-08;;;7.89E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.52E+05;1.00E+00;5.28E-08;5.00E+01;8.92E-09;;;;552;5.28E-08;851.5;1.55E-08;1,6489E-8;;4.48E-08;;;8.04E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.53E+05;1.00E+00;5.34E-08;5.00E+01;8.92E-09;;;;552.5;5.34E-08;852;1.53E-08;1,64733E-8;;4.47E-08;;;8.69E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.53E+05;1.00E+00;5.29E-08;5.00E+01;8.92E-09;;;;553;5.29E-08;852.5;1.51E-08;1,64576E-8;;4.46E-08;;;8.33E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.54E+05;1.00E+00;5.26E-08;5.00E+01;8.91E-09;;;;553.5;5.26E-08;853;1.52E-08;1,6442E-8;;4.45E-08;;;8.12E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.54E+05;1.00E+00;5.23E-08;5.00E+01;8.91E-09;;;;554;5.23E-08;853.5;1.54E-08;1,64264E-8;;4.44E-08;;;7.93E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.55E+05;1.00E+00;5.19E-08;5.00E+01;8.91E-09;;;;554.5;5.19E-08;854;1.51E-08;1,64109E-8;;4.43E-08;;;7.58E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.68E+05;1.00E+00;4.32E-08;5.00E+01;1.41E-10;;;;568;4.32E-08;868;1.46E-08;1,59956E-8;;4.16E-08;;;1.60E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.69E+05;1.00E+00;4.32E-08;5.00E+01;1.40E-10;;;;568.5;4.32E-08;868.5;1.46E-08;1,59815E-8;;4.15E-08;;;1.67E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.69E+05;1.00E+00;4.32E-08;5.00E+01;1.40E-10;;;;569;4.32E-08;869;1.46E-08;1,59673E-8;;4.14E-08;;;1.81E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.70E+05;1.00E+00;4.47E-08;5.00E+01;1.40E-10;;;;569.5;4.47E-08;869.5;1.44E-08;1,59533E-8;;4.13E-08;;;3.41E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.70E+05;1.00E+00;4.94E-08;5.00E+01;8.99E-09;;;;570;4.94E-08;870;1.44E-08;1,59393E-8;;4.12E-08;;;8.21E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.71E+05;1.00E+00;4.89E-08;5.00E+01;8.91E-09;;;;570.5;4.89E-08;870.5;1.44E-08;1,59253E-8;;4.11E-08;;;7.81E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.71E+05;1.00E+00;4.86E-08;5.00E+01;8.90E-09;;;;571;4.86E-08;871;1.43E-08;1,59113E-8;;4.10E-08;;;7.59E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.72E+05;1.00E+00;4.79E-08;5.00E+01;8.90E-09;;;;571.5;4.79E-08;871.5;1.42E-08;1,58974E-8;;4.09E-08;;;6.99E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.72E+05;1.00E+00;4.79E-08;5.00E+01;8.89E-09;;;;572;4.79E-08;872;1.40E-08;1,58836E-8;;4.08E-08;;;7.09E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.73E+05;1.00E+00;4.82E-08;5.00E+01;8.89E-09;;;;572.5;4.82E-08;872.5;1.41E-08;1,58698E-8;;4.07E-08;;;7.42E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.73E+05;1.00E+00;4.82E-08;5.00E+01;8.89E-09;;;;573;4.82E-08;873;1.43E-08;1,5856E-8;;4.06E-08;;;7.59E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.74E+05;1.00E+00;4.79E-08;5.00E+01;8.88E-09;;;;573.5;4.79E-08;873.5;1.41E-08;1,58423E-8;;4.06E-08;;;7.31E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.74E+05;1.00E+00;4.74E-08;5.00E+01;8.88E-09;;;;574;4.74E-08;874;1.40E-08;1,58287E-8;;4.05E-08;;;6.97E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.75E+05;1.00E+00;4.72E-08;5.00E+01;8.88E-09;;;;574.5;4.72E-08;874.5;1.38E-08;1,5815E-8;;4.04E-08;;;6.81E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.75E+05;1.00E+00;4.65E-08;5.00E+01;8.87E-09;;;;575;4.65E-08;875;1.37E-08;1,58014E-8;;4.03E-08;;;6.25E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.88E+05;1.00E+00;3.94E-08;5.00E+01;1.44E-10;;;;588;3.94E-08;888;1.26E-08;1,5463E-8;;3.80E-08;;;1.37E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.89E+05;1.00E+00;3.88E-08;5.00E+01;1.50E-10;;;;588.5;3.88E-08;888.5;1.28E-08;1,54505E-8;;3.79E-08;;;9.18E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.89E+05;1.00E+00;3.89E-08;5.00E+01;1.56E-10;;;;589;3.89E-08;889;1.26E-08;1,54381E-8;;3.78E-08;;;1.07E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.90E+05;1.00E+00;3.86E-08;5.00E+01;1.60E-10;;;;589.5;3.86E-08;889.5;1.25E-08;1,54257E-8;;3.77E-08;;;8.20E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.90E+05;1.00E+00;3.90E-08;5.00E+01;1.62E-10;;;;590;3.90E-08;890;1.27E-08;1,54133E-8;;3.77E-08;;;1.31E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.91E+05;1.00E+00;3.88E-08;5.00E+01;1.61E-10;;;;590.5;3.88E-08;890.5;1.28E-08;1,5401E-8;;3.76E-08;;;1.19E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.91E+05;1.00E+00;3.85E-08;5.00E+01;1.62E-10;;;;591;3.85E-08;891;1.28E-08;1,53887E-8;;3.75E-08;;;1.01E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.92E+05;1.00E+00;3.88E-08;5.00E+01;1.62E-10;;;;591.5;3.88E-08;891.5;1.27E-08;1,53765E-8;;3.74E-08;;;1.43E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.92E+05;1.00E+00;3.85E-08;5.00E+01;1.63E-10;;;;592;3.85E-08;892;1.25E-08;1,53643E-8;;3.73E-08;;;1.22E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.93E+05;1.00E+00;3.85E-08;5.00E+01;1.63E-10;;;;592.5;3.85E-08;892.5;1.23E-08;1,53522E-8;;3.72E-08;;;1.24E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.93E+05;1.00E+00;3.87E-08;5.00E+01;1.62E-10;;;;593;3.87E-08;893;1.25E-08;1,534E-8;;3.72E-08;;;1.53E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.94E+05;1.00E+00;3.83E-08;5.00E+01;1.62E-10;;;;593.5;3.83E-08;893.5;1.26E-08;1,5328E-8;;3.71E-08;;;1.19E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.94E+05;1.00E+00;3.86E-08;5.00E+01;1.63E-10;;;;594;3.86E-08;894;1.27E-08;1,53159E-8;;3.70E-08;;;1.61E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.95E+05;1.00E+00;3.85E-08;5.00E+01;1.62E-10;;;;594.5;3.85E-08;894.5;1.26E-08;1,53039E-8;;3.69E-08;;;1.55E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.95E+05;1.00E+00;3.85E-08;5.00E+01;1.63E-10;;;;595;3.85E-08;895;1.26E-08;1,5292E-8;;3.68E-08;;;1.68E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.96E+05;1.00E+00;3.83E-08;5.00E+01;1.62E-10;;;;595.5;3.83E-08;895.5;1.24E-08;1,528E-8;;3.68E-08;;;1.54E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.96E+05;1.00E+00;3.86E-08;5.00E+01;1.61E-10;;;;596;3.86E-08;896;1.24E-08;1,52682E-8;;3.67E-08;;;1.89E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.97E+05;1.00E+00;3.86E-08;5.00E+01;1.63E-10;;;;596.5;3.86E-08;896.5;1.25E-08;1,52563E-8;;3.66E-08;;;2.00E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.97E+05;1.00E+00;3.85E-08;5.00E+01;1.63E-10;;;;597;3.85E-08;897;1.24E-08;1,52445E-8;;3.65E-08;;;1.96E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.98E+05;1.00E+00;3.82E-08;5.00E+01;1.63E-10;;;;597.5;3.82E-08;897.5;1.23E-08;1,52327E-8;;3.64E-08;;;1.76E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.98E+05;1.00E+00;3.83E-08;5.00E+01;1.63E-10;;;;598;3.83E-08;898;1.23E-08;1,5221E-8;;3.64E-08;;;1.96E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.99E+05;1.00E+00;3.80E-08;5.00E+01;1.62E-10;;;;598.5;3.80E-08;898.5;1.22E-08;1,52093E-8;;3.63E-08;;;1.73E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.99E+05;1.00E+00;3.83E-08;5.00E+01;1.62E-10;;;;599;3.83E-08;899;1.20E-08;1,51976E-8;;3.62E-08;;;2.05E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.00E+05;1.00E+00;3.82E-08;5.00E+01;1.62E-10;;;;599.5;3.82E-08;899.5;1.20E-08;1,5186E-8;;3.61E-08;;;2.06E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.00E+05;1.00E+00;3.83E-08;5.00E+01;1.63E-10;;;;600;3.83E-08;900;1.22E-08;1,51744E-8;;3.61E-08;;;2.21E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.01E+05;1.00E+00;3.81E-08;5.00E+01;1.62E-10;;;;600.5;3.81E-08;900.5;1.22E-08;1,51629E-8;;3.60E-08;;;2.09E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.01E+05;1.00E+00;3.82E-08;5.00E+01;1.62E-10;;;;601;3.82E-08;901;1.22E-08;1,51513E-8;;3.59E-08;;;2.32E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.02E+05;1.00E+00;3.81E-08;5.00E+01;1.62E-10;;;;601.5;3.81E-08;901.5;1.23E-08;1,51399E-8;;3.58E-08;;;2.32E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.02E+05;1.00E+00;3.80E-08;5.00E+01;1.62E-10;;;;602;3.80E-08;;;;;3.57E-08;;;2.29E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.03E+05;1.00E+00;3.80E-08;5.00E+01;1.62E-10;;;;602.5;3.80E-08;;;;;3.57E-08;;;2.32E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.03E+05;1.00E+00;3.79E-08;5.00E+01;1.63E-10;;;;603;3.79E-08;;;;;3.56E-08;;;2.30E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.04E+05;1.00E+00;3.80E-08;5.00E+01;1.62E-10;;;;603.5;3.80E-08;;;;;3.55E-08;;;2.47E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.04E+05;1.00E+00;3.82E-08;5.00E+01;1.63E-10;;;;604;3.82E-08;;;;;3.54E-08;;;2.76E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.05E+05;1.00E+00;3.81E-08;5.00E+01;1.62E-10;;;;604.5;3.81E-08;;;;;3.54E-08;;;2.73E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.05E+05;1.00E+00;3.76E-08;5.00E+01;1.62E-10;;;;605;3.76E-08;;;;;3.53E-08;;;2.33E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.06E+05;1.00E+00;3.78E-08;5.00E+01;1.61E-10;;;;605.5;3.78E-08;;;;;3.52E-08;;;2.59E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.06E+05;1.00E+00;3.82E-08;5.00E+01;1.62E-10;;;;606;3.82E-08;;;;;3.51E-08;;;3.03E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.07E+05;1.00E+00;3.76E-08;5.00E+01;1.61E-10;;;;606.5;3.76E-08;;;;;3.51E-08;;;2.55E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.07E+05;1.00E+00;3.78E-08;5.00E+01;1.62E-10;;;;607;3.78E-08;;;;;3.50E-08;;;2.80E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.08E+05;1.00E+00;3.75E-08;5.00E+01;1.62E-10;;;;607.5;3.75E-08;;;;;3.49E-08;;;2.55E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.08E+05;1.00E+00;3.79E-08;5.00E+01;1.61E-10;;;;608;3.79E-08;;;;;3.48E-08;;;3.04E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.09E+05;1.00E+00;3.78E-08;5.00E+01;1.61E-10;;;;608.5;3.78E-08;;;;;3.48E-08;;;3.00E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.09E+05;1.00E+00;3.76E-08;5.00E+01;1.62E-10;;;;609;3.76E-08;;;;;3.47E-08;;;2.94E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.10E+05;1.00E+00;3.71E-08;5.00E+01;1.62E-10;;;;609.5;3.71E-08;;;;;3.46E-08;;;2.52E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.10E+05;1.00E+00;3.71E-08;5.00E+01;1.62E-10;;;;610;3.71E-08;;;;;3.45E-08;;;2.55E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.11E+05;1.00E+00;3.68E-08;5.00E+01;1.62E-10;;;;610.5;3.68E-08;;;;;3.45E-08;;;2.35E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.11E+05;1.00E+00;4.09E-08;5.00E+01;1.67E-10;;;;611;4.09E-08;;;;;3.44E-08;;;6.53E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.12E+05;1.00E+00;4.34E-08;5.00E+01;1.22E-08;;;;611.5;4.34E-08;;;;;3.43E-08;;;9.11E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.12E+05;1.00E+00;4.31E-08;5.00E+01;1.22E-08;;;;612;4.31E-08;;;;;3.43E-08;;;8.86E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.13E+05;1.00E+00;4.30E-08;5.00E+01;1.22E-08;;;;612.5;4.30E-08;;;;;3.42E-08;;;8.85E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.13E+05;1.00E+00;4.28E-08;5.00E+01;1.22E-08;;;;613;4.28E-08;;;;;3.41E-08;;;8.68E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.14E+05;1.00E+00;4.27E-08;5.00E+01;1.22E-08;;;;613.5;4.27E-08;;;;;3.40E-08;;;8.69E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.14E+05;1.00E+00;4.26E-08;5.00E+01;1.22E-08;;;;614;4.26E-08;;;;;3.40E-08;;;8.62E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.15E+05;1.00E+00;4.23E-08;5.00E+01;1.22E-08;;;;614.5;4.23E-08;;;;;3.39E-08;;;8.37E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.15E+05;1.00E+00;4.23E-08;5.00E+01;1.22E-08;;;;615;4.23E-08;;;;;3.38E-08;;;8.50E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.16E+05;1.00E+00;4.25E-08;5.00E+01;1.22E-08;;;;615.5;4.25E-08;;;;;3.38E-08;;;8.75E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.16E+05;1.00E+00;4.24E-08;5.00E+01;1.22E-08;;;;616;4.24E-08;;;;;3.37E-08;;;8.76E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.17E+05;1.00E+00;4.23E-08;5.00E+01;1.22E-08;;;;616.5;4.23E-08;;;;;3.36E-08;;;8.72E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.17E+05;1.00E+00;4.24E-08;5.00E+01;1.22E-08;;;;617;4.24E-08;;;;;3.35E-08;;;8.86E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.18E+05;1.00E+00;4.22E-08;5.00E+01;1.22E-08;;;;617.5;4.22E-08;;;;;3.35E-08;;;8.73E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.18E+05;1.00E+00;4.19E-08;5.00E+01;1.22E-08;;;;618;4.19E-08;;;;;3.34E-08;;;8.52E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.19E+05;1.00E+00;4.15E-08;5.00E+01;1.22E-08;;;;618.5;4.15E-08;;;;;3.33E-08;;;8.13E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.19E+05;1.00E+00;4.15E-08;5.00E+01;1.22E-08;;;;619;4.15E-08;;;;;3.33E-08;;;8.20E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.20E+05;1.00E+00;4.16E-08;5.00E+01;1.22E-08;;;;619.5;4.16E-08;;;;;3.32E-08;;;8.41E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.20E+05;1.00E+00;4.14E-08;5.00E+01;1.22E-08;;;;620;4.14E-08;;;;;3.31E-08;;;8.32E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.21E+05;1.00E+00;4.14E-08;5.00E+01;1.22E-08;;;;620.5;4.14E-08;;;;;3.31E-08;;;8.32E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.21E+05;1.00E+00;4.04E-08;5.00E+01;1.22E-08;;;;621;4.04E-08;;;;;3.30E-08;;;7.37E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.22E+05;1.00E+00;3.75E-08;5.00E+01;1.60E-10;;;;621.5;3.75E-08;;;;;3.29E-08;;;4.53E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.22E+05;1.00E+00;3.62E-08;5.00E+01;1.39E-10;;;;622;3.62E-08;;;;;3.29E-08;;;3.33E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.23E+05;1.00E+00;3.55E-08;5.00E+01;1.46E-10;;;;622.5;3.55E-08;;;;;3.28E-08;;;2.69E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
