File Name: 07_Sample12_device3_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;9:25:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;Time (s);IDrain (A);Time_dark (s);IDrain (A);ExpFit (A);;ExpFit (A) (for all time scale);;;delta I (A);;;;Time_100uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_200uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_300uA (s);IDrain_raw (A);FIt (A);delta I (A);;Time_400uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_500uA (s);IDrain_raw (A);Fit (A);delta I (A)
1.40E+05;1.00E+00;5.81E-07;5.00E+01;1.58E-10;;;;139.5;5.81E-07;440;7.58E-08;7,93446E-8;;4.70E-07;;;1.11E-07;;;;393;1.01E-07;1.02E-07;-7.58E-10;;535.00;5.69E-08;5.12E-08;5.69E-09;;;;;;;;;;;;;;;
1.40E+05;1.00E+00;5.80E-07;5.00E+01;1.58E-10;;;;140;5.80E-07;440.5;7.50E-08;7,91294E-8;;4.68E-07;;;1.11E-07;;;;393.5;1.00E-07;1.01E-07;-1.05E-09;;535.50;5.67E-08;5.11E-08;5.66E-09;;;;;;;;;;;;;;;
1.41E+05;1.00E+00;5.79E-07;5.00E+01;1.57E-10;;;;140.5;5.79E-07;441;7.50E-08;7,89148E-8;;4.67E-07;;;1.12E-07;;;;394;9.96E-08;1.01E-07;-1.55E-09;;536.00;5.69E-08;5.10E-08;5.93E-09;;;;;;;;;;;;;;;
1.41E+05;1.00E+00;5.74E-07;5.00E+01;1.57E-10;;;;141;5.74E-07;441.5;7.59E-08;7,8701E-8;;4.65E-07;;;1.08E-07;;;;394.5;9.94E-08;1.01E-07;-1.48E-09;;536.50;5.69E-08;5.08E-08;6.07E-09;;;;;;;;;;;;;;;
1.42E+05;1.00E+00;5.68E-07;5.00E+01;1.57E-10;;;;141.5;5.68E-07;442;7.52E-08;7,84878E-8;;4.64E-07;;;1.04E-07;;;;395;9.95E-08;1.01E-07;-1.04E-09;;537.00;5.58E-08;5.07E-08;5.09E-09;;;;;;;;;;;;;;;
1.42E+05;1.00E+00;5.70E-07;5.00E+01;1.57E-10;;;;142;5.70E-07;442.5;7.52E-08;7,82753E-8;;4.63E-07;;;1.08E-07;;;;395.5;9.86E-08;1.00E-07;-1.60E-09;;537.50;5.55E-08;5.06E-08;4.90E-09;;;;;;;;;;;;;;;
1.43E+05;1.00E+00;5.68E-07;5.00E+01;1.57E-10;;;;142.5;5.68E-07;443;7.39E-08;7,80634E-8;;4.61E-07;;;1.06E-07;;;;396;9.82E-08;9.99E-08;-1.68E-09;;538.00;5.52E-08;5.05E-08;4.75E-09;;;;;;;;;;;;;;;
1.43E+05;1.00E+00;5.63E-07;5.00E+01;1.57E-10;;;;143;5.63E-07;443.5;7.42E-08;7,78522E-8;;4.60E-07;;;1.03E-07;;;;396.5;9.90E-08;9.96E-08;-5.78E-10;;538.50;5.53E-08;5.04E-08;4.92E-09;;;;;;;;;;;;;;;
1.44E+05;1.00E+00;5.59E-07;5.00E+01;1.56E-10;;;;143.5;5.59E-07;444;7.41E-08;7,76417E-8;;4.58E-07;;;1.01E-07;;;;397;9.80E-08;9.93E-08;-1.22E-09;;539.00;5.52E-08;5.03E-08;4.91E-09;;;;;;;;;;;;;;;
1.44E+05;1.00E+00;5.54E-07;5.00E+01;1.56E-10;;;;144;5.54E-07;444.5;7.35E-08;7,74319E-8;;4.57E-07;;;9.74E-08;;;;397.5;9.68E-08;9.89E-08;-2.14E-09;;539.50;5.48E-08;5.01E-08;4.62E-09;;;;;;;;;;;;;;;
1.45E+05;1.00E+00;5.54E-07;5.00E+01;1.56E-10;;;;144.5;5.54E-07;445;7.36E-08;7,72227E-8;;4.55E-07;;;9.88E-08;;;;398;9.75E-08;9.86E-08;-1.11E-09;;540.00;5.15E-08;5.00E-08;1.46E-09;;;;;;;;;;;;;;;
1.45E+05;1.00E+00;5.51E-07;5.00E+01;1.55E-10;;;;145;5.51E-07;445.5;7.31E-08;7,70142E-8;;4.54E-07;;;9.67E-08;;;;398.5;9.69E-08;9.83E-08;-1.44E-09;;540.50;5.04E-08;4.99E-08;4.82E-10;;;;;;;;;;;;;;;
1.46E+05;1.00E+00;5.49E-07;5.00E+01;1.55E-10;;;;145.5;5.49E-07;446;7.33E-08;7,68064E-8;;4.53E-07;;;9.66E-08;;;;399;9.70E-08;9.80E-08;-1.03E-09;;541.00;4.98E-08;4.98E-08;1.79E-11;;;;;;;;;;;;;;;
1.46E+05;1.00E+00;5.45E-07;5.00E+01;1.55E-10;;;;146;5.45E-07;446.5;7.29E-08;7,65992E-8;;4.51E-07;;;9.39E-08;;;;399.5;9.67E-08;9.77E-08;-1.02E-09;;541.50;4.97E-08;4.97E-08;7.75E-11;;;;;;;;;;;;;;;
1.47E+05;1.00E+00;5.46E-07;5.00E+01;1.56E-10;;;;146.5;5.46E-07;447;7.27E-08;7,63927E-8;;4.50E-07;;;9.65E-08;;;;400;9.64E-08;9.74E-08;-1.00E-09;;542.00;4.92E-08;4.96E-08;-3.99E-10;;;;;;;;;;;;;;;
1.47E+05;1.00E+00;5.42E-07;5.00E+01;1.54E-10;;;;147;5.42E-07;447.5;7.22E-08;7,61868E-8;;4.48E-07;;;9.33E-08;;;;400.5;1.02E-07;9.71E-08;4.87E-09;;542.50;4.91E-08;4.94E-08;-3.62E-10;;;;;;;;;;;;;;;
1.48E+05;1.00E+00;5.37E-07;5.00E+01;1.55E-10;;;;147.5;5.37E-07;448;7.21E-08;7,59816E-8;;4.47E-07;;;8.98E-08;;;;401;1.02E-07;9.68E-08;5.50E-09;;543.00;4.86E-08;4.93E-08;-7.49E-10;;;;;;;;;;;;;;;
1.48E+05;1.00E+00;5.38E-07;5.00E+01;1.54E-10;;;;148;5.38E-07;448.5;7.19E-08;7,5777E-8;;4.46E-07;;;9.22E-08;;;;401.5;1.02E-07;9.64E-08;5.72E-09;;543.50;4.86E-08;4.92E-08;-6.10E-10;;;;;;;;;;;;;;;
1.49E+05;1.00E+00;5.34E-07;5.00E+01;1.53E-10;;;;148.5;5.34E-07;449;7.18E-08;7,55731E-8;;4.44E-07;;;8.97E-08;;;;402;1.02E-07;9.61E-08;5.81E-09;;544.00;4.85E-08;4.91E-08;-6.20E-10;;;;;;;;;;;;;;;
1.49E+05;1.00E+00;5.30E-07;5.00E+01;1.54E-10;;;;149;5.30E-07;449.5;7.14E-08;7,53698E-8;;4.43E-07;;;8.75E-08;;;;402.5;1.02E-07;9.58E-08;5.75E-09;;544.50;4.79E-08;4.90E-08;-1.10E-09;;;;;;;;;;;;;;;
1.50E+05;1.00E+00;5.32E-07;5.00E+01;1.53E-10;;;;149.5;5.32E-07;450;7.15E-08;7,51672E-8;;4.42E-07;;;9.02E-08;;;;403;1.02E-07;9.55E-08;6.22E-09;;545.00;4.77E-08;4.88E-08;-1.11E-09;;;;;;;;;;;;;;;
1.50E+05;1.00E+00;5.28E-07;5.00E+01;1.53E-10;;;;150;5.28E-07;450.5;7.11E-08;7,49652E-8;;4.40E-07;;;8.79E-08;;;;403.5;1.02E-07;9.52E-08;6.39E-09;;545.50;4.80E-08;4.87E-08;-7.50E-10;;;;;;;;;;;;;;;
1.51E+05;1.00E+00;5.28E-07;5.00E+01;1.53E-10;;;;150.5;5.28E-07;451;7.12E-08;7,47639E-8;;4.39E-07;;;8.92E-08;;;;404;1.01E-07;9.49E-08;6.39E-09;;546.00;4.81E-08;4.86E-08;-5.55E-10;;;;;;;;;;;;;;;
1.51E+05;1.00E+00;5.24E-07;5.00E+01;1.52E-10;;;;151;5.24E-07;451.5;7.16E-08;7,45632E-8;;4.37E-07;;;8.61E-08;;;;404.5;1.01E-07;9.46E-08;6.74E-09;;546.50;4.80E-08;4.85E-08;-5.41E-10;;;;;;;;;;;;;;;
1.52E+05;1.00E+00;5.23E-07;5.00E+01;1.52E-10;;;;151.5;5.23E-07;452;7.07E-08;7,43631E-8;;4.36E-07;;;8.66E-08;;;;405;1.00E-07;9.43E-08;5.93E-09;;547.00;4.75E-08;4.84E-08;-8.63E-10;;;;;;;;;;;;;;;
1.52E+05;1.00E+00;5.19E-07;5.00E+01;1.52E-10;;;;152;5.19E-07;452.5;7.08E-08;7,41637E-8;;4.35E-07;;;8.40E-08;;;;406;9.98E-08;9.37E-08;6.09E-09;;547.50;4.77E-08;4.83E-08;-5.17E-10;;;;;;;;;;;;;;;
1.53E+05;1.00E+00;5.18E-07;5.00E+01;1.52E-10;;;;152.5;5.18E-07;453;7.04E-08;7,39649E-8;;4.33E-07;;;8.46E-08;;;;407;9.90E-08;9.31E-08;5.89E-09;;548.00;4.79E-08;4.81E-08;-2.82E-10;;;;;;;;;;;;;;;
1.53E+05;1.00E+00;5.17E-07;5.00E+01;1.52E-10;;;;153;5.17E-07;453.5;7.03E-08;7,37667E-8;;4.32E-07;;;8.49E-08;;;;407.5;9.89E-08;9.28E-08;6.09E-09;;548.50;4.77E-08;4.80E-08;-3.43E-10;;;;;;;;;;;;;;;
1.54E+05;1.00E+00;5.13E-07;5.00E+01;1.52E-10;;;;153.5;5.13E-07;454;7.06E-08;7,35692E-8;;4.31E-07;;;8.19E-08;;;;408;9.92E-08;9.25E-08;6.72E-09;;549.00;4.76E-08;4.79E-08;-3.13E-10;;;;;;;;;;;;;;;
1.54E+05;1.00E+00;5.10E-07;5.00E+01;1.52E-10;;;;154;5.10E-07;454.5;7.04E-08;7,33723E-8;;4.29E-07;;;8.06E-08;;;;408.5;9.83E-08;9.22E-08;6.13E-09;;549.50;5.10E-08;4.78E-08;3.19E-09;;;;;;;;;;;;;;;
1.55E+05;1.00E+00;5.06E-07;5.00E+01;1.51E-10;;;;154.5;5.06E-07;455;7.00E-08;7,3176E-8;;4.28E-07;;;7.76E-08;;;;409;9.84E-08;9.19E-08;6.53E-09;;550.00;5.38E-08;4.77E-08;6.14E-09;;;;;;;;;;;;;;;
1.55E+05;1.00E+00;5.02E-07;5.00E+01;1.51E-10;;;;155;5.02E-07;455.5;7.04E-08;7,29803E-8;;4.27E-07;;;7.54E-08;;;;409.5;9.83E-08;9.16E-08;6.71E-09;;550.50;5.36E-08;4.76E-08;6.09E-09;;;;;;;;;;;;;;;
1.56E+05;1.00E+00;5.02E-07;5.00E+01;1.51E-10;;;;155.5;5.02E-07;456;7.05E-08;7,27853E-8;;4.25E-07;;;7.63E-08;;;;410;9.78E-08;9.13E-08;6.48E-09;;551.00;5.32E-08;4.74E-08;5.77E-09;;;;;;;;;;;;;;;
1.56E+05;1.00E+00;5.02E-07;5.00E+01;1.50E-10;;;;156;5.02E-07;456.5;6.97E-08;7,25909E-8;;4.24E-07;;;7.83E-08;;;;410.5;9.42E-08;9.10E-08;3.17E-09;;551.50;5.28E-08;4.73E-08;5.48E-09;;;;;;;;;;;;;;;
1.57E+05;1.00E+00;4.97E-07;5.00E+01;1.50E-10;;;;156.5;4.97E-07;457;6.93E-08;7,23971E-8;;4.23E-07;;;7.42E-08;;;;411;9.23E-08;9.07E-08;1.64E-09;;552.00;5.28E-08;4.72E-08;5.64E-09;;;;;;;;;;;;;;;
1.57E+05;1.00E+00;4.98E-07;5.00E+01;1.50E-10;;;;157;4.98E-07;457.5;6.92E-08;7,22039E-8;;4.22E-07;;;7.63E-08;;;;411.5;9.16E-08;9.04E-08;1.25E-09;;552.50;5.34E-08;4.71E-08;6.30E-09;;;;;;;;;;;;;;;
1.58E+05;1.00E+00;4.95E-07;5.00E+01;1.51E-10;;;;157.5;4.95E-07;458;6.93E-08;7,20113E-8;;4.20E-07;;;7.44E-08;;;;412;9.08E-08;9.01E-08;7.07E-10;;553.00;5.29E-08;4.70E-08;5.94E-09;;;;;;;;;;;;;;;
1.58E+05;1.00E+00;4.93E-07;5.00E+01;1.51E-10;;;;158;4.93E-07;458.5;6.93E-08;7,18194E-8;;4.19E-07;;;7.42E-08;;;;412.5;8.93E-08;8.98E-08;-4.92E-10;;553.50;5.26E-08;4.69E-08;5.75E-09;;;;;;;;;;;;;;;
1.59E+05;1.00E+00;4.91E-07;5.00E+01;1.50E-10;;;;158.5;4.91E-07;459;6.91E-08;7,1628E-8;;4.18E-07;;;7.31E-08;;;;413;8.91E-08;8.95E-08;-3.93E-10;;554.00;5.23E-08;4.67E-08;5.57E-09;;;;;;;;;;;;;;;
1.59E+05;1.00E+00;4.89E-07;5.00E+01;1.50E-10;;;;159;4.89E-07;459.5;6.94E-08;7,14373E-8;;4.16E-07;;;7.31E-08;;;;413.5;8.82E-08;8.92E-08;-1.02E-09;;554.50;5.19E-08;4.66E-08;5.23E-09;;;;;;;;;;;;;;;
1.60E+05;1.00E+00;4.84E-07;5.00E+01;1.50E-10;;;;159.5;4.84E-07;460;6.89E-08;7,12471E-8;;4.15E-07;;;6.85E-08;;;;414;8.86E-08;8.89E-08;-3.10E-10;;555.00;5.19E-08;4.65E-08;5.35E-09;;;;;;;;;;;;;;;
1.60E+05;1.00E+00;4.83E-07;5.00E+01;1.50E-10;;;;160;4.83E-07;460.5;6.90E-08;7,10576E-8;;4.14E-07;;;6.96E-08;;;;414.5;8.81E-08;8.86E-08;-5.28E-10;;555.50;5.12E-08;4.64E-08;4.85E-09;;;;;;;;;;;;;;;
1.61E+05;1.00E+00;4.82E-07;5.00E+01;1.50E-10;;;;160.5;4.82E-07;461;6.95E-08;7,08686E-8;;4.13E-07;;;7.00E-08;;;;415;8.80E-08;8.83E-08;-3.59E-10;;556.00;5.11E-08;4.63E-08;4.84E-09;;;;;;;;;;;;;;;
1.61E+05;1.00E+00;4.80E-07;5.00E+01;1.50E-10;;;;161;4.80E-07;461.5;6.87E-08;7,06803E-8;;4.11E-07;;;6.86E-08;;;;415.5;8.78E-08;8.80E-08;-2.75E-10;;556.50;5.15E-08;4.62E-08;5.32E-09;;;;;;;;;;;;;;;
1.62E+05;1.00E+00;4.80E-07;5.00E+01;1.50E-10;;;;161.5;4.80E-07;462;6.81E-08;7,04926E-8;;4.10E-07;;;6.97E-08;;;;416;8.67E-08;8.78E-08;-1.07E-09;;557.00;5.11E-08;4.60E-08;5.10E-09;;;;;;;;;;;;;;;
1.62E+05;1.00E+00;4.77E-07;5.00E+01;1.49E-10;;;;162;4.77E-07;462.5;6.85E-08;7,03054E-8;;4.09E-07;;;6.78E-08;;;;416.5;8.63E-08;8.75E-08;-1.14E-09;;557.50;5.10E-08;4.59E-08;5.09E-09;;;;;;;;;;;;;;;
1.63E+05;1.00E+00;4.72E-07;5.00E+01;1.50E-10;;;;162.5;4.72E-07;463;6.84E-08;7,01189E-8;;4.07E-07;;;6.43E-08;;;;417;8.69E-08;8.72E-08;-2.76E-10;;558.00;5.13E-08;4.58E-08;5.50E-09;;;;;;;;;;;;;;;
1.63E+05;1.00E+00;4.70E-07;5.00E+01;1.50E-10;;;;163;4.70E-07;463.5;6.78E-08;6,99329E-8;;4.06E-07;;;6.43E-08;;;;417.5;8.69E-08;8.69E-08;5.20E-11;;558.50;5.11E-08;4.57E-08;5.39E-09;;;;;;;;;;;;;;;
1.64E+05;1.00E+00;4.68E-07;5.00E+01;1.49E-10;;;;163.5;4.68E-07;464;6.80E-08;6,97476E-8;;4.05E-07;;;6.34E-08;;;;418;8.62E-08;8.66E-08;-4.47E-10;;559.00;5.07E-08;4.56E-08;5.17E-09;;;;;;;;;;;;;;;
1.64E+05;1.00E+00;4.69E-07;5.00E+01;1.48E-10;;;;164;4.69E-07;464.5;6.81E-08;6,95628E-8;;4.04E-07;;;6.55E-08;;;;418.5;8.56E-08;8.63E-08;-7.21E-10;;559.50;5.03E-08;4.55E-08;4.89E-09;;;;;;;;;;;;;;;
1.65E+05;1.00E+00;4.68E-07;5.00E+01;1.47E-10;;;;164.5;4.68E-07;465;6.83E-08;6,93786E-8;;4.02E-07;;;6.53E-08;;;;419;8.58E-08;8.60E-08;-2.42E-10;;560.00;4.70E-08;4.53E-08;1.61E-09;;;;;;;;;;;;;;;
1.65E+05;1.00E+00;4.67E-07;5.00E+01;1.48E-10;;;;165;4.67E-07;465.5;6.79E-08;6,9195E-8;;4.01E-07;;;6.55E-08;;;;419.5;8.54E-08;8.57E-08;-3.73E-10;;560.50;4.61E-08;4.52E-08;8.47E-10;;;;;;;;;;;;;;;
1.66E+05;1.00E+00;4.62E-07;5.00E+01;1.48E-10;;;;165.5;4.62E-07;466;6.74E-08;6,9012E-8;;4.00E-07;;;6.20E-08;;;;420;8.49E-08;8.55E-08;-5.49E-10;;561.00;4.56E-08;4.51E-08;4.44E-10;;;;;;;;;;;;;;;
1.66E+05;1.00E+00;4.63E-07;5.00E+01;1.48E-10;;;;166;4.63E-07;466.5;6.83E-08;6,88295E-8;;3.99E-07;;;6.45E-08;;;;420.5;9.12E-08;8.52E-08;6.06E-09;;561.50;4.46E-08;4.50E-08;-4.28E-10;;;;;;;;;;;;;;;
1.67E+05;1.00E+00;4.60E-07;5.00E+01;1.48E-10;;;;166.5;4.60E-07;467;6.76E-08;6,86477E-8;;3.98E-07;;;6.28E-08;;;;421;9.27E-08;8.49E-08;7.79E-09;;562.00;4.45E-08;4.49E-08;-4.08E-10;;;;;;;;;;;;;;;
1.67E+05;1.00E+00;4.59E-07;5.00E+01;1.48E-10;;;;167;4.59E-07;467.5;6.72E-08;6,84664E-8;;3.96E-07;;;6.25E-08;;;;421.5;9.15E-08;8.46E-08;6.88E-09;;562.50;4.42E-08;4.48E-08;-5.35E-10;;;;;;;;;;;;;;;
1.68E+05;1.00E+00;4.57E-07;5.00E+01;1.48E-10;;;;167.5;4.57E-07;468;6.67E-08;6,82857E-8;;3.95E-07;;;6.17E-08;;;;422;9.11E-08;8.43E-08;6.80E-09;;563.00;4.39E-08;4.46E-08;-7.91E-10;;;;;;;;;;;;;;;
1.68E+05;1.00E+00;4.56E-07;5.00E+01;1.48E-10;;;;168;4.56E-07;468.5;6.67E-08;6,81055E-8;;3.94E-07;;;6.24E-08;;;;422.5;9.05E-08;8.40E-08;6.49E-09;;563.50;4.36E-08;4.45E-08;-8.86E-10;;;;;;;;;;;;;;;
1.69E+05;1.00E+00;4.53E-07;5.00E+01;1.48E-10;;;;168.5;4.53E-07;469;6.65E-08;6,7926E-8;;3.93E-07;;;6.07E-08;;;;423;8.98E-08;8.38E-08;6.00E-09;;564.00;4.37E-08;4.44E-08;-7.04E-10;;;;;;;;;;;;;;;
1.69E+05;1.00E+00;4.50E-07;5.00E+01;1.48E-10;;;;169;4.50E-07;469.5;6.68E-08;6,7747E-8;;3.91E-07;;;5.85E-08;;;;423.5;8.91E-08;8.35E-08;5.57E-09;;564.50;4.38E-08;4.43E-08;-5.42E-10;;;;;;;;;;;;;;;
1.70E+05;1.00E+00;4.52E-07;5.00E+01;1.48E-10;;;;169.5;4.52E-07;470;6.61E-08;6,75685E-8;;3.90E-07;;;6.15E-08;;;;424;8.84E-08;8.32E-08;5.21E-09;;565.00;4.35E-08;4.42E-08;-6.48E-10;;;;;;;;;;;;;;;
1.70E+05;1.00E+00;4.50E-07;5.00E+01;1.48E-10;;;;170;4.50E-07;470.5;6.62E-08;6,73907E-8;;3.89E-07;;;6.07E-08;;;;424.5;8.89E-08;8.29E-08;5.94E-09;;565.50;4.34E-08;4.41E-08;-6.21E-10;;;;;;;;;;;;;;;
1.71E+05;1.00E+00;4.48E-07;5.00E+01;1.48E-10;;;;170.5;4.48E-07;471;6.64E-08;6,72134E-8;;3.88E-07;;;6.05E-08;;;;425;8.85E-08;8.26E-08;5.83E-09;;566.00;4.35E-08;4.39E-08;-4.78E-10;;;;;;;;;;;;;;;
1.71E+05;1.00E+00;4.42E-07;5.00E+01;1.48E-10;;;;171;4.42E-07;471.5;6.66E-08;6,70366E-8;;3.87E-07;;;5.57E-08;;;;425.5;8.86E-08;8.24E-08;6.27E-09;;566.50;4.30E-08;4.38E-08;-7.88E-10;;;;;;;;;;;;;;;
1.72E+05;1.00E+00;4.41E-07;5.00E+01;1.48E-10;;;;171.5;4.41E-07;472;6.60E-08;6,68605E-8;;3.85E-07;;;5.52E-08;;;;426;8.81E-08;8.21E-08;6.03E-09;;567.00;4.30E-08;4.37E-08;-7.37E-10;;;;;;;;;;;;;;;
1.72E+05;1.00E+00;4.37E-07;5.00E+01;1.47E-10;;;;172;4.37E-07;472.5;6.63E-08;6,66849E-8;;3.84E-07;;;5.30E-08;;;;426.5;8.71E-08;8.18E-08;5.26E-09;;567.50;4.29E-08;4.36E-08;-6.58E-10;;;;;;;;;;;;;;;
1.73E+05;1.00E+00;4.35E-07;5.00E+01;1.48E-10;;;;172.5;4.35E-07;473;6.62E-08;6,65098E-8;;3.83E-07;;;5.19E-08;;;;427;8.72E-08;8.15E-08;5.68E-09;;568.00;4.32E-08;4.35E-08;-2.99E-10;;;;;;;;;;;;;;;
1.73E+05;1.00E+00;4.35E-07;5.00E+01;1.48E-10;;;;173;4.35E-07;473.5;6.58E-08;6,63353E-8;;3.82E-07;;;5.29E-08;;;;427.5;8.70E-08;8.13E-08;5.71E-09;;568.50;4.32E-08;4.34E-08;-2.11E-10;;;;;;;;;;;;;;;
1.74E+05;1.00E+00;4.30E-07;5.00E+01;1.47E-10;;;;173.5;4.30E-07;474;6.58E-08;6,61614E-8;;3.81E-07;;;4.98E-08;;;;428;8.74E-08;8.10E-08;6.38E-09;;569.00;4.32E-08;4.33E-08;-4.84E-11;;;;;;;;;;;;;;;
1.74E+05;1.00E+00;4.33E-07;5.00E+01;1.47E-10;;;;174;4.33E-07;474.5;6.57E-08;6,5988E-8;;3.80E-07;;;5.34E-08;;;;428.5;8.67E-08;8.07E-08;5.95E-09;;569.50;4.47E-08;4.31E-08;1.57E-09;;;;;;;;;;;;;;;
1.75E+05;1.00E+00;4.31E-07;5.00E+01;1.46E-10;;;;174.5;4.31E-07;475;6.55E-08;6,58151E-8;;3.78E-07;;;5.22E-08;;;;429;8.66E-08;8.04E-08;6.18E-09;;570.00;4.94E-08;4.30E-08;6.38E-09;;;;;;;;;;;;;;;
1.75E+05;1.00E+00;4.29E-07;5.00E+01;1.46E-10;;;;175;4.29E-07;475.5;6.52E-08;6,56428E-8;;3.77E-07;;;5.18E-08;;;;429.5;8.68E-08;8.02E-08;6.61E-09;;570.50;4.89E-08;4.29E-08;6.01E-09;;;;;;;;;;;;;;;
1.76E+05;1.00E+00;4.31E-07;5.00E+01;1.46E-10;;;;175.5;4.31E-07;476;6.45E-08;6,54711E-8;;3.76E-07;;;5.50E-08;;;;430;8.58E-08;7.99E-08;5.94E-09;;571.00;4.86E-08;4.28E-08;5.82E-09;;;;;;;;;;;;;;;
1.76E+05;1.00E+00;4.28E-07;5.00E+01;1.46E-10;;;;176;4.28E-07;476.5;6.48E-08;6,52999E-8;;3.75E-07;;;5.34E-08;;;;430.5;8.37E-08;7.96E-08;4.10E-09;;571.50;4.79E-08;4.27E-08;5.23E-09;;;;;;;;;;;;;;;
1.77E+05;1.00E+00;4.24E-07;5.00E+01;1.45E-10;;;;176.5;4.24E-07;477;6.48E-08;6,51292E-8;;3.74E-07;;;5.05E-08;;;;431;8.24E-08;7.94E-08;3.02E-09;;572.00;4.79E-08;4.26E-08;5.36E-09;;;;;;;;;;;;;;;
1.77E+05;1.00E+00;4.25E-07;5.00E+01;1.45E-10;;;;177;4.25E-07;477.5;6.45E-08;6,49591E-8;;3.73E-07;;;5.26E-08;;;;431.5;8.13E-08;7.91E-08;2.18E-09;;572.50;4.82E-08;4.24E-08;5.71E-09;;;;;;;;;;;;;;;
1.78E+05;1.00E+00;4.26E-07;5.00E+01;1.45E-10;;;;177.5;4.26E-07;478;6.49E-08;6,47895E-8;;3.71E-07;;;5.44E-08;;;;432;8.01E-08;7.88E-08;1.27E-09;;573.00;4.82E-08;4.23E-08;5.90E-09;;;;;;;;;;;;;;;
1.78E+05;1.00E+00;4.23E-07;5.00E+01;1.45E-10;;;;178;4.23E-07;478.5;6.46E-08;6,46205E-8;;3.70E-07;;;5.31E-08;;;;432.5;7.99E-08;7.86E-08;1.33E-09;;573.50;4.79E-08;4.22E-08;5.64E-09;;;;;;;;;;;;;;;
1.79E+05;1.00E+00;4.25E-07;5.00E+01;1.45E-10;;;;178.5;4.25E-07;479;6.49E-08;6,4452E-8;;3.69E-07;;;5.55E-08;;;;433;7.95E-08;7.83E-08;1.24E-09;;574.00;4.74E-08;4.21E-08;5.33E-09;;;;;;;;;;;;;;;
1.79E+05;1.00E+00;4.22E-07;5.00E+01;1.45E-10;;;;179;4.22E-07;479.5;6.51E-08;6,4284E-8;;3.68E-07;;;5.40E-08;;;;433.5;7.84E-08;7.80E-08;3.67E-10;;574.50;4.72E-08;4.20E-08;5.19E-09;;;;;;;;;;;;;;;
1.80E+05;1.00E+00;4.17E-07;5.00E+01;1.45E-10;;;;179.5;4.17E-07;480;6.46E-08;6,41166E-8;;3.67E-07;;;5.00E-08;;;;434;7.83E-08;7.77E-08;5.30E-10;;575.00;4.65E-08;4.19E-08;4.65E-09;;;;;;;;;;;;;;;
1.80E+05;1.00E+00;4.13E-07;5.00E+01;1.44E-10;;;;180;4.13E-07;480.5;6.42E-08;6,39497E-8;;3.66E-07;;;4.77E-08;;;;434.5;7.79E-08;7.75E-08;3.69E-10;;575.50;4.64E-08;4.18E-08;4.66E-09;;;;;;;;;;;;;;;
1.81E+05;1.00E+00;4.14E-07;5.00E+01;1.44E-10;;;;180.5;4.14E-07;481;6.44E-08;6,37833E-8;;3.65E-07;;;4.95E-08;;;;435;7.75E-08;7.72E-08;2.46E-10;;576.00;4.65E-08;4.16E-08;4.90E-09;;;;;;;;;;;;;;;
1.81E+05;1.00E+00;4.12E-07;5.00E+01;1.44E-10;;;;181;4.12E-07;481.5;6.42E-08;6,36174E-8;;3.64E-07;;;4.90E-08;;;;435.5;7.76E-08;7.69E-08;6.22E-10;;576.50;4.65E-08;4.15E-08;5.00E-09;;;;;;;;;;;;;;;
1.82E+05;1.00E+00;4.09E-07;5.00E+01;1.45E-10;;;;181.5;4.09E-07;482;6.41E-08;6,34521E-8;;3.62E-07;;;4.64E-08;;;;436;7.68E-08;7.67E-08;1.07E-10;;577.00;4.66E-08;4.14E-08;5.14E-09;;;;;;;;;;;;;;;
1.82E+05;1.00E+00;4.10E-07;5.00E+01;1.44E-10;;;;182;4.10E-07;482.5;6.44E-08;6,32873E-8;;3.61E-07;;;4.86E-08;;;;436.5;7.61E-08;7.64E-08;-2.85E-10;;577.50;4.66E-08;4.13E-08;5.30E-09;;;;;;;;;;;;;;;
