File Name: 05_Sample12_device3_It_150kV_VDrain1V_VGate40V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 21/11/2023;15:10:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;Time (s);IDrain_without_peaks (A);IGate (A);;;Time_100uA (s);IDrain (A);;;IDrain_fit (A);;delta I (A);;;Time_200uA (s);IDrain (A);Fit (A);delta I (A);;Time_300uA (s);IDrain (A);Fit (A);delta I (A);;Time_400uA (s);IDrain_with_peaks (A);Fit (A);delta I (A);;Time_500uA (s);IDrain_with_peaks (A);Fit (A);delta I (A)
5.88E+05;1.00E+00;3.15E-09;4.00E+01;1.24E-10;;;587.5;3.15E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.88E+05;1.00E+00;3.15E-09;4.00E+01;1.26E-10;;;588;3.15E-09;1.26E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.89E+05;1.00E+00;3.16E-09;4.00E+01;1.29E-10;;;588.5;3.16E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.89E+05;1.00E+00;3.10E-09;4.00E+01;1.35E-10;;;589;3.10E-09;1.35E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.90E+05;1.00E+00;3.04E-09;4.00E+01;1.40E-10;;;589.5;3.04E-09;1.4E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.90E+05;1.00E+00;3.09E-09;4.00E+01;1.45E-10;;;590;3.09E-09;1.45E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.91E+05;1.00E+00;3.06E-09;4.00E+01;1.47E-10;;;590.5;3.06E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.91E+05;1.00E+00;3.08E-09;4.00E+01;1.47E-10;;;591;3.08E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.92E+05;1.00E+00;3.07E-09;4.00E+01;1.48E-10;;;591.5;3.07E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.92E+05;1.00E+00;3.07E-09;4.00E+01;1.48E-10;;;592;3.07E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.93E+05;1.00E+00;3.08E-09;4.00E+01;1.47E-10;;;592.5;3.08E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.93E+05;1.00E+00;3.07E-09;4.00E+01;1.48E-10;;;593;3.07E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.94E+05;1.00E+00;3.06E-09;4.00E+01;1.49E-10;;;593.5;3.06E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.94E+05;1.00E+00;2.99E-09;4.00E+01;1.49E-10;;;594;2.99E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.95E+05;1.00E+00;3.04E-09;4.00E+01;1.49E-10;;;594.5;3.04E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.95E+05;1.00E+00;3.03E-09;4.00E+01;1.50E-10;;;595;3.03E-09;1.5E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.96E+05;1.00E+00;3.03E-09;4.00E+01;1.50E-10;;;595.5;3.03E-09;1.5E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.96E+05;1.00E+00;3.03E-09;4.00E+01;1.48E-10;;;596;3.03E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.97E+05;1.00E+00;3.07E-09;4.00E+01;1.49E-10;;;596.5;3.07E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.97E+05;1.00E+00;3.10E-09;4.00E+01;1.49E-10;;;597;3.10E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.98E+05;1.00E+00;3.11E-09;4.00E+01;1.50E-10;;;597.5;3.11E-09;1.5E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.98E+05;1.00E+00;3.09E-09;4.00E+01;1.49E-10;;;598;3.09E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.99E+05;1.00E+00;3.06E-09;4.00E+01;1.50E-10;;;598.5;3.06E-09;1.5E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.99E+05;1.00E+00;3.07E-09;4.00E+01;1.49E-10;;;599;3.07E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.00E+05;1.00E+00;3.11E-09;4.00E+01;1.49E-10;;;599.5;3.11E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.00E+05;1.00E+00;3.10E-09;4.00E+01;1.48E-10;;;600;3.10E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.01E+05;1.00E+00;3.08E-09;4.00E+01;1.48E-10;;;600.5;3.08E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.01E+05;1.00E+00;3.13E-09;4.00E+01;1.48E-10;;;601;3.13E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.02E+05;1.00E+00;3.12E-09;4.00E+01;1.48E-10;;;601.5;3.12E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.02E+05;1.00E+00;3.10E-09;4.00E+01;1.48E-10;;;602;3.10E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.03E+05;1.00E+00;3.17E-09;4.00E+01;1.49E-10;;;602.5;3.17E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.03E+05;1.00E+00;3.17E-09;4.00E+01;1.48E-10;;;603;3.17E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.04E+05;1.00E+00;3.12E-09;4.00E+01;1.48E-10;;;603.5;3.12E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.04E+05;1.00E+00;3.09E-09;4.00E+01;1.48E-10;;;604;3.09E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.05E+05;1.00E+00;3.14E-09;4.00E+01;1.48E-10;;;604.5;3.14E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.05E+05;1.00E+00;3.10E-09;4.00E+01;1.49E-10;;;605;3.10E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.06E+05;1.00E+00;3.13E-09;4.00E+01;1.49E-10;;;605.5;3.13E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.06E+05;1.00E+00;3.14E-09;4.00E+01;1.47E-10;;;606;3.14E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.07E+05;1.00E+00;3.17E-09;4.00E+01;1.48E-10;;;606.5;3.17E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.07E+05;1.00E+00;3.16E-09;4.00E+01;1.49E-10;;;607;3.16E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.08E+05;1.00E+00;3.15E-09;4.00E+01;1.47E-10;;;607.5;3.15E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.08E+05;1.00E+00;3.19E-09;4.00E+01;1.49E-10;;;608;3.19E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.09E+05;1.00E+00;3.14E-09;4.00E+01;1.49E-10;;;608.5;3.14E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.09E+05;1.00E+00;3.18E-09;4.00E+01;1.49E-10;;;609;3.18E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.10E+05;1.00E+00;3.21E-09;4.00E+01;1.48E-10;;;609.5;3.21E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.24E+05;1.00E+00;3.09E-09;4.00E+01;1.43E-10;;;623.5;3.09E-09;1.43E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.24E+05;1.00E+00;3.12E-09;4.00E+01;1.44E-10;;;624;3.12E-09;1.44E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.25E+05;1.00E+00;3.09E-09;4.00E+01;1.43E-10;;;624.5;3.09E-09;1.43E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.25E+05;1.00E+00;3.14E-09;4.00E+01;1.43E-10;;;625;3.14E-09;1.43E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.26E+05;1.00E+00;3.16E-09;4.00E+01;1.45E-10;;;625.5;3.16E-09;1.45E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.26E+05;1.00E+00;3.16E-09;4.00E+01;1.46E-10;;;626;3.16E-09;1.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.27E+05;1.00E+00;3.13E-09;4.00E+01;1.46E-10;;;626.5;3.13E-09;1.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.27E+05;1.00E+00;3.10E-09;4.00E+01;1.46E-10;;;627;3.10E-09;1.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.28E+05;1.00E+00;3.08E-09;4.00E+01;1.46E-10;;;627.5;3.08E-09;1.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.28E+05;1.00E+00;3.07E-09;4.00E+01;1.48E-10;;;628;3.07E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.29E+05;1.00E+00;3.05E-09;4.00E+01;1.47E-10;;;628.5;3.05E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.29E+05;1.00E+00;3.05E-09;4.00E+01;1.47E-10;;;629;3.05E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.30E+05;1.00E+00;3.02E-09;4.00E+01;1.46E-10;;;629.5;3.02E-09;1.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.43E+05;1.00E+00;3.56E-09;4.00E+01;1.42E-10;;;643;3.56E-09;1.42E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.44E+05;1.00E+00;3.49E-09;4.00E+01;1.42E-10;;;643.5;3.49E-09;1.42E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.44E+05;1.00E+00;3.50E-09;4.00E+01;1.43E-10;;;644;3.50E-09;1.43E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.45E+05;1.00E+00;3.43E-09;4.00E+01;1.44E-10;;;644.5;3.43E-09;1.44E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.45E+05;1.00E+00;3.47E-09;4.00E+01;1.45E-10;;;645;3.47E-09;1.45E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.46E+05;1.00E+00;3.36E-09;4.00E+01;1.44E-10;;;645.5;3.36E-09;1.44E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.46E+05;1.00E+00;3.32E-09;4.00E+01;1.45E-10;;;646;3.32E-09;1.45E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.47E+05;1.00E+00;3.27E-09;4.00E+01;1.48E-10;;;646.5;3.27E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.47E+05;1.00E+00;3.27E-09;4.00E+01;1.47E-10;;;647;3.27E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.48E+05;1.00E+00;3.26E-09;4.00E+01;1.48E-10;;;647.5;3.26E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.48E+05;1.00E+00;3.26E-09;4.00E+01;1.48E-10;;;648;3.26E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.49E+05;1.00E+00;3.24E-09;4.00E+01;1.48E-10;;;648.5;3.24E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.49E+05;1.00E+00;3.24E-09;4.00E+01;1.49E-10;;;649;3.24E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.50E+05;1.00E+00;3.19E-09;4.00E+01;1.48E-10;;;649.5;3.19E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.50E+05;1.00E+00;3.19E-09;4.00E+01;1.51E-10;;;650;3.19E-09;1.51E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.63E+05;1.00E+00;3.11E-09;4.00E+01;1.42E-10;;;663;3.11E-09;1.42E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.64E+05;1.00E+00;3.03E-09;4.00E+01;1.44E-10;;;663.5;3.03E-09;1.44E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.64E+05;1.00E+00;3.02E-09;4.00E+01;1.45E-10;;;664;3.02E-09;1.45E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.65E+05;1.00E+00;3.00E-09;4.00E+01;1.44E-10;;;664.5;3.00E-09;1.44E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.65E+05;1.00E+00;2.99E-09;4.00E+01;1.45E-10;;;665;2.99E-09;1.45E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.66E+05;1.00E+00;3.03E-09;4.00E+01;1.45E-10;;;665.5;3.03E-09;1.45E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.66E+05;1.00E+00;2.96E-09;4.00E+01;1.47E-10;;;666;2.96E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.67E+05;1.00E+00;2.94E-09;4.00E+01;1.47E-10;;;666.5;2.94E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.67E+05;1.00E+00;2.94E-09;4.00E+01;1.46E-10;;;667;2.94E-09;1.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.68E+05;1.00E+00;2.95E-09;4.00E+01;1.47E-10;;;667.5;2.95E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.68E+05;1.00E+00;2.98E-09;4.00E+01;1.48E-10;;;668;2.98E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.69E+05;1.00E+00;2.97E-09;4.00E+01;1.50E-10;;;668.5;2.97E-09;1.5E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.69E+05;1.00E+00;2.97E-09;4.00E+01;1.50E-10;;;669;2.97E-09;1.5E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.70E+05;1.00E+00;2.96E-09;4.00E+01;1.50E-10;;;669.5;2.96E-09;1.5E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.70E+05;1.00E+00;2.94E-09;4.00E+01;1.51E-10;;;670;2.94E-09;1.51E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.83E+05;1.00E+00;2.92E-09;4.00E+01;1.44E-10;;;683;2.92E-09;1.44E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.84E+05;1.00E+00;2.86E-09;4.00E+01;1.46E-10;;;683.5;2.86E-09;1.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.84E+05;1.00E+00;2.86E-09;4.00E+01;1.46E-10;;;684;2.86E-09;1.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.85E+05;1.00E+00;2.93E-09;4.00E+01;1.47E-10;;;684.5;2.93E-09;1.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.85E+05;1.00E+00;2.86E-09;4.00E+01;1.48E-10;;;685;2.86E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.86E+05;1.00E+00;2.85E-09;4.00E+01;1.49E-10;;;685.5;2.85E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.86E+05;1.00E+00;2.85E-09;4.00E+01;1.49E-10;;;686;2.85E-09;1.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.87E+05;1.00E+00;2.82E-09;4.00E+01;1.48E-10;;;686.5;2.82E-09;1.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.87E+05;1.00E+00;2.80E-09;4.00E+01;1.50E-10;;;687;2.80E-09;1.5E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.88E+05;1.00E+00;2.81E-09;4.00E+01;1.51E-10;;;687.5;2.81E-09;1.51E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.88E+05;1.00E+00;2.79E-09;4.00E+01;1.56E-10;;;688;2.79E-09;1.56E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.89E+05;1.00E+00;2.77E-09;4.00E+01;1.62E-10;;;688.5;2.77E-09;1.62E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.89E+05;1.00E+00;2.77E-09;4.00E+01;1.66E-10;;;689;2.77E-09;1.66E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.90E+05;1.00E+00;2.78E-09;4.00E+01;1.73E-10;;;689.5;2.78E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.90E+05;1.00E+00;2.84E-09;4.00E+01;1.69E-10;;;690;2.84E-09;1.69E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.91E+05;1.00E+00;2.90E-09;4.00E+01;1.71E-10;;;690.5;2.90E-09;1.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.91E+05;1.00E+00;2.86E-09;4.00E+01;1.71E-10;;;691;2.86E-09;1.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.92E+05;1.00E+00;2.79E-09;4.00E+01;1.69E-10;;;691.5;2.79E-09;1.69E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.92E+05;1.00E+00;2.76E-09;4.00E+01;1.70E-10;;;692;2.76E-09;1.7E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.93E+05;1.00E+00;2.77E-09;4.00E+01;1.70E-10;;;692.5;2.77E-09;1.7E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.93E+05;1.00E+00;2.78E-09;4.00E+01;1.69E-10;;;693;2.78E-09;1.69E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.94E+05;1.00E+00;2.76E-09;4.00E+01;1.71E-10;;;693.5;2.76E-09;1.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.94E+05;1.00E+00;2.80E-09;4.00E+01;1.71E-10;;;694;2.80E-09;1.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.95E+05;1.00E+00;2.82E-09;4.00E+01;1.71E-10;;;694.5;2.82E-09;1.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.95E+05;1.00E+00;2.82E-09;4.00E+01;1.72E-10;;;695;2.82E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.96E+05;1.00E+00;2.88E-09;4.00E+01;1.71E-10;;;695.5;2.88E-09;1.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.96E+05;1.00E+00;2.89E-09;4.00E+01;1.72E-10;;;696;2.89E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.97E+05;1.00E+00;2.86E-09;4.00E+01;1.72E-10;;;696.5;2.86E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.97E+05;1.00E+00;2.81E-09;4.00E+01;1.73E-10;;;697;2.81E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.98E+05;1.00E+00;2.85E-09;4.00E+01;1.73E-10;;;697.5;2.85E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.98E+05;1.00E+00;2.81E-09;4.00E+01;1.74E-10;;;698;2.81E-09;1.74E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.99E+05;1.00E+00;2.81E-09;4.00E+01;1.73E-10;;;698.5;2.81E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.99E+05;1.00E+00;2.76E-09;4.00E+01;1.74E-10;;;699;2.76E-09;1.74E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.00E+05;1.00E+00;2.73E-09;4.00E+01;1.74E-10;;;699.5;2.73E-09;1.74E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.00E+05;1.00E+00;2.69E-09;4.00E+01;1.74E-10;;;700;2.69E-09;1.74E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.01E+05;1.00E+00;2.76E-09;4.00E+01;1.73E-10;;;700.5;2.76E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.01E+05;1.00E+00;2.78E-09;4.00E+01;1.72E-10;;;701;2.78E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.02E+05;1.00E+00;2.75E-09;4.00E+01;1.73E-10;;;701.5;2.75E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.02E+05;1.00E+00;2.73E-09;4.00E+01;1.73E-10;;;702;2.73E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.03E+05;1.00E+00;2.76E-09;4.00E+01;1.72E-10;;;702.5;2.76E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.03E+05;1.00E+00;2.73E-09;4.00E+01;1.72E-10;;;703;2.73E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.04E+05;1.00E+00;2.77E-09;4.00E+01;1.72E-10;;;703.5;2.77E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.04E+05;1.00E+00;2.78E-09;4.00E+01;1.71E-10;;;704;2.78E-09;1.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.05E+05;1.00E+00;2.84E-09;4.00E+01;1.72E-10;;;704.5;2.84E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.05E+05;1.00E+00;2.78E-09;4.00E+01;1.72E-10;;;705;2.78E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.06E+05;1.00E+00;2.75E-09;4.00E+01;1.73E-10;;;705.5;2.75E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.06E+05;1.00E+00;2.78E-09;4.00E+01;1.72E-10;;;706;2.78E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.07E+05;1.00E+00;2.75E-09;4.00E+01;1.73E-10;;;706.5;2.75E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.07E+05;1.00E+00;2.73E-09;4.00E+01;1.72E-10;;;707;2.73E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.08E+05;1.00E+00;2.73E-09;4.00E+01;1.74E-10;;;707.5;2.73E-09;1.74E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.08E+05;1.00E+00;2.72E-09;4.00E+01;1.73E-10;;;708;2.72E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.09E+05;1.00E+00;2.73E-09;4.00E+01;1.73E-10;;;708.5;2.73E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.09E+05;1.00E+00;2.75E-09;4.00E+01;1.73E-10;;;709;2.75E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.10E+05;1.00E+00;2.75E-09;4.00E+01;1.73E-10;;;709.5;2.75E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.10E+05;1.00E+00;2.78E-09;4.00E+01;1.73E-10;;;710;2.78E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.23E+05;1.00E+00;3.07E-09;4.00E+01;1.65E-10;;;723;3.07E-09;1.65E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.24E+05;1.00E+00;3.00E-09;4.00E+01;1.66E-10;;;723.5;3.00E-09;1.66E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.24E+05;1.00E+00;2.96E-09;4.00E+01;1.65E-10;;;724;2.96E-09;1.65E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.25E+05;1.00E+00;2.98E-09;4.00E+01;1.68E-10;;;724.5;2.98E-09;1.68E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.25E+05;1.00E+00;2.97E-09;4.00E+01;1.69E-10;;;725;2.97E-09;1.69E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.26E+05;1.00E+00;2.95E-09;4.00E+01;1.68E-10;;;725.5;2.95E-09;1.68E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.26E+05;1.00E+00;2.92E-09;4.00E+01;1.69E-10;;;726;2.92E-09;1.69E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.27E+05;1.00E+00;2.86E-09;4.00E+01;1.69E-10;;;726.5;2.86E-09;1.69E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.27E+05;1.00E+00;2.86E-09;4.00E+01;1.71E-10;;;727;2.86E-09;1.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.28E+05;1.00E+00;2.87E-09;4.00E+01;1.72E-10;;;727.5;2.87E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.28E+05;1.00E+00;2.85E-09;4.00E+01;1.72E-10;;;728;2.85E-09;1.72E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.29E+05;1.00E+00;2.83E-09;4.00E+01;1.73E-10;;;728.5;2.83E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.29E+05;1.00E+00;2.81E-09;4.00E+01;1.73E-10;;;729;2.81E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.30E+05;1.00E+00;2.81E-09;4.00E+01;1.73E-10;;;729.5;2.81E-09;1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
