#scan;iMeasureCycle=1;iMux=0;time=0.131;N=482;LocalTime=27/10/2023 14:34:56;;;;;;|IDrain|, |IGate| (A);;;ON/OFF
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (A^1/2);;;;;;2.76E+06
-60.0001;-4.56E-09;0.291633;1;1.61E-11;0.291633;;;4.01E-06;;;1.61E-11;4.56E-09;;
-59.5;-3.76E-09;0.4688;0.999999;1.20E-11;0.4688;;;3.46E-06;;;1.20E-11;3.76E-09;;
-59;-3.35E-09;0.645419;1;1.18E-11;0.645419;;;3.44E-06;;;1.18E-11;3.35E-09;;
-58.5001;-3.03E-09;0.840366;0.999999;9.04E-12;0.840366;;;3.01E-06;;;9.04E-12;3.03E-09;;
-58;-2.80E-09;1.016995;0.999999;7.23E-12;1.016995;;;2.69E-06;;;7.23E-12;2.80E-09;;
-57.5001;-2.62E-09;1.19371;0.999999;7.12E-12;1.19371;;;2.67E-06;;;7.12E-12;2.62E-09;;
-57;-2.45E-09;1.409618;1;6.62E-12;1.409618;;;2.57E-06;;;6.62E-12;2.45E-09;;
-56.5001;-2.32E-09;1.586324;0.999999;4.99E-12;1.586324;;;2.23E-06;;;4.99E-12;2.32E-09;;
-56;-2.21E-09;1.76289;1;6.90E-12;1.76289;;;2.63E-06;;;6.90E-12;2.21E-09;;
-55.5;-2.11E-09;1.939496;0.999999;6.71E-12;1.939496;;;2.59E-06;;;6.71E-12;2.11E-09;;
-55;-2.03E-09;2.116049;1;4.85E-12;2.116049;;;2.20E-06;;;4.85E-12;2.03E-09;;
-54.5001;-1.95E-09;2.292724;0.999999;4.09E-12;2.292724;;;2.02E-06;;;4.09E-12;1.95E-09;;
-54.0001;-1.87E-09;2.471902;0.999999;4.35E-12;2.471902;;;2.09E-06;;;4.35E-12;1.87E-09;;
-53.5001;-1.81E-09;2.648457;0.999999;3.62E-12;2.648457;;;1.90E-06;;;3.62E-12;1.81E-09;;
-53.0001;-1.75E-09;2.845093;0.999999;4.34E-12;2.845093;;;2.08E-06;;;4.34E-12;1.75E-09;;
-52.5;-1.69E-09;3.021665;1;6.08E-12;3.021665;;;2.47E-06;;;6.08E-12;1.69E-09;;
-52;-1.63E-09;3.198159;0.999999;3.95E-12;3.198159;;;1.99E-06;;;3.95E-12;1.63E-09;;
-51.5001;-1.59E-09;3.409255;0.999999;3.89E-12;3.409255;;;1.97E-06;;;3.89E-12;1.59E-09;;
-51;-1.54E-09;3.585919;0.999999;2.78E-12;3.585919;;;1.67E-06;;;2.78E-12;1.54E-09;;
-50.5001;-1.48E-09;3.762446;0.999999;3.17E-12;3.762446;;;1.78E-06;;;3.17E-12;1.48E-09;;
-50.0001;-1.44E-09;3.93893;0.999999;3.65E-12;3.93893;;;1.91E-06;;;3.65E-12;1.44E-09;;
-49.5001;-1.40E-09;4.115579;0.999999;4.01E-12;4.115579;;;2.00E-06;;;4.01E-12;1.40E-09;;
-49.0001;-1.37E-09;4.291989;0.999999;6.01E-12;4.291989;;;2.45E-06;;;6.01E-12;1.37E-09;;
-48.5;-1.32E-09;4.469487;0.999999;1.61E-12;4.469487;;;1.27E-06;;;1.61E-12;1.32E-09;;
-48;-1.29E-09;4.646099;1;4.26E-12;4.646099;;;2.06E-06;;;4.26E-12;1.29E-09;;
-47.5001;-1.26E-09;4.822737;1;4.38E-12;4.822737;;;2.09E-06;;;4.38E-12;1.26E-09;;
-47;-1.22E-09;5.008187;0.999999;7.80E-13;5.008187;;;8.83E-07;;;7.80E-13;1.22E-09;;
-46.5;-1.19E-09;5.184755;1;3.15E-12;5.184755;;;1.77E-06;;;3.15E-12;1.19E-09;;
-46.0001;-1.15E-09;5.389513;0.999999;-2.28E-12;5.389513;;;0;;;2.28E-12;1.15E-09;;
-45.5001;-1.12E-09;5.566031;1;8.20E-13;5.566031;;;9.06E-07;;;8.20E-13;1.12E-09;;
-45;-1.10E-09;5.742658;1;5.99E-12;5.742658;;;2.45E-06;;;5.99E-12;1.10E-09;;
-44.5001;-1.08E-09;5.919476;0.999999;8.49E-12;5.919476;;;2.91E-06;;;8.49E-12;1.08E-09;;
-44;-1.03E-09;6.096091;0.999999;2.06E-12;6.096091;;;1.44E-06;;;2.06E-12;1.03E-09;;
-43.5;-1.01E-09;6.272545;0.999999;4.41E-12;6.272545;;;0.0000021;;;4.41E-12;1.01E-09;;
-43.0001;-9.79E-10;6.448934;0.999999;4.14E-12;6.448934;;;2.03E-06;;;4.14E-12;9.79E-10;;
-42.5;-9.51E-10;6.625518;0.999999;6.09E-12;6.625518;;;2.47E-06;;;6.09E-12;9.51E-10;;
-42.0001;-9.18E-10;6.801995;0.999999;4.01E-12;6.801995;;;2.00E-06;;;4.01E-12;9.18E-10;;
-41.5001;-9.06E-10;6.978788;1;9.40E-12;6.978788;;;3.07E-06;;;9.40E-12;9.06E-10;;
-41.0001;-8.73E-10;7.155213;0.999999;1.04E-11;7.155213;;;3.22E-06;;;1.04E-11;8.73E-10;;
-40.5;-8.50E-10;7.331623;0.999999;1.40E-11;7.331623;;;3.74E-06;;;1.40E-11;8.50E-10;;
-40.0001;-8.23E-10;7.515358;0.999999;1.63E-11;7.515358;;;4.04E-06;;;1.63E-11;8.23E-10;;
-39.5;-8.06E-10;7.691785;1;2.40E-11;7.691785;;;4.90E-06;;;2.40E-11;8.06E-10;;
-39.0001;-7.91E-10;7.900953;0.999999;3.25E-11;7.900953;;;5.70E-06;;;3.25E-11;7.91E-10;;
-38.5;-7.57E-10;8.077434;1;4.00E-11;8.077434;;;6.32E-06;;;4.00E-11;7.57E-10;;
-38;-7.34E-10;8.253907;1;5.57E-11;8.253907;;;7.46E-06;;;5.57E-11;7.34E-10;;
-37.5;-7.16E-10;8.430444;0.999999;7.67E-11;8.430444;;;8.76E-06;;;7.67E-11;7.16E-10;;
-37;-6.90E-10;8.606797;0.999999;1.05E-10;8.606797;;;1.02E-05;;;1.05E-10;6.90E-10;;
-36.5;-6.76E-10;8.783273;0.999999;1.41E-10;8.783273;;;1.19E-05;;;1.41E-10;6.76E-10;;
-36;-6.47E-10;8.961951;1;1.85E-10;8.961951;;;1.36E-05;;;1.85E-10;6.47E-10;;
-35.5001;-6.26E-10;9.138274;1.000001;2.50E-10;9.138274;;;1.58E-05;;;2.50E-10;6.26E-10;;
-35;-6.00E-10;9.314634;0.999999;3.32E-10;9.314634;;;1.82E-05;;;3.32E-10;6.00E-10;;
-34.5;-5.82E-10;9.493013;0.999999;4.56E-10;9.493013;;;2.14E-05;;;4.56E-10;5.82E-10;;
-34;-5.57E-10;9.669281;0.999999;6.16E-10;9.669281;;;2.48E-05;;;6.16E-10;5.57E-10;;
-33.5;-5.43E-10;9.865102;0.999999;7.91E-10;9.865102;;;2.81E-05;;;7.91E-10;5.43E-10;;
-33.0001;-5.22E-10;10.041541;1;1.11E-09;10.041541;;;3.33E-05;;;1.11E-09;5.22E-10;;
-32.5001;-4.98E-10;10.218007;0.999999;1.51E-09;10.218007;;;3.89E-05;;;1.51E-09;4.98E-10;;
-32.0001;-4.77E-10;10.428845;0.999999;1.95E-09;10.428845;;;4.42E-05;;;1.95E-09;4.77E-10;;
-31.5001;-4.57E-10;10.605149;1.000001;2.66E-09;10.605149;;;5.16E-05;;;2.66E-09;4.57E-10;;
-31;-4.30E-10;10.781437;0.999999;3.70E-09;10.781437;;;6.08E-05;;;3.70E-09;4.30E-10;;
-30.5;-4.09E-10;10.930202;1;5.14E-09;10.930202;;;7.17E-05;;;5.14E-09;4.09E-10;;
-30.0001;-3.89E-10;11.079192;1;6.88E-09;11.079192;;;8.29E-05;;;6.88E-09;3.89E-10;;
-29.5;-3.86E-10;11.249538;1.000001;9.16E-09;11.249538;;;9.57E-05;;;9.16E-09;3.86E-10;;
-29.0001;-3.44E-10;11.41302;1.000001;1.18E-08;11.41302;;;0.000108628;;;1.18E-08;3.44E-10;;
-28.5001;-3.36E-10;11.563179;1.000001;1.58E-08;11.563179;;;0.000125698;;;1.58E-08;3.36E-10;;
-28;-3.17E-10;11.713238;1.000002;2.03E-08;11.713238;;;0.000142478;;;2.03E-08;3.17E-10;;
-27.5;-3.73E-10;11.901992;1.000002;2.49E-08;11.901992;;;0.000157797;;;2.49E-08;3.73E-10;;
-27.0001;-2.86E-10;12.052014;1.000002;3.14E-08;12.052014;;;0.0001772;;;3.14E-08;2.86E-10;;
-26.5001;-2.51E-10;12.202114;1.000003;4.01E-08;12.202114;;;0.00020025;;;4.01E-08;2.51E-10;;
