#scan;iMeasureCycle=1;iMux=0;time=0.141;N=202;LocalTime=20/12/2023 14:19:33;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
5;1.57E-09;0.301153;-0.500001;-7.54E-10;0.301153;;;5;7.5354E-10;1.57223E-09
4.89999;1.27E-09;0.47765;-0.500001;-6.21E-10;0.47765;;;4.89999;6.2099E-10;1.27445E-09
4.79999;1.13E-09;0.653682;-0.5;-5.52E-10;0.653682;;;4.79999;5.5178E-10;1.12689E-09
4.7;1.03E-09;0.849274;-0.5;-5.03E-10;0.849274;;;4.7;5.0344E-10;1.02603E-09
4.6;9.69E-10;1.025469;-0.500001;-4.75E-10;1.025469;;;4.6;4.7469E-10;9.6901E-10
4.5;9.27E-10;1.20157;-0.5;-4.53E-10;1.20157;;;4.5;4.5349E-10;9.2741E-10
4.4;8.91E-10;1.410347;-0.5;-4.34E-10;1.410347;;;4.4;4.3355E-10;8.9069E-10
4.3;8.65E-10;1.586618;-0.5;-4.20E-10;1.586618;;;4.3;4.2047E-10;8.6538E-10
4.2;8.50E-10;1.762618;-0.500001;-4.10E-10;1.762618;;;4.2;4.1031E-10;8.5013E-10
4.09999;8.31E-10;1.938717;-0.5;-4.01E-10;1.938717;;;4.09999;4.0124E-10;8.3141E-10
3.99999;8.17E-10;2.114918;-0.5;-3.94E-10;2.114918;;;3.99999;3.941E-10;8.1677E-10
3.9;8.04E-10;2.290936;-0.500001;-3.86E-10;2.290936;;;3.9;3.8632E-10;8.0408E-10
3.79999;7.95E-10;2.467374;-0.5;-3.81E-10;2.467374;;;3.79999;3.8063E-10;7.9502E-10
3.7;7.84E-10;2.643507;-0.5;-3.75E-10;2.643507;;;3.7;3.7532E-10;7.8433E-10
3.60001;7.77E-10;2.819674;-0.500001;-3.70E-10;2.819674;;;3.60001;3.7046E-10;7.7651E-10
3.49999;7.69E-10;3.010833;-0.5;-3.65E-10;3.010833;;;3.49999;3.6486E-10;7.687E-10
3.4;7.59E-10;3.186966;-0.500001;-3.60E-10;3.186966;;;3.4;3.5971E-10;7.5855E-10
3.3;7.50E-10;3.391075;-0.500001;-3.55E-10;3.391075;;;3.3;3.5503E-10;7.5022E-10
3.2;7.41E-10;3.567389;-0.5;-3.50E-10;3.567389;;;3.2;3.5011E-10;7.4098E-10
3.09999;7.35E-10;3.743407;-0.500001;-3.46E-10;3.743407;;;3.09999;3.4588E-10;7.3512E-10
3.00001;7.32E-10;3.920701;-0.5;-3.45E-10;3.920701;;;3.00001;3.4455E-10;7.3201E-10
2.89999;7.23E-10;4.096816;-0.5;-3.40E-10;4.096816;;;2.89999;3.3971E-10;7.2325E-10
2.79999;7.16E-10;4.272926;-0.500001;-3.36E-10;4.272926;;;2.79999;3.3576E-10;7.1625E-10
2.69999;7.09E-10;4.449072;-0.5;-3.32E-10;4.449072;;;2.69999;3.3198E-10;7.0922E-10
2.6;7.05E-10;4.625231;-0.5;-3.31E-10;4.625231;;;2.6;3.3056E-10;7.0547E-10
2.49999;7.00E-10;4.801432;-0.500001;-3.29E-10;4.801432;;;2.49999;3.2858E-10;7.0018E-10
2.39999;6.95E-10;4.978261;-0.500001;-3.28E-10;4.978261;;;2.39999;3.2784E-10;6.946E-10
2.29999;6.88E-10;5.154417;-0.5;-3.31E-10;5.154417;;;2.29999;3.3063E-10;6.8821E-10
2.19999;6.80E-10;5.330474;-0.5;-3.41E-10;5.330474;;;2.19999;3.4077E-10;6.7974E-10
2.09999;6.65E-10;5.518361;-0.500001;-3.62E-10;5.518361;;;2.09999;3.62E-10;6.6524E-10
1.99999;6.54E-10;5.694369;-0.5;-4.09E-10;5.694369;;;1.99999;4.0879E-10;6.5438E-10
1.89999;6.42E-10;5.897736;-0.500001;-4.91E-10;5.897736;;;1.89999;4.905E-10;6.4233E-10
1.79999;6.12E-10;6.07406;-0.5;-6.20E-10;6.07406;;;1.79999;6.1988E-10;6.1211E-10
1.69999;5.81E-10;6.250161;-0.5;-8.20E-10;6.250161;;;1.69999;8.196E-10;5.8095E-10
1.6;5.48E-10;6.427397;-0.5;-1.12E-09;6.427397;;;1.6;1.12378E-09;5.4797E-10
1.5;5.11E-10;6.60358;-0.5;-1.57E-09;6.60358;;;1.5;1.57415E-09;5.1144E-10
1.39999;4.72E-10;6.779589;-0.500001;-2.24E-09;6.779589;;;1.39999;2.24126E-09;4.7191E-10
1.29999;4.14E-10;6.955783;-0.500001;-3.23E-09;6.955783;;;1.29999;3.23168E-09;4.1405E-10
1.19999;3.41E-10;7.131932;-0.500001;-4.74E-09;7.131932;;;1.19999;4.74368E-09;3.4052E-10
1.1;2.63E-10;7.307948;-0.5;-7.06E-09;7.307948;;;1.1;7.06496E-09;2.6304E-10
0.99999;1.95E-10;7.478831;-0.499999;-1.07E-08;7.478831;;;0.99999;1.06816E-08;1.9481E-10
0.89999;1.29E-10;7.628716;-0.499999;-1.63E-08;7.628716;;;0.89999;1.63374E-08;1.2911E-10
0.8;1.13E-10;7.778509;-0.5;-2.53E-08;7.778509;;;0.8;2.52703E-08;1.1321E-10
