#scan;iMeasureCycle=1;iMux=0;time=0.134;N=482;LocalTime=31/10/2023 11:56:55
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s)
-60;-2.32E-08;0.282467;0.999984;2.13E-08;0.282467
-59.5001;-3.66E-08;0.406309;1.000039;3.49E-08;0.406309
-59.0001;-1.34E-08;0.529788;0.999994;1.18E-08;0.529788
-58.5001;-3.66E-09;0.683429;1.000002;2.26E-09;0.683429
-58;-1.54E-09;0.902409;1;2.58E-10;0.902409
-57.5001;-1.23E-09;1.078911;0.999999;3.19E-11;1.078911
-57.0001;-1.13E-09;1.255631;0.999999;3.29E-12;1.255631
-56.5001;-1.03E-09;1.432272;1;-2.95E-11;1.432272
-56;-9.43E-10;1.608917;1;-6.56E-11;1.608917
-55.5;-8.70E-10;1.785703;1;-9.97E-11;1.785703
-55;-6.87E-10;1.963963;1;-2.36E-10;1.963963
-54.5001;-6.62E-10;2.140564;1;-2.25E-10;2.140564
-54.0001;-6.64E-10;2.334237;0.999999;-1.87E-10;2.334237
-53.5001;-5.89E-10;2.510864;1;-2.33E-10;2.510864
-53;-5.31E-10;2.687314;0.999999;-2.63E-10;2.687314
-52.5001;-5.34E-10;2.900346;0.999999;-2.29E-10;2.900346
-52;-4.54E-10;3.077025;0.999999;-2.84E-10;3.077025
-51.5;-4.21E-10;3.253557;0.999999;-3.00E-10;3.253557
-51.0001;-3.83E-10;3.430091;0.999999;-3.14E-10;3.430091
-50.5;-3.58E-10;3.606674;0.999999;-3.13E-10;3.606674
-50;-3.38E-10;3.783137;1;-3.11E-10;3.783137
-49.5001;-3.31E-10;3.961808;1;-3.05E-10;3.961808
-49;-2.37E-10;4.138229;0.999999;-3.81E-10;4.138229
-48.5001;-1.20E-10;4.314695;1;-4.82E-10;4.314695
-48;-7.47E-11;4.496631;0.999999;-5.12E-10;4.496631
-47.5;-3.62E-11;4.673078;1;-5.29E-10;4.673078
-47;-9.34E-11;4.876708;1;-4.57E-10;4.876708
-46.5;-1.64E-11;5.053219;1;-5.20E-10;5.053219
-46.0001;2.32E-11;5.2298;0.999999;-5.44E-10;5.2298
-45.5001;6.16E-11;5.411122;1;-5.68E-10;5.411122
-45.0001;1.05E-10;5.587689;0.999999;-5.99E-10;5.587689
-44.5001;1.40E-10;5.764374;0.999999;-6.16E-10;5.764374
-44.0001;1.55E-10;5.941931;1;-6.18E-10;5.941931
-43.5;1.64E-10;6.11835;1;-6.17E-10;6.11835
-43;1.70E-10;6.294878;0.999999;-6.13E-10;6.294878
-42.5;1.84E-10;6.473122;0.999999;-6.09E-10;6.473122
-42.0001;1.94E-10;6.64957;1;-6.07E-10;6.64957
-41.5001;1.32E-10;6.84713;0.999999;-5.36E-10;6.84713
-41.0001;1.82E-10;7.023657;0.999999;-5.75E-10;7.023657
-40.5001;2.07E-10;7.200091;1;-5.86E-10;7.200091
-40.0001;1.25E-10;7.40889;1;-4.98E-10;7.40889
