#scan;iMeasureCycle=1;iMux=0;time=0.142;N=252;LocalTime=21/12/2023 10:44:05;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
9.99999;4.08E-09;4.790854;-16.00001;-2.25E-09;4.790854;;;-16.00001;2.24549E-09
10;4.05E-09;4.969323;-15;-2.23E-09;4.969323;;;-15;2.23167E-09
9.99999;4.02E-09;5.145308;-14.00001;-2.21E-09;5.145308;;;-14.00001;2.2119E-09
10;4.00E-09;5.321386;-13;-2.20E-09;5.321386;;;-13;2.1968E-09
10;3.96E-09;5.519216;-12;-2.18E-09;5.519216;;;-12;2.17848E-09
9.99999;3.93E-09;5.69528;-11;-2.17E-09;5.69528;;;-11;2.16681E-09
9.99999;3.90E-09;5.900068;-10.00001;-2.15E-09;5.900068;;;-10.00001;2.15089E-09
9.99999;3.87E-09;6.076173;-9;-2.13E-09;6.076173;;;-9;2.13221E-09
10;3.85E-09;6.252189;-8;-2.12E-09;6.252189;;;-8;2.12064E-09
10;3.82E-09;6.434077;-7.00001;-2.10E-09;6.434077;;;-7.00001;2.1011E-09
10;3.80E-09;6.61015;-6.00001;-2.09E-09;6.61015;;;-6.00001;2.09015E-09
9.99999;3.77E-09;6.786059;-5.00001;-2.07E-09;6.786059;;;-5.00001;2.07296E-09
9.99999;3.73E-09;6.962179;-4.00001;-2.05E-09;6.962179;;;-4.00001;2.05209E-09
10;3.70E-09;7.138401;-3.00001;-2.02E-09;7.138401;;;-3.00001;2.02429E-09
9.99999;3.65E-09;7.314404;-2;-1.99E-09;7.314404;;;-2;1.98663E-09
9.99999;3.60E-09;7.491027;-1.00001;-1.94E-09;7.491027;;;-1.00001;1.94063E-09
9.99999;3.46E-09;7.66704;-1.00E-05;-1.79E-09;7.66704;;;-1.00E-05;1.79407E-09
5;-1.39E-09;7.837036;0;9.22E-10;7.837036;;;0;9.2244E-10
4.99999;3.90E-09;8.023678;-1.00001;-7.47E-08;8.023678;;;-1.00001;7.46973E-08
5;4.74E-09;8.179338;-2;-1.23E-07;8.179338;;;-2;1.23349E-07
4.99999;4.71E-09;8.335283;-3;-1.54E-07;8.335283;;;-3;1.54386E-07
5;4.44E-09;8.501331;-4;-1.74E-07;8.501331;;;-4;1.73873E-07
4.99999;4.17E-09;8.657001;-5;-1.87E-07;8.657001;;;-5;1.86898E-07
4.99999;3.99E-09;8.806822;-6;-1.96E-07;8.806822;;;-6;1.9597E-07
4.99999;3.84E-09;8.962476;-7;-2.03E-07;8.962476;;;-7;2.02606E-07
4.99999;3.73E-09;9.112338;-8;-2.07E-07;9.112338;;;-8;2.07415E-07
4.99999;3.66E-09;9.262193;-9;-2.11E-07;9.262193;;;-9;2.11322E-07
4.99999;3.61E-09;9.417927;-10;-2.14E-07;9.417927;;;-10;2.14465E-07
5;3.55E-09;9.573619;-11;-2.17E-07;9.573619;;;-11;2.17116E-07
4.99999;3.52E-09;9.729317;-12;-2.19E-07;9.729317;;;-12;2.19331E-07
4.99999;3.45E-09;9.917871;-13;-2.21E-07;9.917871;;;-13;2.21466E-07
4.99999;3.45E-09;10.073652;-14;-2.24E-07;10.073652;;;-14;2.23567E-07
4.99999;3.42E-09;10.229281;-15;-2.25E-07;10.229281;;;-15;2.25249E-07
5;3.37E-09;10.417511;-16;-2.27E-07;10.417511;;;-16;2.27001E-07
5;3.37E-09;10.567431;-17;-2.29E-07;10.567431;;;-17;2.28738E-07
5;3.35E-09;10.723142;-18;-2.30E-07;10.723142;;;-18;2.30326E-07
4.99999;3.31E-09;10.90808;-19;-2.32E-07;10.90808;;;-19;2.32283E-07
5;3.32E-09;11.064012;-20;-2.34E-07;11.064012;;;-20;2.33681E-07
5;3.26E-09;11.186362;-20;-2.34E-07;11.186362;;;-20;2.33651E-07
4.99999;3.19E-09;11.336178;-19;-2.32E-07;11.336178;;;-19;2.32015E-07
5;3.17E-09;11.510094;-18;-2.30E-07;11.510094;;;-18;2.30219E-07
4.99999;3.15E-09;11.66592;-17;-2.28E-07;11.66592;;;-17;2.28421E-07
5;3.13E-09;11.815715;-16;-2.27E-07;11.815715;;;-16;2.2662E-07
4.99999;3.11E-09;11.971893;-15;-2.24E-07;11.971893;;;-15;2.24483E-07
4.99999;3.10E-09;12.121752;-14;-2.22E-07;12.121752;;;-14;2.22326E-07
4.99999;3.09E-09;12.277453;-13;-2.20E-07;12.277453;;;-13;2.19921E-07
4.99999;3.06E-09;12.433183;-12;-2.18E-07;12.433183;;;-12;2.17558E-07
4.99999;3.04E-09;12.58313;-11;-2.15E-07;12.58313;;;-11;2.14777E-07
5;3.03E-09;12.732926;-10;-2.12E-07;12.732926;;;-10;2.11797E-07
5;3.03E-09;12.915722;-9;-2.08E-07;12.915722;;;-9;2.08172E-07
5;2.98E-09;13.065665;-8;-2.04E-07;13.065665;;;-8;2.0403E-07
5;2.94E-09;13.21545;-7;-1.99E-07;13.21545;;;-7;1.9881E-07
4.99999;2.92E-09;13.393836;-6;-1.92E-07;13.393836;;;-6;1.91741E-07
4.99999;2.79E-09;13.5437;-5;-1.82E-07;13.5437;;;-5;1.82227E-07
4.99999;2.56E-09;13.699423;-4;-1.68E-07;13.699423;;;-4;1.68195E-07
5;2.15E-09;13.849139;-3;-1.47E-07;13.849139;;;-3;1.47335E-07
4.99999;1.42E-09;14.015533;-2;-1.15E-07;14.015533;;;-2;1.15123E-07
4.99999;1.30E-09;14.182632;-1;-6.76E-08;14.182632;;;-1;6.76449E-08
5;2.06E-09;14.358623;0;-8.73E-10;14.358623;;;0;8.73E-10
-6.00E-07;-2.52E-09;14.543;-1.00E-05;3.09E-10;14.543;;;-1.00E-05;3.093E-10
1.50E-06;-1.15E-09;14.696093;-1;-2.91E-06;14.696093;;;-1;2.90797E-06
-1.00E-07;-3.71E-10;14.845787;-2;-4.91E-06;14.845787;;;-2;4.9077E-06
-3.00E-07;1.17E-10;15.019066;-3;-6.19E-06;15.019066;;;-3;6.18531E-06
0;4.17E-10;15.16883;-4;-7.03E-06;15.16883;;;-4;7.03098E-06
4.00E-07;7.47E-10;15.318619;-5;-7.61E-06;15.318619;;;-5;7.6106E-06
8.00E-07;1.24E-09;15.468403;-6;-8.02E-06;15.468403;;;-6;8.02203E-06
6.00E-07;1.61E-09;15.618413;-7;-8.32E-06;15.618413;;;-7;8.32263E-06
5.00E-07;1.59E-09;15.773904;-8;-8.55E-06;15.773904;;;-8;8.54914E-06
3.00E-07;1.40E-09;15.939117;-9;-8.72E-06;15.939117;;;-9;8.7217E-06
3.00E-07;1.28E-09;16.088914;-10;-8.86E-06;16.088914;;;-10;8.8603E-06
7.00E-07;1.14E-09;16.238656;-11;-8.97E-06;16.238656;;;-11;8.9749E-06
2.00E-07;1.01E-09;16.426962;-12;-9.07E-06;16.426962;;;-12;9.0732E-06
-3.00E-07;9.59E-10;16.576809;-13;-9.16E-06;16.576809;;;-13;9.1569E-06
-2.00E-07;9.12E-10;16.726652;-14;-9.23E-06;16.726652;;;-14;9.2279E-06
1.00E-07;8.70E-10;16.913295;-15;-9.29E-06;16.913295;;;-15;9.2929E-06
0;8.60E-10;17.063197;-16;-9.35E-06;17.063197;;;-16;9.3518E-06
-3.00E-07;8.45E-10;17.213007;-17;-9.40E-06;17.213007;;;-17;9.4045E-06
2.00E-07;8.51E-10;17.362772;-18;-9.45E-06;17.362772;;;-18;9.4547E-06
-2.00E-07;8.41E-10;17.525843;-19;-9.50E-06;17.525843;;;-19;9.5035E-06
3.00E-07;8.39E-10;17.675668;-20;-9.55E-06;17.675668;;;-20;9.5489E-06
3.00E-07;8.18E-10;17.798022;-20;-9.55E-06;17.798022;;;-20;9.5487E-06
0;7.89E-10;17.947736;-19;-9.50E-06;17.947736;;;-19;9.4996E-06
0;7.91E-10;18.097618;-18;-9.45E-06;18.097618;;;-18;9.4492E-06
0;7.91E-10;18.247444;-17;-9.39E-06;18.247444;;;-17;9.3929E-06
2.00E-07;7.84E-10;18.435792;-16;-9.33E-06;18.435792;;;-16;9.3334E-06
0;7.76E-10;18.585677;-15;-9.27E-06;18.585677;;;-15;9.2665E-06
-1.00E-07;7.76E-10;18.735525;-14;-9.19E-06;18.735525;;;-14;9.1948E-06
-3.00E-07;7.64E-10;18.914712;-13;-9.11E-06;18.914712;;;-13;9.1149E-06
-1.00E-07;7.43E-10;19.064649;-12;-9.02E-06;19.064649;;;-12;9.0233E-06
-1.00E-07;7.10E-10;19.217121;-11;-8.91E-06;19.217121;;;-11;8.91331E-06
-2.00E-07;6.39E-10;19.366912;-10;-8.79E-06;19.366912;;;-10;8.78996E-06
-2.00E-07;4.66E-10;19.529701;-9;-8.64E-06;19.529701;;;-9;8.63831E-06
-6.00E-07;1.54E-10;19.679512;-8;-8.45E-06;19.679512;;;-8;8.44983E-06
-1.00E-06;-4.74E-10;19.8293;-7;-8.21E-06;19.8293;;;-7;8.21049E-06
-1.90E-06;-7.14E-10;19.979224;-6;-7.90E-06;19.979224;;;-6;7.89704E-06
-1.10E-06;1.88E-10;20.12972;-5;-7.47E-06;20.12972;;;-5;7.47447E-06
-5.00E-07;4.22E-10;20.279494;-4;-6.89E-06;20.279494;;;-4;6.88626E-06
2.00E-07;2.84E-10;20.444262;-3;-6.04E-06;20.444262;;;-3;6.04192E-06
-1.00E-07;-1.47E-10;20.594078;-2;-4.78E-06;20.594078;;;-2;0.000004781
5.00E-07;-8.45E-10;20.74388;-1;-2.83E-06;20.74388;;;-1;2.82658E-06
3.00E-07;-1.80E-09;20.942996;-1.00E-05;2.47E-10;20.942996;;;-1.00E-05;2.4703E-10
-5;-1.75E-08;21.113093;0;7.16E-09;21.113093;;;0;7.15913E-09
-4.99999;-1.52E-08;21.260261;-1;-4.56E-06;21.260261;;;-1;4.55995E-06
-5.00001;-1.34E-08;21.439997;-2;-9.44E-06;21.439997;;;-2;9.44462E-06
-4.99999;-1.17E-08;21.587248;-3;-1.42E-05;21.587248;;;-3;1.42156E-05
-5.00001;-1.03E-08;21.731081;-4;-1.86E-05;21.731081;;;-4;1.86436E-05
-5;-8.95E-09;21.880966;-5;-2.26E-05;21.880966;;;-5;2.25549E-05
-5;-7.87E-09;22.036085;-6;-2.57E-05;22.036085;;;-6;2.57148E-05
-5;-7.13E-09;22.18592;-7;-2.79E-05;22.18592;;;-7;2.79299E-05
-5;-6.64E-09;22.335827;-8;-2.94E-05;22.335827;;;-8;2.94176E-05
-5.00001;-6.31E-09;22.485769;-9;-3.05E-05;22.485769;;;-9;3.04769E-05
-5.00001;-6.01E-09;22.636208;-10;-3.13E-05;22.636208;;;-10;0.000031259
-5.00001;-5.53E-09;22.786053;-11;-3.19E-05;22.786053;;;-11;3.18611E-05
-5;-5.21E-09;22.950858;-12;-3.23E-05;22.950858;;;-12;0.000032339
-5;-5.04E-09;23.100716;-13;-3.27E-05;23.100716;;;-13;3.27152E-05
-5.00001;-5.11E-09;23.250505;-14;-3.30E-05;23.250505;;;-14;3.30335E-05
-5.00001;-5.27E-09;23.42202;-15;-3.33E-05;23.42202;;;-15;3.32996E-05
-5;-5.32E-09;23.572041;-16;-3.35E-05;23.572041;;;-16;3.35322E-05
-5.00001;-5.36E-09;23.72184;-17;-3.37E-05;23.72184;;;-17;3.37421E-05
-5;-5.38E-09;23.871688;-18;-3.39E-05;23.871688;;;-18;3.39114E-05
-5.00001;-5.36E-09;24.041313;-19;-3.41E-05;24.041313;;;-19;3.40689E-05
-5;-5.35E-09;24.191234;-20;-3.42E-05;24.191234;;;-20;0.000034222
-5;-5.37E-09;24.313616;-20;-3.42E-05;24.313616;;;-20;3.42123E-05
-5;-5.35E-09;24.463403;-19;-3.41E-05;24.463403;;;-19;3.40529E-05
-5;-5.33E-09;24.613374;-18;-3.39E-05;24.613374;;;-18;3.38655E-05
-5.00001;-5.32E-09;24.763237;-17;-3.37E-05;24.763237;;;-17;3.36698E-05
-5;-5.34E-09;24.946598;-16;-3.34E-05;24.946598;;;-16;3.34428E-05
-5.00001;-5.37E-09;25.096575;-15;-3.32E-05;25.096575;;;-15;3.31954E-05
-5.00001;-5.51E-09;25.24646;-14;-3.29E-05;25.24646;;;-14;0.000032895
-5;-5.65E-09;25.425538;-13;-3.25E-05;25.425538;;;-13;3.25484E-05
-5;-6.18E-09;25.575415;-12;-3.21E-05;25.575415;;;-12;3.21321E-05
-5;-6.34E-09;25.72529;-11;-3.16E-05;25.72529;;;-11;3.16199E-05
-5;-5.46E-09;25.875081;-10;-3.10E-05;25.875081;;;-10;3.09866E-05
-5;-5.37E-09;26.046189;-9;-3.02E-05;26.046189;;;-9;3.01652E-05
-5.00001;-5.53E-09;26.196021;-8;-2.91E-05;26.196021;;;-8;2.90823E-05
-5.00001;-5.92E-09;26.345901;-7;-2.76E-05;26.345901;;;-7;2.75758E-05
-5;-6.58E-09;26.495804;-6;-2.54E-05;26.495804;;;-6;2.53536E-05
-5.00001;-7.50E-09;26.64623;-5;-2.22E-05;26.64623;;;-5;2.22176E-05
-5.00001;-8.60E-09;26.796071;-4;-1.83E-05;26.796071;;;-4;1.83462E-05
-5;-9.81E-09;26.951117;-3;-1.40E-05;26.951117;;;-3;1.39721E-05
-5;-1.12E-08;27.094964;-2;-9.28E-06;27.094964;;;-2;9.2791E-06
-5;-1.25E-08;27.241431;-1;-4.47E-06;27.241431;;;-1;4.47302E-06
-5;-1.39E-08;27.435261;0;6.07E-09;27.435261;;;0;6.06668E-09
-10;-3.38E-08;27.599391;-1.00E-05;1.50E-08;27.599391;;;-1.00E-05;1.49719E-08
-9.99999;-3.09E-08;27.746548;-1;-4.73E-06;27.746548;;;-1;4.72581E-06
-10;-4.11E-08;27.976314;-2.00001;-3.34E-07;27.976314;;;-2.00001;3.341E-07
-10;-4.31E-08;28.148458;-3.00001;-8.38E-06;28.148458;;;-3.00001;8.3798E-06
-9.99998;1.36E-07;28.342082;-4.00002;-2.13E-05;28.342082;;;-4.00002;2.13473E-05
-10;-2.22E-08;28.482928;-5;-2.66E-05;28.482928;;;-5;2.66403E-05
-10;-2.06E-08;28.626793;-6;-3.19E-05;28.626793;;;-6;3.18878E-05
-10;-1.91E-08;28.770771;-7;-3.69E-05;28.770771;;;-7;3.68771E-05
-10;-1.78E-08;28.95283;-8;-4.15E-05;28.95283;;;-8;4.15402E-05
-10;-1.65E-08;29.096805;-9;-4.58E-05;29.096805;;;-9;4.57853E-05
-10;-1.54E-08;29.240918;-10;-4.95E-05;29.240918;;;-10;4.95233E-05
-10;-1.45E-08;29.384811;-11;-5.26E-05;29.384811;;;-11;5.25978E-05
-10;-1.38E-08;29.549047;-12;-5.49E-05;29.549047;;;-12;5.48944E-05
-10;-1.34E-08;29.692901;-13;-5.65E-05;29.692901;;;-13;5.65485E-05
-10;-1.32E-08;29.836797;-14;-5.78E-05;29.836797;;;-14;5.77649E-05
-9.99999;-1.30E-08;29.980668;-15;-5.87E-05;29.980668;;;-15;5.86818E-05
-10;-1.26E-08;30.124599;-16;-5.94E-05;30.124599;;;-16;5.94261E-05
-9.99999;-1.23E-08;30.26842;-17;-6.00E-05;30.26842;;;-17;6.00143E-05
-10;-1.24E-08;30.442243;-18;-6.05E-05;30.442243;;;-18;6.04967E-05
-10;-1.25E-08;30.58617;-19;-6.09E-05;30.58617;;;-19;0.000060912
-10;-1.26E-08;30.730291;-20;-6.13E-05;30.730291;;;-20;6.12769E-05
-10;-1.28E-08;30.853815;-20;-6.13E-05;30.853815;;;-20;6.12519E-05
-10;-1.31E-08;30.997882;-19;-6.08E-05;30.997882;;;-19;6.08344E-05
-10;-1.34E-08;31.141782;-18;-6.04E-05;31.141782;;;-18;6.03599E-05
-10.00001;-1.39E-08;31.285657;-17;-5.98E-05;31.285657;;;-17;5.98112E-05
-10;-1.37E-08;31.466411;-16;-5.92E-05;31.466411;;;-16;5.91589E-05
-10;-1.34E-08;31.610266;-15;-5.84E-05;31.610266;;;-15;5.83634E-05
-10;-1.34E-08;31.754306;-14;-5.74E-05;31.754306;;;-14;5.73744E-05
-10.00001;-1.36E-08;31.89813;-13;-5.61E-05;31.89813;;;-13;5.61104E-05
-10;-1.40E-08;32.055215;-12;-5.44E-05;32.055215;;;-12;5.43957E-05
-10;-1.47E-08;32.199047;-11;-5.20E-05;32.199047;;;-11;5.20307E-05
-10;-1.56E-08;32.34298;-10;-4.89E-05;32.34298;;;-10;4.89371E-05
-10;-1.67E-08;32.486824;-9;-4.52E-05;32.486824;;;-9;4.51861E-05
-10;-1.79E-08;32.630738;-8;-4.09E-05;32.630738;;;-8;4.09317E-05
-10;-1.93E-08;32.774574;-7;-3.63E-05;32.774574;;;-7;3.62835E-05
-10;-2.06E-08;32.944352;-6;-3.13E-05;32.944352;;;-6;0.000031327
-10;-2.22E-08;33.088305;-5;-2.61E-05;33.088305;;;-5;2.61356E-05
-10;-2.37E-08;33.232112;-4;-2.08E-05;33.232112;;;-4;2.07781E-05
-10;-2.53E-08;33.376126;-3;-1.53E-05;33.376126;;;-3;1.53385E-05
-10;-2.69E-08;33.519994;-2;-9.91E-06;33.519994;;;-2;9.9106E-06
-10;-2.86E-08;33.666548;-1;-4.65E-06;33.666548;;;-1;4.65116E-06
-10;-3.03E-08;33.827571;-1.00E-05;1.33E-08;33.827571;;;-1.00E-05;1.33474E-08
-15;-5.27E-08;33.991964;-1.00E-05;2.35E-08;33.991964;;;-1.00E-05;2.34782E-08
-14.99999;-4.94E-08;34.13923;-1;-4.59E-06;34.13923;;;-1;4.58945E-06
-15;-4.69E-08;34.28309;-2;-9.89E-06;34.28309;;;-2;9.89374E-06
-14.99999;-4.43E-08;34.468978;-3;-1.55E-05;34.468978;;;-3;1.54944E-05
-15;-4.22E-08;34.612865;-4;-2.12E-05;34.612865;;;-4;2.12406E-05
-15;-4.01E-08;34.756728;-5;-2.71E-05;34.756728;;;-5;0.00002706
-15;-3.81E-08;34.900687;-6;-3.29E-05;34.900687;;;-6;3.28821E-05
-15;-3.62E-08;35.062824;-7;-3.87E-05;35.062824;;;-7;3.86659E-05
-15;-3.45E-08;35.206674;-8;-4.44E-05;35.206674;;;-8;4.43857E-05
-15;-3.27E-08;35.350612;-9;-5.00E-05;35.350612;;;-9;4.99707E-05
-15;-3.12E-08;35.494485;-10;-5.54E-05;35.494485;;;-10;5.53975E-05
-15;-2.97E-08;35.63842;-11;-6.06E-05;35.63842;;;-11;6.05986E-05
-15;-2.83E-08;35.782231;-12;-6.55E-05;35.782231;;;-12;0.000065525
-15;-2.70E-08;35.951827;-13;-7.01E-05;35.951827;;;-13;7.01013E-05
-15;-2.59E-08;36.095747;-14;-7.43E-05;36.095747;;;-14;7.42768E-05
-15;-2.49E-08;36.239571;-15;-7.80E-05;36.239571;;;-15;7.79896E-05
-15;-2.40E-08;36.383459;-16;-8.10E-05;36.383459;;;-16;8.10309E-05
-15;-2.35E-08;36.527404;-17;-8.34E-05;36.527404;;;-17;8.34365E-05
-15;-2.31E-08;36.671365;-18;-8.53E-05;36.671365;;;-18;0.000085252
-15;-2.30E-08;36.815224;-19;-8.66E-05;36.815224;;;-19;8.65972E-05
-15;-2.28E-08;36.976009;-20;-8.77E-05;36.976009;;;-20;8.76646E-05
-15;-2.30E-08;37.099529;-20;-8.76E-05;37.099529;;;-20;8.76208E-05
-15;-2.32E-08;37.243372;-19;-8.64E-05;37.243372;;;-19;8.64064E-05
-15;-2.34E-08;37.387283;-18;-8.49E-05;37.387283;;;-18;0.000084931
-14.99999;-2.38E-08;37.531139;-17;-8.30E-05;37.531139;;;-17;0.000083
-15;-2.46E-08;37.675093;-16;-8.05E-05;37.675093;;;-16;8.04727E-05
-15;-2.54E-08;37.818927;-15;-7.73E-05;37.818927;;;-15;7.73139E-05
-15;-2.65E-08;37.978546;-14;-7.35E-05;37.978546;;;-14;7.35471E-05
-15;-2.77E-08;38.122425;-13;-6.93E-05;38.122425;;;-13;6.93063E-05
-15;-2.91E-08;38.266506;-12;-6.47E-05;38.266506;;;-12;6.46773E-05
-15;-3.05E-08;38.410353;-11;-5.97E-05;38.410353;;;-11;5.97273E-05
-15;-3.20E-08;38.571288;-10;-5.45E-05;38.571288;;;-10;5.45288E-05
-15;-3.35E-08;38.715166;-9;-4.91E-05;38.715166;;;-9;4.91091E-05
-15;-3.52E-08;38.859022;-8;-4.36E-05;38.859022;;;-8;4.35593E-05
-15;-3.68E-08;39.002906;-7;-3.79E-05;39.002906;;;-7;3.78991E-05
-15;-3.85E-08;39.146827;-6;-3.22E-05;39.146827;;;-6;3.21886E-05
-15;-4.02E-08;39.29064;-5;-2.65E-05;39.29064;;;-5;2.64532E-05
-15;-4.19E-08;39.460928;-4;-2.07E-05;39.460928;;;-4;2.07396E-05
-15;-4.37E-08;39.604821;-3;-1.51E-05;39.604821;;;-3;1.51185E-05
-15;-4.55E-08;39.748684;-2;-9.65E-06;39.748684;;;-2;9.6489E-06
-15;-4.74E-08;39.89515;-1;-4.47E-06;39.89515;;;-1;4.47369E-06
-15;-4.92E-08;40.057151;-1.00E-05;2.20E-08;40.057151;;;-1.00E-05;2.20176E-08
