#scan;iMeasureCycle=1;iMux=0;time=0.14;N=482;LocalTime=31/10/2023 14:54:01;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (A^1/2)
-34.0001;-4.56E-10;69.12549;0.999999;8.26E-11;69.12549;;;9.08845E-06
-34.5001;-4.59E-10;69.301878;0.999999;8.01E-11;69.301878;;;8.94986E-06
-35.0001;-4.87E-10;69.478169;1;9.31E-11;69.478169;;;9.64883E-06
-35.5;-4.90E-10;69.657052;1;8.57E-11;69.657052;;;9.25743E-06
-36;-4.96E-10;69.833465;0.999999;9.71E-11;69.833465;;;9.85393E-06
-36.5;-4.99E-10;70.030302;1.000001;8.87E-11;70.030302;;;9.41807E-06
-37;-5.21E-10;70.206712;1;1.01E-10;70.206712;;;1.00499E-05
-37.5001;-5.17E-10;70.383042;1.000001;9.78E-11;70.383042;;;9.88939E-06
-38.0001;-5.34E-10;70.598632;0.999999;1.06E-10;70.598632;;;1.02956E-05
-38.5;-5.28E-10;70.775169;1;1.03E-10;70.775169;;;1.01489E-05
-39;-5.44E-10;70.951574;0.999999;1.18E-10;70.951574;;;1.08628E-05
-39.5;-5.39E-10;71.128035;0.999999;1.03E-10;71.128035;;;1.01489E-05
-40.0001;-5.65E-10;71.304646;1;1.06E-10;71.304646;;;1.02956E-05
-40.5001;-6.11E-10;71.481177;0.999999;1.40E-10;71.481177;;;1.18322E-05
-41.0001;-5.88E-10;71.658719;0.999999;9.56E-11;71.658719;;;9.77753E-06
-41.4999;-7.65E-10;71.835257;1.000001;2.43E-10;71.835257;;;1.55885E-05
-42;-6.81E-10;72.036065;1;1.14E-10;72.036065;;;1.06771E-05
-42.5001;-9.13E-10;72.212596;0.999999;9.08E-11;72.212596;;;9.5289E-06
-43;-1.71E-09;72.389073;0.999999;9.13E-11;72.389073;;;9.5551E-06
-43.5001;-2.49E-09;72.605156;0.999999;9.47E-11;72.605156;;;9.73139E-06
-44;-3.84E-09;72.781872;1;8.92E-11;72.781872;;;9.44458E-06
-44.5;-5.06E-09;72.958365;1;9.89E-11;72.958365;;;9.94485E-06
-45.0001;-4.67E-09;73.134733;0.999999;8.78E-11;73.134733;;;9.37017E-06
-45.5001;-5.78E-09;73.311293;1;9.22E-11;73.311293;;;9.60208E-06
-46;-6.14E-09;73.487821;1;9.00E-11;73.487821;;;9.48683E-06
-46.5001;-7.70E-09;73.664298;1;9.55E-11;73.664298;;;9.77241E-06
-47;-8.10E-09;73.84084;1;8.93E-11;73.84084;;;9.44987E-06
-47.5;-3.69E-08;74.055845;1;2.02E-10;74.055845;;;1.42127E-05
-48;-9.44E-08;74.251554;0.999999;7.34E-11;74.251554;;;8.56738E-06
-48.5;-3.94E-07;74.389967;0.999999;7.61E-11;74.389967;;;8.72353E-06
-49;-1.87E-07;74.578636;1;9.48E-11;74.578636;;;9.73653E-06
-49.5;-6.14E-08;74.745919;1;9.87E-11;74.745919;;;9.93479E-06
-50;-3.45E-08;74.895812;0.999999;1.02E-10;74.895812;;;1.00995E-05
-50.5;-3.59E-08;75.08322;0.999999;9.84E-11;75.08322;;;9.91968E-06
-51;-4.22E-08;75.232994;0.999999;1.10E-10;75.232994;;;1.04881E-05
-51.5;-4.99E-08;75.382914;1.000001;9.84E-11;75.382914;;;9.91968E-06
-52;-3.66E-08;75.563073;0.999999;9.73E-11;75.563073;;;9.86408E-06
-52.5;-3.56E-08;75.71291;1;1.09E-10;75.71291;;;1.04403E-05
-53;-3.77E-08;75.862728;1;9.50E-11;75.862728;;;9.74679E-06
-53.5;-4.17E-08;76.012466;1;1.70E-10;76.012466;;;1.30384E-05
-54;-4.17E-08;76.17844;1;1.07E-10;76.17844;;;1.03441E-05
-54.5;-4.75E-08;76.328118;1;1.79E-10;76.328118;;;1.33791E-05
-55;-1.29E-07;76.549945;1.000003;1.21E-10;76.549945;;;0.000011
-55.5;-5.13E-08;76.706006;1;1.02E-10;76.706006;;;1.00995E-05
-56;-4.67E-08;76.855793;1;1.04E-10;76.855793;;;1.0198E-05
-56.5;-4.73E-08;77.005482;0.999999;1.13E-10;77.005482;;;1.06301E-05
-57;-4.80E-08;77.179856;1.000001;1.05E-10;77.179856;;;1.0247E-05
-57.5;-5.03E-08;77.329527;1;1.03E-10;77.329527;;;1.01489E-05
-58;-5.56E-08;77.479337;0.999999;1.67E-10;77.479337;;;1.29228E-05
-58.5;-3.59E-07;77.653917;1;4.00E-11;77.653917;;;6.32456E-06
-59;-3.30E-07;77.809983;0.999999;1.27E-10;77.809983;;;1.12694E-05
-59.5;-7.37E-08;77.959711;0.999999;1.01E-10;77.959711;;;1.00499E-05
-60;-5.80E-07;78.109546;1.000003;2.58E-10;78.109546;;;1.60624E-05
