#scan;iMeasureCycle=1;iMux=0;time=0.132;N=220;LocalTime=31/10/2023 13:07:08
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s)
-30.0001;-6.65E-10;0.294674;-1.00E-06;3.03E-09;0.294674
-30.0001;-5.82E-10;0.423388;0.1;4.40E-07;0.423388
-30.0001;-5.31E-10;0.573372;0.199999;8.75E-07;0.573372
-30.0001;-4.91E-10;0.699028;0.3;1.30E-06;0.699028
-30;-4.55E-10;0.88901;0.4;1.67E-06;0.88901
-30;-4.28E-10;1.039095;0.5;1.97E-06;1.039095
-30.0001;-4.06E-10;1.189124;0.6;2.20E-06;1.189124
-30;-3.85E-10;1.369007;0.7;2.35E-06;1.369007
-30.0001;-3.62E-10;1.519116;0.8;2.45E-06;1.519116
-30;-3.64E-10;1.669085;0.899999;2.53E-06;1.669085
-30.0001;-3.55E-10;1.819145;1;2.58E-06;1.819145
-30.0001;-3.43E-10;1.947119;1;2.58E-06;1.947119
-30;-3.37E-10;2.097265;0.9;2.53E-06;2.097265
-30.0001;-3.30E-10;2.24725;0.8;2.45E-06;2.24725
-30;-3.18E-10;2.397282;0.7;2.35E-06;2.397282
-30;-3.19E-10;2.547618;0.6;2.19E-06;2.547618
-30;-3.10E-10;2.697559;0.5;1.97E-06;2.697559
-30.0001;-3.09E-10;2.884665;0.4;1.67E-06;2.884665
-30.0001;-2.92E-10;3.034742;0.3;1.30E-06;3.034742
-30.0001;-2.97E-10;3.187611;0.199999;8.76E-07;3.187611
-30;-2.96E-10;3.363361;0.1;4.41E-07;3.363361
-30.0001;-2.87E-10;3.526379;-1.00E-06;3.05E-09;3.526379
-20;8.25E-11;3.702451;0;7.12E-09;3.702451
-20;-1.68E-11;3.867284;0.1;1.03E-06;3.867284
-20;-5.57E-11;4.017145;0.199999;2.08E-06;4.017145
-20;-7.74E-11;4.167066;0.3;3.16E-06;4.167066
-20.00001;-9.07E-11;4.316941;0.4;4.27E-06;4.316941
-20.00001;-1.02E-10;4.480491;0.5;5.34E-06;4.480491
-20.00001;-1.13E-10;4.630272;0.6;6.31E-06;4.630272
-20.00001;-1.15E-10;4.780197;0.7;7.16E-06;4.780197
-20.00001;-1.20E-10;4.930228;0.8;7.86E-06;4.930228
-20.00001;-1.24E-10;5.080195;0.9;8.43E-06;5.080195
-20.00001;-1.25E-10;5.229993;0.999999;8.88E-06;5.229993
-20.00001;-1.28E-10;5.362215;1;8.87E-06;5.362215
-20.00001;-1.25E-10;5.512099;0.899999;8.42E-06;5.512099
-20;-1.31E-10;5.661959;0.8;7.85E-06;5.661959
-20;-1.29E-10;5.811802;0.7;7.14E-06;5.811802
-20.00001;-1.30E-10;5.984029;0.6;6.29E-06;5.984029
-20;-1.31E-10;6.133844;0.5;5.33E-06;6.133844
-20.00001;-1.30E-10;6.283753;0.4;4.25E-06;6.283753
-20;-1.31E-10;6.433769;0.3;3.15E-06;6.433769
-20.00001;-1.32E-10;6.583892;0.2;2.07E-06;6.583892
-20.00001;-1.32E-10;6.733763;0.1;1.03E-06;6.733763
-20.00001;-1.29E-10;6.91628;0;7.13E-09;6.91628
-10.00001;2.39E-10;7.08646;-1.00E-06;1.15E-08;7.08646
-10.00001;1.43E-10;7.212161;0.1;1.66E-06;7.212161
-10;8.51E-11;7.394398;0.2;3.36E-06;7.394398
-10.00001;6.04E-11;7.544378;0.3;5.14E-06;7.544378
-10;4.21E-11;7.694319;0.4;7.02E-06;7.694319
-10;3.01E-11;7.872519;0.5;8.94E-06;7.872519
-10;2.12E-11;7.998359;0.6;1.08E-05;7.998359
-10;1.45E-11;8.148208;0.7;1.26E-05;8.148208
-10;8.55E-12;8.297996;0.8;1.43E-05;8.297996
-10.00001;1.19E-12;8.44793;0.899999;1.58E-05;8.44793
-10;-1.86E-12;8.597871;1;1.71E-05;8.597871
-10;-4.04E-12;8.720211;1;1.71E-05;8.720211
-10;-7.45E-12;8.897982;0.9;1.58E-05;8.897982
-10.00001;-1.17E-11;9.047869;0.8;1.43E-05;9.047869
-10.00001;-1.28E-11;9.197753;0.7;1.26E-05;9.197753
-10;-1.57E-11;9.375841;0.6;1.08E-05;9.375841
-10.00001;-1.78E-11;9.528328;0.5;8.92E-06;9.528328
-10;-2.00E-11;9.678104;0.4;7.01E-06;9.678104
-10.00001;-2.12E-11;9.828039;0.3;5.12E-06;9.828039
-10.00001;-2.28E-11;9.994449;0.2;3.35E-06;9.994449
-10.00001;-2.45E-11;10.144369;0.1;1.66E-06;10.144369
-10.00001;-2.44E-11;10.311388;-1.00E-06;1.14E-08;10.311388
3.00E-07;3.41E-10;10.481539;-1.00E-06;1.57E-08;10.481539
-1.00E-07;2.40E-10;10.607236;0.1;2.33E-06;10.607236
1.00E-07;1.87E-10;10.757002;0.199999;4.70E-06;10.757002
4.00E-07;1.55E-10;10.91533;0.3;7.19E-06;10.91533
2.00E-07;1.35E-10;11.065218;0.4;9.85E-06;11.065218
1.00E-07;1.21E-10;11.190947;0.5;1.26E-05;11.190947
0;1.10E-10;11.340686;0.6;1.55E-05;11.340686
-1.00E-07;1.00E-10;11.49908;0.7;1.83E-05;11.49908
-1.00E-07;9.21E-11;11.648906;0.8;2.10E-05;11.648906
0;8.50E-11;11.798785;0.9;2.36E-05;11.798785
1.00E-07;7.93E-11;11.948699;1;2.60E-05;11.948699
0;7.60E-11;12.071493;1;2.60E-05;12.071493
-4.00E-07;7.15E-11;12.221186;0.9;2.36E-05;12.221186
-1.00E-07;6.54E-11;12.399136;0.8;2.10E-05;12.399136
2.00E-07;6.23E-11;12.548995;0.7;1.83E-05;12.548995
0;5.98E-11;12.698756;0.6;1.54E-05;12.698756
0;5.59E-11;12.873173;0.5;1.26E-05;12.873173
-1.00E-07;5.37E-11;13.023027;0.4;9.84E-06;13.023027
-1.00E-07;5.11E-11;13.175451;0.3;7.19E-06;13.175451
-1.00E-07;4.88E-11;13.325261;0.2;4.69E-06;13.325261
0;4.62E-11;13.475242;0.099999;2.33E-06;13.475242
-2.00E-07;4.47E-11;13.642188;-1.00E-06;1.51E-08;13.642188
10;4.08E-10;13.812328;0;2.03E-08;13.812328
10;3.07E-10;13.938067;0.1;3.02E-06;13.938067
9.99999;2.53E-10;14.087889;0.2;6.10E-06;14.087889
9.99999;2.22E-10;14.237838;0.3;9.32E-06;14.237838
9.99999;2.00E-10;14.396398;0.4;1.28E-05;14.396398
10;1.86E-10;14.546274;0.5;1.64E-05;14.546274
9.99999;1.75E-10;14.696064;0.6;2.02E-05;14.696064
10;1.66E-10;14.845972;0.7;2.40E-05;14.845972
9.99999;1.55E-10;15.007446;0.8;2.78E-05;15.007446
10;1.47E-10;15.157325;0.899999;3.14E-05;15.157325
10;1.42E-10;15.307163;1;3.50E-05;15.307163
10;1.39E-10;15.429508;1;3.50E-05;15.429508
10;1.37E-10;15.579487;0.899999;3.14E-05;15.579487
9.99999;1.31E-10;15.729344;0.8;2.77E-05;15.729344
10;1.25E-10;15.911798;0.7;2.40E-05;15.911798
10;1.24E-10;16.061592;0.6;2.02E-05;16.061592
10;1.20E-10;16.211488;0.5;1.64E-05;16.211488
10;1.16E-10;16.394837;0.4;1.28E-05;16.394837
9.99999;1.14E-10;16.544676;0.3;9.30E-06;16.544676
9.99999;1.11E-10;16.697062;0.2;6.09E-06;16.697062
9.99999;1.10E-10;16.846907;0.1;3.02E-06;16.846907
9.99999;1.06E-10;17.029374;-1.00E-06;2.08E-08;17.029374
20;4.73E-10;17.199424;-2.00E-06;2.58E-08;17.199424
20;3.75E-10;17.325127;0.1;3.73E-06;17.325127
19.99999;3.26E-10;17.475144;0.2;7.52E-06;17.475144
19.99999;2.99E-10;17.60089;0.3;1.15E-05;17.60089
19.99999;2.79E-10;17.750711;0.4;1.58E-05;17.750711
20;2.66E-10;17.926357;0.5;2.03E-05;17.926357
20;2.51E-10;18.076301;0.6;2.51E-05;18.076301
19.99999;2.39E-10;18.226204;0.7;2.99E-05;18.226204
20;2.34E-10;18.39736;0.8;3.47E-05;18.39736
20;2.26E-10;18.547287;0.9;3.95E-05;18.547287
19.99999;2.22E-10;18.697112;1;4.43E-05;18.697112
19.99999;2.19E-10;18.819501;1;4.42E-05;18.819501
20;2.12E-10;18.969508;0.9;3.95E-05;18.969508
20;2.07E-10;19.119509;0.8;3.47E-05;19.119509
19.99999;2.04E-10;19.269325;0.7;2.98E-05;19.269325
19.99999;1.99E-10;19.426071;0.6;2.50E-05;19.426071
20;1.96E-10;19.575986;0.5;2.03E-05;19.575986
20;1.91E-10;19.725947;0.4;1.57E-05;19.725947
20;1.93E-10;19.904904;0.3;1.15E-05;19.904904
19.99999;1.87E-10;20.057403;0.199999;7.50E-06;20.057403
20;1.83E-10;20.207209;0.1;3.72E-06;20.207209
19.99999;1.82E-10;20.390729;-1.00E-06;2.55E-08;20.390729
29.9999;5.75E-10;20.5611;-6.00E-06;3.04E-08;20.5611
29.9999;4.87E-10;20.686775;0.1;4.44E-06;20.686775
29.9999;4.41E-10;20.836956;0.199999;8.97E-06;20.836956
29.9999;4.16E-10;20.962729;0.3;1.37E-05;20.962729
30;3.94E-10;21.112727;0.4;1.88E-05;21.112727
29.9999;3.72E-10;21.26284;0.5;2.43E-05;21.26284
30;3.57E-10;21.430522;0.6;3.00E-05;21.430522
30;3.41E-10;21.58059;0.7;3.59E-05;21.58059
30;3.42E-10;21.730555;0.8;4.18E-05;21.730555
