#scan;iMeasureCycle=1;iMux=0;time=0.133;N=142;LocalTime=21/12/2023 11:51:35;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
19.99999;4.44E-09;0.29318;-0.5;-2.31E-09;0.29318;;;19.99999;2.3119E-09;4.43774E-09
19.49999;2.95E-09;0.470057;-0.500001;-1.56E-09;0.470057;;;19.49999;1.56439E-09;2.9532E-09
18.99999;2.23E-09;0.64609;-0.5;-1.20E-09;0.64609;;;18.99999;1.20409E-09;2.22901E-09
18.5;1.78E-09;0.840665;-0.500001;-9.84E-10;0.840665;;;18.5;9.8396E-10;1.78175E-09
18;1.52E-09;1.017043;-0.5;-8.58E-10;1.017043;;;18;8.5801E-10;1.52214E-09
17.5;1.34E-09;1.193179;-0.5;-7.67E-10;1.193179;;;17.5;7.6658E-10;1.33964E-09
16.99999;1.18E-09;1.401903;-0.500001;-6.94E-10;1.401903;;;16.99999;6.9448E-10;1.18404E-09
16.5;1.09E-09;1.578057;-0.500001;-6.49E-10;1.578057;;;16.5;6.4887E-10;1.08614E-09
16;1.01E-09;1.754106;-0.5;-6.13E-10;1.754106;;;16;6.1296E-10;1.00778E-09
15.49999;9.44E-10;1.93036;-0.500001;-5.85E-10;1.93036;;;15.49999;5.8516E-10;9.4371E-10
14.99999;8.91E-10;2.106888;-0.500001;-5.62E-10;2.106888;;;14.99999;5.6193E-10;8.9141E-10
14.49999;8.45E-10;2.283037;-0.5;-5.39E-10;2.283037;;;14.49999;5.3902E-10;8.4464E-10
13.99999;8.01E-10;2.459198;-0.500001;-5.20E-10;2.459198;;;13.99999;5.1978E-10;8.0149E-10
13.49999;7.66E-10;2.635448;-0.5;-5.06E-10;2.635448;;;13.49999;5.0641E-10;7.6649E-10
13;7.22E-10;2.811647;-0.5;-4.88E-10;2.811647;;;13;4.881E-10;7.2232E-10
12.49999;6.89E-10;3.00275;-0.500001;-4.75E-10;3.00275;;;12.49999;4.751E-10;6.8887E-10
11.99999;6.44E-10;3.178957;-0.500001;-4.56E-10;3.178957;;;11.99999;4.558E-10;6.4437E-10
11.5;6.08E-10;3.387637;-0.500001;-4.40E-10;3.387637;;;11.5;4.397E-10;6.0786E-10
11;5.39E-10;3.563789;-0.5;-4.14E-10;3.563789;;;11;4.1416E-10;5.3877E-10
10.49999;4.51E-10;3.739834;-0.499999;-3.84E-10;3.739834;;;10.49999;3.8424E-10;4.512E-10
10;3.42E-10;3.917475;-0.5;-3.52E-10;3.917475;;;10;3.5151E-10;3.4242E-10
9.5;1.99E-10;4.093583;-0.500001;-3.14E-10;4.093583;;;9.5;3.1377E-10;1.9894E-10
8.99999;-8.98E-12;4.269632;-0.500001;-3.14E-10;4.269632;;;8.99999;3.1401E-10;8.98E-12
8.5;-3.52E-10;4.445745;-0.500001;-5.54E-10;4.445745;;;8.5;5.5362E-10;3.5155E-10
8;-8.47E-10;4.621858;-0.500001;-1.54E-09;4.621858;;;8;1.54245E-09;8.4731E-10
7.5;-1.56E-09;4.797973;-0.499999;-4.09E-09;4.797973;;;7.5;4.09209E-09;1.56039E-09
7;-2.37E-09;4.970052;-0.499999;-9.24E-09;4.970052;;;7;9.2392E-09;2.36996E-09
6.49999;-3.32E-09;5.120038;-0.499999;-1.85E-08;5.120038;;;6.49999;1.85349E-08;3.3171E-09
6;-3.35E-09;5.270026;-0.499999;-3.45E-08;5.270026;;;6;3.44597E-08;3.34631E-09
5.5;-2.12E-09;5.419845;-0.499999;-6.03E-08;5.419845;;;5.5;6.02584E-08;2.11775E-09
5;-8.89E-10;5.569705;-0.499999;-9.94E-08;5.569705;;;5;9.93562E-08;8.8874E-10
4.49999;-1.74E-10;5.72541;-0.5;-1.56E-07;5.72541;;;4.49999;1.55537E-07;1.7383E-10
3.99999;1.53E-10;5.898943;-0.5;-2.31E-07;5.898943;;;3.99999;2.31071E-07;1.5276E-10
3.5;1.75E-10;6.048926;-0.5;-3.31E-07;6.048926;;;3.5;3.3103E-07;1.7539E-10
2.99999;2.36E-10;6.198741;-0.5;-4.63E-07;6.198741;;;2.99999;4.63119E-07;2.3607E-10
2.49999;2.68E-10;6.376786;-0.5;-6.37E-07;6.376786;;;2.49999;6.36822E-07;2.683E-10
2;2.10E-10;6.526697;-0.5;-8.64E-07;6.526697;;;2;8.64377E-07;2.1031E-10
1.5;1.46E-10;6.67985;-0.5;-1.15E-06;6.67985;;;1.5;1.15288E-06;1.4595E-10
1;5.80E-11;6.829734;-0.5;-1.49E-06;6.829734;;;1;1.49285E-06;5.801E-11
0.49999;-4.32E-11;6.9876;-0.5;-1.82E-06;6.9876;;;0.49999;1.82396E-06;4.317E-11
0;-1.57E-10;7.137447;-0.5;-2.07E-06;7.137447;;;0;2.06823E-06;1.5735E-10
-0.5;-2.87E-10;7.287281;-0.5;-2.24E-06;7.287281;;;-0.5;2.24165E-06;2.8692E-10
-1;-4.22E-10;7.437124;-0.5;-2.37E-06;7.437124;;;-1;2.37341E-06;4.2172E-10
-1.50001;-5.67E-10;7.587678;-0.5;-2.48E-06;7.587678;;;-1.50001;2.47772E-06;5.6736E-10
-2.00001;-7.30E-10;7.737532;-0.5;-2.56E-06;7.737532;;;-2.00001;2.56267E-06;7.304E-10
-2.50001;-8.88E-10;7.897376;-0.5;-2.63E-06;7.897376;;;-2.50001;2.63303E-06;8.8782E-10
-3.00001;-1.08E-09;8.047202;-0.5;-2.69E-06;8.047202;;;-3.00001;2.69266E-06;1.07754E-09
-3.5;-1.26E-09;8.197032;-0.5;-2.74E-06;8.197032;;;-3.5;2.74224E-06;1.25577E-09
-3.99999;-1.41E-09;8.371398;-0.5;-2.78E-06;8.371398;;;-3.99999;2.78291E-06;1.41232E-09
-4.50001;-1.64E-09;8.521229;-0.5;-2.82E-06;8.521229;;;-4.50001;2.81772E-06;1.63922E-09
-5.00001;-1.85E-09;8.671111;-0.5;-2.85E-06;8.671111;;;-5.00001;2.8464E-06;1.85118E-09
