File Name: 13_Sample14_device3_trfSat_dark_final.dat;;;;;;;;;
File Data: 22/11/2023;13:44:42;;;;;;;;
Start V: 0;;;;;;;;;
Step V: 0;;;;;;;;;
Stop V: 0;;;;;;;;;
Range V: 200;;;;;;;;;
Delay(ms): 0;;;;;;;;;
Auorange: yes;;;;;;;;;
Sweep type: log;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;|IDrain|, |IGate| (A);|IGate| (A)
0.00E+00;1.00E+00;9.22E-11;-5.00E+01;-8.83E-11;;;;9.2156E-11;8.8317E-11
1.00E+03;1.00E+00;7.79E-11;-4.95E+01;-3.40E-11;;;;7.7862E-11;3.4007E-11
1.50E+03;1.00E+00;5.48E-11;-4.90E+01;2.30E-11;;;;5.4772E-11;2.2979E-11
2.00E+03;1.00E+00;5.11E-11;-4.85E+01;2.65E-11;;;;5.1124E-11;2.6499E-11
2.50E+03;1.00E+00;4.85E-11;-4.80E+01;2.93E-11;;;;4.8492E-11;2.9274E-11
3.00E+03;1.00E+00;4.70E-11;-4.75E+01;3.14E-11;;;;4.6965E-11;3.1374E-11
3.50E+03;1.00E+00;4.55E-11;-4.70E+01;3.29E-11;;;;4.55E-11;3.2927E-11
4.00E+03;1.00E+00;4.38E-11;-4.65E+01;3.43E-11;;;;4.3843E-11;3.4294E-11
4.50E+03;1.00E+00;4.24E-11;-4.60E+01;3.57E-11;;;;4.2418E-11;3.5692E-11
5.00E+03;1.00E+00;4.12E-11;-4.55E+01;3.68E-11;;;;4.1182E-11;3.6828E-11
5.50E+03;1.00E+00;4.04E-11;-4.50E+01;3.77E-11;;;;4.0374E-11;3.7694E-11
6.00E+03;1.00E+00;3.89E-11;-4.45E+01;3.86E-11;;;;3.894E-11;3.8648E-11
6.50E+03;1.00E+00;3.80E-11;-4.40E+01;3.95E-11;;;;3.8016E-11;3.9496E-11
7.00E+03;1.00E+00;3.70E-11;-4.35E+01;4.01E-11;;;;3.6966E-11;4.0102E-11
7.50E+03;1.00E+00;3.64E-11;-4.30E+01;4.12E-11;;;;3.6391E-11;4.1194E-11
8.00E+03;1.00E+00;3.59E-11;-4.25E+01;4.12E-11;;;;3.5857E-11;4.1201E-11
8.50E+03;1.00E+00;3.54E-11;-4.20E+01;4.20E-11;;;;3.5373E-11;4.2019E-11
9.00E+03;1.00E+00;3.48E-11;-4.15E+01;4.24E-11;;;;3.4828E-11;4.2367E-11
9.50E+03;1.00E+00;3.42E-11;-4.10E+01;4.30E-11;;;;3.4163E-11;4.3017E-11
1.00E+04;1.00E+00;3.36E-11;-4.05E+01;4.35E-11;;;;3.3578E-11;4.346E-11
1.05E+04;1.00E+00;3.30E-11;-4.00E+01;4.40E-11;;;;3.2988E-11;4.3964E-11
1.10E+04;1.00E+00;3.27E-11;-3.95E+01;4.42E-11;;;;3.2716E-11;4.4206E-11
1.15E+04;1.00E+00;3.22E-11;-3.90E+01;4.45E-11;;;;3.2185E-11;4.4498E-11
1.20E+04;1.00E+00;3.18E-11;-3.85E+01;4.49E-11;;;;3.179E-11;4.4898E-11
1.25E+04;1.00E+00;3.14E-11;-3.80E+01;4.52E-11;;;;3.1369E-11;4.5233E-11
1.30E+04;1.00E+00;3.10E-11;-3.75E+01;4.55E-11;;;;3.1044E-11;4.5499E-11
1.35E+04;1.00E+00;3.05E-11;-3.70E+01;4.60E-11;;;;3.0531E-11;4.5954E-11
1.40E+04;1.00E+00;3.02E-11;-3.65E+01;4.60E-11;;;;3.024E-11;4.6033E-11
1.45E+04;1.00E+00;2.98E-11;-3.60E+01;4.63E-11;;;;2.9836E-11;4.6331E-11
1.50E+04;1.00E+00;3.51E-11;-3.55E+01;4.24E-11;;;;3.5086E-11;4.24E-11
1.55E+04;1.00E+00;1.38E-11;-3.50E+01;1.79E-10;;;;1.3793E-11;1.7886E-10
1.60E+04;1.00E+00;2.84E-11;-3.45E+01;4.70E-11;;;;2.8353E-11;4.6991E-11
1.65E+04;1.00E+00;2.84E-11;-3.40E+01;4.77E-11;;;;2.8441E-11;4.771E-11
1.70E+04;1.00E+00;2.82E-11;-3.35E+01;4.77E-11;;;;2.8163E-11;4.7724E-11
1.75E+04;1.00E+00;2.80E-11;-3.30E+01;4.81E-11;;;;2.7977E-11;4.8108E-11
1.80E+04;1.00E+00;2.78E-11;-3.25E+01;4.80E-11;;;;2.7752E-11;4.7975E-11
1.85E+04;1.00E+00;2.75E-11;-3.20E+01;4.82E-11;;;;2.7496E-11;4.8206E-11
1.90E+04;1.00E+00;2.73E-11;-3.15E+01;4.89E-11;;;;2.7341E-11;4.8857E-11
1.95E+04;1.00E+00;2.74E-11;-3.10E+01;4.87E-11;;;;2.7361E-11;4.8739E-11
2.00E+04;1.00E+00;2.71E-11;-3.05E+01;4.89E-11;;;;2.71E-11;4.8861E-11
2.05E+04;1.00E+00;2.70E-11;-3.00E+01;4.92E-11;;;;2.6971E-11;4.9206E-11
2.10E+04;1.00E+00;2.71E-11;-2.95E+01;4.96E-11;;;;2.7106E-11;4.9553E-11
2.15E+04;1.00E+00;2.67E-11;-2.90E+01;4.96E-11;;;;2.6695E-11;4.9555E-11
2.20E+04;1.00E+00;2.64E-11;-2.85E+01;4.98E-11;;;;2.6387E-11;4.9812E-11
2.25E+04;1.00E+00;2.63E-11;-2.80E+01;4.98E-11;;;;2.6345E-11;4.982E-11
2.30E+04;1.00E+00;2.61E-11;-2.75E+01;5.01E-11;;;;2.6143E-11;5.0101E-11
2.35E+04;1.00E+00;2.61E-11;-2.70E+01;5.03E-11;;;;2.6085E-11;5.0257E-11
2.40E+04;1.00E+00;2.60E-11;-2.65E+01;5.03E-11;;;;2.6032E-11;5.0336E-11
2.45E+04;1.00E+00;2.58E-11;-2.60E+01;5.05E-11;;;;2.5781E-11;5.0526E-11
2.50E+04;1.00E+00;2.56E-11;-2.55E+01;5.12E-11;;;;2.5601E-11;5.1191E-11
2.55E+04;1.00E+00;2.58E-11;-2.50E+01;5.09E-11;;;;2.5798E-11;5.0868E-11
2.60E+04;1.00E+00;2.58E-11;-2.45E+01;5.09E-11;;;;2.575E-11;5.0887E-11
2.65E+04;1.00E+00;2.57E-11;-2.40E+01;5.14E-11;;;;2.5665E-11;5.1404E-11
2.70E+04;1.00E+00;2.58E-11;-2.35E+01;5.12E-11;;;;2.5794E-11;5.1233E-11
2.75E+04;1.00E+00;2.53E-11;-2.30E+01;5.14E-11;;;;2.5338E-11;5.1446E-11
2.80E+04;1.00E+00;2.54E-11;-2.25E+01;5.16E-11;;;;2.5434E-11;5.1588E-11
2.85E+04;1.00E+00;2.55E-11;-2.20E+01;5.18E-11;;;;2.545E-11;5.1842E-11
2.90E+04;1.00E+00;2.53E-11;-2.15E+01;5.19E-11;;;;2.5295E-11;5.1889E-11
2.95E+04;1.00E+00;2.53E-11;-2.10E+01;5.21E-11;;;;2.5349E-11;5.2073E-11
3.00E+04;1.00E+00;3.06E-11;-2.05E+01;5.17E-11;;;;3.0613E-11;5.1709E-11
3.05E+04;1.00E+00;2.42E-11;-2.00E+01;7.35E-11;;;;2.4188E-11;7.3488E-11
3.10E+04;1.00E+00;1.85E-11;-1.95E+01;7.43E-11;;;;1.8458E-11;7.43E-11
3.15E+04;1.00E+00;2.50E-11;-1.90E+01;5.25E-11;;;;2.5024E-11;5.2545E-11
3.20E+04;1.00E+00;2.53E-11;-1.85E+01;5.26E-11;;;;2.5326E-11;5.2602E-11
3.25E+04;1.00E+00;2.53E-11;-1.80E+01;5.28E-11;;;;2.5316E-11;5.2766E-11
3.30E+04;1.00E+00;2.56E-11;-1.75E+01;5.29E-11;;;;2.556E-11;5.2891E-11
3.35E+04;1.00E+00;2.57E-11;-1.70E+01;5.29E-11;;;;2.5735E-11;5.2942E-11
3.40E+04;1.00E+00;2.61E-11;-1.65E+01;5.32E-11;;;;2.6116E-11;5.3176E-11
3.45E+04;1.00E+00;2.65E-11;-1.60E+01;5.32E-11;;;;2.6454E-11;5.3209E-11
3.50E+04;1.00E+00;2.70E-11;-1.55E+01;5.33E-11;;;;2.7047E-11;5.332E-11
3.55E+04;1.00E+00;2.79E-11;-1.50E+01;5.34E-11;;;;2.7859E-11;5.3395E-11
3.60E+04;1.00E+00;2.89E-11;-1.45E+01;5.36E-11;;;;2.8929E-11;5.3635E-11
3.65E+04;1.00E+00;3.04E-11;-1.40E+01;5.36E-11;;;;3.0422E-11;5.3587E-11
3.70E+04;1.00E+00;3.24E-11;-1.35E+01;5.38E-11;;;;3.2406E-11;5.3829E-11
3.75E+04;1.00E+00;3.46E-11;-1.30E+01;5.38E-11;;;;3.4624E-11;5.3801E-11
3.80E+04;1.00E+00;3.75E-11;-1.25E+01;5.38E-11;;;;3.7477E-11;5.3841E-11
3.85E+04;1.00E+00;4.11E-11;-1.20E+01;5.41E-11;;;;4.1106E-11;5.4071E-11
3.90E+04;1.00E+00;4.50E-11;-1.15E+01;5.42E-11;;;;4.5043E-11;5.4169E-11
3.95E+04;1.00E+00;5.01E-11;-1.10E+01;5.44E-11;;;;5.0086E-11;5.4405E-11
4.00E+04;1.00E+00;5.67E-11;-1.05E+01;5.44E-11;;;;5.6724E-11;5.4396E-11
4.05E+04;1.00E+00;6.54E-11;-1.00E+01;5.45E-11;;;;6.5364E-11;5.451E-11
4.10E+04;1.00E+00;7.36E-11;-9.50E+00;5.45E-11;;;;7.3649E-11;5.4486E-11
4.15E+04;1.00E+00;8.60E-11;-9.00E+00;5.48E-11;;;;8.6043E-11;5.4785E-11
4.20E+04;1.00E+00;1.02E-10;-8.50E+00;5.48E-11;;;;1.0195E-10;5.4806E-11
4.25E+04;1.00E+00;1.12E-10;-8.00E+00;5.53E-11;;;;1.1152E-10;5.5292E-11
4.30E+04;1.00E+00;1.36E-10;-7.50E+00;5.50E-11;;;;1.3569E-10;5.5045E-11
4.35E+04;1.00E+00;1.82E-10;-7.00E+00;5.49E-11;;;;1.8201E-10;5.4929E-11
4.40E+04;1.00E+00;1.94E-10;-6.50E+00;5.51E-11;;;;1.9391E-10;5.5129E-11
4.45E+04;1.00E+00;2.53E-10;-6.00E+00;5.53E-11;;;;2.5346E-10;5.5327E-11
4.50E+04;1.00E+00;2.58E-10;-5.50E+00;5.51E-11;;;;2.5753E-10;5.508E-11
4.55E+04;1.00E+00;3.03E-10;-5.00E+00;4.49E-11;;;;3.03E-10;4.4863E-11
4.60E+04;1.00E+00;4.00E-10;-4.50E+00;1.93E-10;;;;3.9993E-10;1.9295E-10
4.65E+04;1.00E+00;4.46E-10;-4.00E+00;5.57E-11;;;;4.459E-10;5.5729E-11
4.70E+04;1.00E+00;4.74E-10;-3.50E+00;5.57E-11;;;;4.7409E-10;5.5705E-11
4.75E+04;1.00E+00;5.29E-10;-3.00E+00;5.58E-11;;;;5.2867E-10;5.5844E-11
4.80E+04;1.00E+00;6.56E-10;-2.50E+00;5.59E-11;;;;6.5606E-10;5.5917E-11
4.85E+04;1.00E+00;7.46E-10;-2.00E+00;5.59E-11;;;;7.4604E-10;5.592E-11
4.90E+04;1.00E+00;8.98E-10;-1.50E+00;5.60E-11;;;;8.9786E-10;5.6037E-11
4.95E+04;1.00E+00;9.75E-10;-1.00E+00;5.59E-11;;;;9.7502E-10;5.5875E-11
5.00E+04;1.00E+00;1.06E-09;-5.00E-01;5.62E-11;;;;1.057E-09;5.6218E-11
5.05E+04;1.00E+00;1.08E-09;0.00E+00;5.64E-11;;;;1.0812E-09;5.6361E-11
5.10E+04;1.00E+00;1.36E-09;5.00E-01;5.64E-11;;;;1.3617E-09;5.6413E-11
5.15E+04;1.00E+00;1.56E-09;1.00E+00;5.64E-11;;;;1.5641E-09;5.6393E-11
5.20E+04;1.00E+00;1.70E-09;1.50E+00;5.65E-11;;;;1.7031E-09;5.6499E-11
5.25E+04;1.00E+00;2.04E-09;2.00E+00;5.66E-11;;;;2.0388E-09;5.6591E-11
5.30E+04;1.00E+00;2.24E-09;2.50E+00;5.71E-11;;;;2.2422E-09;5.7139E-11
5.35E+04;1.00E+00;2.48E-09;3.00E+00;5.66E-11;;;;2.4815E-09;5.663E-11
5.40E+04;1.00E+00;2.80E-09;3.50E+00;5.69E-11;;;;2.7985E-09;5.686E-11
5.45E+04;1.00E+00;3.24E-09;4.00E+00;5.68E-11;;;;3.2394E-09;5.6835E-11
5.50E+04;1.00E+00;3.55E-09;4.50E+00;5.69E-11;;;;3.5509E-09;5.6874E-11
5.55E+04;1.00E+00;4.02E-09;5.00E+00;5.69E-11;;;;4.0233E-09;5.692E-11
5.60E+04;1.00E+00;4.57E-09;5.50E+00;5.70E-11;;;;4.5661E-09;5.7029E-11
5.65E+04;1.00E+00;5.16E-09;6.00E+00;5.72E-11;;;;5.1641E-09;5.7193E-11
5.70E+04;1.00E+00;5.44E-09;6.50E+00;5.71E-11;;;;5.4398E-09;5.7092E-11
5.75E+04;1.00E+00;6.20E-09;7.00E+00;5.74E-11;;;;6.1994E-09;5.7367E-11
5.80E+04;1.00E+00;6.96E-09;7.50E+00;5.74E-11;;;;6.9566E-09;5.7354E-11
5.85E+04;1.00E+00;7.76E-09;8.00E+00;5.75E-11;;;;7.7573E-09;5.745E-11
5.90E+04;1.00E+00;8.16E-09;8.50E+00;5.74E-11;;;;8.1596E-09;5.7435E-11
5.95E+04;1.00E+00;9.82E-09;9.00E+00;5.74E-11;;;;9.8223E-09;5.7432E-11
6.00E+04;1.00E+00;1.01E-08;9.50E+00;5.79E-11;;;;1.0118E-08;5.7874E-11
6.05E+04;1.00E+00;1.11E-08;1.00E+01;5.37E-11;;;;1.1087E-08;5.3725E-11
6.10E+04;1.00E+00;1.27E-08;1.05E+01;1.89E-10;;;;1.267E-08;1.8859E-10
6.15E+04;1.00E+00;1.39E-08;1.10E+01;5.79E-11;;;;1.3875E-08;5.7906E-11
6.20E+04;1.00E+00;1.54E-08;1.15E+01;5.79E-11;;;;1.5429E-08;5.7936E-11
6.25E+04;1.00E+00;1.66E-08;1.20E+01;5.78E-11;;;;1.6573E-08;5.7774E-11
6.30E+04;1.00E+00;1.79E-08;1.25E+01;5.80E-11;;;;1.7901E-08;5.8014E-11
6.35E+04;1.00E+00;1.96E-08;1.30E+01;5.81E-11;;;;1.9619E-08;5.8062E-11
6.40E+04;1.00E+00;2.13E-08;1.35E+01;5.81E-11;;;;2.1306E-08;5.8103E-11
6.45E+04;1.00E+00;2.33E-08;1.40E+01;5.80E-11;;;;2.3333E-08;5.8021E-11
6.50E+04;1.00E+00;2.62E-08;1.45E+01;5.83E-11;;;;2.6231E-08;5.8281E-11
6.55E+04;1.00E+00;2.78E-08;1.50E+01;5.81E-11;;;;2.7778E-08;5.8067E-11
6.60E+04;1.00E+00;3.03E-08;1.55E+01;5.83E-11;;;;3.0307E-08;5.8334E-11
6.65E+04;1.00E+00;3.35E-08;1.60E+01;5.83E-11;;;;3.3543E-08;5.8346E-11
6.70E+04;1.00E+00;3.65E-08;1.65E+01;5.83E-11;;;;3.6542E-08;5.8258E-11
6.75E+04;1.00E+00;3.87E-08;1.70E+01;5.85E-11;;;;3.8682E-08;5.8496E-11
6.80E+04;1.00E+00;4.21E-08;1.75E+01;5.85E-11;;;;4.2147E-08;5.8519E-11
6.85E+04;1.00E+00;4.53E-08;1.80E+01;5.86E-11;;;;4.5258E-08;5.8598E-11
6.90E+04;1.00E+00;4.77E-08;1.85E+01;5.87E-11;;;;4.7688E-08;5.8738E-11
6.95E+04;1.00E+00;5.22E-08;1.90E+01;5.86E-11;;;;5.2184E-08;5.863E-11
7.00E+04;1.00E+00;5.80E-08;1.95E+01;5.86E-11;;;;5.7969E-08;5.8604E-11
7.05E+04;1.00E+00;6.14E-08;2.00E+01;5.87E-11;;;;6.14E-08;5.87E-11
7.10E+04;1.00E+00;6.63E-08;2.05E+01;6.04E-11;;;;6.6305E-08;6.039E-11
7.15E+04;1.00E+00;6.90E-08;2.10E+01;5.90E-11;;;;6.8968E-08;5.9035E-11
7.20E+04;1.00E+00;7.50E-08;2.15E+01;5.90E-11;;;;7.5019E-08;5.9019E-11
7.25E+04;1.00E+00;8.13E-08;2.20E+01;5.88E-11;;;;8.1277E-08;5.8792E-11
7.30E+04;1.00E+00;8.60E-08;2.25E+01;5.90E-11;;;;8.6037E-08;5.9044E-11
7.35E+04;1.00E+00;9.21E-08;2.30E+01;5.90E-11;;;;9.208E-08;5.8968E-11
7.40E+04;1.00E+00;9.82E-08;2.35E+01;5.90E-11;;;;9.8171E-08;5.9028E-11
7.45E+04;1.00E+00;1.04E-07;2.40E+01;5.91E-11;;;;1.0436E-07;5.9118E-11
7.50E+04;1.00E+00;1.10E-07;2.45E+01;6.82E-11;;;;1.1011E-07;6.8213E-11
7.55E+04;1.00E+00;1.19E-07;2.50E+01;5.80E-11;;;;1.1912E-07;5.7979E-11
7.60E+04;1.00E+00;1.27E-07;2.55E+01;1.90E-10;;;;1.2733E-07;1.9049E-10
7.65E+04;1.00E+00;1.36E-07;2.60E+01;5.94E-11;;;;1.3581E-07;5.9415E-11
7.70E+04;1.00E+00;1.42E-07;2.65E+01;5.96E-11;;;;1.418E-07;5.963E-11
7.75E+04;1.00E+00;1.52E-07;2.70E+01;6.03E-11;;;;1.5175E-07;6.0309E-11
7.80E+04;1.00E+00;1.59E-07;2.75E+01;5.98E-11;;;;1.5914E-07;5.9832E-11
7.85E+04;1.00E+00;1.68E-07;2.80E+01;5.97E-11;;;;1.6789E-07;5.9706E-11
