#scan;iMeasureCycle=1;iMux=0;time=0.142;N=482;LocalTime=31/10/2023 15:40:54
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s)
-60.0001;-1.58E-09;0.302789;0.0999996;6.25E-10;0.302789
-59.5001;-2.02E-09;0.479762;0.0999994;1.22E-09;0.479762
-59.0001;-1.92E-09;0.656382;0.1000011;1.20E-09;0.656382
-58.5001;-3.40E-09;0.850328;0.0999953;2.75E-09;0.850328
-58;-4.33E-09;1.027735;0.1000009;3.75E-09;1.027735
-57.5001;-2.78E-09;1.204211;0.1000005;2.25E-09;1.204211
-57;-2.66E-09;1.417434;0.0999997;2.15E-09;1.417434
-56.5;-2.53E-09;1.594081;0.0999993;2.05E-09;1.594081
-56;-2.21E-09;1.770687;0.0999994;1.76E-09;1.770687
-55.5001;-2.00E-09;1.947473;0.099999;1.57E-09;1.947473
-55;-2.15E-09;2.124019;0.0999988;1.73E-09;2.124019
-54.5;-2.06E-09;2.300654;0.1000004;1.66E-09;2.300654
-54.0001;-1.95E-09;2.479096;0.1000003;1.58E-09;2.479096
-53.5;-1.85E-09;2.655567;0.1;1.49E-09;2.655567
-53.0001;-1.70E-09;2.855952;0.1000003;1.35E-09;2.855952
-52.5;-1.66E-09;3.032499;0.1000003;1.32E-09;3.032499
-52;-1.58E-09;3.208981;0.0999998;1.26E-09;3.208981
-51.5001;-1.47E-09;3.421732;0.0999997;1.16E-09;3.421732
-51.0001;-1.43E-09;3.598191;0.1000002;1.13E-09;3.598191
-50.5;-1.37E-09;3.774771;0.1000001;1.08E-09;3.774771
-50;-1.24E-09;3.951317;0.1000004;9.64E-10;3.951317
-49.5001;-1.21E-09;4.127746;0.0999986;9.45E-10;4.127746
-49;-1.18E-09;4.304396;0.0999995;9.24E-10;4.304396
-48.5001;-1.16E-09;4.48292;0.1000019;9.01E-10;4.48292
-48;-1.12E-09;4.659608;0.0999991;8.70E-10;4.659608
-47.5001;-1.04E-09;4.836111;0.0999996;8.03E-10;4.836111
-47.0001;-1.02E-09;5.018153;0.1000001;7.85E-10;5.018153
-46.5;-9.42E-10;5.194575;0.1000006;7.21E-10;5.194575
-46;-9.08E-10;5.402391;0.100001;6.90E-10;5.402391
-45.5;-8.85E-10;5.578821;0.1000011;6.75E-10;5.578821
-45.0001;-8.21E-10;5.755267;0.0999988;6.18E-10;5.755267
-44.5001;-7.30E-10;5.932573;0.1000001;5.26E-10;5.932573
-44;-6.26E-10;6.109061;0.0999993;4.27E-10;6.109061
-43.5001;-5.63E-10;6.285593;0.1000017;3.76E-10;6.285593
-43;-4.96E-10;6.463321;0.1000011;3.18E-10;6.463321
-42.5001;-4.57E-10;6.639811;0.1000005;2.78E-10;6.639811
-42;-4.47E-10;6.816222;0.0999986;2.69E-10;6.816222
-41.4999;-3.80E-10;6.994551;0.1000002;2.15E-10;6.994551
-41;-3.60E-10;7.170952;0.0999996;2.01E-10;7.170952
-40.5;-3.66E-10;7.368416;0.1000014;2.05E-10;7.368416
-40.0001;-3.28E-10;7.54492;0.100002;1.79E-10;7.54492
-39.5001;-2.84E-10;7.721275;0.1000004;1.43E-10;7.721275
