Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	3.6392e-09	8.5071e-09	-10.0	15.0
1.0	2.7811e-09	4.1732e-09	-10.0	14.9
1.5	2.6241e-09	3.74e-09	-10.0	14.8
2.0	2.565e-09	3.5202e-09	-10.0	14.7
2.5	2.5478e-09	3.3825e-09	-10.0	14.6
3.0	2.5436e-09	3.2893e-09	-10.0	14.5
3.5	2.5727e-09	3.2213e-09	-10.0	14.4
4.0	2.63e-09	3.1652e-09	-10.0	14.3
4.5	2.7152e-09	3.1204e-09	-10.0	14.2
5.0	2.7926e-09	3.0857e-09	-10.0	14.1
5.5	2.8965e-09	3.0529e-09	-10.0	14.0
6.0	3.0122e-09	3.0254e-09	-10.0	13.9
6.5	3.1515e-09	2.9984e-09	-10.0	13.8
7.0	3.304e-09	2.975e-09	-10.0	13.7
7.5	3.4946e-09	2.9514e-09	-10.0	13.6
8.0	3.67e-09	2.9289e-09	-10.0	13.5
8.5	3.882e-09	2.9061e-09	-10.0	13.4
9.0	4.1331e-09	2.8824e-09	-10.0	13.3
9.5	4.4311e-09	2.8567e-09	-10.0	13.2
10.0	4.723e-09	2.8309e-09	-10.0	13.1
10.5	5.0611e-09	2.8042e-09	-10.0	13.0
11.0	5.451e-09	2.7827e-09	-10.0	12.9
11.5	5.9234e-09	2.7617e-09	-10.0	12.8
12.0	6.3975e-09	2.7469e-09	-10.0	12.7
12.5	6.9435e-09	2.731e-09	-10.0	12.6
13.0	7.5639e-09	2.7142e-09	-10.0	12.5
13.5	8.2822e-09	2.7001e-09	-10.0	12.4
14.0	9.1158e-09	2.6836e-09	-10.0	12.3
14.5	1.0042e-08	2.6718e-09	-10.0	12.2
15.0	1.1107e-08	2.6678e-09	-10.0	12.1
15.5	1.2262e-08	2.3431e-09	-10.0	12.0
16.0	1.3639e-08	2.6303e-09	-10.0	11.9
16.5	1.5155e-08	2.625e-09	-10.0	11.8
17.0	1.6837e-08	2.6174e-09	-10.0	11.7
17.5	1.8738e-08	2.6154e-09	-10.0	11.6
18.0	2.0812e-08	2.6109e-09	-10.0	11.5
18.5	2.315e-08	2.6111e-09	-10.0	11.4
19.0	2.5721e-08	2.6116e-09	-10.0	11.3
19.5	2.8541e-08	2.6126e-09	-10.0	11.2
20.0	3.1646e-08	2.6136e-09	-10.0	11.1
20.5	3.5104e-08	2.6164e-09	-10.0	11.0
21.0	3.8817e-08	2.6158e-09	-10.0	10.9
21.5	4.2919e-08	2.6174e-09	-10.0	10.8
22.0	4.7345e-08	2.6188e-09	-10.0	10.7
22.5	5.2242e-08	2.6222e-09	-10.0	10.6
23.0	5.7586e-08	2.6234e-09	-10.0	10.5
23.5	6.309e-08	2.6241e-09	-10.0	10.4
24.0	6.9154e-08	2.6264e-09	-10.0	10.3
24.5	7.5799e-08	2.6296e-09	-10.0	10.2
25.0	8.2947e-08	2.6333e-09	-10.0	10.1
25.5	9.0666e-08	2.6336e-09	-10.0	10.0
26.0	9.9029e-08	2.6358e-09	-10.0	9.9
26.5	1.0772e-07	2.6359e-09	-10.0	9.8
27.0	1.1782e-07	2.5861e-09	-10.0	9.7
27.5	1.2841e-07	2.6379e-09	-10.0	9.6
28.0	1.3975e-07	2.6393e-09	-10.0	9.5
28.5	1.5207e-07	2.6397e-09	-10.0	9.4
29.0	1.6523e-07	2.6382e-09	-10.0	9.3
29.5	1.7953e-07	2.6418e-09	-10.0	9.2
30.0	1.9462e-07	2.6416e-09	-10.0	9.1
30.5	2.1109e-07	2.4555e-09	-10.0	9.0
31.0	2.288e-07	2.4582e-09	-10.0	8.9
31.5	2.471e-07	2.6408e-09	-10.0	8.8
32.0	2.665e-07	2.6401e-09	-10.0	8.7
32.5	2.8724e-07	2.6389e-09	-10.0	8.6
33.0	3.0978e-07	2.6379e-09	-10.0	8.5
33.5	3.3361e-07	2.6399e-09	-10.0	8.4
34.0	3.5842e-07	2.6368e-09	-10.0	8.3
