Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	3.6941e-05	1.2178e-09	-10.0	-2.5
1.0	3.6917e-05	9.0369e-10	-10.0	-2.5
1.5	3.6904e-05	8.8229e-10	-10.0	-2.5
2.0	3.6892e-05	8.6861e-10	-10.0	-2.5
2.5	3.6875e-05	8.5535e-10	-10.0	-2.5
3.0	3.6859e-05	8.4707e-10	-10.0	-2.5
3.5	3.6845e-05	8.4001e-10	-10.0	-2.5
4.0	3.6836e-05	8.3226e-10	-10.0	-2.5
4.5	3.6827e-05	8.2867e-10	-10.0	-2.5
5.0	3.6816e-05	8.2151e-10	-10.0	-2.5
5.5	3.6805e-05	8.1574e-10	-10.0	-2.5
6.0	3.6795e-05	8.1198e-10	-10.0	-2.5
6.5	3.6789e-05	8.0692e-10	-10.0	-2.5
7.0	3.6777e-05	8.044e-10	-10.0	-2.5
7.5	3.677e-05	7.9791e-10	-10.0	-2.5
8.0	3.676e-05	7.9331e-10	-10.0	-2.5
8.5	3.6752e-05	7.8862e-10	-10.0	-2.5
9.0	3.6744e-05	7.8521e-10	-10.0	-2.5
9.5	3.674e-05	7.8071e-10	-10.0	-2.5
10.0	3.6732e-05	7.7944e-10	-10.0	-2.5
10.5	3.6719e-05	7.7628e-10	-10.0	-2.5
11.0	3.671e-05	7.7136e-10	-10.0	-2.5
11.5	3.6696e-05	7.7106e-10	-10.0	-2.5
12.0	3.6687e-05	7.6464e-10	-10.0	-2.5
12.5	3.6686e-05	7.6336e-10	-10.0	-2.5
13.0	3.6686e-05	7.5774e-10	-10.0	-2.5
13.5	3.6676e-05	7.5576e-10	-10.0	-2.5
14.0	3.6667e-05	7.5389e-10	-10.0	-2.5
14.5	3.6665e-05	7.5078e-10	-10.0	-2.5
15.0	3.6658e-05	7.4768e-10	-10.0	-2.5
15.5	3.6652e-05	7.4666e-10	-10.0	-2.5
16.0	3.6634e-05	7.3985e-10	-10.0	-2.5
16.5	3.6629e-05	7.3894e-10	-10.0	-2.5
17.0	3.6624e-05	7.353e-10	-10.0	-2.5
17.5	3.6613e-05	7.3185e-10	-10.0	-2.5
18.0	3.661e-05	7.3186e-10	-10.0	-2.5
18.5	3.6599e-05	7.2977e-10	-10.0	-2.5
19.0	3.6591e-05	7.2561e-10	-10.0	-2.5
19.5	3.6585e-05	7.2237e-10	-10.0	-2.5
20.0	3.6586e-05	7.1962e-10	-10.0	-2.5
20.5	3.6577e-05	7.1996e-10	-10.0	-2.5
21.0	3.6571e-05	7.1639e-10	-10.0	-2.5
21.5	3.6567e-05	7.1407e-10	-10.0	-2.5
22.0	3.6563e-05	7.1273e-10	-10.0	-2.5
22.5	3.655e-05	7.1151e-10	-10.0	-2.5
23.0	3.6546e-05	7.0639e-10	-10.0	-2.5
23.5	3.6538e-05	7.0652e-10	-10.0	-2.5
24.0	3.6528e-05	7.0579e-10	-10.0	-2.5
24.5	3.6527e-05	7.0203e-10	-10.0	-2.5
25.0	3.6523e-05	7.0027e-10	-10.0	-2.5
25.5	3.6517e-05	6.9869e-10	-10.0	-2.5
26.0	3.651e-05	6.9632e-10	-10.0	-2.5
26.5	3.6507e-05	6.9456e-10	-10.0	-2.5
27.0	3.6497e-05	6.9072e-10	-10.0	-2.5
27.5	3.6492e-05	6.9086e-10	-10.0	-2.5
28.0	3.6489e-05	6.8709e-10	-10.0	-2.5
28.5	3.6486e-05	6.8727e-10	-10.0	-2.5
