#scan;iMeasureCycle=1;iMux=0;time=0.127;N=210;LocalTime=20/12/2023 15:46:16;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
5;4.06E-09;0.287141;-1.00E-05;-1.74E-09;0.287141;;;-1.00E-05;1.7401E-09
5;3.58E-09;0.463546;-0.50001;-1.53E-09;0.463546;;;-0.50001;1.53169E-09
5;3.33E-09;0.639593;-1;-1.42E-09;0.639593;;;-1;1.41612E-09
5;3.15E-09;0.835319;-1.50001;-1.32E-09;0.835319;;;-1.50001;1.32157E-09
5;3.03E-09;1.011614;-2.00001;-1.26E-09;1.011614;;;-2.00001;1.25755E-09
5;2.94E-09;1.187854;-2.5;-1.20E-09;1.187854;;;-2.5;1.20085E-09
4.99999;2.83E-09;1.396439;-3;-1.14E-09;1.396439;;;-3;1.1447E-09
5;2.76E-09;1.572518;-3.5;-1.10E-09;1.572518;;;-3.5;1.10343E-09
4.99999;2.70E-09;1.748718;-4;-1.07E-09;1.748718;;;-4;1.06612E-09
5;2.65E-09;1.924835;-4.50001;-1.03E-09;1.924835;;;-4.50001;1.03476E-09
4.99999;2.58E-09;2.100884;-5;-1.00E-09;2.100884;;;-5;1.00338E-09
5;2.52E-09;2.277029;-5.50001;-9.76E-10;2.277029;;;-5.50001;9.7555E-10
5;2.48E-09;2.453247;-6.00001;-9.51E-10;2.453247;;;-6.00001;9.5148E-10
4.99999;2.46E-09;2.629297;-6.50001;-9.29E-10;2.629297;;;-6.50001;9.2902E-10
4.99999;2.40E-09;2.805519;-7.00001;-9.05E-10;2.805519;;;-7.00001;9.0545E-10
5;2.38E-09;2.996787;-7.50001;-8.83E-10;2.996787;;;-7.50001;8.8278E-10
4.99999;2.34E-09;3.172846;-8;-8.67E-10;3.172846;;;-8;8.6707E-10
4.99999;2.31E-09;3.377451;-8.50001;-8.52E-10;3.377451;;;-8.50001;8.5239E-10
5;2.27E-09;3.553593;-9;-8.35E-10;3.553593;;;-9;8.3505E-10
5;2.25E-09;3.729655;-9.50001;-8.20E-10;3.729655;;;-9.50001;8.1969E-10
5;2.23E-09;3.911516;-10;-8.06E-10;3.911516;;;-10;8.0647E-10
5;2.21E-09;4.032733;-10;-7.99E-10;4.032733;;;-10;7.9902E-10
4.99999;2.17E-09;4.208853;-9.5;-7.78E-10;4.208853;;;-9.5;7.7756E-10
4.99999;2.15E-09;4.42969;-9.00001;-7.60E-10;4.42969;;;-9.00001;7.6026E-10
4.99999;2.12E-09;4.605727;-8.5;-7.51E-10;4.605727;;;-8.5;7.5107E-10
4.99999;2.11E-09;4.781742;-8;-7.42E-10;4.781742;;;-8;7.4194E-10
4.99999;2.09E-09;4.959287;-7.50001;-7.31E-10;4.959287;;;-7.50001;7.3054E-10
4.99999;2.07E-09;5.135271;-7;-7.17E-10;5.135271;;;-7;7.1749E-10
5;2.05E-09;5.311312;-6.5;-7.09E-10;5.311312;;;-6.5;7.0876E-10
4.99999;2.03E-09;5.50376;-6.00001;-6.97E-10;5.50376;;;-6.00001;6.9703E-10
4.99999;2.01E-09;5.679925;-5.5;-6.91E-10;5.679925;;;-5.5;6.9117E-10
5;1.99E-09;5.884584;-5.00001;-6.81E-10;5.884584;;;-5.00001;6.8145E-10
5;1.97E-09;6.060702;-4.50001;-6.71E-10;6.060702;;;-4.50001;6.7098E-10
