#scan;iMeasureCycle=1;iMux=0;time=0.129;N=202;LocalTime=20/12/2023 15:48:24;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
1.6;1.41E-09;5.929024;-0.5;-8.45E-09;5.929024;;;1.6;8.4519E-09;1.41455E-09
1.5;1.36E-09;6.099379;-0.5;-1.08E-08;6.099379;;;1.5;1.07926E-08;1.36364E-09
1.39999;1.26E-09;6.249439;-0.499999;-1.37E-08;6.249439;;;1.39999;1.37093E-08;1.25889E-09
1.3;1.21E-09;6.399362;-0.499999;-1.73E-08;6.399362;;;1.3;1.73244E-08;1.20919E-09
1.2;1.19E-09;6.549233;-0.5;-2.17E-08;6.549233;;;1.2;2.17201E-08;1.19372E-09
1.09999;1.18E-09;6.699412;-0.499999;-2.70E-08;6.699412;;;1.09999;2.69755E-08;1.18007E-09
0.99999;1.20E-09;6.877184;-0.499999;-3.31E-08;6.877184;;;0.99999;3.30681E-08;1.20253E-09
0.9;1.07E-09;7.027139;-0.5;-4.00E-08;7.027139;;;0.9;3.99591E-08;1.06737E-09
0.79999;9.36E-10;7.176938;-0.499999;-4.76E-08;7.176938;;;0.79999;4.76384E-08;9.3553E-10
0.7;8.08E-10;7.326935;-0.499999;-5.61E-08;7.326935;;;0.7;5.61352E-08;8.0785E-10
0.59999;6.62E-10;7.488229;-0.5;-6.54E-08;7.488229;;;0.59999;6.54205E-08;6.6179E-10
0.5;5.05E-10;7.638022;-0.499999;-7.52E-08;7.638022;;;0.5;7.51656E-08;5.0491E-10
0.4;3.29E-10;7.787902;-0.499999;-8.48E-08;7.787902;;;0.4;8.48037E-08;3.2948E-10
0.29999;1.78E-10;7.93777;-0.499999;-9.40E-08;7.93777;;;0.29999;9.39701E-08;1.7819E-10
0.19999;2.45E-11;8.087688;-0.5;-1.02E-07;8.087688;;;0.19999;1.02396E-07;2.447E-11
0.1;-1.65E-10;8.243364;-0.5;-1.10E-07;8.243364;;;0.1;1.10067E-07;1.6461E-10
0;-3.99E-10;8.405196;-0.5;-1.17E-07;8.405196;;;0;1.17142E-07;3.9922E-10
-0.10001;-6.62E-10;8.555086;-0.5;-1.23E-07;8.555086;;;-0.10001;1.23387E-07;6.6245E-10
-0.20001;-9.45E-10;8.705029;-0.5;-1.29E-07;8.705029;;;-0.20001;1.2888E-07;9.4499E-10
-0.3;-1.23E-09;8.887177;-0.5;-1.34E-07;8.887177;;;-0.3;1.33851E-07;1.2273E-09
-0.40001;-1.58E-09;9.037132;-0.5;-1.38E-07;9.037132;;;-0.40001;1.38323E-07;1.57623E-09
-0.5;-1.97E-09;9.186941;-0.5;-1.43E-07;9.186941;;;-0.5;1.42719E-07;1.96583E-09
-0.6;-2.39E-09;9.336983;-0.5;-1.47E-07;9.336983;;;-0.6;1.46602E-07;2.38989E-09
-0.70001;-2.82E-09;9.493234;-0.5;-1.50E-07;9.493234;;;-0.70001;1.50458E-07;2.81767E-09
-0.80001;-3.24E-09;9.643023;-0.5;-1.54E-07;9.643023;;;-0.80001;1.53752E-07;3.24308E-09
-0.90001;-3.67E-09;9.792937;-0.5;-1.57E-07;9.792937;;;-0.90001;1.56927E-07;3.66916E-09
-1;-4.14E-09;9.942796;-0.5;-1.60E-07;9.942796;;;-1;1.60067E-07;4.14357E-09
-1.1;-4.57E-09;10.092711;-0.5;-1.63E-07;10.092711;;;-1.1;1.63154E-07;4.57302E-09
-1.2;-5.05E-09;10.242587;-0.5;-1.66E-07;10.242587;;;-1.2;1.65924E-07;5.04877E-09
-1.3;-5.55E-09;10.402606;-0.5;-1.68E-07;10.402606;;;-1.3;1.68074E-07;5.54648E-09
-1.40001;-6.03E-09;10.552443;-0.5;-1.71E-07;10.552443;;;-1.40001;1.70554E-07;6.0328E-09
-1.5;-6.57E-09;10.702413;-0.5;-1.73E-07;10.702413;;;-1.5;1.72777E-07;6.56856E-09
-1.59999;-7.14E-09;10.876579;-0.5;-1.75E-07;10.876579;;;-1.59999;1.75069E-07;7.13896E-09
-1.7;-7.75E-09;11.026554;-0.5;-1.77E-07;11.026554;;;-1.7;1.7718E-07;7.74817E-09
-1.8;-8.34E-09;11.176481;-0.5;-1.79E-07;11.176481;;;-1.8;1.79155E-07;8.3392E-09
-1.9;-8.92E-09;11.320377;-0.5;-1.81E-07;11.320377;;;-1.9;1.8085E-07;8.9245E-09
-2;-9.70E-09;11.464359;-0.5;-1.83E-07;11.464359;;;-2;1.82808E-07;9.7023E-09
-2.1;-1.04E-08;11.60825;-0.5;-1.85E-07;11.60825;;;-2.1;1.84566E-07;1.04105E-08
-2.2;-1.11E-08;11.752188;-0.5;-1.86E-07;11.752188;;;-2.2;1.86026E-07;1.10908E-08
-2.30001;-1.19E-08;11.90211;-0.5;-1.88E-07;11.90211;;;-2.30001;1.87768E-07;1.18758E-08
-2.4;-1.27E-08;12.046084;-0.5;-1.89E-07;12.046084;;;-2.4;1.89167E-07;1.26842E-08
-2.5;-1.34E-08;12.189939;-0.5;-1.90E-07;12.189939;;;-2.5;1.90355E-07;1.33844E-08
-2.6;-1.43E-08;12.33394;-0.5;-1.92E-07;12.33394;;;-2.6;1.91739E-07;1.43102E-08
-2.70001;-1.53E-08;12.495734;-0.5;-1.93E-07;12.495734;;;-2.70001;1.9295E-07;1.53359E-08
-2.8;-1.61E-08;12.63959;-0.5;-1.94E-07;12.63959;;;-2.8;1.94352E-07;1.6136E-08
-2.9;-1.72E-08;12.783912;-0.5;-1.95E-07;12.783912;;;-2.9;1.95457E-07;1.72243E-08
-3;-1.81E-08;12.927796;-0.5;-1.97E-07;12.927796;;;-3;1.96529E-07;1.81042E-08
-3.1;-1.91E-08;13.071733;-0.5;-1.98E-07;13.071733;;;-3.1;1.97546E-07;1.90705E-08
-3.2;-2.01E-08;13.215704;-0.5;-1.98E-07;13.215704;;;-3.2;1.98465E-07;2.01199E-08
-3.3;-2.12E-08;13.384007;-0.5;-1.99E-07;13.384007;;;-3.3;1.99246E-07;2.12289E-08
-3.4;-2.23E-08;13.527927;-0.5;-2.00E-07;13.527927;;;-3.4;2.00155E-07;2.22711E-08
-3.5;-2.29E-08;13.67186;-0.5;-2.01E-07;13.67186;;;-3.5;2.00886E-07;2.28851E-08
-3.6;-2.42E-08;13.815743;-0.5;-2.02E-07;13.815743;;;-3.6;2.01787E-07;2.41978E-08
-3.7;-2.54E-08;13.959599;-0.5;-2.03E-07;13.959599;;;-3.7;2.02514E-07;2.5436E-08
-3.8;-2.71E-08;14.103509;-0.5;-2.03E-07;14.103509;;;-3.8;2.03124E-07;2.71237E-08
-3.9;-2.85E-08;14.247356;-0.5;-2.04E-07;14.247356;;;-3.9;2.03659E-07;2.85204E-08
-4;-2.99E-08;14.407753;-0.5;-2.04E-07;14.407753;;;-4;2.04441E-07;2.99294E-08
-4.1;-3.10E-08;14.551638;-0.5;-2.05E-07;14.551638;;;-4.1;2.05409E-07;3.09811E-08
-4.2;-3.24E-08;14.695528;-0.5;-2.06E-07;14.695528;;;-4.2;2.05651E-07;3.23572E-08
-4.3;-3.40E-08;14.839436;-0.5;-2.06E-07;14.839436;;;-4.3;2.06214E-07;3.40303E-08
-4.4;-3.51E-08;15.001773;-0.5;-2.07E-07;15.001773;;;-4.4;2.06547E-07;3.51256E-08
-4.5;-3.72E-08;15.145613;-0.5;-2.07E-07;15.145613;;;-4.5;2.06839E-07;3.71632E-08
-4.6;-3.82E-08;15.289678;-0.5;-2.07E-07;15.289678;;;-4.6;2.07263E-07;3.82406E-08
-4.7;-4.03E-08;15.433582;-0.5;-2.08E-07;15.433582;;;-4.7;2.07522E-07;4.02943E-08
-4.8;-4.19E-08;15.577492;-0.5;-2.08E-07;15.577492;;;-4.8;2.07816E-07;4.18715E-08
-4.9;-4.37E-08;15.721453;-0.5;-2.08E-07;15.721453;;;-4.9;2.07937E-07;4.37445E-08
-5;-4.52E-08;15.889713;-0.5;-2.08E-07;15.889713;;;-5;2.08331E-07;4.51618E-08
-5;-4.53E-08;16.013318;-0.5;-2.08E-07;16.013318;;;-5;2.0846E-07;4.53241E-08
-4.9;-4.30E-08;16.157123;-0.5;-2.08E-07;16.157123;;;-4.9;2.08294E-07;4.29848E-08
-4.8;-4.14E-08;16.30101;-0.5;-2.08E-07;16.30101;;;-4.8;2.08099E-07;4.14223E-08
-4.7;-3.99E-08;16.444986;-0.5;-2.08E-07;16.444986;;;-4.7;2.07742E-07;3.99321E-08
-4.6;-3.82E-08;16.588915;-0.5;-2.08E-07;16.588915;;;-4.6;2.07624E-07;3.82028E-08
-4.5;-3.63E-08;16.732845;-0.5;-2.07E-07;16.732845;;;-4.5;2.07254E-07;3.63251E-08
-4.4;-3.49E-08;16.910167;-0.5;-2.07E-07;16.910167;;;-4.4;2.06593E-07;3.4873E-08
-4.3;-3.34E-08;17.054121;-0.5;-2.06E-07;17.054121;;;-4.3;2.06004E-07;3.34289E-08
-4.2;-3.16E-08;17.197989;-0.5;-2.06E-07;17.197989;;;-4.2;2.05992E-07;3.15695E-08
-4.1;-3.02E-08;17.341981;-0.5;-2.06E-07;17.341981;;;-4.1;2.05608E-07;3.02224E-08
-3.99999;-2.84E-08;17.507663;-0.5;-2.05E-07;17.507663;;;-3.99999;2.04605E-07;2.83595E-08
-3.89999;-2.70E-08;17.651516;-0.5;-2.04E-07;17.651516;;;-3.89999;2.04173E-07;2.69547E-08
-3.8;-2.55E-08;17.795659;-0.5;-2.04E-07;17.795659;;;-3.8;2.0364E-07;2.54775E-08
-3.7;-2.40E-08;17.939687;-0.5;-2.03E-07;17.939687;;;-3.7;2.02925E-07;2.39678E-08
-3.6;-2.30E-08;18.083656;-0.5;-2.02E-07;18.083656;;;-3.6;2.02163E-07;2.30289E-08
-3.5;-2.16E-08;18.227724;-0.5;-2.02E-07;18.227724;;;-3.5;2.01782E-07;2.16129E-08
-3.4;-2.06E-08;18.396203;-0.5;-2.01E-07;18.396203;;;-3.4;2.00782E-07;2.06056E-08
-3.3;-1.90E-08;18.540188;-0.5;-2.00E-07;18.540188;;;-3.3;2.00004E-07;1.90428E-08
-3.2;-1.79E-08;18.684135;-0.5;-1.99E-07;18.684135;;;-3.2;1.99176E-07;1.78838E-08
-3.1;-1.68E-08;18.828001;-0.5;-1.98E-07;18.828001;;;-3.1;1.97712E-07;1.67888E-08
-3;-1.57E-08;18.9719;-0.5;-1.97E-07;18.9719;;;-3;1.96601E-07;1.57416E-08
-2.9;-1.46E-08;19.115867;-0.5;-1.96E-07;19.115867;;;-2.9;1.95598E-07;1.46431E-08
-2.80001;-1.37E-08;19.259765;-0.5;-1.94E-07;19.259765;;;-2.80001;1.94363E-07;1.36535E-08
-2.69999;-1.27E-08;19.420266;-0.5;-1.93E-07;19.420266;;;-2.69999;1.9316E-07;1.27351E-08
-2.60001;-1.18E-08;19.564272;-0.5;-1.92E-07;19.564272;;;-2.60001;1.91995E-07;1.18477E-08
-2.5;-1.10E-08;19.708193;-0.5;-1.91E-07;19.708193;;;-2.5;1.90607E-07;1.09577E-08
-2.4;-1.01E-08;19.852085;-0.5;-1.89E-07;19.852085;;;-2.4;1.89271E-07;1.00962E-08
-2.30001;-9.13E-09;20.01393;-0.5;-1.88E-07;20.01393;;;-2.30001;1.87681E-07;9.1264E-09
-2.20001;-8.39E-09;20.163789;-0.5;-1.86E-07;20.163789;;;-2.20001;1.86372E-07;8.39103E-09
-2.1;-7.59E-09;20.313587;-0.5;-1.85E-07;20.313587;;;-2.1;1.84641E-07;7.58998E-09
-2.00001;-6.88E-09;20.463549;-0.5;-1.83E-07;20.463549;;;-2.00001;1.83019E-07;6.88372E-09
-1.9;-6.19E-09;20.613521;-0.5;-1.82E-07;20.613521;;;-1.9;1.81564E-07;6.19431E-09
-1.8;-5.61E-09;20.763445;-0.5;-1.80E-07;20.763445;;;-1.8;1.7973E-07;5.60892E-09
-1.70001;-4.97E-09;20.929755;-0.5;-1.78E-07;20.929755;;;-1.70001;1.77739E-07;4.97077E-09
-1.60001;-4.28E-09;21.079681;-0.5;-1.76E-07;21.079681;;;-1.60001;1.75534E-07;4.27765E-09
-1.5;-3.61E-09;21.229558;-0.5;-1.73E-07;21.229558;;;-1.5;1.73485E-07;3.60998E-09
-1.40001;-3.06E-09;21.40421;-0.5;-1.71E-07;21.40421;;;-1.40001;1.70842E-07;3.05641E-09
-1.30001;-2.50E-09;21.554137;-0.5;-1.68E-07;21.554137;;;-1.30001;1.684E-07;2.50434E-09
-1.2;-1.96E-09;21.704085;-0.5;-1.66E-07;21.704085;;;-1.2;1.65873E-07;1.9575E-09
-1.10001;-1.49E-09;21.85418;-0.5;-1.63E-07;21.85418;;;-1.10001;1.63129E-07;1.49356E-09
-1;-9.93E-10;22.024853;-0.5;-1.60E-07;22.024853;;;-1;1.60292E-07;9.9254E-10
-0.90001;-4.67E-10;22.174645;-0.5;-1.57E-07;22.174645;;;-0.90001;1.57211E-07;4.6704E-10
-0.8;-5.03E-11;22.324477;-0.5;-1.54E-07;22.324477;;;-0.8;1.53946E-07;5.032E-11
-0.7;4.02E-10;22.474352;-0.5;-1.51E-07;22.474352;;;-0.7;1.50619E-07;4.0207E-10
-0.6;8.49E-10;22.62457;-0.5;-1.47E-07;22.62457;;;-0.6;1.4675E-07;8.4866E-10
-0.50001;1.26E-09;22.774471;-0.5;-1.43E-07;22.774471;;;-0.50001;1.42797E-07;1.25517E-09
-0.40001;1.63E-09;22.934875;-0.5;-1.39E-07;22.934875;;;-0.40001;1.38547E-07;1.62904E-09
-0.3;1.97E-09;23.084899;-0.5;-1.34E-07;23.084899;;;-0.3;1.33958E-07;1.96944E-09
-0.20001;2.26E-09;23.234734;-0.5;-1.29E-07;23.234734;;;-0.20001;1.28775E-07;2.25565E-09
-0.10001;2.49E-09;23.41006;-0.5;-1.23E-07;23.41006;;;-0.10001;1.23351E-07;2.49184E-09
0;2.72E-09;23.559908;-0.5;-1.17E-07;23.559908;;;0;1.17109E-07;2.718E-09
0.1;2.91E-09;23.709822;-0.5;-1.10E-07;23.709822;;;0.1;1.10065E-07;2.91153E-09
0.19999;3.05E-09;23.859696;-0.5;-1.02E-07;23.859696;;;0.19999;1.02236E-07;3.05039E-09
0.29999;3.14E-09;24.044473;-0.5;-9.38E-08;24.044473;;;0.29999;9.3777E-08;3.13729E-09
0.4;3.27E-09;24.194389;-0.5;-8.45E-08;24.194389;;;0.4;8.4481E-08;3.26805E-09
0.5;3.34E-09;24.361705;-0.5;-7.49E-08;24.361705;;;0.5;7.48971E-08;3.33595E-09
0.59999;3.39E-09;24.554685;-0.5;-6.50E-08;24.554685;;;0.59999;6.49551E-08;3.39383E-09
0.69999;3.50E-09;24.704631;-0.499999;-5.57E-08;24.704631;;;0.69999;5.56998E-08;3.4963E-09
0.8;3.55E-09;24.854532;-0.5;-4.73E-08;24.854532;;;0.8;4.72842E-08;3.5535E-09
0.9;3.59E-09;25.005492;-0.5;-3.96E-08;25.005492;;;0.9;3.96314E-08;3.5935E-09
0.99999;3.64E-09;25.155343;-0.5;-3.28E-08;25.155343;;;0.99999;3.28436E-08;3.63727E-09
1.1;3.65E-09;25.305182;-0.5;-2.69E-08;25.305182;;;1.1;2.68687E-08;3.65422E-09
1.19999;3.67E-09;25.455074;-0.5;-2.17E-08;25.455074;;;1.19999;2.17386E-08;3.66895E-09
1.29999;3.67E-09;25.604942;-0.5;-1.74E-08;25.604942;;;1.29999;1.7447E-08;3.67188E-09
1.39999;3.67E-09;25.75487;-0.5;-1.38E-08;25.75487;;;1.39999;1.38489E-08;3.66693E-09
1.49999;3.59E-09;25.934071;-0.5;-1.09E-08;25.934071;;;1.49999;1.08952E-08;3.59288E-09
1.6;3.59E-09;26.098844;-0.500001;-8.59E-09;26.098844;;;1.6;8.58851E-09;3.59173E-09
1.7;3.54E-09;26.274934;-0.5;-6.75E-09;26.274934;;;1.7;6.75118E-09;3.54197E-09
1.8;3.47E-09;26.471234;-0.5;-5.32E-09;26.471234;;;1.8;5.32342E-09;3.46871E-09
1.89999;3.43E-09;26.647284;-0.5;-4.21E-09;26.647284;;;1.89999;4.21161E-09;3.43174E-09
1.99999;3.39E-09;26.823515;-0.499999;-3.38E-09;26.823515;;;1.99999;3.37812E-09;3.39459E-09
2.1;3.35E-09;26.999549;-0.500001;-2.75E-09;26.999549;;;2.1;2.75405E-09;3.35181E-09
2.2;3.31E-09;27.175704;-0.500001;-2.27E-09;27.175704;;;2.2;2.27401E-09;3.30922E-09
2.29999;3.26E-09;27.351794;-0.5;-1.92E-09;27.351794;;;2.29999;1.92327E-09;3.25948E-09
2.40001;3.21E-09;27.529199;-0.500001;-1.66E-09;27.529199;;;2.40001;1.66351E-09;3.20656E-09
2.5;3.16E-09;27.705471;-0.500001;-1.49E-09;27.705471;;;2.5;1.49236E-09;3.15562E-09
2.59999;3.12E-09;27.881608;-0.500001;-1.38E-09;27.881608;;;2.59999;1.38011E-09;3.11501E-09
2.7;3.07E-09;28.068697;-0.5;-1.30E-09;28.068697;;;2.7;1.29922E-09;3.07062E-09
2.79999;3.03E-09;28.244692;-0.5;-1.24E-09;28.244692;;;2.79999;1.23813E-09;3.03374E-09
2.9;2.99E-09;28.453718;-0.5;-1.19E-09;28.453718;;;2.9;1.18774E-09;2.99075E-09
3.00001;2.95E-09;28.629784;-0.5;-1.15E-09;28.629784;;;3.00001;1.15259E-09;2.9499E-09
3.09999;2.92E-09;28.805884;-0.5;-1.12E-09;28.805884;;;3.09999;1.12265E-09;2.92424E-09
3.19999;2.89E-09;28.981997;-0.500001;-1.09E-09;28.981997;;;3.19999;1.09333E-09;2.88835E-09
3.3;2.86E-09;29.158156;-0.499999;-1.07E-09;29.158156;;;3.3;1.0715E-09;2.85952E-09
3.4;2.84E-09;29.334433;-0.499999;-1.05E-09;29.334433;;;3.4;1.05103E-09;2.84388E-09
3.49999;2.81E-09;29.51065;-0.5;-1.03E-09;29.51065;;;3.49999;1.03333E-09;2.80641E-09
3.60001;2.79E-09;29.686743;-0.5;-1.02E-09;29.686743;;;3.60001;1.0185E-09;2.78718E-09
3.69999;2.75E-09;29.862976;-0.500001;-1.00E-09;29.862976;;;3.69999;1.00053E-09;2.75465E-09
3.8;2.74E-09;30.03938;-0.500001;-9.87E-10;30.03938;;;3.8;9.8711E-10;2.74207E-09
3.9;2.70E-09;30.215395;-0.5;-9.73E-10;30.215395;;;3.9;9.7334E-10;2.70494E-09
3.99999;2.68E-09;30.391534;-0.5;-9.61E-10;30.391534;;;3.99999;9.6095E-10;2.68299E-09
4.1;2.66E-09;30.575707;-0.5;-9.50E-10;30.575707;;;4.1;9.5045E-10;2.66035E-09
4.2;2.64E-09;30.751829;-0.500001;-9.39E-10;30.751829;;;4.2;9.3923E-10;2.63786E-09
4.3;2.61E-09;30.960569;-0.5;-9.25E-10;30.960569;;;4.3;9.2529E-10;2.60981E-09
4.39999;2.59E-09;31.136653;-0.5;-9.15E-10;31.136653;;;4.39999;9.1505E-10;2.58956E-09
4.5;2.56E-09;31.312655;-0.5;-9.04E-10;31.312655;;;4.5;9.0424E-10;2.55995E-09
4.59999;2.54E-09;31.490443;-0.500001;-8.95E-10;31.490443;;;4.59999;8.9495E-10;2.53663E-09
4.69999;2.52E-09;31.666508;-0.500001;-8.86E-10;31.666508;;;4.69999;8.8645E-10;2.51667E-09
4.8;2.49E-09;31.842574;-0.500001;-8.76E-10;31.842574;;;4.8;8.755E-10;2.49041E-09
4.89999;2.47E-09;32.01872;-0.5;-8.68E-10;32.01872;;;4.89999;8.6811E-10;2.46874E-09
4.99999;2.46E-09;32.19479;-0.500001;-8.60E-10;32.19479;;;4.99999;8.5996E-10;2.45509E-09
