#scan;iMeasureCycle=1;iMux=0;time=0.141;N=492;LocalTime=21/12/2023 13:04:20;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
9.99999;3.24E-09;9.830953;-12.00001;-6.19E-08;9.830953;;;-12.00001;6.19406E-08
10;3.24E-09;10.002454;-11.50001;-6.21E-08;10.002454;;;-11.50001;6.20992E-08
10;3.23E-09;10.152226;-11.00001;-6.22E-08;10.152226;;;-11.00001;6.21829E-08
9.99999;3.22E-09;10.302088;-10.50001;-6.23E-08;10.302088;;;-10.50001;6.22626E-08
10;3.21E-09;10.451905;-10.00001;-6.23E-08;10.451905;;;-10.00001;6.23171E-08
9.99999;3.18E-09;10.601724;-9.50001;-6.24E-08;10.601724;;;-9.50001;6.23791E-08
10;3.19E-09;10.751512;-9.00001;-6.24E-08;10.751512;;;-9.00001;6.24249E-08
9.99999;3.17E-09;10.91673;-8.50001;-6.24E-08;10.91673;;;-8.50001;6.24476E-08
10;3.16E-09;11.066658;-8.00001;-6.25E-08;11.066658;;;-8.00001;6.24548E-08
9.99999;3.12E-09;11.216496;-7.50001;-6.24E-08;11.216496;;;-7.50001;6.23956E-08
9.99999;3.11E-09;11.392209;-7.00001;-6.23E-08;11.392209;;;-7.00001;6.22848E-08
9.99999;3.04E-09;11.541997;-6.50001;-6.21E-08;11.541997;;;-6.50001;6.20583E-08
10;2.94E-09;11.69189;-6.00001;-6.17E-08;11.69189;;;-6.00001;6.16829E-08
10;2.75E-09;11.841731;-5.50001;-6.11E-08;11.841731;;;-5.50001;6.11454E-08
10;2.44E-09;12.00735;-5.00001;-6.03E-08;12.00735;;;-5.00001;6.02926E-08
9.99999;2.00E-09;12.157179;-4.50001;-5.90E-08;12.157179;;;-4.50001;5.90204E-08
9.99999;1.64E-09;12.307058;-4.00001;-5.75E-08;12.307058;;;-4.00001;5.74656E-08
9.99999;1.85E-09;12.456868;-3.50001;-5.59E-08;12.456868;;;-3.50001;5.59092E-08
9.99999;2.28E-09;12.607379;-3.00001;-5.38E-08;12.607379;;;-3.00001;5.37774E-08
10;2.58E-09;12.757238;-2.50001;-5.04E-08;12.757238;;;-2.50001;5.03701E-08
10;2.84E-09;12.921742;-2.00001;-4.55E-08;12.921742;;;-2.00001;4.55036E-08
10;2.86E-09;13.071638;-1.50001;-3.85E-08;13.071638;;;-1.50001;3.85158E-08
10;2.89E-09;13.221511;-1.00001;-2.91E-08;13.221511;;;-1.00001;2.91197E-08
9.99999;2.93E-09;13.413066;-0.5;-1.68E-08;13.413066;;;-0.5;1.68259E-08
9.99999;2.89E-09;13.589063;-1.00E-05;-1.12E-09;13.589063;;;-1.00E-05;1.12449E-09
5;3.94E-10;13.765085;0;-3.39E-11;13.765085;;;0;3.391E-11
4.99999;1.52E-09;13.931119;-0.5;-4.83E-07;13.931119;;;-0.5;4.82656E-07
4.99999;1.84E-09;14.084331;-1;-8.86E-07;14.084331;;;-1;8.8577E-07
5;2.00E-09;14.234202;-1.5;-1.23E-06;14.234202;;;-1.5;1.22555E-06
5;2.10E-09;14.420561;-2;-1.51E-06;14.420561;;;-2;1.50746E-06
4.99999;2.20E-09;14.570477;-2.5;-1.74E-06;14.570477;;;-2.5;1.74252E-06
5;2.29E-09;14.720422;-3;-1.94E-06;14.720422;;;-3;1.93624E-06
5;2.32E-09;14.89492;-3.5;-2.09E-06;14.89492;;;-3.5;2.0935E-06
5;2.39E-09;15.044711;-4;-2.22E-06;15.044711;;;-4;0.000002221
4.99999;2.42E-09;15.194606;-4.5;-2.32E-06;15.194606;;;-4.5;2.32425E-06
5;2.43E-09;15.34442;-5;-2.41E-06;15.34442;;;-5;2.40809E-06
4.99999;2.45E-09;15.516111;-5.5;-2.47E-06;15.516111;;;-5.5;2.47418E-06
5;2.48E-09;15.665866;-6;-2.53E-06;15.665866;;;-6;2.52973E-06
5;2.51E-09;15.815784;-6.5;-2.58E-06;15.815784;;;-6.5;2.57514E-06
4.99999;2.60E-09;15.965588;-7;-2.61E-06;15.965588;;;-7;2.61244E-06
5;2.75E-09;16.116087;-7.5;-2.64E-06;16.116087;;;-7.5;2.6439E-06
5;2.92E-09;16.265947;-8;-2.67E-06;16.265947;;;-8;2.66996E-06
4.99999;3.01E-09;16.426148;-8.5;-2.69E-06;16.426148;;;-8.5;2.69282E-06
4.99999;3.22E-09;16.576113;-9;-2.71E-06;16.576113;;;-9;2.71202E-06
5;3.28E-09;16.72596;-9.5;-2.73E-06;16.72596;;;-9.5;2.72892E-06
4.99999;3.11E-09;16.901414;-10;-2.74E-06;16.901414;;;-10;2.74225E-06
5;3.08E-09;17.051297;-10.5;-2.76E-06;17.051297;;;-10.5;2.75575E-06
5;2.95E-09;17.201276;-11;-2.77E-06;17.201276;;;-11;2.76766E-06
4.99999;2.86E-09;17.351095;-11.5;-2.78E-06;17.351095;;;-11.5;2.77964E-06
4.99999;2.76E-09;17.520909;-12;-2.79E-06;17.520909;;;-12;2.78924E-06
4.99999;2.70E-09;17.670704;-12.5;-2.80E-06;17.670704;;;-12.5;2.79896E-06
4.99999;2.63E-09;17.820575;-13;-2.81E-06;17.820575;;;-13;2.80813E-06
5;2.60E-09;17.970397;-13.5;-2.82E-06;17.970397;;;-13.5;2.81725E-06
5;2.58E-09;18.120867;-14;-2.83E-06;18.120867;;;-14;2.82609E-06
5;2.54E-09;18.27082;-14.5;-2.83E-06;18.27082;;;-14.5;2.8334E-06
5;2.52E-09;18.435581;-15;-2.84E-06;18.435581;;;-15;2.84065E-06
4.99999;2.49E-09;18.585524;-15.5;-2.85E-06;18.585524;;;-15.5;2.84848E-06
5;2.47E-09;18.735391;-16;-2.86E-06;18.735391;;;-16;2.85579E-06
5;2.46E-09;18.906206;-16.5;-2.86E-06;18.906206;;;-16.5;2.86386E-06
5;2.46E-09;19.056077;-17;-2.87E-06;19.056077;;;-17;2.87026E-06
5;2.45E-09;19.206028;-17.5;-2.88E-06;19.206028;;;-17.5;2.87764E-06
5;2.43E-09;19.355828;-18;-2.88E-06;19.355828;;;-18;2.88402E-06
5;2.43E-09;19.525749;-18.5;-2.89E-06;19.525749;;;-18.5;2.89181E-06
5;2.42E-09;19.675526;-19;-2.90E-06;19.675526;;;-19;2.8998E-06
5;2.41E-09;19.825399;-19.5;-2.91E-06;19.825399;;;-19.5;2.90541E-06
4.99999;2.40E-09;19.975245;-20;-2.91E-06;19.975245;;;-20;2.91287E-06
4.99999;2.41E-09;20.09766;-20;-2.91E-06;20.09766;;;-20;2.91371E-06
5;2.38E-09;20.247548;-19.5;-2.91E-06;20.247548;;;-19.5;2.9082E-06
5;2.38E-09;20.421911;-19;-2.90E-06;20.421911;;;-19;2.90118E-06
5;2.36E-09;20.571952;-18.5;-2.89E-06;20.571952;;;-18.5;2.89419E-06
4.99999;2.36E-09;20.721798;-18;-2.89E-06;20.721798;;;-18;2.88705E-06
5;2.35E-09;20.871767;-17.5;-2.88E-06;20.871767;;;-17.5;2.87986E-06
4.99999;2.34E-09;21.029193;-17;-2.87E-06;21.029193;;;-17;2.8721E-06
5;2.34E-09;21.179016;-16.5;-2.86E-06;21.179016;;;-16.5;2.86499E-06
5;2.33E-09;21.328927;-16;-2.86E-06;21.328927;;;-16;2.85671E-06
4.99999;2.31E-09;21.478769;-15.5;-2.85E-06;21.478769;;;-15.5;2.84823E-06
5;2.32E-09;21.629181;-15;-2.84E-06;21.629181;;;-15;2.83999E-06
4.99999;2.30E-09;21.779111;-14.5;-2.83E-06;21.779111;;;-14.5;2.83185E-06
4.99999;2.31E-09;21.943816;-14;-2.82E-06;21.943816;;;-14;2.82276E-06
4.99999;2.29E-09;22.093801;-13.5;-2.81E-06;22.093801;;;-13.5;2.81289E-06
4.99999;2.28E-09;22.243606;-13;-2.80E-06;22.243606;;;-13;2.80286E-06
4.99999;2.27E-09;22.414729;-12.5;-2.79E-06;22.414729;;;-12.5;2.79206E-06
5;2.23E-09;22.56461;-12;-2.78E-06;22.56461;;;-12;2.78133E-06
5;2.17E-09;22.714526;-11.5;-2.77E-06;22.714526;;;-11.5;2.77004E-06
5;2.07E-09;22.86436;-11;-2.76E-06;22.86436;;;-11;2.75663E-06
4.99999;1.85E-09;23.034005;-10.5;-2.74E-06;23.034005;;;-10.5;2.74323E-06
4.99999;1.53E-09;23.183818;-10;-2.73E-06;23.183818;;;-10;2.7285E-06
5;1.15E-09;23.333704;-9.5;-2.71E-06;23.333704;;;-9.5;2.71187E-06
4.99999;1.08E-09;23.483535;-9;-2.69E-06;23.483535;;;-9;2.69346E-06
5;1.47E-09;23.633511;-8.5;-2.67E-06;23.633511;;;-8.5;2.67284E-06
5;1.76E-09;23.783339;-8;-2.65E-06;23.783339;;;-8;2.64969E-06
5;2.02E-09;23.944411;-7.5;-2.62E-06;23.944411;;;-7.5;2.62296E-06
5;2.07E-09;24.094249;-7;-2.59E-06;24.094249;;;-7;2.59022E-06
5;2.10E-09;24.24411;-6.5;-2.55E-06;24.24411;;;-6.5;2.55115E-06
4.99999;2.12E-09;24.419666;-6;-2.50E-06;24.419666;;;-6;2.50373E-06
4.99999;2.08E-09;24.569469;-5.5;-2.45E-06;24.569469;;;-5.5;2.44718E-06
5;2.04E-09;24.719644;-5;-2.38E-06;24.719644;;;-5;2.37713E-06
4.99999;2.03E-09;24.869519;-4.5;-2.29E-06;24.869519;;;-4.5;2.29121E-06
5;1.96E-09;25.038758;-4;-2.18E-06;25.038758;;;-4;2.18476E-06
5;1.90E-09;25.188503;-3.5;-2.05E-06;25.188503;;;-3.5;2.05386E-06
5;1.88E-09;25.338392;-3;-1.89E-06;25.338392;;;-3;1.89286E-06
5;1.88E-09;25.488209;-2.5;-1.70E-06;25.488209;;;-2.5;1.69589E-06
4.99999;1.82E-09;25.638118;-2;-1.46E-06;25.638118;;;-2;1.45827E-06
4.99999;1.76E-09;25.787903;-1.5;-1.17E-06;25.787903;;;-1.5;1.17448E-06
5;1.73E-09;25.956425;-1;-8.39E-07;25.956425;;;-1;8.39288E-07
5;1.63E-09;26.106238;-0.5;-4.50E-07;26.106238;;;-0.5;4.50192E-07
4.99999;1.58E-09;26.279267;-1.00E-05;-4.57E-10;26.279267;;;-1.00E-05;4.5664E-10
-1.00E-06;-2.79E-09;26.479284;-1.00E-05;1.45E-09;26.479284;;;-1.00E-05;1.44985E-09
2.70E-06;-1.52E-09;26.63252;-0.5;-2.26E-06;26.63252;;;-0.5;2.25527E-06
4.00E-07;-1.05E-09;26.782269;-1;-4.41E-06;26.782269;;;-1;4.41006E-06
2.00E-07;-7.22E-10;26.96167;-1.5;-6.40E-06;26.96167;;;-1.5;6.40253E-06
0;-4.89E-10;27.111684;-2;-8.21E-06;27.111684;;;-2;8.21429E-06
-2.00E-07;-3.10E-10;27.261517;-2.5;-9.84E-06;27.261517;;;-2.5;9.83735E-06
2.70E-06;-1.38E-10;27.450639;-3;-1.13E-05;27.450639;;;-3;1.12701E-05
-2.00E-07;-4.15E-11;27.60051;-3.5;-1.25E-05;27.60051;;;-3.5;1.25248E-05
0;7.32E-11;27.750391;-4;-1.36E-05;27.750391;;;-4;1.36117E-05
-4.00E-07;1.52E-10;27.930877;-4.5;-1.45E-05;27.930877;;;-4.5;1.45447E-05
5.00E-07;2.54E-10;28.080725;-5;-1.54E-05;28.080725;;;-5;1.53517E-05
4.00E-07;3.29E-10;28.23057;-5.5;-1.60E-05;28.23057;;;-5.5;1.60401E-05
2.00E-07;3.96E-10;28.380396;-6;-1.66E-05;28.380396;;;-6;1.66329E-05
2.00E-07;4.48E-10;28.548388;-6.5;-1.71E-05;28.548388;;;-6.5;1.71373E-05
-3.00E-07;5.12E-10;28.698167;-7;-1.76E-05;28.698167;;;-7;1.75716E-05
3.00E-07;5.65E-10;28.848087;-7.5;-1.79E-05;28.848087;;;-7.5;1.79392E-05
-1.00E-07;5.97E-10;28.997881;-8;-1.83E-05;28.997881;;;-8;1.82558E-05
0;6.54E-10;29.148333;-8.5;-1.85E-05;29.148333;;;-8.5;1.85256E-05
7.00E-07;7.03E-10;29.29814;-9;-1.88E-05;29.29814;;;-9;1.87604E-05
1.00E-07;7.05E-10;29.462373;-9.5;-1.90E-05;29.462373;;;-9.5;1.89596E-05
0;7.38E-10;29.612225;-10;-1.91E-05;29.612225;;;-10;1.91319E-05
-3.00E-07;7.63E-10;29.762004;-10.5;-1.93E-05;29.762004;;;-10.5;1.92787E-05
4.00E-07;7.46E-10;29.937504;-11;-1.94E-05;29.937504;;;-11;1.94093E-05
-1.00E-07;7.87E-10;30.087319;-11.5;-1.95E-05;30.087319;;;-11.5;1.95236E-05
2.00E-07;8.48E-10;30.237193;-12;-1.96E-05;30.237193;;;-12;1.96261E-05
1.00E-07;9.56E-10;30.386977;-12.5;-1.97E-05;30.386977;;;-12.5;1.97163E-05
3.00E-07;1.12E-09;30.552216;-13;-1.98E-05;30.552216;;;-13;1.97995E-05
8.00E-07;1.30E-09;30.701958;-13.5;-1.99E-05;30.701958;;;-13.5;1.98731E-05
9.00E-07;1.44E-09;30.851791;-14;-1.99E-05;30.851791;;;-14;0.00001994
7.00E-07;1.51E-09;31.001668;-14.5;-2.00E-05;31.001668;;;-14.5;2.00032E-05
5.00E-07;1.50E-09;31.153177;-15;-2.01E-05;31.153177;;;-15;2.00618E-05
-2.00E-07;1.40E-09;31.302967;-15.5;-2.01E-05;31.302967;;;-15.5;2.01152E-05
2.00E-07;1.26E-09;31.467275;-16;-2.02E-05;31.467275;;;-16;2.01655E-05
3.00E-07;1.18E-09;31.617093;-16.5;-2.02E-05;31.617093;;;-16.5;2.02106E-05
4.00E-07;1.11E-09;31.766877;-17;-2.03E-05;31.766877;;;-17;0.000020257
-2.00E-07;1.03E-09;31.942404;-17.5;-2.03E-05;31.942404;;;-17.5;2.03018E-05
0;9.84E-10;32.092239;-18;-2.03E-05;32.092239;;;-18;2.03424E-05
-2.00E-07;9.45E-10;32.2421;-18.5;-2.04E-05;32.2421;;;-18.5;2.03836E-05
2.00E-07;9.34E-10;32.391894;-19;-2.04E-05;32.391894;;;-19;2.04217E-05
-1.00E-07;8.88E-10;32.557111;-19.5;-2.05E-05;32.557111;;;-19.5;2.04538E-05
1.00E-07;8.86E-10;32.706849;-20;-2.05E-05;32.706849;;;-20;2.04926E-05
0;8.50E-10;32.829227;-20;-2.05E-05;32.829227;;;-20;2.04941E-05
-3.00E-07;8.27E-10;32.979021;-19.5;-2.05E-05;32.979021;;;-19.5;0.000020456
4.00E-07;8.13E-10;33.129035;-19;-2.04E-05;33.129035;;;-19;2.04209E-05
1.00E-07;7.62E-10;33.278849;-18.5;-2.04E-05;33.278849;;;-18.5;2.03745E-05
2.00E-07;7.77E-10;33.462377;-18;-2.03E-05;33.462377;;;-18;2.03286E-05
-2.00E-07;7.42E-10;33.612292;-17.5;-2.03E-05;33.612292;;;-17.5;2.02813E-05
5.00E-07;7.17E-10;33.762128;-17;-2.02E-05;33.762128;;;-17;2.02346E-05
-5.00E-07;6.79E-10;33.945509;-16.5;-2.02E-05;33.945509;;;-16.5;2.01819E-05
-2.00E-07;5.75E-10;34.095379;-16;-2.01E-05;34.095379;;;-16;2.01289E-05
-5.00E-07;3.79E-10;34.245233;-15.5;-2.01E-05;34.245233;;;-15.5;2.00718E-05
-5.00E-07;6.97E-11;34.395149;-15;-2.00E-05;34.395149;;;-15;2.00098E-05
-4.00E-07;-2.36E-10;34.561883;-14.5;-1.99E-05;34.561883;;;-14.5;1.99444E-05
-1.10E-06;-2.59E-10;34.711626;-14;-1.99E-05;34.711626;;;-14;1.98754E-05
-1.20E-06;6.43E-11;34.861455;-13.5;-1.98E-05;34.861455;;;-13.5;1.97982E-05
-6.00E-07;3.20E-10;35.011161;-13;-1.97E-05;35.011161;;;-13;1.97123E-05
-5.00E-07;5.12E-10;35.162801;-12.5;-1.96E-05;35.162801;;;-12.5;1.96279E-05
-2.00E-07;5.83E-10;35.312597;-12;-1.95E-05;35.312597;;;-12;1.95236E-05
-2.00E-07;6.08E-10;35.477047;-11.5;-1.94E-05;35.477047;;;-11.5;1.94119E-05
-3.00E-07;6.07E-10;35.626906;-11;-1.93E-05;35.626906;;;-11;1.92835E-05
-2.00E-07;5.88E-10;35.77671;-10.5;-1.91E-05;35.77671;;;-10.5;1.91415E-05
-3.00E-07;5.58E-10;35.94826;-10;-1.90E-05;35.94826;;;-10;1.89769E-05
2.00E-07;5.22E-10;36.098096;-9.5;-1.88E-05;36.098096;;;-9.5;1.87886E-05
1.00E-07;4.60E-10;36.248056;-9;-1.86E-05;36.248056;;;-9;1.85754E-05
2.00E-07;4.07E-10;36.397902;-8.5;-1.83E-05;36.397902;;;-8.5;1.83283E-05
2.00E-07;4.08E-10;36.566764;-8;-1.80E-05;36.566764;;;-8;1.80378E-05
-2.00E-07;3.74E-10;36.716549;-7.5;-1.77E-05;36.716549;;;-7.5;1.76993E-05
-3.00E-07;3.19E-10;36.866414;-7;-1.73E-05;36.866414;;;-7;1.73117E-05
-2.00E-07;2.84E-10;37.016175;-6.5;-1.69E-05;37.016175;;;-6.5;1.68586E-05
-1.00E-07;2.05E-10;37.167866;-6;-1.63E-05;37.167866;;;-6;1.63324E-05
-4.00E-07;1.35E-10;37.317684;-5.5;-1.57E-05;37.317684;;;-5.5;1.57241E-05
-4.00E-07;7.78E-11;37.481901;-5;-1.50E-05;37.481901;;;-5;0.000015015
0;1.02E-11;37.631767;-4.5;-1.42E-05;37.631767;;;-4.5;1.41993E-05
-1.00E-07;-7.59E-11;37.78159;-4;-1.33E-05;37.78159;;;-4;1.32565E-05
3.00E-07;-1.44E-10;37.95721;-3.5;-1.22E-05;37.95721;;;-3.5;1.21705E-05
1.00E-07;-2.53E-10;38.107056;-3;-1.09E-05;38.107056;;;-3;1.09318E-05
-1.00E-07;-3.61E-10;38.256968;-2.5;-9.52E-06;38.256968;;;-2.5;9.5222E-06
0;-4.69E-10;38.409387;-2;-7.93E-06;38.409387;;;-2;7.9315E-06
1.00E-07;-5.82E-10;38.565925;-1.5;-6.17E-06;38.565925;;;-1.5;6.16972E-06
-2.00E-07;-7.01E-10;38.715679;-1;-4.24E-06;38.715679;;;-1;4.23986E-06
-2.00E-07;-8.30E-10;38.865566;-0.5;-2.17E-06;38.865566;;;-0.5;2.16623E-06
1.00E-07;-9.34E-10;39.038509;0;1.04E-09;39.038509;;;0;1.03893E-09
-5.00001;-6.94E-09;39.214504;-1.00E-05;3.47E-09;39.214504;;;-1.00E-05;3.47341E-09
-5;-5.29E-09;39.36764;-0.5;-2.76E-06;39.36764;;;-0.5;2.76484E-06
-5.00001;-4.65E-09;39.51753;-1;-5.60E-06;39.51753;;;-1;5.60205E-06
-5.00001;-4.22E-09;39.667388;-1.5;-8.46E-06;39.667388;;;-1.5;8.45931E-06
-5.00001;-3.87E-09;39.820598;-2;-1.13E-05;39.820598;;;-2;1.13025E-05
-5;-3.66E-09;39.98881;-2.5;-1.41E-05;39.98881;;;-2.5;1.40872E-05
-5.00001;-3.43E-09;40.138685;-3;-1.68E-05;40.138685;;;-3;1.67947E-05
-5.00001;-3.22E-09;40.288503;-3.5;-1.94E-05;40.288503;;;-3.5;1.94034E-05
-5;-3.07E-09;40.460881;-4;-2.19E-05;40.460881;;;-4;0.000021896
-5.00001;-2.88E-09;40.610764;-4.5;-2.43E-05;40.610764;;;-4.5;2.42689E-05
-5;-2.72E-09;40.7606;-5;-2.65E-05;40.7606;;;-5;2.65159E-05
-5;-2.57E-09;40.910503;-5.5;-2.86E-05;40.910503;;;-5.5;2.86207E-05
-5;-2.44E-09;41.077888;-6;-3.06E-05;41.077888;;;-6;0.000030577
-5;-2.31E-09;41.227744;-6.5;-3.24E-05;41.227744;;;-6.5;3.23641E-05
-5;-2.20E-09;41.377726;-7;-3.40E-05;41.377726;;;-7;3.39833E-05
-5;-2.09E-09;41.527572;-7.5;-3.54E-05;41.527572;;;-7.5;3.54369E-05
-5;-1.96E-09;41.677476;-8;-3.67E-05;41.677476;;;-8;3.67325E-05
-5.00001;-1.89E-09;41.827321;-8.5;-3.79E-05;41.827321;;;-8.5;3.78712E-05
-5.00001;-1.82E-09;41.9933;-9;-3.89E-05;41.9933;;;-9;3.88845E-05
-5.00001;-1.71E-09;42.143124;-9.5;-3.98E-05;42.143124;;;-9.5;3.97714E-05
-5.00001;-1.65E-09;42.293092;-10;-4.06E-05;42.293092;;;-10;4.05515E-05
-5;-1.58E-09;42.464782;-10.5;-4.12E-05;42.464782;;;-10.5;4.12427E-05
-5;-1.53E-09;42.614579;-11;-4.18E-05;42.614579;;;-11;4.18463E-05
-5.00001;-1.50E-09;42.764574;-11.5;-4.24E-05;42.764574;;;-11.5;4.23813E-05
-5;-1.42E-09;42.914434;-12;-4.29E-05;42.914434;;;-12;0.00004285
-5;-1.38E-09;43.082717;-12.5;-4.33E-05;43.082717;;;-12.5;4.32639E-05
-5.00001;-1.32E-09;43.232495;-13;-4.36E-05;43.232495;;;-13;4.36253E-05
-5.00001;-1.26E-09;43.382398;-13.5;-4.40E-05;43.382398;;;-13.5;4.39555E-05
-5;-1.23E-09;43.532246;-14;-4.42E-05;43.532246;;;-14;4.42341E-05
-5;-1.20E-09;43.682162;-14.5;-4.45E-05;43.682162;;;-14.5;4.44763E-05
-5.00001;-1.19E-09;43.832071;-15;-4.47E-05;43.832071;;;-15;4.47042E-05
-5;-1.20E-09;43.993876;-15.5;-4.49E-05;43.993876;;;-15.5;4.49094E-05
-5;-1.15E-09;44.143799;-16;-4.51E-05;44.143799;;;-16;0.000045091
-5.00001;-1.14E-09;44.293657;-16.5;-4.53E-05;44.293657;;;-16.5;4.52512E-05
-5;-1.09E-09;44.468936;-17;-4.54E-05;44.468936;;;-17;4.53898E-05
-5;-9.57E-10;44.618836;-17.5;-4.55E-05;44.618836;;;-17.5;4.55191E-05
-5;-7.80E-10;44.768733;-18;-4.56E-05;44.768733;;;-18;4.56418E-05
-5.00001;-6.34E-10;44.918656;-18.5;-4.58E-05;44.918656;;;-18.5;4.57635E-05
-5;-4.88E-10;45.088527;-19;-4.59E-05;45.088527;;;-19;4.58603E-05
