#scan;iMeasureCycle=1;iMux=0;time=0.127;N=142;LocalTime=21/12/2023 13:07:26;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
-6;-2.90E-09;8.684603;-10;-4.47E-05;8.684603;;;-6;0.00004465;2.90E-09;0.006682066;;;
-6.50001;-3.16E-09;8.858901;-10;-4.64E-05;8.858901;;;-6.50001;4.64E-05;3.16E-09;0.006814272;;;
-7.00001;-3.54E-09;9.0089;-10;-4.81E-05;9.0089;;;-7.00001;4.81E-05;3.54E-09;0.006936887;;;
-7.5;-3.90E-09;9.158772;-10;-4.97E-05;9.158772;;;-7.5;4.97E-05;3.90E-09;0.007050447;;;
-8.00001;-4.26E-09;9.308581;-10;-5.12E-05;9.308581;;;-8.00001;5.12E-05;4.26E-09;0.007153097;;;
-8.50001;-4.64E-09;9.480209;-10;-5.25E-05;9.480209;;;-8.50001;5.25E-05;4.64E-09;0.007244191;;;
-9.00001;-5.02E-09;9.630079;-10;-5.37E-05;9.630079;;;-9.00001;5.37E-05;5.02E-09;0.007327967;;;
-9.5;-5.41E-09;9.779959;-10;-5.48E-05;9.779959;;;-9.5;5.48E-05;5.41E-09;0.00740154;;;
-10.00001;-5.81E-09;9.929811;-10;-5.58E-05;9.929811;;;-10.00001;5.58E-05;5.81E-09;0.007469317;;;
-10.50001;-6.21E-09;10.080156;-10;-5.67E-05;10.080156;;;-10.50001;5.67E-05;6.21E-09;0.007530491;;;
-11.00001;-6.63E-09;10.229983;-10;-5.75E-05;10.229983;;;-11.00001;0.000057544;6.63E-09;0.007585776;;;
-11.5;-7.00E-09;10.38995;-10;-5.83E-05;10.38995;;;-11.5;5.83E-05;7.00E-09;0.007635136;;;
-12;-7.42E-09;10.5399;-10;-5.90E-05;10.5399;;;-12;0.000058994;7.42E-09;0.007680755;;;
-12.50001;-7.85E-09;10.689715;-10;-5.96E-05;10.689715;;;-12.50001;0.000059618;7.85E-09;0.007721269;;;
-13.00001;-8.18E-09;10.864136;-10;-6.02E-05;10.864136;;;-13.00001;6.02E-05;8.18E-09;0.007756565;;;
-13.5;-8.66E-09;11.00804;-10;-6.07E-05;11.00804;;;-13.5;6.07E-05;8.66E-09;0.007791117;;;
-14;-9.10E-09;11.151911;-10;-6.12E-05;11.151911;;;-14;6.12E-05;9.10E-09;0.00782085;;;
-14.5;-9.52E-09;11.295743;-10;-6.16E-05;11.295743;;;-14.5;6.16E-05;9.52E-09;0.007848229;;;
-15;-9.96E-09;11.439653;-10;-6.20E-05;11.439653;;;-15;6.20E-05;9.96E-09;0.007872338;;;
-15;-9.66E-09;11.563221;-10;-6.19E-05;11.563221;;;-15;6.19E-05;9.66E-09;0.007865087;;;
-14.5;-8.73E-09;11.707092;-10;-6.12E-05;11.707092;;;-14.5;6.12E-05;8.73E-09;0.007824053;;;
-14;-8.10E-09;11.885792;-10;-6.05E-05;11.885792;;;-14;6.05E-05;8.10E-09;0.007781041;;;
-13.5;-7.43E-09;12.035694;-10;-5.98E-05;12.035694;;;-13.5;5.98E-05;7.43E-09;0.007736104;;;
-13;-6.89E-09;12.185538;-10;-5.91E-05;12.185538;;;-13;5.91E-05;6.89E-09;0.007689259;;;
-12.5;-6.43E-09;12.366898;-10;-5.83E-05;12.366898;;;-12.5;5.83E-05;6.43E-09;0.007638429;;;
-12;-5.90E-09;12.516786;-10;-5.75E-05;12.516786;;;-12;5.75E-05;5.90E-09;0.007583462;;;
-11.5;-5.40E-09;12.666587;-10;-5.66E-05;12.666587;;;-11.5;5.66E-05;5.40E-09;0.007524041;;;
-11;-4.95E-09;12.81642;-10;-5.57E-05;12.81642;;;-11;5.57E-05;4.95E-09;0.007460241;;;
-10.50001;-4.52E-09;12.989417;-10;-5.46E-05;12.989417;;;-10.50001;5.46E-05;4.52E-09;0.007391218;;;
-10.00001;-4.09E-09;13.139228;-10;-5.35E-05;13.139228;;;-10.00001;5.35E-05;4.09E-09;0.007316475;;;
-9.5;-3.66E-09;13.28907;-10;-5.23E-05;13.28907;;;-9.5;5.23E-05;3.66E-09;0.00723477;;;
-9.00001;-3.24E-09;13.439152;-10;-5.11E-05;13.439152;;;-9.00001;5.11E-05;3.24E-09;0.007145992;;;
-8.5;-2.86E-09;13.589086;-10;-4.97E-05;13.589086;;;-8.5;4.97E-05;2.86E-09;0.007048752;;;
-8;-2.52E-09;13.738928;-10;-4.82E-05;13.738928;;;-8;4.82E-05;2.52E-09;0.006942327;;;
-7.50001;-2.17E-09;13.898352;-10;-4.66E-05;13.898352;;;-7.50001;4.66E-05;2.17E-09;0.006826654;;;
-7.00001;-1.81E-09;14.048239;-10;-4.49E-05;14.048239;;;-7.00001;4.49E-05;1.81E-09;0.006699813;;;
-6.5;-1.44E-09;14.198056;-10;-4.31E-05;14.198056;;;-6.5;4.31E-05;1.44E-09;0.00656288;;;
-6.00001;-1.18E-09;14.372665;-10;-4.12E-05;14.372665;;;-6.00001;4.12E-05;1.18E-09;0.006416253;;;
-5.5;-8.35E-10;14.522585;-10;-3.92E-05;14.522585;;;-5.5;3.92E-05;8.35E-10;0.006258954;;;
-5.00001;-5.06E-10;14.672411;-10;-3.71E-05;14.672411;;;-5.00001;3.71E-05;5.06E-10;0.006092594;;;
-4.50001;-1.90E-10;14.822249;-10;-3.50E-05;14.822249;;;-4.50001;3.50E-05;1.90E-10;0.005916604;;;
-3.99999;6.73E-11;14.993216;-10;-3.29E-05;14.993216;;;-3.99999;3.29E-05;6.73E-11;0.005732643;;;
-3.5;3.40E-10;15.143031;-10;-3.07E-05;15.143031;;;-3.5;3.07E-05;3.40E-10;0.005539269;;;
-3;6.29E-10;15.292896;-10;-2.85E-05;15.292896;;;-3;2.85E-05;6.29E-10;0.005337958;;;
-2.5;8.85E-10;15.442727;-10;-2.63E-05;15.442727;;;-2.5;2.63E-05;8.85E-10;0.005127777;;;
-2.00001;1.15E-09;15.593212;-10;-2.41E-05;15.593212;;;-2.00001;2.41E-05;1.15E-09;0.004909338;;;
-1.5;1.38E-09;15.743114;-10;-2.19E-05;15.743114;;;-1.5;2.19E-05;1.38E-09;0.004681431;;;
-1;1.58E-09;15.903294;-10;-1.98E-05;15.903294;;;-1;1.98E-05;1.58E-09;0.004445616;;;
-0.50001;1.83E-09;16.053166;-10;-1.76E-05;16.053166;;;-0.50001;1.76E-05;1.83E-09;0.004200167;;;
-1.00E-05;2.01E-09;16.202958;-10;-1.56E-05;16.202958;;;-1.00E-05;1.56E-05;2.01E-09;0.003945707;;;
0.5;2.16E-09;16.377553;-10;-1.36E-05;16.377553;;;0.5;1.36E-05;2.16E-09;0.003686394;;;
1.00001;2.39E-09;16.527447;-10;-1.17E-05;16.527447;;;1.00001;1.17E-05;2.39E-09;0.003418684;;;
1.5;2.61E-09;16.677327;-10;-9.90E-06;16.677327;;;1.5;9.90E-06;2.61E-09;0.003146077;;;
2;2.85E-09;16.82978;-10;-8.23E-06;16.82978;;;2;8.23E-06;2.85E-09;0.002867931;;;
2.49999;3.13E-09;16.998036;-10;-6.71E-06;16.998036;;;2.49999;6.71E-06;3.13E-09;0.002590154;;;
2.99999;3.45E-09;17.147831;-10;-5.35E-06;17.147831;;;2.99999;5.35E-06;3.45E-09;0.002313206;;;
3.5;3.78E-09;17.297746;-10;-4.17E-06;17.297746;;;3.5;4.17E-06;3.78E-09;0.002042031;;;
3.99999;4.01E-09;17.447589;-10;-3.17E-06;17.447589;;;3.99999;3.17E-06;4.01E-09;0.00178036;;;
4.49999;4.15E-09;17.598034;-10;-2.35E-06;17.598034;;;4.49999;2.35E-06;4.15E-09;0.001533868;;;
5;4.19E-09;17.747884;-10;-1.71E-06;17.747884;;;5;1.71E-06;4.19E-09;0.001307528;;;
5.5;4.14E-09;17.908168;-10;-1.22E-06;17.908168;;;5.5;1.22E-06;4.14E-09;0.001106567;;;
6;4.13E-09;18.06082;-10;-8.67E-07;18.06082;;;6;8.67E-07;4.13E-09;0.000930882;;;
6.5;4.09E-09;18.216648;-10;-6.09E-07;18.216648;;;6.5;6.09E-07;4.09E-09;0.000780433;;;
6.99999;3.98E-09;18.397998;-10;-4.30E-07;18.397998;;;6.99999;4.30E-07;3.98E-09;0.000655843;;;
7.49999;4.02E-09;18.547875;-10;-3.03E-07;18.547875;;;7.49999;3.03E-07;4.02E-09;0.000550559;;;
7.99999;4.05E-09;18.697663;-10;-2.15E-07;18.697663;;;7.99999;2.15E-07;4.05E-09;0.000463449;;;
8.5;4.05E-09;18.84745;-10;-1.53E-07;18.84745;;;8.5;1.53E-07;4.05E-09;0.000391233;;;
8.99999;4.03E-09;19.002869;-10;-1.10E-07;19.002869;;;8.99999;1.10E-07;4.03E-09;0.000331222;;;
9.49999;4.00E-09;19.169894;-9.99999;-7.91E-08;19.169894;;;9.49999;7.91E-08;4.00E-09;0.000281324;;;
9.99999;3.99E-09;19.339892;-9.99999;-5.68E-08;19.339892;;;9.99999;5.68E-08;3.99E-09;0.000238281;;;
10.5;4.02E-09;19.52438;-10;-4.03E-08;19.52438;;;10.5;4.03E-08;4.02E-09;0.000200681;;;
11;4.03E-09;19.694403;-10;-2.80E-08;19.694403;;;11;2.80E-08;4.03E-09;0.000167234;;;
11.49999;3.99E-09;19.900052;-10;-1.92E-08;19.900052;;;11.49999;1.92E-08;3.99E-09;0.000138423;;;
11.99999;4.18E-09;20.070198;-10;-1.29E-08;20.070198;;;11.99999;1.29E-08;4.18E-09;0.000113725;;;
12.5;4.34E-09;20.246226;-10;-8.71E-09;20.246226;;;12.5;8.71E-09;4.34E-09;9.33E-05;;;
13;4.46E-09;20.440684;-10;-5.96E-09;20.440684;;;13;5.96E-09;4.46E-09;7.72E-05;;;
13.5;4.93E-09;20.616844;-10.00001;-4.42E-09;20.616844;;;13.5;4.42E-09;4.93E-09;6.65E-05;;;
14;5.12E-09;20.792894;-10;-3.46E-09;20.792894;;;14;3.46E-09;5.12E-09;5.88E-05;;;
14.50001;5.15E-09;20.96888;-10;-2.87E-09;20.96888;;;14.50001;2.87E-09;5.15E-09;5.36E-05;;;
15;5.02E-09;21.145024;-10;-2.51E-09;21.145024;;;15;2.51E-09;5.02E-09;5.01E-05;;;
15.5;4.83E-09;21.320951;-10;-2.27E-09;21.320951;;;15.5;2.27E-09;4.83E-09;4.76E-05;;;
15.99999;4.64E-09;21.49794;-10.00001;-2.11E-09;21.49794;;;15.99999;2.11E-09;4.64E-09;4.60E-05;;;
16.5;4.47E-09;21.673914;-10.00001;-2.01E-09;21.673914;;;16.5;2.01E-09;4.47E-09;4.48E-05;;;
17;4.32E-09;21.849952;-10.00001;-1.92E-09;21.849952;;;17;1.92E-09;4.32E-09;4.39E-05;;;
17.49999;4.20E-09;22.037177;-10.00001;-1.87E-09;22.037177;;;17.49999;1.87E-09;4.20E-09;4.32E-05;;;
17.99999;4.11E-09;22.213271;-10;-1.83E-09;22.213271;;;17.99999;1.83E-09;4.11E-09;4.28E-05;;;
18.5;4.01E-09;22.423066;-10.00001;-1.79E-09;22.423066;;;18.5;1.79E-09;4.01E-09;4.23E-05;;;
19;3.95E-09;22.59914;-10;-1.76E-09;22.59914;;;19;1.76E-09;3.95E-09;4.19E-05;;;
19.49999;3.89E-09;22.77521;-10.00001;-1.74E-09;22.77521;;;19.49999;1.74E-09;3.89E-09;4.17E-05;;;
20;3.85E-09;22.952568;-10;-1.71E-09;22.952568;;;20;1.71E-09;3.85E-09;4.14E-05;;;
