#scan;iMeasureCycle=1;iMux=0;time=0.131;N=142;LocalTime=21/12/2023 13:08:45;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
20.00001;9.41E-09;0.285236;-0.500001;-4.79E-09;0.285236;;;20.00001;4.78804E-09;9.4083E-09
19.5;7.17E-09;0.450249;-0.500001;-3.55E-09;0.450249;;;19.5;3.54502E-09;7.17225E-09
18.99999;6.00E-09;0.626436;-0.500001;-2.91E-09;0.626436;;;18.99999;2.9096E-09;6.0036E-09
18.49999;5.33E-09;0.802634;-0.500001;-2.54E-09;0.802634;;;18.49999;2.54217E-09;5.33189E-09
17.99999;4.86E-09;0.988766;-0.500001;-2.28E-09;0.988766;;;17.99999;2.28353E-09;4.8581E-09
17.5;4.53E-09;1.164848;-0.500001;-2.11E-09;1.164848;;;17.5;2.11396E-09;4.52872E-09
17;4.26E-09;1.36932;-0.500001;-1.97E-09;1.36932;;;17;1.97431E-09;4.25746E-09
16.49999;3.97E-09;1.545578;-0.500001;-1.83E-09;1.545578;;;16.49999;1.83185E-09;3.96971E-09
16;3.66E-09;1.721664;-0.500001;-1.69E-09;1.721664;;;16;1.68791E-09;3.66087E-09
15.49999;3.14E-09;1.899008;-0.500001;-1.46E-09;1.899008;;;15.49999;1.46459E-09;3.13689E-09
15;2.13E-09;2.075076;-0.499999;-1.05E-09;2.075076;;;15;1.04802E-09;2.12563E-09
14.49999;7.54E-10;2.251269;-0.5;-4.85E-10;2.251269;;;14.49999;4.8487E-10;7.5378E-10
14;6.20E-10;2.427285;-0.499998;-7.14E-10;2.427285;;;14;7.1378E-10;6.1971E-10
13.5;1.47E-09;2.603381;-0.499998;-1.74E-09;2.603381;;;13.5;1.7428E-09;1.4748E-09
12.99999;2.22E-09;2.779472;-0.5;-3.18E-09;2.779472;;;12.99999;3.18109E-09;2.22054E-09
12.5;2.64E-09;2.955682;-0.499999;-4.90E-09;2.955682;;;12.5;4.90119E-09;2.64179E-09
12;2.88E-09;3.131843;-0.499999;-7.01E-09;3.131843;;;12;7.01153E-09;2.88377E-09
11.5;2.98E-09;3.301948;-0.499999;-9.63E-09;3.301948;;;11.5;9.6279E-09;2.98428E-09
10.99999;2.95E-09;3.470452;-0.5;-1.29E-08;3.470452;;;10.99999;1.28759E-08;2.95397E-09
10.49999;3.01E-09;3.640527;-0.5;-1.71E-08;3.640527;;;10.49999;1.70948E-08;3.01291E-09
9.99999;2.97E-09;3.810617;-0.500001;-2.27E-08;3.810617;;;9.99999;2.26616E-08;2.97433E-09
9.49999;2.93E-09;3.990944;-0.500001;-3.06E-08;3.990944;;;9.49999;3.05709E-08;2.92854E-09
9;2.85E-09;4.161093;-0.5;-4.22E-08;4.161093;;;9;4.21563E-08;2.85065E-09
8.5;2.81E-09;4.365822;-0.500001;-5.89E-08;4.365822;;;8.5;5.89228E-08;2.80731E-09
7.99999;2.63E-09;4.521545;-0.5;-8.33E-08;4.521545;;;7.99999;8.3326E-08;2.63023E-09
7.49999;2.52E-09;4.671339;-0.5;-1.18E-07;4.671339;;;7.49999;1.1759E-07;2.52186E-09
6.99999;2.50E-09;4.855621;-0.5;-1.64E-07;4.855621;;;6.99999;1.64258E-07;2.50377E-09
6.5;2.32E-09;5.005532;-0.5;-2.26E-07;5.005532;;;6.5;2.26251E-07;2.32E-09
5.99999;2.18E-09;5.155496;-0.5;-3.05E-07;5.155496;;;5.99999;3.04547E-07;2.18153E-09
5.49999;2.02E-09;5.305314;-0.5;-4.01E-07;5.305314;;;5.49999;4.01305E-07;2.018E-09
5;1.86E-09;5.474616;-0.5;-5.17E-07;5.474616;;;5;5.17319E-07;1.85923E-09
4.49999;1.66E-09;5.624422;-0.5;-6.53E-07;5.624422;;;4.49999;6.53055E-07;1.66042E-09
4;1.45E-09;5.774199;-0.5;-8.06E-07;5.774199;;;4;8.06026E-07;1.45326E-09
3.5;1.22E-09;5.924039;-0.5;-9.74E-07;5.924039;;;3.5;9.7391E-07;1.22489E-09
3.00001;9.88E-10;6.077777;-0.5;-1.15E-06;6.077777;;;3.00001;1.15161E-06;9.8771E-10
