#scan;iMeasureCycle=1;iMux=0;time=0.141;N=210;LocalTime=20/12/2023 12:16:03;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
4.99999;6.03E-10;3.907907;-10;-2.11E-08;3.907907;;;-10;2.11E-08
5;5.99E-10;4.057709;-9.50001;-2.09E-08;4.057709;;;-9.50001;2.09E-08
4.99999;5.97E-10;4.207526;-9.00001;-2.07E-08;4.207526;;;-9.00001;2.07E-08
5;5.95E-10;4.385237;-8.50001;-2.05E-08;4.385237;;;-8.50001;2.05E-08
5;5.98E-10;4.535026;-8.00001;-2.02E-08;4.535026;;;-8.00001;2.02E-08
4.99999;5.97E-10;4.684785;-7.50001;-1.99E-08;4.684785;;;-7.50001;1.99E-08
5;5.91E-10;4.834716;-7.00001;-1.95E-08;4.834716;;;-7.00001;1.95E-08
5;5.91E-10;4.990235;-6.50001;-1.91E-08;4.990235;;;-6.50001;1.91E-08
5;5.90E-10;5.140059;-6.00001;-1.86E-08;5.140059;;;-6.00001;1.86E-08
4.99999;5.84E-10;5.289987;-5.50001;-1.81E-08;5.289987;;;-5.50001;1.81E-08
4.99999;5.84E-10;5.439807;-5.00001;-1.75E-08;5.439807;;;-5.00001;1.75E-08
4.99999;5.84E-10;5.58971;-4.50001;-1.68E-08;5.58971;;;-4.50001;1.68E-08
4.99999;5.84E-10;5.739471;-4.00001;-1.61E-08;5.739471;;;-4.00001;1.61E-08
5;5.80E-10;5.899507;-3.50001;-1.51E-08;5.899507;;;-3.50001;1.51E-08
5;5.78E-10;6.049379;-3.00001;-1.41E-08;6.049379;;;-3.00001;1.41E-08
5;5.79E-10;6.199235;-2.50001;-1.28E-08;6.199235;;;-2.50001;1.28E-08
4.99999;5.81E-10;6.377563;-2.00001;-1.12E-08;6.377563;;;-2.00001;1.12E-08
4.99999;5.79E-10;6.527826;-1.50001;-9.40E-09;6.527826;;;-1.50001;9.4E-09
5;5.75E-10;6.69254;-1;-7.11E-09;6.69254;;;-1;7.11E-09
5;5.71E-10;6.900791;-0.50001;-4.13E-09;6.900791;;;-0.50001;4.13E-09
4.99999;5.78E-10;7.076863;-1.00E-05;-1.47E-10;7.076863;;;-1.00E-05;1.47E-10
2.49999;5.62E-10;7.252957;-1.00E-05;-9.68E-11;7.252957;;;-1.00E-05;9.68E-11
2.5;5.67E-10;7.42865;-0.5;-3.04E-08;7.42865;;;-0.5;3.04E-08
2.5;5.67E-10;7.598775;-1;-5.14E-08;7.598775;;;-1;5.14E-08
2.5;5.69E-10;7.771428;-1.50001;-6.63E-08;7.771428;;;-1.50001;6.63E-08
2.5;5.69E-10;7.944056;-2.00001;-7.76E-08;7.944056;;;-2.00001;7.76E-08
2.49999;5.68E-10;8.101704;-2.5;-8.64E-08;8.101704;;;-2.5;8.64E-08
2.5;5.66E-10;8.257632;-3;-9.35E-08;8.257632;;;-3;9.35E-08
2.5;5.66E-10;8.409688;-3.5;-9.92E-08;8.409688;;;-3.5;9.92E-08
2.49999;5.62E-10;8.565441;-4;-1.04E-07;8.565441;;;-4;0.000000104
2.49999;5.64E-10;8.71528;-4.5;-1.08E-07;8.71528;;;-4.5;0.000000108
2.5;5.64E-10;8.900649;-5;-1.11E-07;8.900649;;;-5;0.000000111
2.49999;5.62E-10;9.050661;-5.5;-1.14E-07;9.050661;;;-5.5;0.000000114
2.5;5.61E-10;9.200536;-6;-1.17E-07;9.200536;;;-6;0.000000117
2.49999;5.59E-10;9.385696;-6.5;-1.19E-07;9.385696;;;-6.5;0.000000119
2.5;5.60E-10;9.535576;-7;-1.21E-07;9.535576;;;-7;0.000000121
2.49999;5.63E-10;9.685348;-7.5;-1.23E-07;9.685348;;;-7.5;0.000000123
2.49999;5.63E-10;9.835184;-8;-1.25E-07;9.835184;;;-8;0.000000125
2.5;5.59E-10;10.003338;-8.5;-1.26E-07;10.003338;;;-8.5;0.000000126
2.5;5.60E-10;10.153123;-9;-1.28E-07;10.153123;;;-9;0.000000128
2.5;5.58E-10;10.303057;-9.5;-1.29E-07;10.303057;;;-9.5;0.000000129
2.5;5.56E-10;10.45883;-10;-1.30E-07;10.45883;;;-10;0.00000013
2.5;5.56E-10;10.58127;-10;-1.30E-07;10.58127;;;-10;0.00000013
2.49999;5.51E-10;10.731078;-9.5;-1.29E-07;10.731078;;;-9.5;0.000000129
2.5;5.53E-10;10.913035;-9;-1.28E-07;10.913035;;;-9;0.000000128
2.49999;5.53E-10;11.062871;-8.5;-1.27E-07;11.062871;;;-8.5;0.000000127
2.49999;5.52E-10;11.212671;-8;-1.25E-07;11.212671;;;-8;0.000000125
2.5;5.51E-10;11.386792;-7.5;-1.24E-07;11.386792;;;-7.5;0.000000124
2.5;5.50E-10;11.536689;-7;-1.22E-07;11.536689;;;-7;0.000000122
2.5;5.53E-10;11.686497;-6.5;-1.20E-07;11.686497;;;-6.5;0.00000012
2.5;5.51E-10;11.836317;-6;-1.17E-07;11.836317;;;-6;0.000000117
2.49999;5.48E-10;12.009335;-5.5;-1.15E-07;12.009335;;;-5.5;0.000000115
2.49999;5.48E-10;12.159104;-5;-1.12E-07;12.159104;;;-5;0.000000112
2.49999;5.48E-10;12.30918;-4.5;-1.09E-07;12.30918;;;-4.5;0.000000109
2.5;5.47E-10;12.459032;-4;-1.05E-07;12.459032;;;-4;0.000000105
2.5;5.45E-10;12.608939;-3.5;-9.98E-08;12.608939;;;-3.5;9.98E-08
2.5;5.46E-10;12.758689;-3;-9.39E-08;12.758689;;;-3;9.39E-08
2.5;5.45E-10;12.9226;-2.5;-8.67E-08;12.9226;;;-2.5;8.67E-08
2.5;5.46E-10;13.08976;-2;-7.75E-08;13.08976;;;-2;7.75E-08
2.5;5.41E-10;13.239637;-1.50001;-6.60E-08;13.239637;;;-1.50001;0.000000066
2.5;5.45E-10;13.422048;-1.00001;-5.07E-08;13.422048;;;-1.00001;5.07E-08
2.49999;5.42E-10;13.571953;-0.50001;-2.96E-08;13.571953;;;-0.50001;2.96E-08
2.49999;5.43E-10;13.736698;-1.00E-05;-9.32E-11;13.736698;;;-1.00E-05;9.32E-11
-4.00E-07;-3.50E-10;13.950029;-1.00E-05;2.66E-09;13.950029;;;-1.00E-05;2.66E-09
9.00E-07;2.97E-10;14.103139;-0.5;-1.37E-06;14.103139;;;-0.5;0.00000137
4.00E-07;2.86E-10;14.252917;-1;-1.99E-06;14.252917;;;-1;0.00000199
1.00E-07;1.42E-10;14.431732;-1.5;-2.18E-06;14.431732;;;-1.5;0.00000218
-1.00E-07;1.02E-10;14.581574;-2;-2.28E-06;14.581574;;;-2;0.00000228
-1.00E-07;8.39E-11;14.731363;-2.5;-2.35E-06;14.731363;;;-2.5;0.00000235
1.00E-07;7.04E-11;14.916075;-3;-2.41E-06;14.916075;;;-3;0.00000241
0;6.73E-11;15.065854;-3.5;-2.45E-06;15.065854;;;-3.5;0.00000245
0;6.63E-11;15.215689;-4;-2.48E-06;15.215689;;;-4;0.00000248
0;6.27E-11;15.401213;-4.5;-2.51E-06;15.401213;;;-4.5;0.00000251
0;6.51E-11;15.551102;-5;-2.53E-06;15.551102;;;-5;0.00000253
-3.00E-07;6.70E-11;15.700884;-5.5;-2.56E-06;15.700884;;;-5.5;0.00000256
1.00E-07;6.89E-11;15.850753;-6;-2.57E-06;15.850753;;;-6;0.00000257
-1.00E-07;6.94E-11;16.018546;-6.5;-2.59E-06;16.018546;;;-6.5;0.00000259
1.00E-07;7.14E-11;16.16835;-7;-2.61E-06;16.16835;;;-7;0.00000261
2.00E-07;7.28E-11;16.318346;-7.5;-2.62E-06;16.318346;;;-7.5;0.00000262
-2.00E-07;7.49E-11;16.46815;-8;-2.63E-06;16.46815;;;-8;0.00000263
-1.00E-07;7.55E-11;16.618585;-8.5;-2.65E-06;16.618585;;;-8.5;0.00000265
-2.00E-07;7.73E-11;16.76837;-9;-2.66E-06;16.76837;;;-9;0.00000266
-1.00E-07;7.92E-11;16.932898;-9.5;-2.67E-06;16.932898;;;-9.5;0.00000267
-1.00E-07;8.11E-11;17.082769;-10;-2.68E-06;17.082769;;;-10;0.00000268
1.00E-07;7.95E-11;17.205152;-10;-2.68E-06;17.205152;;;-10;0.00000268
0;7.92E-11;17.355079;-9.5;-2.67E-06;17.355079;;;-9.5;0.00000267
2.00E-07;7.97E-11;17.522331;-9;-2.66E-06;17.522331;;;-9;0.00000266
3.00E-07;7.91E-11;17.672137;-8.5;-2.65E-06;17.672137;;;-8.5;0.00000265
-1.00E-07;8.09E-11;17.821998;-8;-2.63E-06;17.821998;;;-8;0.00000263
-2.00E-07;8.21E-11;17.971802;-7.5;-2.62E-06;17.971802;;;-7.5;0.00000262
-1.00E-07;8.27E-11;18.122319;-7;-2.60E-06;18.122319;;;-7;0.0000026
0;8.32E-11;18.272142;-6.5;-2.59E-06;18.272142;;;-6.5;0.00000259
0;8.52E-11;18.436635;-6;-2.57E-06;18.436635;;;-6;0.00000257
0;8.56E-11;18.586525;-5.5;-2.55E-06;18.586525;;;-5.5;0.00000255
1.00E-07;8.79E-11;18.736304;-5;-2.53E-06;18.736304;;;-5;0.00000253
-1.00E-07;8.67E-11;18.91232;-4.5;-2.51E-06;18.91232;;;-4.5;0.00000251
-1.00E-07;8.62E-11;19.062108;-4;-2.48E-06;19.062108;;;-4;0.00000248
-1.00E-07;8.86E-11;19.211916;-3.5;-2.44E-06;19.211916;;;-3.5;0.00000244
0;8.99E-11;19.361846;-3;-2.40E-06;19.361846;;;-3;0.0000024
0;9.28E-11;19.527398;-2.5;-2.35E-06;19.527398;;;-2.5;0.00000235
0;9.04E-11;19.677207;-2;-2.28E-06;19.677207;;;-2;0.00000228
0;9.06E-11;19.827069;-1.5;-2.17E-06;19.827069;;;-1.5;0.00000217
-1.00E-07;8.96E-11;19.976883;-1;-1.98E-06;19.976883;;;-1;0.00000198
-1.00E-07;-1.43E-10;20.127318;-0.5;-1.36E-06;20.127318;;;-0.5;0.00000136
-4.00E-07;-2.27E-10;20.300484;0;2.79E-09;20.300484;;;0;2.79E-09
-2.50001;-7.82E-09;20.476567;-1.00E-05;8.85E-09;20.476567;;;-1.00E-05;8.85E-09
-2.5;-6.38E-09;20.632061;-0.5;-4.19E-06;20.632061;;;-0.5;0.00000419
-2.5;-5.53E-09;20.781945;-1;-7.91E-06;20.781945;;;-1;0.00000791
-2.5;-4.95E-09;20.952823;-1.5;-1.10E-05;20.952823;;;-1.5;0.000011
-2.5;-4.48E-09;21.102705;-2;-1.34E-05;21.102705;;;-2;0.0000134
-2.50001;-4.14E-09;21.252494;-2.5;-1.52E-05;21.252494;;;-2.5;0.0000152
-2.5;-3.89E-09;21.435166;-3;-1.64E-05;21.435166;;;-3;0.0000164
-2.5;-3.93E-09;21.585153;-3.5;-1.71E-05;21.585153;;;-3.5;0.0000171
-2.50001;-3.95E-09;21.734963;-4;-1.74E-05;21.734963;;;-4;0.0000174
-2.50001;-3.98E-09;21.913796;-4.5;-1.76E-05;21.913796;;;-4.5;0.0000176
-2.5;-3.99E-09;22.063704;-5;-1.77E-05;22.063704;;;-5;0.0000177
-2.50001;-4.04E-09;22.213609;-5.5;-1.78E-05;22.213609;;;-5.5;0.0000178
-2.50001;-4.01E-09;22.36345;-6;-1.79E-05;22.36345;;;-6;0.0000179
-2.5;-3.97E-09;22.535226;-6.5;-1.79E-05;22.535226;;;-6.5;0.0000179
-2.5;-4.07E-09;22.685033;-7;-1.80E-05;22.685033;;;-7;0.000018
-2.5;-3.92E-09;22.834939;-7.5;-1.80E-05;22.834939;;;-7.5;0.000018
-2.5;-3.95E-09;22.984785;-8;-1.81E-05;22.984785;;;-8;0.0000181
-2.5;-3.94E-09;23.135167;-8.5;-1.81E-05;23.135167;;;-8.5;0.0000181
-2.50001;-3.91E-09;23.285069;-9;-1.82E-05;23.285069;;;-9;0.0000182
-2.5;-3.90E-09;23.449718;-9.5;-1.82E-05;23.449718;;;-9.5;0.0000182
-2.50001;-3.97E-09;23.599541;-10;-1.82E-05;23.599541;;;-10;0.0000182
-2.50001;-3.94E-09;23.721878;-10;-1.82E-05;23.721878;;;-10;0.0000182
-2.50001;-3.94E-09;23.871727;-9.5;-1.82E-05;23.871727;;;-9.5;0.0000182
-2.5;-3.94E-09;24.038939;-9;-1.82E-05;24.038939;;;-9;0.0000182
-2.5;-3.87E-09;24.18871;-8.5;-1.81E-05;24.18871;;;-8.5;0.0000181
-2.5;-3.88E-09;24.338661;-8;-1.81E-05;24.338661;;;-8;0.0000181
-2.5;-3.86E-09;24.488508;-7.5;-1.80E-05;24.488508;;;-7.5;0.000018
-2.5;-3.87E-09;24.638924;-7;-1.80E-05;24.638924;;;-7;0.000018
-2.50001;-3.90E-09;24.788749;-6.5;-1.79E-05;24.788749;;;-6.5;0.0000179
-2.50001;-3.86E-09;24.953706;-6;-1.79E-05;24.953706;;;-6;0.0000179
-2.50001;-3.82E-09;25.103505;-5.5;-1.78E-05;25.103505;;;-5.5;0.0000178
-2.50001;-3.82E-09;25.253299;-5;-1.77E-05;25.253299;;;-5;0.0000177
-2.50001;-3.82E-09;25.424654;-4.5;-1.76E-05;25.424654;;;-4.5;0.0000176
-2.5;-3.83E-09;25.574498;-4;-1.74E-05;25.574498;;;-4;0.0000174
-2.5;-3.83E-09;25.72459;-3.5;-1.71E-05;25.72459;;;-3.5;0.0000171
-2.50001;-4.01E-09;25.874718;-3;-1.65E-05;25.874718;;;-3;0.0000165
-2.5;-4.12E-09;26.044009;-2.5;-1.53E-05;26.044009;;;-2.5;0.0000153
-2.50001;-4.41E-09;26.193773;-2;-1.34E-05;26.193773;;;-2;0.0000134
-2.50001;-4.75E-09;26.343733;-1.5;-1.10E-05;26.343733;;;-1.5;0.000011
-2.50001;-5.20E-09;26.496204;-1;-7.91E-06;26.496204;;;-1;0.00000791
-2.50001;-5.68E-09;26.646093;-0.5;-4.19E-06;26.646093;;;-0.5;0.00000419
-2.50001;-6.20E-09;26.819042;0;8.40E-09;26.819042;;;0;8.4E-09
-5;-2.01E-08;26.98323;-1.00E-05;1.46E-08;26.98323;;;-1.00E-05;1.46E-08
-4.99999;-1.38E-08;27.130406;-0.5;-5.71E-06;27.130406;;;-0.5;0.00000571
-5;-1.26E-08;27.277617;-1;-1.13E-05;27.277617;;;-1;0.0000113
-5;-1.19E-08;27.456892;-1.5;-1.64E-05;27.456892;;;-1.5;0.0000164
-5.00001;-1.13E-08;27.600801;-2;-2.09E-05;27.600801;;;-2;0.0000209
-5;-1.07E-08;27.744675;-2.5;-2.49E-05;27.744675;;;-2.5;0.0000249
-5;-1.03E-08;27.888584;-3;-2.84E-05;27.888584;;;-3;0.0000284
-5;-9.85E-09;28.043342;-3.5;-3.14E-05;28.043342;;;-3.5;0.0000314
-5;-9.44E-09;28.187191;-4;-3.39E-05;28.187191;;;-4;0.0000339
-5;-9.13E-09;28.331087;-4.5;-3.59E-05;28.331087;;;-4.5;0.0000359
-5;-8.82E-09;28.480953;-5;-3.74E-05;28.480953;;;-5;0.0000374
-5.00001;-8.52E-09;28.630906;-5.5;-3.85E-05;28.630906;;;-5.5;0.0000385
-5.00001;-8.59E-09;28.780699;-6;-3.91E-05;28.780699;;;-6;0.0000391
-5.00001;-8.74E-09;28.964118;-6.5;-3.95E-05;28.964118;;;-6.5;0.0000395
-5.00001;-8.77E-09;29.113968;-7;-3.97E-05;29.113968;;;-7;0.0000397
-5;-8.78E-09;29.26377;-7.5;-3.99E-05;29.26377;;;-7.5;0.0000399
-5.00001;-8.84E-09;29.439025;-8;-4.00E-05;29.439025;;;-8;0.00004
-5;-8.79E-09;29.588876;-8.5;-4.01E-05;29.588876;;;-8.5;0.0000401
-5;-8.83E-09;29.738747;-9;-4.02E-05;29.738747;;;-9;0.0000402
-5;-8.82E-09;29.888674;-9.5;-4.03E-05;29.888674;;;-9.5;0.0000403
-5.00001;-8.83E-09;30.054299;-10;-4.03E-05;30.054299;;;-10;0.0000403
-5.00001;-8.76E-09;30.17665;-10;-4.03E-05;30.17665;;;-10;0.0000403
-5;-8.76E-09;30.32655;-9.5;-4.03E-05;30.32655;;;-9.5;0.0000403
-5;-8.72E-09;30.47637;-9;-4.02E-05;30.47637;;;-9;0.0000402
-5;-8.70E-09;30.626206;-8.5;-4.01E-05;30.626206;;;-8.5;0.0000401
-5;-8.64E-09;30.77603;-8;-4.00E-05;30.77603;;;-8;0.00004
-5.00001;-8.67E-09;30.955159;-7.5;-3.99E-05;30.955159;;;-7.5;0.0000399
-5.00001;-8.68E-09;31.105062;-7;-3.97E-05;31.105062;;;-7;0.0000397
-5.00001;-8.67E-09;31.25491;-6.5;-3.95E-05;31.25491;;;-6.5;0.0000395
-5;-8.67E-09;31.442399;-6;-3.91E-05;31.442399;;;-6;0.0000391
-5.00001;-8.77E-09;31.592307;-5.5;-3.84E-05;31.592307;;;-5.5;0.0000384
-5.00001;-8.86E-09;31.742111;-5;-3.74E-05;31.742111;;;-5;0.0000374
-5.00001;-9.15E-09;31.886051;-4.5;-3.59E-05;31.886051;;;-4.5;0.0000359
-5;-9.47E-09;32.055174;-4;-3.39E-05;32.055174;;;-4;0.0000339
-5;-9.85E-09;32.199025;-3.5;-3.14E-05;32.199025;;;-3.5;0.0000314
-5;-1.03E-08;32.343122;-3;-2.84E-05;32.343122;;;-3;0.0000284
-5;-1.07E-08;32.487088;-2.5;-2.49E-05;32.487088;;;-2.5;0.0000249
-5.00001;-1.12E-08;32.630993;-2;-2.09E-05;32.630993;;;-2;0.0000209
-5;-1.18E-08;32.774907;-1.5;-1.63E-05;32.774907;;;-1.5;0.0000163
-5;-1.22E-08;32.951973;-1;-1.13E-05;32.951973;;;-1;0.0000113
-5;-1.28E-08;33.098516;-0.5;-5.70E-06;33.098516;;;-0.5;0.0000057
-5;-1.34E-08;33.259562;-1.00E-05;1.27E-08;33.259562;;;-1.00E-05;1.27E-08
