#scan;iMeasureCycle=1;iMux=0;time=0.129;N=202;LocalTime=20/12/2023 12:18:01;;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);;|IDrain|^1/2 (A^1/2);;;IDS_OFF_avg
5;9.19E-10;0.283178;-10;-1.78E-08;0.283178;;;5;1.78E-08;9.19E-10;;0.000133444;;;1.78073E-08
4.9;8.11E-10;0.433331;-10;-1.99E-08;0.433331;;;4.9;1.99E-08;8.11E-10;;0.000141006;;;
4.8;7.56E-10;0.583243;-10;-2.19E-08;0.583243;;;4.8;2.19E-08;7.56E-10;;0.000147935;;;IDS_max
4.7;7.25E-10;0.733114;-10;-2.41E-08;0.733114;;;4.7;2.41E-08;7.25E-10;;0.00015514;;;4.05E-05
4.59999;7.05E-10;0.882991;-10;-2.62E-08;0.882991;;;4.59999;2.62E-08;7.05E-10;;0.000161949;;;
4.49999;6.87E-10;1.032818;-10;-2.87E-08;1.032818;;;4.49999;2.87E-08;6.87E-10;;0.000169338;;;ON/OFF
4.39999;6.75E-10;1.182595;-10;-3.12E-08;1.182595;;;4.39999;3.12E-08;6.75E-10;;0.000176595;;;2.27E+03
4.3;6.66E-10;1.365601;-10;-3.39E-08;1.365601;;;4.3;3.39E-08;6.66E-10;;0.000184123;;;
4.2;6.56E-10;1.515481;-10;-3.68E-08;1.515481;;;4.2;3.68E-08;6.56E-10;;0.000191917;;;
4.1;6.52E-10;1.665213;-10;-3.98E-08;1.665213;;;4.1;3.98E-08;6.52E-10;;0.000199413;;;
3.99999;6.40E-10;1.842536;-10;-4.29E-08;1.842536;;;3.99999;4.29E-08;6.40E-10;;0.000207122;;;
3.89999;6.37E-10;1.992415;-10;-4.64E-08;1.992415;;;3.89999;4.64E-08;6.37E-10;;0.000215359;;;
3.79999;6.32E-10;2.142208;-10;-5.01E-08;2.142208;;;3.79999;5.01E-08;6.32E-10;;0.000223755;;;
3.7;6.32E-10;2.29207;-10;-5.40E-08;2.29207;;;3.7;5.40E-08;6.32E-10;;0.000232316;;;
3.60001;6.29E-10;2.46461;-10;-5.81E-08;2.46461;;;3.60001;5.81E-08;6.29E-10;;0.000240991;;;
3.49999;6.26E-10;2.614379;-10;-6.25E-08;2.614379;;;3.49999;6.25E-08;6.26E-10;;0.000249931;;;
3.39999;6.19E-10;2.764318;-10;-6.71E-08;2.764318;;;3.39999;6.71E-08;6.19E-10;;0.000258974;;;
3.3;6.18E-10;2.914174;-10;-7.20E-08;2.914174;;;3.3;7.20E-08;6.18E-10;;0.000268254;;;
3.19999;6.16E-10;3.06408;-10;-7.73E-08;3.06408;;;3.19999;7.73E-08;6.16E-10;;0.000278079;;;
3.09999;6.11E-10;3.213856;-10;-8.31E-08;3.213856;;;3.09999;8.31E-08;6.11E-10;;0.000288286;;;
2.99999;6.05E-10;3.374831;-10;-8.91E-08;3.374831;;;2.99999;8.91E-08;6.05E-10;;0.000298454;;;
2.9;6.04E-10;3.524711;-10;-9.57E-08;3.524711;;;2.9;9.57E-08;6.04E-10;;0.000309338;;;
2.8;6.04E-10;3.674527;-10;-1.03E-07;3.674527;;;2.8;1.03E-07;6.04E-10;;0.000320401;;;
2.69999;6.02E-10;3.854592;-10;-1.10E-07;3.854592;;;2.69999;1.10E-07;6.02E-10;;0.00033197;;;
2.6;6.01E-10;4.004586;-10;-1.18E-07;4.004586;;;2.6;1.18E-07;6.01E-10;;0.000343978;;;
2.49999;5.96E-10;4.154371;-10;-1.27E-07;4.154371;;;2.49999;1.27E-07;5.96E-10;;0.000356574;;;
2.4;5.98E-10;4.304352;-10;-1.37E-07;4.304352;;;2.4;1.37E-07;5.98E-10;;0.000369715;;;
2.3;5.95E-10;4.469647;-10;-1.47E-07;4.469647;;;2.3;1.47E-07;5.95E-10;;0.000383347;;;
2.2;5.92E-10;4.619413;-10;-1.58E-07;4.619413;;;2.2;1.58E-07;5.92E-10;;0.000398036;;;
2.09999;5.89E-10;4.769291;-10;-1.71E-07;4.769291;;;2.09999;1.71E-07;5.89E-10;;0.0004131;;;
1.99999;5.85E-10;4.919135;-10;-1.84E-07;4.919135;;;1.99999;1.84E-07;5.85E-10;;0.000428688;;;
1.89999;5.85E-10;5.069624;-10;-1.98E-07;5.069624;;;1.89999;1.98E-07;5.85E-10;;0.000444668;;;
1.8;5.85E-10;5.219556;-10;-2.13E-07;5.219556;;;1.8;2.13E-07;5.85E-10;;0.000461204;;;
1.69999;5.87E-10;5.379295;-10;-2.29E-07;5.379295;;;1.69999;2.29E-07;5.87E-10;;0.000478453;;;
1.6;5.79E-10;5.529138;-10;-2.47E-07;5.529138;;;1.6;2.47E-07;5.79E-10;;0.000496527;;;
1.5;5.76E-10;5.678905;-10;-2.65E-07;5.678905;;;1.5;2.65E-07;5.76E-10;;0.000515096;;;
1.4;5.76E-10;5.852976;-10;-2.86E-07;5.852976;;;1.4;2.86E-07;5.76E-10;;0.000534368;;;
1.3;5.72E-10;6.00292;-10;-3.09E-07;6.00292;;;1.3;3.09E-07;5.72E-10;;0.000555556;;;
1.2;5.75E-10;6.152772;-10;-3.36E-07;6.152772;;;1.2;3.36E-07;5.75E-10;;0.000579439;;;
1.1;5.75E-10;6.302614;-10;-3.70E-07;6.302614;;;1.1;3.70E-07;5.75E-10;;0.000607871;;;
0.99999;5.66E-10;6.474566;-10;-4.18E-07;6.474566;;;0.99999;4.18E-07;5.66E-10;;0.000646215;;;
0.9;5.51E-10;6.62441;-10;-4.91E-07;6.62441;;;0.9;4.91E-07;5.51E-10;;0.000700687;;;
0.8;5.16E-10;6.774309;-10;-6.01E-07;6.774309;;;0.8;6.01E-07;5.16E-10;;0.00077499;;;
0.69999;4.46E-10;6.924181;-10;-7.49E-07;6.924181;;;0.69999;7.49E-07;4.46E-10;;0.00086564;;;
0.6;3.30E-10;7.0741;-10;-9.33E-07;7.0741;;;0.6;9.33E-07;3.30E-10;;0.000966095;;;
0.5;2.90E-10;7.227277;-10;-1.15E-06;7.227277;;;0.5;1.15E-06;2.90E-10;;0.001072124;;;
0.4;3.57E-10;7.385155;-10;-1.39E-06;7.385155;;;0.4;1.39E-06;3.57E-10;;0.001180851;;;
0.29999;2.81E-10;7.534995;-10;-1.67E-06;7.534995;;;0.29999;1.67E-06;2.81E-10;;0.001292204;;;
0.2;1.97E-10;7.684849;-10;-1.97E-06;7.684849;;;0.2;1.97E-06;1.97E-10;;0.001405318;;;
0.09999;1.19E-10;7.86006;-10;-2.31E-06;7.86006;;;0.09999;2.31E-06;1.19E-10;;0.001519914;;;
0;1.82E-11;8.010081;-10;-2.67E-06;8.010081;;;0;2.67E-06;1.82E-11;;0.001635014;;;
-0.10001;-8.38E-11;8.159946;-10;-3.06E-06;8.159946;;;-0.10001;3.06E-06;8.38E-11;;0.001750517;;;
-0.20001;-1.89E-10;8.309766;-10;-3.48E-06;8.309766;;;-0.20001;3.48E-06;1.89E-10;;0.001865945;;;
-0.3;-2.88E-10;8.479558;-10;-3.92E-06;8.479558;;;-0.3;3.92E-06;2.88E-10;;0.001981118;;;
-0.4;-4.02E-10;8.629324;-10;-4.39E-06;8.629324;;;-0.4;4.39E-06;4.02E-10;;0.002095362;;;
-0.5;-5.24E-10;8.779209;-10;-4.88E-06;8.779209;;;-0.5;4.88E-06;5.24E-10;;0.002209059;;;
-0.6;-6.54E-10;8.929078;-10;-5.39E-06;8.929078;;;-0.6;5.39E-06;6.54E-10;;0.002322003;;;
-0.7;-7.98E-10;9.079631;-10;-5.92E-06;9.079631;;;-0.7;5.92E-06;7.98E-10;;0.002433678;;;
-0.8;-9.60E-10;9.22952;-10;-6.48E-06;9.22952;;;-0.8;6.48E-06;9.60E-10;;0.002544626;;;
-0.9;-1.13E-09;9.389551;-10;-7.04E-06;9.389551;;;-0.9;7.04E-06;1.13E-09;;0.002654159;;;
-1.00001;-1.32E-09;9.539412;-10;-7.63E-06;9.539412;;;-1.00001;7.63E-06;1.32E-09;;0.002762687;;;
-1.1;-1.48E-09;9.689246;-10;-8.24E-06;9.689246;;;-1.1;8.24E-06;1.48E-09;;0.002870615;;;
-1.2;-1.64E-09;9.863824;-10;-8.86E-06;9.863824;;;-1.2;8.86E-06;1.64E-09;;0.002977104;;;
-1.3;-1.82E-09;10.013794;-10;-9.50E-06;10.013794;;;-1.3;9.50E-06;1.82E-09;;0.003082458;;;
-1.4;-1.98E-09;10.163643;-10;-1.02E-05;10.163643;;;-1.4;1.02E-05;1.98E-09;;0.003186721;;;
-1.5;-2.14E-09;10.316747;-10;-1.08E-05;10.316747;;;-1.5;1.08E-05;2.14E-09;;0.003291018;;;
-1.60001;-2.30E-09;10.484627;-10;-1.15E-05;10.484627;;;-1.60001;1.15E-05;2.30E-09;;0.00339345;;;
-1.7;-2.46E-09;10.634407;-10;-1.22E-05;10.634407;;;-1.7;1.22E-05;2.46E-09;;0.003494796;;;
-1.8;-2.63E-09;10.784317;-10;-1.29E-05;10.784317;;;-1.8;1.29E-05;2.63E-09;;0.003595122;;;
-1.90001;-2.79E-09;10.934164;-10;-1.37E-05;10.934164;;;-1.90001;0.000013651;2.79E-09;;0.003694726;;;
-2.00001;-2.96E-09;11.084702;-10;-1.44E-05;11.084702;;;-2.00001;1.44E-05;2.96E-09;;0.00379298;;;
-2.10001;-3.15E-09;11.234568;-10;-1.51E-05;11.234568;;;-2.10001;1.51E-05;3.15E-09;;0.003890578;;;
-2.2;-3.35E-09;11.39582;-10;-1.59E-05;11.39582;;;-2.2;1.59E-05;3.35E-09;;0.003986452;;;
-2.3;-3.45E-09;11.545734;-10;-1.67E-05;11.545734;;;-2.3;1.67E-05;3.45E-09;;0.00408185;;;
-2.4;-3.65E-09;11.695584;-10;-1.74E-05;11.695584;;;-2.4;1.74E-05;3.65E-09;;0.004176661;;;
-2.5;-3.80E-09;11.870563;-10;-1.82E-05;11.870563;;;-2.5;1.82E-05;3.80E-09;;0.004270293;;;
-2.6;-4.01E-09;12.020499;-10;-1.90E-05;12.020499;;;-2.6;1.90E-05;4.01E-09;;0.004363221;;;
-2.7;-4.19E-09;12.17032;-10;-1.99E-05;12.17032;;;-2.7;1.99E-05;4.19E-09;;0.004455356;;;
-2.80001;-4.43E-09;12.320121;-10;-2.07E-05;12.320121;;;-2.80001;2.07E-05;4.43E-09;;0.004546185;;;
-2.9;-4.59E-09;12.489757;-10;-2.15E-05;12.489757;;;-2.9;2.15E-05;4.59E-09;;0.004636755;;;
-3;-4.80E-09;12.639527;-10;-2.23E-05;12.639527;;;-3;2.23E-05;4.80E-09;;0.004725749;;;
-3.10001;-4.97E-09;12.789463;-10;-2.32E-05;12.789463;;;-3.10001;2.32E-05;4.97E-09;;0.00481479;;;
-3.20015;2.79E-10;12.967852;-10;-2.40E-05;12.967852;;;-3.20015;2.40E-05;2.79E-10;;0.004902724;;;
-3.30001;-5.34E-09;13.11771;-10;-2.49E-05;13.11771;;;-3.30001;0.000024893;5.34E-09;;0.004989289;;;
-3.40001;-5.57E-09;13.26759;-10;-2.58E-05;13.26759;;;-3.40001;2.58E-05;5.57E-09;;0.005075864;;;
-3.50001;-5.76E-09;13.417478;-10;-2.66E-05;13.417478;;;-3.50001;2.66E-05;5.76E-09;;0.005161502;;;
-3.60001;-5.99E-09;13.567396;-10;-2.75E-05;13.567396;;;-3.60001;0.00002752;5.99E-09;;0.005245951;;;
-3.7;-6.18E-09;13.717338;-10;-2.84E-05;13.717338;;;-3.7;2.84E-05;6.18E-09;;0.005329644;;;
-3.8;-6.43E-09;13.900116;-10;-2.93E-05;13.900116;;;-3.8;2.93E-05;6.43E-09;;0.00541352;;;
