#scan;iMeasureCycle=1;iMux=0;time=0.141;N=482;LocalTime=31/10/2023 15:24:46;;;;;|IDrain|, |IGate| (A);
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;;;;
-60.0001;-1.15E-09;0.301682;0.0999999;1.03E-11;0.301682;;;;;1.03E-11;1.15E-09
-59.5;-9.68E-10;0.478727;0.1000001;7.37E-12;0.478727;;;;;7.37E-12;9.68E-10
-59;-8.61E-10;0.655327;0.1000001;5.02E-12;0.655327;;;;;5.02E-12;8.61E-10
-58.5001;-7.77E-10;0.849741;0.0999997;4.68E-12;0.849741;;;;;4.68E-12;7.77E-10
-58;-7.02E-10;1.027183;0.1;5.88E-12;1.027183;;;;;5.88E-12;7.02E-10
-57.5001;-6.50E-10;1.203882;0.1000001;5.12E-12;1.203882;;;;;5.12E-12;6.5E-10
-57;-6.02E-10;1.412469;0.1000001;3.05E-12;1.412469;;;;;3.05E-12;6.02E-10
-56.5;-5.70E-10;1.589057;0.0999997;2.48E-12;1.589057;;;;;2.48E-12;5.7E-10
-56;-5.39E-10;1.765619;0.1000001;2.31E-12;1.765619;;;;;2.31E-12;5.39E-10
-55.5;-5.13E-10;1.942109;0.1;4.10E-12;1.942109;;;;;4.1E-12;5.13E-10
-55;-4.74E-10;2.118714;0.1;2.74E-12;2.118714;;;;;2.74E-12;4.74E-10
-54.5;-4.49E-10;2.295202;0.1000001;8.40E-13;2.295202;;;;;8.4E-13;4.49E-10
-54;-4.35E-10;2.472012;0.1000002;2.21E-12;2.472012;;;;;2.21E-12;4.35E-10
-53.5;-4.17E-10;2.648593;0.1;-6.00E-13;2.648593;;;;;6E-13;4.17E-10
-53.0001;-3.98E-10;2.825146;0.1;-4.50E-13;2.825146;;;;;4.5E-13;3.98E-10
-52.5;-3.68E-10;3.011851;0.1;-2.95E-12;3.011851;;;;;2.95E-12;3.68E-10
-52;-3.64E-10;3.18832;0.1000002;-3.60E-13;3.18832;;;;;3.6E-13;3.64E-10
-51.5001;-3.50E-10;3.396111;0.1000002;-1.30E-12;3.396111;;;;;1.3E-12;3.5E-10
-51;-3.41E-10;3.572634;0.0999997;-1.13E-12;3.572634;;;;;1.13E-12;3.41E-10
-50.5;-3.38E-10;3.749271;0.0999999;2.65E-12;3.749271;;;;;2.65E-12;3.38E-10
-50.0001;-3.16E-10;3.926084;0.1000004;-1.40E-13;3.926084;;;;;1.4E-13;3.16E-10
