Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.4746e-09	3.6351e-09	-10.0	20.0
1.0	8.1275e-10	1.3834e-09	-10.0	19.9
1.5	6.3052e-10	1.0135e-09	-10.0	19.8
2.0	5.1778e-10	7.8573e-10	-10.0	19.7
2.5	4.4129e-10	6.3367e-10	-10.0	19.6
3.0	3.8348e-10	5.2941e-10	-10.0	19.5
3.5	3.379e-10	4.5426e-10	-10.0	19.4
4.0	3.0245e-10	3.9354e-10	-10.0	19.3
4.5	2.774e-10	3.5002e-10	-10.0	19.2
5.0	2.5482e-10	3.1324e-10	-10.0	19.1
5.5	2.3786e-10	2.8168e-10	-10.0	19.0
6.0	2.2316e-10	2.5684e-10	-10.0	18.9
6.5	2.1144e-10	2.3613e-10	-10.0	18.8
7.0	2.0166e-10	2.1873e-10	-10.0	18.7
7.5	1.9226e-10	2.0349e-10	-10.0	18.6
8.0	1.8457e-10	1.8927e-10	-10.0	18.5
8.5	1.7776e-10	1.7878e-10	-10.0	18.4
9.0	1.7027e-10	1.6756e-10	-10.0	18.3
9.5	1.6556e-10	1.5841e-10	-10.0	18.2
10.0	1.607e-10	1.5093e-10	-10.0	18.1
10.5	1.564e-10	1.4342e-10	-10.0	18.0
11.0	1.5165e-10	1.3635e-10	-10.0	17.9
11.5	1.4777e-10	1.3011e-10	-10.0	17.8
12.0	1.4459e-10	1.2452e-10	-10.0	17.7
12.5	1.4132e-10	1.1953e-10	-10.0	17.6
13.0	1.3915e-10	1.1545e-10	-10.0	17.5
13.5	1.3673e-10	1.1184e-10	-10.0	17.4
14.0	1.3422e-10	1.0695e-10	-10.0	17.3
14.5	1.3201e-10	1.0359e-10	-10.0	17.2
15.0	1.3245e-10	1.1324e-10	-10.0	17.1
15.5	1.2169e-10	8.4925e-12	-10.0	17.0
16.0	1.2662e-10	9.4422e-11	-10.0	16.9
16.5	1.2597e-10	9.2814e-11	-10.0	16.8
17.0	1.2265e-10	8.8851e-11	-10.0	16.7
17.5	1.2148e-10	8.5938e-11	-10.0	16.6
18.0	1.2069e-10	8.4313e-11	-10.0	16.5
18.5	1.193e-10	8.2197e-11	-10.0	16.4
19.0	1.1799e-10	7.9338e-11	-10.0	16.3
19.5	1.1694e-10	7.8293e-11	-10.0	16.2
20.0	1.1526e-10	7.5703e-11	-10.0	16.1
20.5	1.1457e-10	7.3587e-11	-10.0	16.0
21.0	1.1398e-10	7.1667e-11	-10.0	15.9
21.5	1.1306e-10	6.9794e-11	-10.0	15.8
22.0	1.1191e-10	6.7437e-11	-10.0	15.7
22.5	1.1094e-10	6.5728e-11	-10.0	15.6
23.0	1.1012e-10	6.4115e-11	-10.0	15.5
23.5	1.0898e-10	6.2231e-11	-10.0	15.4
24.0	1.0905e-10	6.0442e-11	-10.0	15.3
24.5	1.079e-10	5.8643e-11	-10.0	15.2
25.0	1.0767e-10	5.619e-11	-10.0	15.1
25.5	1.073e-10	5.2384e-11	-10.0	15.0
26.0	1.067e-10	4.6866e-11	-10.0	14.9
26.5	1.0758e-10	3.8942e-11	-10.0	14.8
27.0	1.0817e-10	2.7848e-11	-10.0	14.7
27.5	1.0915e-10	1.1823e-11	-10.0	14.6
28.0	1.1237e-10	8.3089e-12	-10.0	14.5
28.5	1.162e-10	3.2231e-11	-10.0	14.4
29.0	1.236e-10	6.1408e-11	-10.0	14.3
29.5	1.3822e-10	9.118e-11	-10.0	14.2
30.0	1.7005e-10	1.1746e-10	-10.0	14.1
30.5	2.0693e-10	1.6463e-10	-10.0	14.0
31.0	2.5646e-10	1.777e-10	-10.0	13.9
31.5	3.4306e-10	1.5358e-10	-10.0	13.8
32.0	4.5696e-10	1.4988e-10	-10.0	13.7
32.5	5.8341e-10	1.4345e-10	-10.0	13.6
33.0	7.2115e-10	1.3565e-10	-10.0	13.5
33.5	8.7931e-10	1.3153e-10	-10.0	13.4
34.0	1.0673e-09	1.2987e-10	-10.0	13.3
34.5	1.2844e-09	1.2414e-10	-10.0	13.2
35.0	1.5381e-09	1.1908e-10	-10.0	13.1
35.5	1.8369e-09	1.1431e-10	-10.0	13.0
36.0	2.1836e-09	1.1195e-10	-10.0	12.9
36.5	2.5914e-09	1.0731e-10	-10.0	12.8
37.0	3.0542e-09	1.0188e-10	-10.0	12.7
37.5	3.5764e-09	9.6281e-11	-10.0	12.6
38.0	4.1678e-09	8.8313e-11	-10.0	12.5
38.5	4.8555e-09	8.0856e-11	-10.0	12.4
39.0	5.6216e-09	7.6183e-11	-10.0	12.3
39.5	6.4723e-09	7.2303e-11	-10.0	12.2
40.0	7.4297e-09	6.9447e-11	-10.0	12.1
40.5	8.5264e-09	6.9633e-11	-10.0	12.0
41.0	9.7323e-09	6.5157e-11	-10.0	11.9
41.5	1.1095e-08	6.3887e-11	-10.0	11.8
42.0	1.2603e-08	6.4731e-11	-10.0	11.7
42.5	1.427e-08	6.3257e-11	-10.0	11.6
43.0	1.6116e-08	5.8643e-11	-10.0	11.5
43.5	1.8144e-08	5.6772e-11	-10.0	11.4
44.0	2.0395e-08	5.5553e-11	-10.0	11.3
44.5	2.2829e-08	5.2713e-11	-10.0	11.2
45.0	2.5502e-08	4.8817e-11	-10.0	11.1
45.5	2.8455e-08	1.5601e-11	-10.0	11.0
46.0	3.185e-08	4.0993e-10	-10.0	10.9
46.5	3.554e-08	3.8351e-11	-10.0	10.8
47.0	3.962e-08	3.2294e-11	-10.0	10.7
47.5	4.415e-08	2.9916e-11	-10.0	10.6
48.0	4.9188e-08	2.7313e-11	-10.0	10.5
48.5	5.4831e-08	2.4974e-11	-10.0	10.4
49.0	6.1042e-08	2.4338e-11	-10.0	10.3
49.5	6.7848e-08	2.2184e-11	-10.0	10.2
50.0	7.5499e-08	2.2086e-11	-10.0	10.1
50.5	8.3971e-08	2.2076e-11	-10.0	10.0
51.0	9.329e-08	1.8891e-11	-10.0	9.9
51.5	1.0331e-07	1.7964e-11	-10.0	9.8
52.0	1.1488e-07	3.363e-11	-10.0	9.7
52.5	1.2766e-07	1.6248e-11	-10.0	9.6
53.0	1.4205e-07	1.3728e-11	-10.0	9.5
53.5	1.5798e-07	1.3554e-11	-10.0	9.4
54.0	1.7571e-07	1.147e-11	-10.0	9.3
54.5	1.9573e-07	1.1569e-11	-10.0	9.2
55.0	2.1764e-07	1.0351e-11	-10.0	9.1
55.5	2.4226e-07	1.0021e-11	-10.0	9.0
56.0	2.6966e-07	1.0186e-11	-10.0	8.9
56.5	2.9961e-07	9.0754e-12	-10.0	8.8
57.0	3.3266e-07	7.7522e-12	-10.0	8.7
57.5	3.6897e-07	9.0849e-12	-10.0	8.6
58.0	4.0861e-07	6.901e-12	-10.0	8.5
58.5	4.5216e-07	6.8927e-12	-10.0	8.4
59.0	4.9921e-07	4.2307e-12	-10.0	8.3
59.5	5.5064e-07	3.7193e-12	-10.0	8.2
60.0	6.0615e-07	3.947e-12	-10.0	8.1
60.5	6.657e-07	7e-12	-10.0	8.0
61.0	7.3172e-07	2.5903e-10	-10.0	7.9
