Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.3024e-05	1.7042e-10	-10.0	-2.5	-5.003954340277535e-07
1.0	1.3032e-05	2.2913e-10	-10.0	-2.5	-4.933392361110871e-07
1.5	1.3036e-05	2.3409e-10	-10.0	-2.5	-4.898105251735858e-07
2.0	1.3039e-05	2.3538e-10	-10.0	-2.5	-4.872814062499756e-07
2.5	1.3043e-05	2.3593e-10	-10.0	-2.5	-4.837518793402522e-07
3.0	1.3047e-05	2.3538e-10	-10.0	-2.5	-4.802219444444196e-07
3.5	1.3054e-05	2.3455e-10	-10.0	-2.5	-4.736916015624745e-07
4.0	1.3059e-05	2.3369e-10	-10.0	-2.5	-4.691608506944194e-07
4.5	1.3063e-05	2.315e-10	-10.0	-2.5	-4.656296918402538e-07
5.0	1.3066e-05	2.3184e-10	-10.0	-2.5	-4.63098124999976e-07
5.5	1.3067e-05	2.3035e-10	-10.0	-2.5	-4.6256615017358654e-07
6.0	1.3071e-05	2.2978e-10	-10.0	-2.5	-4.590337673610863e-07
6.5	1.3073e-05	2.2863e-10	-10.0	-2.5	-4.5750097656247605e-07
7.0	1.3077e-05	2.2739e-10	-10.0	-2.5	-4.539677777777538e-07
7.5	1.3081e-05	2.2632e-10	-10.0	-2.5	-4.504341710069189e-07
8.0	1.3084e-05	2.2626e-10	-10.0	-2.5	-4.479001562499752e-07
8.5	1.3088e-05	2.2527e-10	-10.0	-2.5	-4.4436573350692003e-07
9.0	1.3091e-05	2.2362e-10	-10.0	-2.5	-4.4183090277775266e-07
9.5	1.3092e-05	2.2255e-10	-10.0	-2.5	-4.41295664062477e-07
10.0	1.3096e-05	2.2347e-10	-10.0	-2.5	-4.3776001736108716e-07
10.5	1.3099e-05	2.2277e-10	-10.0	-2.5	-4.3522396267358683e-07
11.0	1.3105e-05	2.2169e-10	-10.0	-2.5	-4.296874999999757e-07
11.5	1.3108e-05	2.2139e-10	-10.0	-2.5	-4.271506293402534e-07
12.0	1.3112e-05	2.2068e-10	-10.0	-2.5	-4.2361335069441963e-07
12.5	1.3113e-05	2.1935e-10	-10.0	-2.5	-4.2307566406247635e-07
13.0	1.3116e-05	2.1964e-10	-10.0	-2.5	-4.205375694444211e-07
13.5	1.3118e-05	2.1857e-10	-10.0	-2.5	-4.1899906684025365e-07
14.0	1.3123e-05	2.187e-10	-10.0	-2.5	-4.144601562499771e-07
14.5	1.3128e-05	2.1805e-10	-10.0	-2.5	-4.099208376735879e-07
15.0	1.3133e-05	2.1844e-10	-10.0	-2.5	-4.053811111110877e-07
15.5	1.3135e-05	2.1804e-10	-10.0	-2.5	-4.038409765624763e-07
16.0	1.3137e-05	2.1795e-10	-10.0	-2.5	-4.023004340277539e-07
16.5	1.3141e-05	2.1794e-10	-10.0	-2.5	-3.9875948350692125e-07
17.0	1.3144e-05	2.1716e-10	-10.0	-2.5	-3.962181249999764e-07
17.5	1.315e-05	2.1671e-10	-10.0	-2.5	-3.9067635850692076e-07
18.0	1.3152e-05	2.1694e-10	-10.0	-2.5	-3.8913418402775444e-07
18.5	1.3155e-05	2.1632e-10	-10.0	-2.5	-3.8659160156247663e-07
19.0	1.3158e-05	2.1693e-10	-10.0	-2.5	-3.8404861111108783e-07
19.5	1.3161e-05	2.1528e-10	-10.0	-2.5	-3.8150521267358805e-07
20.0	1.3163e-05	2.1493e-10	-10.0	-2.5	-3.799614062499778e-07
20.5	1.3165e-05	2.1612e-10	-10.0	-2.5	-3.7841719184025483e-07
21.0	1.317e-05	2.1486e-10	-10.0	-2.5	-3.738725694444228e-07
21.5	1.3175e-05	2.1495e-10	-10.0	-2.5	-3.6932753906247636e-07
22.0	1.3178e-05	2.1576e-10	-10.0	-2.5	-3.6678210069442165e-07
22.5	1.3181e-05	2.1513e-10	-10.0	-2.5	-3.6423625434025594e-07
23.0	1.3184e-05	2.1496e-10	-10.0	-2.5	-3.6168999999997756e-07
23.5	1.3187e-05	2.146e-10	-10.0	-2.5	-3.591433376735882e-07
24.0	1.319e-05	2.1439e-10	-10.0	-2.5	-3.5659626736108783e-07
24.5	1.3193e-05	2.1463e-10	-10.0	-2.5	-3.540487890624765e-07
25.0	1.3196e-05	2.1395e-10	-10.0	-2.5	-3.5150090277775416e-07
25.5	1.3198e-05	2.14e-10	-10.0	-2.5	-3.4995260850692134e-07
26.0	1.3199e-05	2.1369e-10	-10.0	-2.5	-3.4940390624997634e-07
26.5	1.3203e-05	2.1492e-10	-10.0	-2.5	-3.4585479600692055e-07
27.0	1.3209e-05	2.1532e-10	-10.0	-2.5	-3.4030527777775447e-07
27.5	1.3211e-05	2.1405e-10	-10.0	-2.5	-3.387553515624777e-07
28.0	1.3215e-05	2.1439e-10	-10.0	-2.5	-3.3520501736108895e-07
28.5	1.3216e-05	2.14e-10	-10.0	-2.5	-3.34654275173589e-07
29.0	1.3218e-05	2.1377e-10	-10.0	-2.5	-3.331031249999776e-07
29.5	1.3222e-05	2.1384e-10	-10.0	-2.5	-3.295515668402559e-07
30.0	1.3226e-05	2.15e-10	-10.0	-2.5	-3.259996006944215e-07
30.5	1.3229e-05	2.1443e-10	-10.0	-2.5	-3.234472265624783e-07
31.0	1.3231e-05	2.1402e-10	-10.0	-2.5	-3.2189444444442295e-07
31.5	1.3235e-05	2.1474e-10	-10.0	-2.5	-3.183412543402556e-07
32.0	1.3238e-05	2.137e-10	-10.0	-2.5	-3.1578765624997776e-07
32.5	1.3239e-05	2.1382e-10	-10.0	-2.5	-3.1523365017358993e-07
33.0	1.3242e-05	2.1347e-10	-10.0	-2.5	-3.126792361110901e-07
33.5	1.3244e-05	2.1415e-10	-10.0	-2.5	-3.111244140624781e-07
34.0	1.3246e-05	2.1309e-10	-10.0	-2.5	-3.0956918402775514e-07
34.5	1.3249e-05	2.1378e-10	-10.0	-2.5	-3.0701354600692237e-07
35.0	1.325e-05	2.1365e-10	-10.0	-2.5	-3.064574999999779e-07
35.5	1.3255e-05	2.1351e-10	-10.0	-2.5	-3.0190104600692387e-07
36.0	1.3257e-05	2.1337e-10	-10.0	-2.5	-3.0034418402775524e-07
36.5	1.3258e-05	2.1378e-10	-10.0	-2.5	-2.9978691406247783e-07
37.0	1.326e-05	2.1351e-10	-10.0	-2.5	-2.982292361110889e-07
37.5	1.3264e-05	2.1357e-10	-10.0	-2.5	-2.9467115017358973e-07
38.0	1.3268e-05	2.1309e-10	-10.0	-2.5	-2.9111265624997786e-07
38.5	1.3271e-05	2.128e-10	-10.0	-2.5	-2.885537543402555e-07
39.0	1.327e-05	2.1368e-10	-10.0	-2.5	-2.8999444444442246e-07
39.5	1.3275e-05	2.1416e-10	-10.0	-2.5	-2.854347265624771e-07
40.0	1.3277e-05	2.1499e-10	-10.0	-2.5	-2.838746006944223e-07
40.5	1.328e-05	2.1334e-10	-10.0	-2.5	-2.81314066840256e-07
41.0	1.328e-05	2.1392e-10	-10.0	-2.5	-2.817531249999785e-07
41.5	1.3284e-05	2.1363e-10	-10.0	-2.5	-2.781917751735897e-07
42.0	1.3287e-05	2.1428e-10	-10.0	-2.5	-2.7563001736109046e-07
42.5	1.329e-05	2.143e-10	-10.0	-2.5	-2.730678515624785e-07
43.0	1.3293e-05	2.1349e-10	-10.0	-2.5	-2.7050527777775727e-07
43.5	1.3297e-05	2.1319e-10	-10.0	-2.5	-2.6694229600692285e-07
