Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.3235e-05	1.0517e-10	-10.0	-2.5	-3.0034637152773803e-07
1.0	1.3239e-05	2.0526e-10	-10.0	-2.5	-2.973413194444053e-07
1.5	1.3243e-05	2.1177e-10	-10.0	-2.5	-2.9383825954857033e-07
2.0	1.3247e-05	2.1562e-10	-10.0	-2.5	-2.903348437499603e-07
2.5	1.3247e-05	2.1697e-10	-10.0	-2.5	-2.9083107204857045e-07
3.0	1.3249e-05	2.1683e-10	-10.0	-2.5	-2.8932694444440456e-07
3.5	1.3254e-05	2.1725e-10	-10.0	-2.5	-2.8482246093746045e-07
4.0	1.3256e-05	2.1676e-10	-10.0	-2.5	-2.833176215277377e-07
4.5	1.3258e-05	2.1665e-10	-10.0	-2.5	-2.8181242621523654e-07
5.0	1.3261e-05	2.1711e-10	-10.0	-2.5	-2.7930687499995984e-07
5.5	1.3266e-05	2.1646e-10	-10.0	-2.5	-2.748009678819054e-07
6.0	1.3267e-05	2.1571e-10	-10.0	-2.5	-2.7429470486107116e-07
6.5	1.327e-05	2.1521e-10	-10.0	-2.5	-2.717880859374609e-07
7.0	1.3272e-05	2.1469e-10	-10.0	-2.5	-2.7028111111107266e-07
7.5	1.3274e-05	2.1589e-10	-10.0	-2.5	-2.6877378038190433e-07
8.0	1.3276e-05	2.1471e-10	-10.0	-2.5	-2.6726609374996096e-07
8.5	1.3279e-05	2.1374e-10	-10.0	-2.5	-2.6475805121523866e-07
9.0	1.328e-05	2.1416e-10	-10.0	-2.5	-2.6424965277773894e-07
9.5	1.3284e-05	2.1247e-10	-10.0	-2.5	-2.60740898437461e-07
10.0	1.3287e-05	2.1361e-10	-10.0	-2.5	-2.582317881944051e-07
10.5	1.3288e-05	2.1189e-10	-10.0	-2.5	-2.577223220485718e-07
11.0	1.329e-05	2.1211e-10	-10.0	-2.5	-2.5621249999996125e-07
11.5	1.3293e-05	2.128e-10	-10.0	-2.5	-2.537023220485735e-07
12.0	1.3297e-05	2.1316e-10	-10.0	-2.5	-2.501917881944051e-07
12.5	1.3298e-05	2.1287e-10	-10.0	-2.5	-2.4968089843746147e-07
13.0	1.3303e-05	2.119e-10	-10.0	-2.5	-2.451696527777391e-07
13.5	1.3303e-05	2.1217e-10	-10.0	-2.5	-2.4565805121523913e-07
14.0	1.3306e-05	2.1182e-10	-10.0	-2.5	-2.431460937499626e-07
14.5	1.3307e-05	2.1119e-10	-10.0	-2.5	-2.42633780381907e-07
15.0	1.3309e-05	2.1041e-10	-10.0	-2.5	-2.411211111110724e-07
15.5	1.3312e-05	2.0966e-10	-10.0	-2.5	-2.3860808593746063e-07
16.0	1.3311e-05	2.0985e-10	-10.0	-2.5	-2.400947048610724e-07
16.5	1.3316e-05	2.1073e-10	-10.0	-2.5	-2.3558096788190784e-07
17.0	1.3319e-05	2.1003e-10	-10.0	-2.5	-2.3306687499996077e-07
17.5	1.332e-05	2.0919e-10	-10.0	-2.5	-2.3255242621523966e-07
18.0	1.332e-05	2.1056e-10	-10.0	-2.5	-2.3303762152774062e-07
