Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.3015e-05	4.3807e-10	-10.0	-2.5	-3.5938961805552866e-07
1.0	1.302e-05	2.3421e-10	-10.0	-2.5	-3.556768055555277e-07
1.5	1.302e-05	2.653e-10	-10.0	-2.5	-3.563194878471951e-07
2.0	1.3024e-05	2.7538e-10	-10.0	-2.5	-3.5296156249997386e-07
2.5	1.3027e-05	2.7792e-10	-10.0	-2.5	-3.506030295138614e-07
3.0	1.303e-05	2.805e-10	-10.0	-2.5	-3.4824388888886226e-07
3.5	1.3032e-05	2.7939e-10	-10.0	-2.5	-3.468841406249736e-07
4.0	1.3031e-05	2.7984e-10	-10.0	-2.5	-3.485237847221964e-07
4.5	1.3033e-05	2.7873e-10	-10.0	-2.5	-3.4716282118052936e-07
5.0	1.3032e-05	2.7707e-10	-10.0	-2.5	-3.488012499999738e-07
5.5	1.3034e-05	2.7702e-10	-10.0	-2.5	-3.4743907118053005e-07
6.0	1.3034e-05	2.761e-10	-10.0	-2.5	-3.480762847221973e-07
6.5	1.3036e-05	2.7603e-10	-10.0	-2.5	-3.467128906249735e-07
7.0	1.3039e-05	2.7411e-10	-10.0	-2.5	-3.4434888888886253e-07
7.5	1.3041e-05	2.7406e-10	-10.0	-2.5	-3.4298427951386374e-07
8.0	1.3042e-05	2.7237e-10	-10.0	-2.5	-3.426190624999737e-07
8.5	1.3045e-05	2.7265e-10	-10.0	-2.5	-3.4025323784719604e-07
9.0	1.3044e-05	2.7011e-10	-10.0	-2.5	-3.4188680555552863e-07
9.5	1.3046e-05	2.7203e-10	-10.0	-2.5	-3.4051976562497307e-07
10.0	1.3047e-05	2.7077e-10	-10.0	-2.5	-3.4015211805552967e-07
10.5	1.305e-05	2.6913e-10	-10.0	-2.5	-3.3778386284719524e-07
11.0	1.3052e-05	2.6827e-10	-10.0	-2.5	-3.3641499999997465e-07
11.5	1.3051e-05	2.6869e-10	-10.0	-2.5	-3.3804552951386383e-07
12.0	1.3053e-05	2.6756e-10	-10.0	-2.5	-3.366754513888632e-07
12.5	1.3055e-05	2.6669e-10	-10.0	-2.5	-3.3530476562497417e-07
13.0	1.3057e-05	2.6714e-10	-10.0	-2.5	-3.3393347222219683e-07
13.5	1.3057e-05	2.6714e-10	-10.0	-2.5	-3.3456157118052875e-07
14.0	1.3061e-05	2.666e-10	-10.0	-2.5	-3.311890624999737e-07
14.5	1.3059e-05	2.6694e-10	-10.0	-2.5	-3.3381594618052995e-07
15.0	1.3063e-05	2.6602e-10	-10.0	-2.5	-3.3044222222219654e-07
15.5	1.3064e-05	2.6606e-10	-10.0	-2.5	-3.300678906249746e-07
16.0	1.3064e-05	2.6524e-10	-10.0	-2.5	-3.306929513888631e-07
16.5	1.3066e-05	2.6503e-10	-10.0	-2.5	-3.2931740451386397e-07
17.0	1.3066e-05	2.6553e-10	-10.0	-2.5	-3.299412499999741e-07
17.5	1.3069e-05	2.6492e-10	-10.0	-2.5	-3.275644878471978e-07
18.0	1.307e-05	2.6577e-10	-10.0	-2.5	-3.271871180555307e-07
18.5	1.3068e-05	2.643e-10	-10.0	-2.5	-3.298091406249751e-07
19.0	1.3074e-05	2.6408e-10	-10.0	-2.5	-3.244305555555306e-07
19.5	1.3075e-05	2.6404e-10	-10.0	-2.5	-3.240513628471985e-07
20.0	1.3074e-05	2.6467e-10	-10.0	-2.5	-3.25671562499974e-07
20.5	1.3077e-05	2.635e-10	-10.0	-2.5	-3.232911545138642e-07
21.0	1.3079e-05	2.6334e-10	-10.0	-2.5	-3.219101388888649e-07
21.5	1.3081e-05	2.6209e-10	-10.0	-2.5	-3.205285156249739e-07
22.0	1.3081e-05	2.6339e-10	-10.0	-2.5	-3.211462847221972e-07
22.5	1.3079e-05	2.6237e-10	-10.0	-2.5	-3.2376344618053146e-07
23.0	1.308e-05	2.6185e-10	-10.0	-2.5	-3.233799999999759e-07
23.5	1.3081e-05	2.614e-10	-10.0	-2.5	-3.229959461805303e-07
24.0	1.308e-05	2.6204e-10	-10.0	-2.5	-3.2461128472219733e-07
24.5	1.3085e-05	2.6245e-10	-10.0	-2.5	-3.2022601562497643e-07
25.0	1.3085e-05	2.619e-10	-10.0	-2.5	-3.208401388888646e-07
25.5	1.3086e-05	2.6149e-10	-10.0	-2.5	-3.2045365451386393e-07
26.0	1.3089e-05	2.6174e-10	-10.0	-2.5	-3.180665624999756e-07
