Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	3.2042e-10	1.9072e-09	-10.0	20.0
1.0	1.8114e-10	6.8851e-10	-10.0	19.9
1.5	1.3555e-10	4.6471e-10	-10.0	19.8
2.0	1.168e-10	3.7699e-10	-10.0	19.7
2.5	1.0591e-10	3.219e-10	-10.0	19.6
3.0	9.8047e-11	2.8609e-10	-10.0	19.5
3.5	9.2731e-11	2.5956e-10	-10.0	19.4
4.0	8.886e-11	2.4058e-10	-10.0	19.3
4.5	8.5329e-11	2.2434e-10	-10.0	19.2
5.0	8.2866e-11	2.1391e-10	-10.0	19.1
5.5	8.0723e-11	2.0369e-10	-10.0	19.0
6.0	7.9169e-11	1.9585e-10	-10.0	18.9
6.5	7.7446e-11	1.8841e-10	-10.0	18.8
7.0	7.6632e-11	1.8341e-10	-10.0	18.7
7.5	7.5446e-11	1.7809e-10	-10.0	18.6
8.0	7.4415e-11	1.7371e-10	-10.0	18.5
8.5	7.3458e-11	1.7067e-10	-10.0	18.4
9.0	7.2516e-11	1.6702e-10	-10.0	18.3
9.5	7.2052e-11	1.6396e-10	-10.0	18.2
10.0	7.1192e-11	1.612e-10	-10.0	18.1
10.5	7.0709e-11	1.5897e-10	-10.0	18.0
11.0	7.0276e-11	1.5677e-10	-10.0	17.9
11.5	7.0254e-11	1.5524e-10	-10.0	17.8
12.0	6.9661e-11	1.5319e-10	-10.0	17.7
12.5	6.8947e-11	1.5149e-10	-10.0	17.6
13.0	6.8461e-11	1.4941e-10	-10.0	17.5
13.5	6.8274e-11	1.4817e-10	-10.0	17.4
14.0	6.8059e-11	1.4754e-10	-10.0	17.3
14.5	6.7939e-11	1.4667e-10	-10.0	17.2
15.0	6.9909e-11	1.6422e-10	-10.0	17.1
15.5	6.218e-11	5.1988e-11	-10.0	17.0
16.0	6.727e-11	1.4303e-10	-10.0	16.9
16.5	6.6729e-11	1.4171e-10	-10.0	16.8
17.0	6.6434e-11	1.3998e-10	-10.0	16.7
17.5	6.6444e-11	1.4027e-10	-10.0	16.6
18.0	6.6227e-11	1.3968e-10	-10.0	16.5
18.5	6.6499e-11	1.391e-10	-10.0	16.4
19.0	6.6667e-11	1.3909e-10	-10.0	16.3
19.5	6.6284e-11	1.3814e-10	-10.0	16.2
20.0	6.6259e-11	1.3743e-10	-10.0	16.1
20.5	6.6246e-11	1.3724e-10	-10.0	16.0
21.0	6.596e-11	1.3648e-10	-10.0	15.9
21.5	6.599e-11	1.3602e-10	-10.0	15.8
22.0	6.6184e-11	1.3588e-10	-10.0	15.7
22.5	6.589e-11	1.3518e-10	-10.0	15.6
23.0	6.552e-11	1.3496e-10	-10.0	15.5
23.5	6.5312e-11	1.3412e-10	-10.0	15.4
24.0	6.5355e-11	1.3424e-10	-10.0	15.3
24.5	6.5602e-11	1.3315e-10	-10.0	15.2
25.0	6.5585e-11	1.3364e-10	-10.0	15.1
25.5	6.5485e-11	1.3282e-10	-10.0	15.0
26.0	6.5509e-11	1.3265e-10	-10.0	14.9
26.5	6.5566e-11	1.3217e-10	-10.0	14.8
27.0	6.5415e-11	1.3175e-10	-10.0	14.7
27.5	6.5308e-11	1.3161e-10	-10.0	14.6
28.0	6.5059e-11	1.3049e-10	-10.0	14.5
28.5	6.4887e-11	1.3065e-10	-10.0	14.4
29.0	6.4453e-11	1.3026e-10	-10.0	14.3
29.5	6.4519e-11	1.2942e-10	-10.0	14.2
30.0	6.6152e-11	1.3493e-10	-10.0	14.1
30.5	6.4157e-11	9.3905e-11	-10.0	14.0
31.0	6.2048e-11	9.3502e-11	-10.0	13.9
31.5	6.4437e-11	1.2855e-10	-10.0	13.8
32.0	6.4064e-11	1.2842e-10	-10.0	13.7
32.5	6.3878e-11	1.2817e-10	-10.0	13.6
33.0	6.4007e-11	1.2782e-10	-10.0	13.5
33.5	6.3947e-11	1.2772e-10	-10.0	13.4
34.0	6.4384e-11	1.282e-10	-10.0	13.3
34.5	6.4334e-11	1.2725e-10	-10.0	13.2
35.0	6.451e-11	1.278e-10	-10.0	13.1
35.5	6.4247e-11	1.278e-10	-10.0	13.0
36.0	6.4222e-11	1.2762e-10	-10.0	12.9
36.5	6.4306e-11	1.2716e-10	-10.0	12.8
37.0	6.4177e-11	1.2688e-10	-10.0	12.7
37.5	6.4151e-11	1.2656e-10	-10.0	12.6
38.0	6.3652e-11	1.2606e-10	-10.0	12.5
38.5	6.3938e-11	1.2628e-10	-10.0	12.4
39.0	6.4006e-11	1.2592e-10	-10.0	12.3
39.5	6.3821e-11	1.2598e-10	-10.0	12.2
40.0	6.422e-11	1.2585e-10	-10.0	12.1
40.5	6.4482e-11	1.259e-10	-10.0	12.0
41.0	6.4601e-11	1.2708e-10	-10.0	11.9
41.5	6.451e-11	1.2632e-10	-10.0	11.8
42.0	6.3806e-11	1.2549e-10	-10.0	11.7
42.5	6.405e-11	1.2573e-10	-10.0	11.6
43.0	6.3933e-11	1.2564e-10	-10.0	11.5
43.5	6.3965e-11	1.2507e-10	-10.0	11.4
44.0	6.6105e-11	1.2521e-10	-10.0	11.3
44.5	6.1935e-11	9.14e-11	-10.0	11.2
45.0	6.4073e-11	1.25e-10	-10.0	11.1
45.5	6.7021e-11	1.5231e-10	-10.0	11.0
46.0	5.9121e-11	3.541e-11	-10.0	10.9
46.5	6.4164e-11	1.2514e-10	-10.0	10.8
47.0	6.4077e-11	1.2481e-10	-10.0	10.7
47.5	6.4098e-11	1.2418e-10	-10.0	10.6
48.0	6.4291e-11	1.2491e-10	-10.0	10.5
48.5	6.3758e-11	1.241e-10	-10.0	10.4
49.0	6.3608e-11	1.2374e-10	-10.0	10.3
49.5	6.4067e-11	1.2417e-10	-10.0	10.2
50.0	6.3787e-11	1.2418e-10	-10.0	10.1
50.5	6.3822e-11	1.232e-10	-10.0	10.0
51.0	6.3787e-11	1.2343e-10	-10.0	9.9
51.5	6.4127e-11	1.2253e-10	-10.0	9.8
52.0	6.3841e-11	1.2375e-10	-10.0	9.7
52.5	6.3635e-11	1.241e-10	-10.0	9.6
53.0	6.4205e-11	1.232e-10	-10.0	9.5
53.5	6.4543e-11	1.2345e-10	-10.0	9.4
54.0	6.4012e-11	1.2303e-10	-10.0	9.3
54.5	6.3442e-11	1.226e-10	-10.0	9.2
55.0	6.3549e-11	1.2236e-10	-10.0	9.1
55.5	6.3541e-11	1.222e-10	-10.0	9.0
56.0	6.4088e-11	1.2173e-10	-10.0	8.9
56.5	6.4502e-11	1.2235e-10	-10.0	8.8
57.0	6.5563e-11	1.2264e-10	-10.0	8.7
57.5	6.6941e-11	1.2196e-10	-10.0	8.6
58.0	6.8052e-11	1.2212e-10	-10.0	8.5
58.5	6.985e-11	1.2181e-10	-10.0	8.4
59.0	7.1926e-11	1.2147e-10	-10.0	8.3
59.5	7.5699e-11	1.2124e-10	-10.0	8.2
60.0	8.0594e-11	1.2111e-10	-10.0	8.1
60.5	8.7881e-11	1.3464e-10	-10.0	8.0
61.0	8.6352e-11	3.0828e-11	-10.0	7.9
61.5	1.0037e-10	1.2028e-10	-10.0	7.8
62.0	1.1075e-10	1.2031e-10	-10.0	7.7
62.5	1.2454e-10	1.1934e-10	-10.0	7.6
63.0	1.4162e-10	1.1966e-10	-10.0	7.5
63.5	1.6346e-10	1.1923e-10	-10.0	7.4
64.0	1.8971e-10	1.1933e-10	-10.0	7.3
64.5	2.2057e-10	1.1879e-10	-10.0	7.2
65.0	2.6071e-10	1.1864e-10	-10.0	7.1
65.5	3.0713e-10	1.1854e-10	-10.0	7.0
66.0	3.661e-10	1.1881e-10	-10.0	6.9
66.5	4.384e-10	1.1884e-10	-10.0	6.8
67.0	5.1267e-10	1.1809e-10	-10.0	6.7
67.5	5.954e-10	1.1719e-10	-10.0	6.6
68.0	6.8631e-10	1.1653e-10	-10.0	6.5
68.5	7.9548e-10	1.1546e-10	-10.0	6.4
69.0	9.2311e-10	1.1426e-10	-10.0	6.3
69.5	1.0674e-09	1.1349e-10	-10.0	6.2
70.0	1.2313e-09	1.1122e-10	-10.0	6.1
70.5	1.4236e-09	1.0921e-10	-10.0	6.0
71.0	1.6486e-09	1.0651e-10	-10.0	5.9
71.5	1.9118e-09	1.0371e-10	-10.0	5.8
72.0	2.2464e-09	1.0042e-10	-10.0	5.7
72.5	2.6596e-09	9.7038e-11	-10.0	5.6
73.0	3.1925e-09	9.2488e-11	-10.0	5.5
73.5	3.8636e-09	8.7164e-11	-10.0	5.4
74.0	4.6845e-09	8.0844e-11	-10.0	5.3
74.5	5.6874e-09	7.3783e-11	-10.0	5.2
75.0	6.8418e-09	6.379e-11	-10.0	5.1
75.5	8.2291e-09	5.4969e-11	-10.0	5.0
76.0	9.7835e-09	8.7488e-12	-10.0	4.9
76.5	1.1539e-08	7.1526e-13	-10.0	4.8
77.0	1.3547e-08	2.6119e-11	-10.0	4.7
77.5	1.5794e-08	1.9053e-11	-10.0	4.6
78.0	1.8362e-08	1.1995e-11	-10.0	4.5
78.5	2.1291e-08	1.0467e-12	-10.0	4.4
79.0	2.4604e-08	1.1918e-11	-10.0	4.3
79.5	2.8464e-08	2.4451e-11	-10.0	4.2
80.0	3.2781e-08	3.6535e-11	-10.0	4.1
80.5	3.7706e-08	5.1124e-11	-10.0	4.0
81.0	4.3303e-08	6.4813e-11	-10.0	3.9
81.5	4.9753e-08	8.0461e-11	-10.0	3.8
82.0	5.7144e-08	9.7325e-11	-10.0	3.7
82.5	6.5666e-08	1.1111e-10	-10.0	3.6
83.0	7.5485e-08	1.2036e-10	-10.0	3.5
83.5	8.695e-08	1.2648e-10	-10.0	3.4
84.0	1.0029e-07	1.3049e-10	-10.0	3.3
