Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.2941e-05	1.1489e-10	-10.0	-2.5	-6.416864409721821e-07
1.0	1.295e-05	2.2741e-10	-10.0	-2.5	-6.333215972221825e-07
1.5	1.2956e-05	2.3793e-10	-10.0	-2.5	-6.276386935763502e-07
2.0	1.296e-05	2.4119e-10	-10.0	-2.5	-6.239554687499605e-07
2.5	1.2966e-05	2.4341e-10	-10.0	-2.5	-6.182719227430165e-07
3.0	1.2972e-05	2.422e-10	-10.0	-2.5	-6.125880555555158e-07
3.5	1.2976e-05	2.4041e-10	-10.0	-2.5	-6.089038671874594e-07
4.0	1.2982e-05	2.4077e-10	-10.0	-2.5	-6.032193576388486e-07
4.5	1.2985e-05	2.4015e-10	-10.0	-2.5	-6.005345269096826e-07
5.0	1.299e-05	2.3899e-10	-10.0	-2.5	-5.958493749999622e-07
5.5	1.2994e-05	2.3738e-10	-10.0	-2.5	-5.92163901909684e-07
6.0	1.3002e-05	2.3621e-10	-10.0	-2.5	-5.844781076388504e-07
6.5	1.3006e-05	2.3512e-10	-10.0	-2.5	-5.807919921874604e-07
7.0	1.301e-05	2.3432e-10	-10.0	-2.5	-5.771055555555154e-07
7.5	1.3016e-05	2.337e-10	-10.0	-2.5	-5.714187977430161e-07
8.0	1.3021e-05	2.3243e-10	-10.0	-2.5	-5.667317187499622e-07
8.5	1.3023e-05	2.325e-10	-10.0	-2.5	-5.650443185763497e-07
9.0	1.3025e-05	2.3128e-10	-10.0	-2.5	-5.633565972221839e-07
9.5	1.3028e-05	2.309e-10	-10.0	-2.5	-5.606685546874626e-07
10.0	1.3034e-05	2.295e-10	-10.0	-2.5	-5.549801909721847e-07
10.5	1.3037e-05	2.2909e-10	-10.0	-2.5	-5.5229150607635e-07
11.0	1.3042e-05	2.2853e-10	-10.0	-2.5	-5.476024999999625e-07
11.5	1.3046e-05	2.2874e-10	-10.0	-2.5	-5.439131727430172e-07
12.0	1.305e-05	2.2802e-10	-10.0	-2.5	-5.402235243055169e-07
12.5	1.3054e-05	2.2757e-10	-10.0	-2.5	-5.365335546874615e-07
13.0	1.306e-05	2.2716e-10	-10.0	-2.5	-5.308432638888501e-07
13.5	1.3064e-05	2.271e-10	-10.0	-2.5	-5.27152651909683e-07
14.0	1.3068e-05	2.2585e-10	-10.0	-2.5	-5.234617187499625e-07
14.5	1.3071e-05	2.262e-10	-10.0	-2.5	-5.207704644096842e-07
15.0	1.3074e-05	2.2608e-10	-10.0	-2.5	-5.180788888888508e-07
15.5	1.3079e-05	2.2604e-10	-10.0	-2.5	-5.133869921874631e-07
16.0	1.3081e-05	2.2563e-10	-10.0	-2.5	-5.116947743055167e-07
16.5	1.3086e-05	2.2457e-10	-10.0	-2.5	-5.070022352430173e-07
17.0	1.3086e-05	2.2432e-10	-10.0	-2.5	-5.073093749999619e-07
17.5	1.3092e-05	2.2426e-10	-10.0	-2.5	-5.016161935763519e-07
18.0	1.3094e-05	2.2355e-10	-10.0	-2.5	-4.999226909721838e-07
18.5	1.3098e-05	2.2302e-10	-10.0	-2.5	-4.962288671874613e-07
19.0	1.3103e-05	2.2262e-10	-10.0	-2.5	-4.91534722222185e-07
19.5	1.3106e-05	2.2257e-10	-10.0	-2.5	-4.888402560763513e-07
