#scan;iMeasureCycle=1;iMux=0;time=0.14;N=142;LocalTime=21/12/2023 11:37:22;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
13.5;6.38E-09;2.579845;-10;-5.06E-09;2.579845;;;13.5;5.06E-09;6.38E-09;7.11E-05;;;
12.99999;6.27E-09;2.755931;-10;-5.00E-09;2.755931;;;12.99999;5.00E-09;6.27E-09;7.07E-05;;;
12.5;6.16E-09;2.931942;-10.00001;-4.94E-09;2.931942;;;12.5;4.94E-09;6.16E-09;7.03E-05;;;
12;6.05E-09;3.107988;-10;-4.89E-09;3.107988;;;12;4.89E-09;6.05E-09;6.99E-05;;;
11.49999;5.93E-09;3.284262;-10;-4.85E-09;3.284262;;;11.49999;4.85E-09;5.93E-09;6.96E-05;;;
10.99999;5.82E-09;3.460296;-10;-4.90E-09;3.460296;;;10.99999;4.90E-09;5.82E-09;7.00E-05;;;
10.5;5.68E-09;3.636368;-10.00001;-5.15E-09;3.636368;;;10.5;5.15E-09;5.68E-09;7.17E-05;;;
10;5.51E-09;3.812668;-10.00001;-5.85E-09;3.812668;;;10;5.85E-09;5.51E-09;7.65E-05;;;
9.49999;5.25E-09;4.000434;-10.00001;-7.53E-09;4.000434;;;9.49999;7.53E-09;5.25E-09;8.68E-05;;;
9;4.88E-09;4.170407;-10;-1.15E-08;4.170407;;;9;1.15E-08;4.88E-09;0.000107296;;;
8.49999;4.31E-09;4.320237;-10;-1.95E-08;4.320237;;;8.49999;1.95E-08;4.31E-09;0.00013973;;;
7.99999;3.69E-09;4.476609;-10;-3.44E-08;4.476609;;;7.99999;3.44E-08;3.69E-09;0.000185341;;;
7.49999;2.94E-09;4.626447;-10;-5.97E-08;4.626447;;;7.49999;5.97E-08;2.94E-09;0.000244272;;;
6.99999;2.12E-09;4.776305;-10;-1.01E-07;4.776305;;;6.99999;1.01E-07;2.12E-09;0.000318454;;;
6.5;1.48E-09;4.932045;-10;-1.68E-07;4.932045;;;6.5;1.68E-07;1.48E-09;0.000409395;;;
6;1.35E-09;5.08196;-10;-2.68E-07;5.08196;;;6;2.68E-07;1.35E-09;0.000517755;;;
5.5;2.28E-09;5.231705;-10;-4.13E-07;5.231705;;;5.5;4.13E-07;2.28E-09;0.000643028;;;
4.99999;3.49E-09;5.388687;-10;-6.18E-07;5.388687;;;4.99999;6.18E-07;3.49E-09;0.000785889;;;
4.49999;4.02E-09;5.538536;-10;-8.95E-07;5.538536;;;4.49999;8.95E-07;4.02E-09;0.000945913;;;
4;4.46E-09;5.691783;-10;-1.26E-06;5.691783;;;4;1.26E-06;4.46E-09;0.001124495;;;
3.49999;4.71E-09;5.870129;-10;-1.75E-06;5.870129;;;3.49999;1.75E-06;4.71E-09;0.001321431;;;
2.99999;4.57E-09;6.020054;-10;-2.37E-06;6.020054;;;2.99999;2.37E-06;4.57E-09;0.001540149;;;
2.49999;4.42E-09;6.169855;-10;-3.17E-06;6.169855;;;2.49999;3.17E-06;4.42E-09;0.00178084;;;
2;4.21E-09;6.319704;-10;-4.17E-06;6.319704;;;2;4.17E-06;4.21E-09;0.00204291;;;
1.49999;3.93E-09;6.480782;-10;-5.40E-06;6.480782;;;1.49999;5.40E-06;3.93E-09;0.002324694;;;
1;3.56E-09;6.630541;-10;-6.90E-06;6.630541;;;1;6.90E-06;3.56E-09;0.00262693;;;
0.5;3.13E-09;6.780623;-10;-8.67E-06;6.780623;;;0.5;8.67E-06;3.13E-09;0.002944987;;;
-1.00E-05;2.66E-09;6.933844;-10;-1.07E-05;6.933844;;;-1.00E-05;1.07E-05;2.66E-09;0.00326541;;;
-0.50001;2.08E-09;7.083805;-10;-1.28E-05;7.083805;;;-0.50001;1.28E-05;2.08E-09;0.003576409;;;
-1.00001;1.51E-09;7.233639;-10;-1.50E-05;7.233639;;;-1.00001;1.50E-05;1.51E-09;0.003874713;;;
-1.50001;9.61E-10;7.391028;-10;-1.73E-05;7.391028;;;-1.50001;1.73E-05;9.61E-10;0.004161034;;;
-2;3.01E-10;7.54093;-10;-1.97E-05;7.54093;;;-2;1.97E-05;3.01E-10;0.004436992;;;
-2.5;-3.41E-10;7.690918;-10;-2.21E-05;7.690918;;;-2.5;2.21E-05;3.41E-10;0.004702372;;;
-3;-8.21E-10;7.865072;-10;-2.46E-05;7.865072;;;-3;2.46E-05;8.21E-10;0.004957661;;;
-3.5;-1.57E-09;8.015141;-10;-2.71E-05;8.015141;;;-3.5;2.71E-05;1.57E-09;0.005204681;;;
-4;-2.12E-09;8.164948;-10;-2.96E-05;8.164948;;;-4;2.96E-05;2.12E-09;0.005441002;;;
-4.5;-2.55E-09;8.314744;-10;-3.21E-05;8.314744;;;-4.5;3.21E-05;2.55E-09;0.005667918;;;
-5;-2.96E-09;8.485825;-10;-3.46E-05;8.485825;;;-5;3.46E-05;2.96E-09;0.005883604;;;
-5.50001;-3.46E-09;8.635591;-10;-3.71E-05;8.635591;;;-5.50001;3.71E-05;3.46E-09;0.006089458;;;
-6.00001;-4.09E-09;8.785436;-10;-3.95E-05;8.785436;;;-6.00001;0.000039489;4.09E-09;0.006284027;;;
-6.5;-4.84E-09;8.935308;-10;-4.18E-05;8.935308;;;-6.5;4.18E-05;4.84E-09;0.006468184;;;
-7;-5.71E-09;9.08586;-10;-4.41E-05;9.08586;;;-7;4.41E-05;5.71E-09;0.006638697;;;
-7.50001;-6.67E-09;9.235689;-10;-4.62E-05;9.235689;;;-7.50001;4.62E-05;6.67E-09;0.0067958;;;
-8.00001;-7.71E-09;9.395662;-10;-4.81E-05;9.395662;;;-8.00001;4.81E-05;7.71E-09;0.006937809;;;
-8.5;-8.88E-09;9.545604;-10;-4.99E-05;9.545604;;;-8.5;0.000049867;8.88E-09;0.007061657;;;
-9;-1.02E-08;9.689557;-10;-5.14E-05;9.689557;;;-9;5.14E-05;1.02E-08;0.007169554;;;
-9.5;-1.15E-08;9.833461;-10;-5.27E-05;9.833461;;;-9.5;5.27E-05;1.15E-08;0.007261343;;;
-10;-1.30E-08;9.983696;-10;-5.39E-05;9.983696;;;-10;5.39E-05;1.30E-08;0.007339871;;;
-10.5;-1.45E-08;10.127632;-10;-5.49E-05;10.127632;;;-10.5;0.000054881;1.45E-08;0.007408171;;;
-11;-1.60E-08;10.271472;-10;-5.58E-05;10.271472;;;-11;5.58E-05;1.60E-08;0.007467858;;;
-11.5;-1.76E-08;10.415422;-10;-5.65E-05;10.415422;;;-11.5;5.65E-05;1.76E-08;0.007519415;;;
-12;-1.92E-08;10.559302;-10;-5.72E-05;10.559302;;;-12;5.72E-05;1.92E-08;0.007564714;;;
-12.5;-2.09E-08;10.703209;-10;-5.78E-05;10.703209;;;-12.5;5.78E-05;2.09E-08;0.007603933;;;
-13;-2.25E-08;10.871748;-10;-5.83E-05;10.871748;;;-13;5.83E-05;2.25E-08;0.007636766;;;
-13.5;-2.42E-08;11.015764;-10;-5.88E-05;11.015764;;;-13.5;5.88E-05;2.42E-08;0.007666922;;;
-14;-2.59E-08;11.159593;-10;-5.92E-05;11.159593;;;-14;5.92E-05;2.59E-08;0.007691872;;;
-14.5;-2.77E-08;11.303552;-10;-5.95E-05;11.303552;;;-14.5;5.95E-05;2.77E-08;0.007714422;;;
-15;-2.95E-08;11.447488;-10;-5.98E-05;11.447488;;;-15;5.98E-05;2.95E-08;0.007733641;;;
-15;-2.91E-08;11.571159;-10;-5.98E-05;11.571159;;;-15;5.98E-05;2.91E-08;0.007729961;;;
-14.5;-2.65E-08;11.715095;-10;-5.93E-05;11.715095;;;-14.5;5.93E-05;2.65E-08;0.007699961;;;
-14;-2.41E-08;11.888267;-10;-5.88E-05;11.888267;;;-14;5.88E-05;2.41E-08;0.007669192;;;
-13.5;-2.18E-08;12.032268;-10;-5.83E-05;12.032268;;;-13.5;5.83E-05;2.18E-08;0.007633931;;;
-13;-1.97E-08;12.176113;-10;-5.77E-05;12.176113;;;-13;5.77E-05;1.97E-08;0.007595696;;;
-12.5;-1.76E-08;12.319942;-10;-5.70E-05;12.319942;;;-12.5;5.70E-05;1.76E-08;0.007553006;;;
-12;-1.57E-08;12.463857;-10;-5.63E-05;12.463857;;;-12;5.63E-05;1.57E-08;0.007505944;;;
-11.5;-1.38E-08;12.607777;-10;-5.55E-05;12.607777;;;-11.5;5.55E-05;1.38E-08;0.00745263;;;
-11;-1.20E-08;12.751648;-10;-5.47E-05;12.751648;;;-11;5.47E-05;1.20E-08;0.007393058;;;
-10.50001;-1.03E-08;12.89922;-10;-5.37E-05;12.89922;;;-10.50001;5.37E-05;1.03E-08;0.00732508;;;
-10.00001;-8.69E-09;13.049066;-10;-5.25E-05;13.049066;;;-10.00001;5.25E-05;8.69E-09;0.007248345;;;
-9.50001;-7.15E-09;13.198839;-10;-5.13E-05;13.198839;;;-9.50001;0.000051296;7.15E-09;0.007162123;;;
-9;-5.80E-09;13.378274;-10;-4.99E-05;13.378274;;;-9;4.99E-05;5.80E-09;0.0070617;;;
-8.50001;-4.53E-09;13.528118;-10;-4.83E-05;13.528118;;;-8.50001;4.83E-05;4.53E-09;0.006946589;;;
-8;-3.36E-09;13.678072;-10;-4.64E-05;13.678072;;;-8;4.64E-05;3.36E-09;0.006812878;;;
-7.50001;-2.30E-09;13.827941;-10;-4.44E-05;13.827941;;;-7.50001;4.44E-05;2.30E-09;0.006663468;;;
-7;-1.39E-09;13.999599;-10;-4.22E-05;13.999599;;;-7;4.22E-05;1.39E-09;0.006498669;;;
-6.5;-4.86E-10;14.149455;-10;-4.00E-05;14.149455;;;-6.5;4.00E-05;4.86E-10;0.006320641;;;
-5.99999;3.60E-10;14.299562;-10;-3.76E-05;14.299562;;;-5.99999;3.76E-05;3.60E-10;0.006130294;;;
-5.50001;1.19E-09;14.449426;-10;-3.52E-05;14.449426;;;-5.50001;3.52E-05;1.19E-09;0.005929351;;;
-5.00001;1.97E-09;14.59965;-10;-3.27E-05;14.59965;;;-5.00001;3.27E-05;1.97E-09;0.005717701;;;
-4.50001;2.71E-09;14.749579;-10;-3.02E-05;14.749579;;;-4.50001;0.000030197;2.71E-09;0.00549518;;;
-3.99999;3.31E-09;14.909796;-10;-2.77E-05;14.909796;;;-3.99999;2.77E-05;3.31E-09;0.005262746;;;
-3.5;4.00E-09;15.059737;-10;-2.52E-05;15.059737;;;-3.5;2.52E-05;4.00E-09;0.005020578;;;
-3.00001;4.55E-09;15.209556;-10;-2.27E-05;15.209556;;;-3.00001;2.27E-05;4.55E-09;0.004768469;;;
-2.5;4.86E-09;15.384332;-10;-2.03E-05;15.384332;;;-2.5;2.03E-05;4.86E-09;0.004507749;;;
-2.00001;5.42E-09;15.534163;-10;-1.80E-05;15.534163;;;-2.00001;1.80E-05;5.42E-09;0.004237122;;;
-1.5;5.82E-09;15.684177;-10;-1.57E-05;15.684177;;;-1.5;1.57E-05;5.82E-09;0.003956691;;;
-1.00001;6.15E-09;15.834074;-10;-1.34E-05;15.834074;;;-1.00001;1.34E-05;6.15E-09;0.003665856;;;
-0.50001;6.38E-09;16.005644;-10;-1.13E-05;16.005644;;;-0.50001;1.13E-05;6.38E-09;0.003364877;;;
0;6.61E-09;16.155444;-10;-9.32E-06;16.155444;;;0;0.000009321;6.61E-09;0.003053031;;;
0.5;6.76E-09;16.307892;-10;-7.46E-06;16.307892;;;0.5;7.46E-06;6.76E-09;0.002731699;;;
1.00001;6.88E-09;16.457709;-10;-5.82E-06;16.457709;;;1.00001;5.82E-06;6.88E-09;0.002412072;;;
1.49999;6.98E-09;16.607714;-10;-4.44E-06;16.607714;;;1.49999;4.44E-06;6.98E-09;0.002107487;;;
1.99999;7.01E-09;16.757629;-10;-3.32E-06;16.757629;;;1.99999;3.32E-06;7.01E-09;0.001821354;;;
2.5;7.00E-09;16.916414;-10;-2.42E-06;16.916414;;;2.5;2.42E-06;7.00E-09;0.001556525;;;
3.00001;7.02E-09;17.066275;-10;-1.74E-06;17.066275;;;3.00001;1.74E-06;7.02E-09;0.001317619;;;
3.5;7.10E-09;17.216085;-10;-1.22E-06;17.216085;;;3.5;1.22E-06;7.10E-09;0.00110483;;;
4;7.03E-09;17.394904;-10;-8.42E-07;17.394904;;;4;8.42E-07;7.03E-09;0.000917868;;;
4.49999;7.53E-09;17.544741;-10;-5.67E-07;17.544741;;;4.49999;5.67E-07;7.53E-09;0.000753007;;;
5;7.91E-09;17.694685;-10;-3.72E-07;17.694685;;;5;3.72E-07;7.91E-09;0.000610011;;;
5.49999;8.38E-09;17.83853;-10;-2.37E-07;17.83853;;;5.49999;2.37E-07;8.38E-09;0.000486387;;;
5.99999;8.40E-09;18.010703;-10;-1.46E-07;18.010703;;;5.99999;1.46E-07;8.40E-09;0.000382283;;;
6.49999;8.74E-09;18.154619;-10;-8.75E-08;18.154619;;;6.49999;8.75E-08;8.74E-09;0.000295784;;;
6.99999;8.52E-09;18.316012;-10.00001;-5.17E-08;18.316012;;;6.99999;5.17E-08;8.52E-09;0.00022727;;;
7.50001;8.37E-09;18.481012;-10;-3.02E-08;18.481012;;;7.50001;3.02E-08;8.37E-09;0.000173682;;;
8;8.33E-09;18.630857;-10;-1.77E-08;18.630857;;;8;1.77E-08;8.33E-09;0.000132979;;;
8.5;8.02E-09;18.800938;-10;-1.11E-08;18.800938;;;8.5;1.11E-08;8.02E-09;0.000105414;;;
8.99999;7.74E-09;18.977001;-10.00001;-7.91E-09;18.977001;;;8.99999;7.91E-09;7.74E-09;8.89E-05;;;
9.49999;7.48E-09;19.153135;-10.00001;-6.37E-09;19.153135;;;9.49999;6.37E-09;7.48E-09;7.98E-05;;;
10;7.26E-09;19.329194;-10;-5.65E-09;19.329194;;;10;5.65E-09;7.26E-09;7.52E-05;;;
10.50001;7.06E-09;19.505347;-10;-5.31E-09;19.505347;;;10.50001;5.31E-09;7.06E-09;7.29E-05;;;
11;6.88E-09;19.681496;-10.00001;-5.14E-09;19.681496;;;11;5.14E-09;6.88E-09;7.17E-05;;;
11.5;6.72E-09;19.857668;-10.00001;-5.04E-09;19.857668;;;11.5;5.04E-09;6.72E-09;7.10E-05;;;
12;6.57E-09;20.042619;-10.00001;-4.96E-09;20.042619;;;12;4.96E-09;6.57E-09;7.04E-05;;;
12.49999;6.45E-09;20.218581;-10;-4.89E-09;20.218581;;;12.49999;4.89E-09;6.45E-09;6.99E-05;;;
12.99999;6.29E-09;20.428253;-10.00001;-4.82E-09;20.428253;;;12.99999;4.82E-09;6.29E-09;6.94E-05;;;
13.5;6.20E-09;20.604334;-10;-4.76E-09;20.604334;;;13.5;4.76E-09;6.20E-09;6.90E-05;;;
14;6.11E-09;20.780458;-10;-4.72E-09;20.780458;;;14;4.72E-09;6.11E-09;6.87E-05;;;
14.49999;6.03E-09;20.956463;-10;-4.67E-09;20.956463;;;14.49999;4.67E-09;6.03E-09;6.84E-05;;;
14.99999;5.95E-09;21.13249;-10;-4.63E-09;21.13249;;;14.99999;4.63E-09;5.95E-09;6.80E-05;;;
15.49999;5.87E-09;21.308466;-10;-4.59E-09;21.308466;;;15.49999;4.59E-09;5.87E-09;6.78E-05;;;
15.99999;5.80E-09;21.484713;-10;-4.55E-09;21.484713;;;15.99999;4.55E-09;5.80E-09;6.75E-05;;;
16.49999;5.74E-09;21.660833;-10.00001;-4.52E-09;21.660833;;;16.49999;4.52E-09;5.74E-09;6.72E-05;;;
16.99999;5.67E-09;21.836837;-10.00001;-4.48E-09;21.836837;;;16.99999;4.48E-09;5.67E-09;6.69E-05;;;
17.49999;5.61E-09;22.0129;-10;-4.45E-09;22.0129;;;17.49999;4.45E-09;5.61E-09;6.67E-05;;;
18;5.56E-09;22.189215;-10;-4.42E-09;22.189215;;;18;4.42E-09;5.56E-09;6.64E-05;;;
18.49999;5.52E-09;22.365385;-10;-4.39E-09;22.365385;;;18.49999;4.39E-09;5.52E-09;6.63E-05;;;
18.99999;5.46E-09;22.549767;-10;-4.35E-09;22.549767;;;18.99999;4.35E-09;5.46E-09;6.60E-05;;;
19.5;5.41E-09;22.725839;-10.00001;-4.32E-09;22.725839;;;19.5;4.32E-09;5.41E-09;6.57E-05;;;
20;5.36E-09;22.935601;-10.00001;-4.29E-09;22.935601;;;20;4.29E-09;5.36E-09;6.55E-05;;;
