#scan;iMeasureCycle=1;iMux=0;time=0.143;N=220;LocalTime=31/10/2023 13:44:26
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s)
-30;-2.42E-09;0.305863;-1.00E-06;6.78E-10;0.305863
-30;-2.07E-09;0.434499;0.1;9.40E-08;0.434499
-30;-1.80E-09;0.584607;0.2;1.68E-07;0.584607
-30.0001;-1.61E-09;0.734626;0.299999;2.28E-07;0.734626
-30.0001;-1.44E-09;0.900513;0.4;2.87E-07;0.900513
-30.0001;-1.33E-09;1.050641;0.5;3.40E-07;1.050641
-30;-1.22E-09;1.200715;0.599998;3.89E-07;1.200715
-30.0001;-1.13E-09;1.385427;0.700001;4.25E-07;1.385427
-30.0001;-1.07E-09;1.535664;0.799999;4.72E-07;1.535664
-30;-1.01E-09;1.685711;0.899999;4.96E-07;1.685711
-30;-1.00E-09;1.86491;0.999999;5.19E-07;1.86491
-30;-1.12E-09;1.987398;1;5.39E-07;1.987398
-30;-1.08E-09;2.109806;0.900001;5.05E-07;2.109806
-30;-1.20E-09;2.232207;0.8;4.78E-07;2.232207
-30;-1.66E-09;2.366091;0.7;4.25E-07;2.366091
-30;-1.76E-09;2.488484;0.599998;3.84E-07;2.488484
-30;-1.63E-09;2.610984;0.499999;3.41E-07;2.610984
-30;-1.65E-09;2.733299;0.4;2.95E-07;2.733299
-30;-2.04E-09;2.866893;0.299999;2.38E-07;2.866893
-30;-1.56E-09;2.989361;0.2;1.79E-07;2.989361
-30;-1.86E-09;3.111753;0.1;9.87E-08;3.111753
-30;-1.60E-09;3.247129;-1.00E-06;7.26E-10;3.247129
-20.00001;-6.66E-11;3.425009;1.00E-06;6.46E-09;3.425009
-20.00001;-1.38E-10;3.553792;0.1;8.83E-07;3.553792
-20.00001;-1.72E-10;3.679469;0.2;1.63E-06;3.679469
-20;-1.86E-10;3.829285;0.3;2.21E-06;3.829285
-20.00001;-2.06E-10;3.991264;0.4;2.63E-06;3.991264
-20.00001;-2.12E-10;4.141136;0.5;2.91E-06;4.141136
-20.00001;-2.19E-10;4.291022;0.6;3.10E-06;4.291022
-20.00001;-2.25E-10;4.440965;0.7;3.24E-06;4.440965
-20.00001;-2.25E-10;4.590933;0.8;3.37E-06;4.590933
-20;-2.29E-10;4.740805;0.899999;3.42E-06;4.740805
