#scan;iMeasureCycle=1;iMux=0;time=0.138;N=482;LocalTime=27/10/2023 15:55:10
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s)
-60;-2.33E-09;0.29865;0.2;1.10E-11;0.29865
-59.5001;-2.02E-09;0.475877;0.1999997;8.15E-12;0.475877
-59.0001;-1.81E-09;0.652389;0.1999999;5.22E-12;0.652389
-58.5001;-1.63E-09;0.846405;0.2000003;4.77E-12;0.846405
-58;-1.51E-09;1.023166;0.1999999;3.07E-12;1.023166
-57.5001;-1.42E-09;1.19977;0.2000002;2.13E-12;1.19977
-57;-1.32E-09;1.414812;0.2000001;2.56E-12;1.414812
-56.5001;-1.25E-09;1.591399;0.2000002;8.30E-13;1.591399
-56.0001;-1.19E-09;1.767968;0.1999999;2.20E-12;1.767968
-55.5001;-1.14E-09;1.944591;0.1999998;3.10E-12;1.944591
-55.0001;-1.08E-09;2.12118;0.1999998;1.63E-12;2.12118
-54.5001;-1.04E-09;2.29777;0.2000001;1.69E-12;2.29777
-54;-9.96E-10;2.474367;0.2000002;-1.27E-12;2.474367
-53.5;-9.69E-10;2.650841;0.1999997;3.50E-13;2.650841
-53;-9.29E-10;2.827457;0.1999999;0;2.827457
-52.5001;-8.98E-10;3.009827;0.1999999;-9.00E-14;3.009827
-52.0001;-8.67E-10;3.186283;0.1999999;1.68E-12;3.186283
-51.5;-8.38E-10;3.3918;0.2000001;1.96E-12;3.3918
-51;-8.07E-10;3.568331;0.1999996;1.36E-12;3.568331
-50.5;-7.77E-10;3.744965;0.1999999;1.39E-12;3.744965
-50.0001;-7.49E-10;3.921657;0.1999999;5.40E-12;3.921657
-49.5001;-7.29E-10;4.098297;0.2000002;8.82E-12;4.098297
-49;-7.09E-10;4.274691;0.1999999;1.11E-11;4.274691
-48.5;-6.94E-10;4.451157;0.1999999;1.91E-11;4.451157
-48;-6.69E-10;4.627766;0.1999998;2.68E-11;4.627766
-47.5;-6.43E-10;4.804267;0.1999999;3.96E-11;4.804267
-47.0001;-6.24E-10;4.980965;0.1999999;5.89E-11;4.980965
-46.5;-6.12E-10;5.157591;0.1999999;8.39E-11;5.157591
-46.0001;-5.93E-10;5.334145;0.2;1.16E-10;5.334145
-45.5;-5.77E-10;5.516771;0.1999999;1.74E-10;5.516771
-45;-5.60E-10;5.693293;0.2000001;2.49E-10;5.693293
-44.5001;-5.39E-10;5.902942;0.2;3.52E-10;5.902942
-44;-5.22E-10;6.079512;0.2000002;5.23E-10;6.079512
-43.5;-4.94E-10;6.256093;0.2;7.69E-10;6.256093
-43;-4.97E-10;6.433254;0.1999997;1.14E-09;6.433254
-42.5;-4.80E-10;6.609624;0.2000003;1.68E-09;6.609624
-42.0001;-4.59E-10;6.786005;0.2;2.41E-09;6.786005
-41.4999;-4.47E-10;6.964159;0.2000004;3.37E-09;6.964159
-41.0001;-4.29E-10;7.140776;0.2000003;4.63E-09;7.140776
-40.5001;-4.25E-10;7.317128;0.2000004;6.23E-09;7.317128
-40.0001;-4.04E-10;7.495486;0.2000001;8.15E-09;7.495486
-39.5001;-3.88E-10;7.665797;0.2000004;1.07E-08;7.665797
-39;-3.79E-10;7.816144;0.2000006;1.38E-08;7.816144
-38.5;-3.55E-10;7.96625;0.2000002;1.73E-08;7.96625
-38;-3.48E-10;8.116445;0.200001;2.15E-08;8.116445
-37.5;-3.37E-10;8.2665;0.2000011;2.63E-08;8.2665
-37.0001;-3.27E-10;8.416562;0.1999999;3.20E-08;8.416562
-36.5;-3.09E-10;8.566689;0.2000014;3.86E-08;8.566689
-36.0001;-2.93E-10;8.716806;0.200001;4.59E-08;8.716806
-35.5001;-2.95E-10;8.902476;0.2000011;5.39E-08;8.902476
-35;-2.79E-10;9.052541;0.2000013;6.36E-08;9.052541
-34.5001;-2.63E-10;9.202541;0.2000015;7.44E-08;9.202541
-34;-2.57E-10;9.386458;0.2000002;8.57E-08;9.386458
-33.5;-2.38E-10;9.536648;0.2000012;9.88E-08;9.536648
-33.0001;-2.32E-10;9.692846;0.2000001;1.13E-07;9.692846
-32.5;-2.22E-10;9.842862;0.2;1.29E-07;9.842862
-32;-2.08E-10;10.002724;0.1999999;1.45E-07;10.002724
-31.5001;-1.98E-10;10.152927;0.1999999;1.64E-07;10.152927
-31.0001;-1.93E-10;10.303073;0.1999999;1.84E-07;10.303073
-30.5001;-1.83E-10;10.45312;0.1999999;2.04E-07;10.45312
-30.0001;-1.65E-10;10.604305;0.2000001;2.26E-07;10.604305
-29.5001;-1.57E-10;10.754343;0.2;2.49E-07;10.754343
-29.0001;-1.51E-10;10.918873;0.2;2.75E-07;10.918873
-28.5;-1.38E-10;11.068995;0.2000001;3.01E-07;11.068995
-28.0001;-1.35E-10;11.218987;0.2;3.29E-07;11.218987
-27.5;-1.27E-10;11.40393;0.2;3.58E-07;11.40393
-27.0001;-1.18E-10;11.553933;0.2000001;3.90E-07;11.553933
-26.5;-1.03E-10;11.704252;0.1999999;4.23E-07;11.704252
-26.0001;-1.08E-10;11.893213;0.2;4.56E-07;11.893213
-25.5;-9.15E-11;12.043328;0.2000001;4.93E-07;12.043328
-25.0001;-8.68E-11;12.193257;0.2000001;5.30E-07;12.193257
-24.5;-7.65E-11;12.343169;0.1999999;5.70E-07;12.343169
-24;-7.09E-11;12.509005;0.1999999;6.10E-07;12.509005
-23.5;-6.32E-11;12.658975;0.2000001;6.54E-07;12.658975
-23;-5.31E-11;12.808978;0.2000001;7.01E-07;12.808978
-22.5;-4.47E-11;12.958991;0.2;7.47E-07;12.958991
-22;-3.07E-11;13.110689;0.1999999;7.96E-07;13.110689
-21.5001;-3.05E-11;13.260598;0.2;8.45E-07;13.260598
-21.0001;-2.31E-11;13.425661;0.2000001;8.97E-07;13.425661
-20.5001;-1.59E-11;13.575534;0.1999998;9.55E-07;13.575534
-20.0001;-7.29E-12;13.725423;0.2000002;1.01E-06;13.725423
-19.5;-5.04E-12;13.917807;0.1999998;1.07E-06;13.917807
-19;1.06E-12;14.067714;0.1999998;1.13E-06;14.067714
-18.5;8.24E-12;14.217558;0.2000001;1.19E-06;14.217558
-18.0001;1.45E-11;14.399783;0.2;1.25E-06;14.399783
-17.5;1.93E-11;14.549639;0.1999999;1.32E-06;14.549639
-17;3.00E-11;14.699487;0.2;1.38E-06;14.699487
-16.5;3.23E-11;14.849366;0.2;1.45E-06;14.849366
-16;4.59E-11;15.015259;0.2;1.51E-06;15.015259
-15.5;4.75E-11;15.165169;0.2000002;1.58E-06;15.165169
-15;5.43E-11;15.315282;0.2;1.65E-06;15.315282
-14.4999;6.72E-11;15.465094;0.1999999;1.72E-06;15.465094
-14;6.92E-11;15.616924;0.2;1.80E-06;15.616924
-13.5001;7.39E-11;15.76685;0.2;1.87E-06;15.76685
-13.0001;8.34E-11;15.927417;0.1999999;1.94E-06;15.927417
-12.5;8.28E-11;16.077299;0.2;2.01E-06;16.077299
-12;8.93E-11;16.22712;0.2000001;2.08E-06;16.22712
-11.5;9.02E-11;16.406331;0.1999998;2.16E-06;16.406331
-11;9.67E-11;16.556279;0.2000001;2.23E-06;16.556279
-10.5001;1.07E-10;16.706456;0.1999999;2.31E-06;16.706456
-10.0001;1.17E-10;16.856316;0.2000001;2.38E-06;16.856316
-9.5;1.16E-10;17.020204;0.2;2.46E-06;17.020204
-9;1.22E-10;17.170085;0.2000002;2.54E-06;17.170085
-8.5;1.29E-10;17.319926;0.2000001;2.61E-06;17.319926
-8.0001;1.37E-10;17.469802;0.1999999;2.69E-06;17.469802
-7.5001;1.42E-10;17.621798;0.2000002;2.77E-06;17.621798
-7.0001;1.44E-10;17.771745;0.1999999;2.84E-06;17.771745
-6.5001;1.50E-10;17.936524;0.1999999;2.92E-06;17.936524
-6;1.52E-10;18.086395;0.2;3.00E-06;18.086395
-5.5001;1.63E-10;18.236154;0.1999999;3.08E-06;18.236154
-5;1.63E-10;18.4168;0.2;3.16E-06;18.4168
-4.5001;1.67E-10;18.566806;0.1999998;3.24E-06;18.566806
-4;1.73E-10;18.716669;0.2;3.32E-06;18.716669
-3.5;1.79E-10;18.86641;0.1999998;3.40E-06;18.86641
-3;1.88E-10;19.025172;0.2000001;3.48E-06;19.025172
-2.5;1.92E-10;19.175037;0.1999999;3.56E-06;19.175037
-2;1.96E-10;19.324824;0.1999998;3.65E-06;19.324824
-1.5;2.02E-10;19.474783;0.2;3.72E-06;19.474783
-1;2.06E-10;19.626748;0.1999999;3.81E-06;19.626748
-0.5;2.09E-10;19.776681;0.1999999;3.89E-06;19.776681
0;2.16E-10;19.941526;0.1999999;3.97E-06;19.941526
0.5;2.19E-10;20.091387;0.1999999;4.05E-06;20.091387
0.9999;2.27E-10;20.241227;0.1999998;4.14E-06;20.241227
1.5;2.28E-10;20.4263;0.1999998;4.22E-06;20.4263
2;2.33E-10;20.576195;0.1999998;4.30E-06;20.576195
2.4999;2.40E-10;20.726126;0.1999998;4.39E-06;20.726126
