Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.6366e-05	1.5695e-10	-10.0	-2.5	-3.7166699652778316e-07
1.0	1.6374e-05	2.3503e-10	-10.0	-2.5	-3.665804861111169e-07
1.5	1.6376e-05	2.41e-10	-10.0	-2.5	-3.6603591579861434e-07
2.0	1.6378e-05	2.438e-10	-10.0	-2.5	-3.6549046875000265e-07
2.5	1.6384e-05	2.4595e-10	-10.0	-2.5	-3.6094414496527986e-07
3.0	1.6384e-05	2.4733e-10	-10.0	-2.5	-3.6239694444444755e-07
3.5	1.6387e-05	2.4746e-10	-10.0	-2.5	-3.6084886718750294e-07
4.0	1.6387e-05	2.4825e-10	-10.0	-2.5	-3.62299913194449e-07
4.5	1.6389e-05	2.4762e-10	-10.0	-2.5	-3.61750082465285e-07
5.0	1.639e-05	2.4818e-10	-10.0	-2.5	-3.621993750000039e-07
5.5	1.6395e-05	2.4859e-10	-10.0	-2.5	-3.5864779079861504e-07
6.0	1.6395e-05	2.4834e-10	-10.0	-2.5	-3.600953298611145e-07
6.5	1.6398e-05	2.487e-10	-10.0	-2.5	-3.5854199218750165e-07
7.0	1.6401e-05	2.4856e-10	-10.0	-2.5	-3.569877777777797e-07
7.5	1.6403e-05	2.4845e-10	-10.0	-2.5	-3.564326866319508e-07
8.0	1.6405e-05	2.481e-10	-10.0	-2.5	-3.5587671875000266e-07
8.5	1.6407e-05	2.4898e-10	-10.0	-2.5	-3.553198741319488e-07
9.0	1.6409e-05	2.4825e-10	-10.0	-2.5	-3.54762152777779e-07
9.5	1.6412e-05	2.4852e-10	-10.0	-2.5	-3.532035546875013e-07
10.0	1.6413e-05	2.4869e-10	-10.0	-2.5	-3.536440798611155e-07
10.5	1.6415e-05	2.4854e-10	-10.0	-2.5	-3.53083728298615e-07
11.0	1.6417e-05	2.4827e-10	-10.0	-2.5	-3.525225000000054e-07
11.5	1.6422e-05	2.4863e-10	-10.0	-2.5	-3.489603949652835e-07
12.0	1.6422e-05	2.4855e-10	-10.0	-2.5	-3.5039741319444986e-07
12.5	1.6424e-05	2.4877e-10	-10.0	-2.5	-3.4983355468750274e-07
13.0	1.6429e-05	2.4833e-10	-10.0	-2.5	-3.462688194444467e-07
13.5	1.6429e-05	2.4852e-10	-10.0	-2.5	-3.4770320746527897e-07
14.0	1.6432e-05	2.4894e-10	-10.0	-2.5	-3.461367187500023e-07
14.5	1.6437e-05	2.4856e-10	-10.0	-2.5	-3.4256935329861555e-07
15.0	1.6438e-05	2.4837e-10	-10.0	-2.5	-3.430011111111149e-07
15.5	1.6438e-05	2.4836e-10	-10.0	-2.5	-3.444319921875039e-07
16.0	1.6438e-05	2.4849e-10	-10.0	-2.5	-3.4586199652778045e-07
16.5	1.6441e-05	2.4838e-10	-10.0	-2.5	-3.4429112413194806e-07
17.0	1.6443e-05	2.486e-10	-10.0	-2.5	-3.43719375000002e-07
17.5	1.6446e-05	2.4804e-10	-10.0	-2.5	-3.42146749131948e-07
18.0	1.6449e-05	2.4829e-10	-10.0	-2.5	-3.4057324652778147e-07
18.5	1.6452e-05	2.4908e-10	-10.0	-2.5	-3.3899886718750247e-07
19.0	1.6453e-05	2.485e-10	-10.0	-2.5	-3.3942361111111534e-07
19.5	1.6455e-05	2.4848e-10	-10.0	-2.5	-3.3884747829861353e-07
20.0	1.6454e-05	2.4892e-10	-10.0	-2.5	-3.412704687500058e-07
20.5	1.646e-05	2.4855e-10	-10.0	-2.5	-3.3669258246528036e-07
21.0	1.6462e-05	2.4859e-10	-10.0	-2.5	-3.361138194444478e-07
21.5	1.6466e-05	2.4858e-10	-10.0	-2.5	-3.3353417968750177e-07
22.0	1.6466e-05	2.4875e-10	-10.0	-2.5	-3.349536631944452e-07
22.5	1.6468e-05	2.4851e-10	-10.0	-2.5	-3.3437226996528194e-07
23.0	1.6469e-05	2.4844e-10	-10.0	-2.5	-3.347900000000016e-07
23.5	1.6469e-05	2.4803e-10	-10.0	-2.5	-3.362068532986143e-07
24.0	1.6471e-05	2.483e-10	-10.0	-2.5	-3.356228298611169e-07
