Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.0915e-10	5.944e-10	-10.0	20.0
1.0	4.5848e-11	2.4425e-10	-10.0	19.9
1.5	2.8659e-11	8.5788e-11	-10.0	19.8
2.0	2.2388e-11	6.2292e-11	-10.0	19.7
2.5	1.8111e-11	4.7994e-11	-10.0	19.6
3.0	1.5158e-11	3.847e-11	-10.0	19.5
3.5	1.2925e-11	3.1826e-11	-10.0	19.4
4.0	1.1398e-11	2.6774e-11	-10.0	19.3
4.5	9.9027e-12	2.2914e-11	-10.0	19.2
5.0	8.9741e-12	2.0188e-11	-10.0	19.1
5.5	7.925e-12	1.6902e-11	-10.0	19.0
6.0	7.242e-12	1.495e-11	-10.0	18.9
6.5	6.5553e-12	1.2525e-11	-10.0	18.8
7.0	5.9617e-12	1.0924e-11	-10.0	18.7
7.5	5.5718e-12	1.0053e-11	-10.0	18.6
8.0	5.0116e-12	8.9753e-12	-10.0	18.5
8.5	4.6897e-12	7.7248e-12	-10.0	18.4
9.0	4.4191e-12	6.7449e-12	-10.0	18.3
9.5	3.9601e-12	5.8949e-12	-10.0	18.2
10.0	3.6275e-12	5.1916e-12	-10.0	18.1
10.5	3.4058e-12	4.5514e-12	-10.0	18.0
11.0	3.233e-12	4.1342e-12	-10.0	17.9
11.5	2.898e-12	3.8171e-12	-10.0	17.8
12.0	2.7037e-12	2.8467e-12	-10.0	17.7
12.5	2.495e-12	2.6476e-12	-10.0	17.6
13.0	2.3007e-12	2.1708e-12	-10.0	17.5
13.5	2.3889e-12	1.7202e-12	-10.0	17.4
14.0	2.1732e-12	1.1599e-12	-10.0	17.3
14.5	2.0564e-12	1.061e-12	-10.0	17.2
15.0	2.8443e-12	8.6129e-12	-10.0	17.1
15.5	1.3137e-12	7.7698e-11	-10.0	17.0
16.0	1.7416e-12	1.7285e-13	-10.0	16.9
16.5	1.4996e-12	1.4782e-13	-10.0	16.8
17.0	1.5318e-12	1.3828e-13	-10.0	16.7
17.5	1.3375e-12	2.9273000000000003e-19	-10.0	16.6
18.0	1.359e-12	3.5763e-13	-10.0	16.5
18.5	1.2052e-12	6.2346e-13	-10.0	16.4
19.0	9.0361e-13	4.9233e-13	-10.0	16.3
19.5	1.1456e-12	8.8811e-13	-10.0	16.2
20.0	8.9407e-13	9.7275e-13	-10.0	16.1
20.5	1.1873e-12	1.3018e-12	-10.0	16.0
21.0	1.657e-12	1.7842e-11	-10.0	15.9
21.5	6.0201e-13	2.5703e-11	-10.0	15.8
22.0	6.6996e-13	1.8561e-12	-10.0	15.7
22.5	6.8426e-13	1.5819e-12	-10.0	15.6
23.0	7.6771e-13	1.7285e-12	-10.0	15.5
23.5	6.6519e-13	2.1052e-12	-10.0	15.4
24.0	6.1274e-13	2.1362e-12	-10.0	15.3
24.5	6.3419e-13	2.6894e-12	-10.0	15.2
25.0	5.9128e-13	2.3437e-12	-10.0	15.1
25.5	4.0054e-13	2.4438e-12	-10.0	15.0
26.0	1.7166e-13	2.5094e-12	-10.0	14.9
26.5	4.0174e-13	2.5082e-12	-10.0	14.8
27.0	2.1219e-13	2.6941e-12	-10.0	14.7
27.5	3.2544e-13	2.7752e-12	-10.0	14.6
28.0	2.3007e-13	2.7358e-12	-10.0	14.5
28.5	1.5974e-13	2.7883e-12	-10.0	14.4
29.0	8.9407e-14	2.6012e-12	-10.0	14.3
29.5	1.6928e-13	2.842e-12	-10.0	14.2
30.0	1.0002e-12	1.5068e-12	-10.0	14.1
30.5	2.8491e-13	2.7695e-11	-10.0	14.0
31.0	1.5104e-12	2.813e-11	-10.0	13.9
31.5	4.6492e-14	3.2842e-12	-10.0	13.8
32.0	1.3232e-13	3.3963e-12	-10.0	13.7
32.5	1.1444e-13	3.4285e-12	-10.0	13.6
33.0	2.3246e-13	3.283e-12	-10.0	13.5
33.5	2.0266e-13	3.3939e-12	-10.0	13.4
34.0	3.3617e-13	3.3629e-12	-10.0	13.3
34.5	3.3379e-13	3.1102e-12	-10.0	13.2
35.0	3.4571e-13	3.3736e-12	-10.0	13.1
35.5	3.6716e-13	3.655e-12	-10.0	13.0
36.0	3.9697e-13	3.3617e-12	-10.0	12.9
36.5	2.6345e-13	3.5989e-12	-10.0	12.8
37.0	2.9087e-13	3.3867e-12	-10.0	12.7
37.5	4.1485e-13	3.3843e-12	-10.0	12.6
38.0	4.673e-13	3.2067e-12	-10.0	12.5
38.5	4.4346e-13	3.3164e-12	-10.0	12.4
39.0	5.5551e-13	3.4153e-12	-10.0	12.3
39.5	4.8995e-13	3.3045e-12	-10.0	12.2
40.0	4.7684e-13	3.4952e-12	-10.0	12.1
40.5	5.1379e-13	3.4654e-12	-10.0	12.0
41.0	6.0439e-13	3.6955e-12	-10.0	11.9
41.5	3.8028e-13	3.4583e-12	-10.0	11.8
42.0	6.1631e-13	4.1652e-12	-10.0	11.7
42.5	5.8889e-13	3.4106e-12	-10.0	11.6
43.0	6.5565e-13	3.5965e-12	-10.0	11.5
43.5	5.9962e-13	3.5965e-12	-10.0	11.4
44.0	7.7128e-13	3.6681e-12	-10.0	11.3
44.5	6.3777e-13	3.6514e-12	-10.0	11.2
45.0	6.3062e-13	3.4618e-12	-10.0	11.1
45.5	6.6161e-13	1.2703e-11	-10.0	11.0
46.0	3.7158e-12	8.2884e-11	-10.0	10.9
46.5	5.3167e-13	4.1831e-12	-10.0	10.8
47.0	6.3539e-13	3.7515e-12	-10.0	10.7
47.5	6.8665e-13	3.7766e-12	-10.0	10.6
48.0	8.6188e-13	3.7074e-12	-10.0	10.5
48.5	6.2347e-13	3.8779e-12	-10.0	10.4
49.0	6.64e-13	3.6645e-12	-10.0	10.3
49.5	5.6386e-13	3.8803e-12	-10.0	10.2
50.0	7.5936e-13	3.9434e-12	-10.0	10.1
50.5	7.8201e-13	3.5203e-12	-10.0	10.0
51.0	6.6161e-13	3.8528e-12	-10.0	9.9
51.5	8.1778e-13	3.6037e-12	-10.0	9.8
52.0	5.9962e-13	3.6383e-12	-10.0	9.7
52.5	7.0572e-13	3.3557e-12	-10.0	9.6
53.0	8.3923e-13	3.5012e-12	-10.0	9.5
53.5	9.1434e-13	3.7491e-12	-10.0	9.4
54.0	6.9618e-13	3.5393e-12	-10.0	9.3
54.5	8.1778e-13	3.6681e-12	-10.0	9.2
55.0	7.6413e-13	3.6311e-12	-10.0	9.1
55.5	7.4983e-13	3.469e-12	-10.0	9.0
56.0	7.5698e-13	3.7003e-12	-10.0	8.9
56.5	8.9288e-13	3.7897e-12	-10.0	8.8
57.0	7.9274e-13	3.6514e-12	-10.0	8.7
57.5	7.1764e-13	3.7551e-12	-10.0	8.6
58.0	9.7156e-13	3.4165e-12	-10.0	8.5
58.5	7.7605e-13	3.6109e-12	-10.0	8.4
59.0	9.048e-13	3.7336e-12	-10.0	8.3
59.5	1.0884e-12	4.3571e-12	-10.0	8.2
60.0	1.1146e-12	3.6168e-12	-10.0	8.1
60.5	7.391e-14	3.5131e-12	-10.0	8.0
61.0	4.0877e-12	8.2659e-11	-10.0	7.9
61.5	9.9778e-13	4.4096e-12	-10.0	7.8
62.0	7.9155e-13	3.8028e-12	-10.0	7.7
62.5	9.9182e-13	3.9721e-12	-10.0	7.6
63.0	9.4891e-13	4.0543e-12	-10.0	7.5
63.5	9.2983e-13	4.0972e-12	-10.0	7.4
64.0	9.4533e-13	4.4048e-12	-10.0	7.3
64.5	9.7394e-13	3.7742e-12	-10.0	7.2
65.0	1.0419e-12	4.2403e-12	-10.0	7.1
65.5	8.9645e-13	3.9268e-12	-10.0	7.0
66.0	1.1158e-12	3.9971e-12	-10.0	6.9
66.5	1.2433e-12	3.9971e-12	-10.0	6.8
67.0	1.1122e-12	3.9291e-12	-10.0	6.7
67.5	9.8825e-13	4.2689e-12	-10.0	6.6
68.0	7.0453e-13	3.891e-12	-10.0	6.5
68.5	4.7684e-13	4.189e-12	-10.0	6.4
69.0	8.0705e-13	4.1103e-12	-10.0	6.3
69.5	2.7168e-12	4.0841e-12	-10.0	6.2
70.0	5.5742e-12	3.9101e-12	-10.0	6.1
70.5	9.7263e-12	4.2319e-12	-10.0	6.0
71.0	1.5969e-11	3.9923e-12	-10.0	5.9
71.5	2.4028e-11	3.9589e-12	-10.0	5.8
72.0	3.4567e-11	4.1795e-12	-10.0	5.7
72.5	4.8256e-11	4.2343e-12	-10.0	5.6
73.0	6.6437e-11	4.3654e-12	-10.0	5.5
73.5	8.9328e-11	4.456e-12	-10.0	5.4
74.0	1.1845e-10	4.1854e-12	-10.0	5.3
74.5	1.5715e-10	4.2033e-12	-10.0	5.2
75.0	2.0704e-10	4.4251e-12	-10.0	5.1
75.5	2.754e-10	1.6212e-12	-10.0	5.0
76.0	3.4382e-10	8.53e-11	-10.0	4.9
76.5	4.6259e-10	4.6837e-12	-10.0	4.8
77.0	5.9206e-10	5.2929e-12	-10.0	4.7
77.5	7.4653e-10	4.6611e-12	-10.0	4.6
78.0	9.293e-10	4.8983e-12	-10.0	4.5
78.5	1.1569e-09	4.8065e-12	-10.0	4.4
79.0	1.4217e-09	4.9722e-12	-10.0	4.3
79.5	1.7494e-09	5.2071e-12	-10.0	4.2
80.0	2.0873e-09	6.1476e-12	-10.0	4.1
80.5	2.4888e-09	7.2205e-12	-10.0	4.0
81.0	2.9519e-09	7.4208e-12	-10.0	3.9
81.5	3.5071e-09	9.2554e-12	-10.0	3.8
82.0	4.1327e-09	1.1624e-11	-10.0	3.7
82.5	4.8874e-09	1.5141e-11	-10.0	3.6
83.0	5.7916e-09	2.0758e-11	-10.0	3.5
83.5	6.8193e-09	2.9309e-11	-10.0	3.4
84.0	8.0005e-09	3.4982e-11	-10.0	3.3
84.5	9.3016e-09	3.8421e-11	-10.0	3.2
85.0	1.0747e-08	4.5246e-11	-10.0	3.1
85.5	1.2522e-08	5.6518e-11	-10.0	3.0
86.0	1.4608e-08	7.2532e-11	-10.0	2.9
86.5	1.7042e-08	9.6374e-11	-10.0	2.8
87.0	1.9986e-08	1.1911e-10	-10.0	2.7
87.5	2.3635e-08	1.2703e-10	-10.0	2.6
88.0	2.8335e-08	1.3096e-10	-10.0	2.5
88.5	3.4542e-08	1.2552e-10	-10.0	2.4
89.0	4.2737e-08	1.1115e-10	-10.0	2.3
89.5	5.3524e-08	9.789e-11	-10.0	2.2
90.0	6.7623e-08	9.1118e-11	-10.0	2.1
90.5	8.6744e-08	8.7889e-11	-10.0	2.0
91.0	1.1126e-07	5.446e-11	-10.0	1.9
92.0	1.4363e-07	7.0276e-11	-10.0	1.8
92.5	1.865e-07	5.1944e-11	-10.0	1.7
93.0	2.4285e-07	4.9864e-11	-10.0	1.6
93.5	3.1521e-07	4.7495e-11	-10.0	1.5
94.0	4.0822e-07	4.7771e-11	-10.0	1.4
94.5	5.2508e-07	4.9311e-11	-10.0	1.3
95.0	6.6903e-07	5.0455e-11	-10.0	1.2
95.5	8.4117e-07	5.1943e-11	-10.0	1.1
96.0	1.0441e-06	5.269e-11	-10.0	1.0
96.5	1.2781e-06	6.706e-11	-10.0	0.9
97.0	1.5408e-06	5.6188e-11	-10.0	0.8
97.5	1.8329e-06	5.9149e-11	-10.0	0.7
98.0	2.1511e-06	6.2705e-11	-10.0	0.6
98.5	2.4951e-06	6.6727e-11	-10.0	0.5
99.0	2.8612e-06	7.0944e-11	-10.0	0.4
99.5	3.25e-06	7.5605e-11	-10.0	0.3
100.0	3.6591e-06	8.0348e-11	-10.0	0.2
100.5	4.0868e-06	8.6495e-11	-10.0	0.1
101.0	4.5336e-06	9.1343e-11	-10.0	-1.5293e-14
101.5	4.9981e-06	9.7393e-11	-10.0	-0.1
102.0	5.4769e-06	1.0316e-10	-10.0	-0.2
102.5	5.9701e-06	1.0958e-10	-10.0	-0.3
103.0	6.4773e-06	1.1565e-10	-10.0	-0.4
103.5	6.9985e-06	1.223e-10	-10.0	-0.5
104.0	7.5313e-06	1.2885e-10	-10.0	-0.6
104.5	8.0774e-06	1.3599e-10	-10.0	-0.7
105.0	8.636e-06	1.4292e-10	-10.0	-0.8
105.5	9.2029e-06	1.5039e-10	-10.0	-0.9
106.0	9.7818e-06	1.5271e-10	-10.0	-1.0
106.5	1.0368e-05	3.267e-10	-10.0	-1.1
107.0	1.0964e-05	1.837e-10	-10.0	-1.2
107.5	1.1569e-05	1.8208e-10	-10.0	-1.3
108.0	1.2184e-05	1.9021e-10	-10.0	-1.4
108.5	1.2805e-05	1.9835e-10	-10.0	-1.5
109.0	1.3439e-05	2.0689e-10	-10.0	-1.6
109.5	1.4078e-05	2.1599e-10	-10.0	-1.7
110.0	1.4721e-05	2.2461e-10	-10.0	-1.8
110.5	1.5372e-05	2.3351e-10	-10.0	-1.9
111.0	1.6029e-05	2.4325e-10	-10.0	-2.0
111.5	1.6697e-05	2.535e-10	-10.0	-2.1
112.0	1.7369e-05	2.6216e-10	-10.0	-2.2
112.5	1.8042e-05	2.7141e-10	-10.0	-2.3
113.0	1.8724e-05	2.8115e-10	-10.0	-2.4
113.5	1.9408e-05	2.9159e-10	-10.0	-2.5
114.0	2.0098e-05	3.02e-10	-10.0	-2.6
114.5	2.0796e-05	3.1238e-10	-10.0	-2.7
115.0	2.1494e-05	3.2319e-10	-10.0	-2.8
115.5	2.2196e-05	3.3366e-10	-10.0	-2.9
116.0	2.2907e-05	3.4513e-10	-10.0	-3.0
116.5	2.3618e-05	3.5626e-10	-10.0	-3.1
117.0	2.4338e-05	3.6761e-10	-10.0	-3.2
117.5	2.5052e-05	3.7997e-10	-10.0	-3.3
118.0	2.5773e-05	3.9241e-10	-10.0	-3.4
118.5	2.6501e-05	4.0448e-10	-10.0	-3.5
119.0	2.7233e-05	4.183e-10	-10.0	-3.6
