#scan;iMeasureCycle=1;iMux=0;time=0.138;N=182;LocalTime=21/12/2023 14:57:12;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
19.9999;1.37E-08;3.366043;-10;-2.40E-08;3.366043;;;19.9999;2.40E-08;1.37E-08;0.00015486;;;
19.4999;1.32E-08;3.509882;-10;-3.17E-08;3.509882;;;19.4999;3.17E-08;1.32E-08;0.000178139;;;
18.9999;1.31E-08;3.653714;-10;-4.24E-08;3.653714;;;18.9999;4.24E-08;1.31E-08;0.000206021;;;
18.4999;1.33E-08;3.79758;-10;-5.74E-08;3.79758;;;18.4999;5.74E-08;1.33E-08;0.000239513;;;
17.9999;1.35E-08;3.941444;-10;-7.77E-08;3.941444;;;17.9999;7.77E-08;1.35E-08;0.000278702;;;
17.4999;1.35E-08;4.091159;-10;-1.05E-07;4.091159;;;17.4999;1.05E-07;1.35E-08;0.000324595;;;
16.9999;1.34E-08;4.234966;-10;-1.44E-07;4.234966;;;16.9999;1.44E-07;1.34E-08;0.000379808;;;
16.4999;1.33E-08;4.38267;-10;-1.99E-07;4.38267;;;16.4999;1.99E-07;1.33E-08;0.00044621;;;
15.9999;1.32E-08;4.52654;-10;-2.75E-07;4.52654;;;15.9999;2.75E-07;1.32E-08;0.000524547;;;
15.5;1.30E-08;4.670368;-10;-3.80E-07;4.670368;;;15.5;3.80E-07;1.30E-08;0.000616258;;;
14.9999;1.28E-08;4.814193;-10;-5.22E-07;4.814193;;;14.9999;5.22E-07;1.28E-08;0.00072221;;;
14.4999;1.26E-08;4.973351;-10;-7.09E-07;4.973351;;;14.4999;7.09E-07;1.26E-08;0.00084215;;;
13.9999;1.24E-08;5.117175;-10;-9.53E-07;5.117175;;;13.9999;9.53E-07;1.24E-08;0.000976097;;;
13.4999;1.21E-08;5.264316;-10;-1.26E-06;5.264316;;;13.4999;1.26E-06;1.21E-08;0.001121263;;;
12.9999;1.19E-08;5.408383;-10;-1.63E-06;5.408383;;;12.9999;1.63E-06;1.19E-08;0.001275743;;;
12.4999;1.16E-08;5.552281;-10;-2.07E-06;5.552281;;;12.4999;2.07E-06;1.16E-08;0.001439024;;;
12;1.12E-08;5.696155;-10;-2.60E-06;5.696155;;;12;2.60E-06;1.12E-08;0.001611471;;;
11.4999;1.10E-08;5.871471;-10;-3.20E-06;5.871471;;;11.4999;3.20E-06;1.10E-08;0.001788662;;;
10.9999;1.05E-08;6.015369;-10;-3.90E-06;6.015369;;;10.9999;3.90E-06;1.05E-08;0.001974226;;;
10.4999;1.01E-08;6.159201;-10;-4.68E-06;6.159201;;;10.4999;4.68E-06;1.01E-08;0.002163733;;;
9.9999;9.80E-09;6.303126;-10;-5.55E-06;6.303126;;;9.9999;5.55E-06;9.80E-09;0.002355808;;;
9.4999;9.47E-09;6.446967;-10;-6.50E-06;6.446967;;;9.4999;6.50E-06;9.47E-09;0.002549412;;;
8.9999;9.10E-09;6.596802;-10;-7.53E-06;6.596802;;;8.9999;7.53E-06;9.10E-09;0.002743543;;;
8.4999;8.75E-09;6.746632;-10;-8.64E-06;6.746632;;;8.4999;8.64E-06;8.75E-09;0.002938619;;;
8;8.20E-09;6.896543;-10;-9.83E-06;6.896543;;;8;9.83E-06;8.20E-09;0.003135015;;;
7.4999;7.80E-09;7.049724;-10;-1.11E-05;7.049724;;;7.4999;1.11E-05;7.80E-09;0.003331981;;;
6.9999;7.21E-09;7.199547;-10;-1.24E-05;7.199547;;;6.9999;1.24E-05;7.21E-09;0.003528016;;;
6.5;6.81E-09;7.381212;-10;-1.38E-05;7.381212;;;6.5;1.38E-05;6.81E-09;0.003720968;;;
5.9999;6.19E-09;7.531096;-10;-1.53E-05;7.531096;;;5.9999;1.53E-05;6.19E-09;0.003915699;;;
5.4999;5.57E-09;7.68098;-10;-1.69E-05;7.68098;;;5.4999;1.69E-05;5.57E-09;0.004109051;;;
4.9999;5.04E-09;7.830806;-10;-1.85E-05;7.830806;;;4.9999;1.85E-05;5.04E-09;0.004300802;;;
4.4999;4.46E-09;7.98665;-10;-2.02E-05;7.98665;;;4.4999;2.02E-05;4.46E-09;0.004489978;;;
4;3.68E-09;8.136446;-10;-2.19E-05;8.136446;;;4;2.19E-05;3.68E-09;0.004677029;;;
3.4999;3.00E-09;8.286383;-10;-2.36E-05;8.286383;;;3.4999;2.36E-05;3.00E-09;0.00486108;;;
3;2.32E-09;8.436264;-10;-2.54E-05;8.436264;;;3;2.54E-05;2.32E-09;0.005042093;;;
2.4999;1.66E-09;8.58664;-10;-2.73E-05;8.58664;;;2.4999;2.73E-05;1.66E-09;0.005220488;;;
1.9999;9.24E-10;8.736497;-10;-2.91E-05;8.736497;;;1.9999;2.91E-05;9.24E-10;0.005394544;;;
1.4999;2.28E-10;8.896597;-10;-3.10E-05;8.896597;;;1.4999;3.10E-05;2.28E-10;0.005563623;;;
1;-6.63E-10;9.04649;-10;-3.28E-05;9.04649;;;1;3.28E-05;6.63E-10;0.005729424;;;
0.5;-1.44E-09;9.196265;-10;-3.47E-05;9.196265;;;0.5;3.47E-05;1.44E-09;0.005890696;;;
0;-2.21E-09;9.370462;-10;-3.65E-05;9.370462;;;0;3.65E-05;2.21E-09;0.006044675;;;
-0.5;-3.07E-09;9.520278;-10;-3.84E-05;9.520278;;;-0.5;3.84E-05;3.07E-09;0.006193682;;;
-1;-3.94E-09;9.670141;-10;-4.01E-05;9.670141;;;-1;4.01E-05;3.94E-09;0.006334864;;;
-1.5001;-4.81E-09;9.820024;-10;-4.19E-05;9.820024;;;-1.5001;4.19E-05;4.81E-09;0.006469335;;;
-2;-5.62E-09;9.991755;-10;-4.35E-05;9.991755;;;-2;4.35E-05;5.62E-09;0.006594361;;;
-2.5;-6.45E-09;10.141483;-10;-4.51E-05;10.141483;;;-2.5;4.51E-05;6.45E-09;0.006713933;;;
-3;-7.55E-09;10.291375;-10;-4.66E-05;10.291375;;;-3;4.66E-05;7.55E-09;0.00682606;;;
-3.5;-8.42E-09;10.435294;-10;-4.80E-05;10.435294;;;-3.5;4.80E-05;8.42E-09;0.006931573;;;
-4;-9.46E-09;10.579223;-10;-4.94E-05;10.579223;;;-4;4.94E-05;9.46E-09;0.007031387;;;
-4.5;-1.04E-08;10.723056;-10;-5.07E-05;10.723056;;;-4.5;0.000050747;1.04E-08;0.007123693;;;
-5;-1.13E-08;10.895399;-10;-5.20E-05;10.895399;;;-5;5.20E-05;1.13E-08;0.007209459;;;
-5.5;-1.23E-08;11.03935;-10;-5.31E-05;11.03935;;;-5.5;5.31E-05;1.23E-08;0.007290117;;;
-6;-1.34E-08;11.183142;-10;-5.43E-05;11.183142;;;-6;5.43E-05;1.34E-08;0.007365657;;;
-6.5;-1.43E-08;11.32702;-10;-5.53E-05;11.32702;;;-6.5;5.53E-05;1.43E-08;0.007434992;;;
-7;-1.52E-08;11.48929;-10;-5.62E-05;11.48929;;;-7;5.62E-05;1.52E-08;0.00749762;;;
-7.5;-1.64E-08;11.633098;-10;-5.71E-05;11.633098;;;-7.5;0.000057067;1.64E-08;0.00755427;;;
-8;-1.74E-08;11.777006;-10;-5.78E-05;11.777006;;;-8;5.78E-05;1.74E-08;0.007604722;;;
-8.5;-1.85E-08;11.920911;-10;-5.85E-05;11.920911;;;-8.5;5.85E-05;1.85E-08;0.00765015;;;
-9;-1.95E-08;12.06478;-10;-5.91E-05;12.06478;;;-9;5.91E-05;1.95E-08;0.007689694;;;
-9.5;-2.07E-08;12.20858;-10;-5.97E-05;12.20858;;;-9.5;0.000059683;2.07E-08;0.007725477;;;
-10;-2.15E-08;12.377308;-10;-6.02E-05;12.377308;;;-10;6.02E-05;2.15E-08;0.007755785;;;
-10.5;-2.27E-08;12.521317;-10;-6.06E-05;12.521317;;;-10.5;6.06E-05;2.27E-08;0.007784761;;;
-11;-2.38E-08;12.665164;-10;-6.10E-05;12.665164;;;-11;6.10E-05;2.38E-08;0.007810262;;;
-11.5;-2.50E-08;12.809075;-10;-6.14E-05;12.809075;;;-11.5;6.14E-05;2.50E-08;0.007833428;;;
-12;-2.61E-08;12.953129;-10;-6.17E-05;12.953129;;;-12;0.000061677;2.61E-08;0.007853471;;;
-12.5;-2.71E-08;13.097216;-10;-6.20E-05;13.097216;;;-12.5;6.20E-05;2.71E-08;0.007871544;;;
-13;-2.83E-08;13.241011;-10;-6.22E-05;13.241011;;;-13;6.22E-05;2.83E-08;0.007887192;;;
-13.5;-2.94E-08;13.401452;-10;-6.24E-05;13.401452;;;-13.5;6.24E-05;2.94E-08;0.007900241;;;
-14;-3.05E-08;13.545318;-10;-6.26E-05;13.545318;;;-14;6.26E-05;3.05E-08;0.007912029;;;
-14.4999;-3.16E-08;13.689193;-10;-6.28E-05;13.689193;;;-14.4999;6.28E-05;3.16E-08;0.007923585;;;
-15;-3.32E-08;13.833297;-10;-6.26E-05;13.833297;;;-15;6.26E-05;3.32E-08;0.00791225;;;
-14.9999;-3.21E-08;13.976167;-10;-6.25E-05;13.976167;;;-14.9999;6.25E-05;3.21E-08;0.007908824;;;
-14.5;-3.06E-08;14.147026;-10;-6.25E-05;14.147026;;;-14.5;6.25E-05;3.06E-08;0.007908445;;;
-14.0001;-2.93E-08;14.290896;-10;-6.21E-05;14.290896;;;-14.0001;6.21E-05;2.93E-08;0.007880717;;;
-13.5;-2.72E-08;14.435081;-10;-6.17E-05;14.435081;;;-13.5;6.17E-05;2.72E-08;0.007856647;;;
-13;-2.56E-08;14.57895;-10;-6.16E-05;14.57895;;;-13;6.16E-05;2.56E-08;0.007845623;;;
-12.5;-2.40E-08;14.722804;-10;-6.11E-05;14.722804;;;-12.5;6.11E-05;2.40E-08;0.007819214;;;
-12;-2.26E-08;14.89516;-10;-6.07E-05;14.89516;;;-12;6.07E-05;2.26E-08;0.00779034;;;
-11.5;-2.13E-08;15.039111;-10;-6.02E-05;15.039111;;;-11.5;0.000060212;2.13E-08;0.007759639;;;
-11;-2.00E-08;15.182943;-10;-5.97E-05;15.182943;;;-11;5.97E-05;2.00E-08;0.007725568;;;
-10.5;-1.85E-08;15.326841;-10;-5.91E-05;15.326841;;;-10.5;5.91E-05;1.85E-08;0.007688869;;;
-10;-1.71E-08;15.470699;-10;-5.85E-05;15.470699;;;-10;5.85E-05;1.71E-08;0.007649732;;;
-9.5;-1.58E-08;15.614555;-10;-5.79E-05;15.614555;;;-9.5;5.79E-05;1.58E-08;0.007607595;;;
-9;-1.44E-08;15.758521;-10;-5.71E-05;15.758521;;;-9;5.71E-05;1.44E-08;0.007559477;;;
-8.5;-1.32E-08;15.909799;-10;-5.64E-05;15.909799;;;-8.5;5.64E-05;1.32E-08;0.007507723;;;
-8;-1.23E-08;16.05371;-10;-5.55E-05;16.05371;;;-8;5.55E-05;1.23E-08;0.007450597;;;
-7.5;-1.10E-08;16.197526;-10;-5.46E-05;16.197526;;;-7.5;5.46E-05;1.10E-08;0.007386921;;;
-7;-9.92E-09;16.389519;-10;-5.36E-05;16.389519;;;-7;5.36E-05;9.92E-09;0.007318634;;;
-6.5001;-8.75E-09;16.539333;-10;-5.25E-05;16.539333;;;-6.5001;5.25E-05;8.75E-09;0.007242355;;;
-6;-7.49E-09;16.689194;-10;-5.13E-05;16.689194;;;-6;5.13E-05;7.49E-09;0.007159595;;;
-5.5001;-6.42E-09;16.839091;-10;-5.00E-05;16.839091;;;-5.5001;5.00E-05;6.42E-09;0.007071061;;;
-5.0001;-5.33E-09;17.009737;-10;-4.87E-05;17.009737;;;-5.0001;4.87E-05;5.33E-09;0.006977399;;;
-4.5;-4.21E-09;17.159509;-10;-4.73E-05;17.159509;;;-4.5;4.73E-05;4.21E-09;0.006877114;;;
-4.0001;-3.15E-09;17.309407;-10;-4.58E-05;17.309407;;;-4.0001;4.58E-05;3.15E-09;0.006769993;;;
-3.5;-2.26E-09;17.459319;-10;-4.43E-05;17.459319;;;-3.5;4.43E-05;2.26E-09;0.006656914;;;
-3;-1.37E-09;17.609604;-10;-4.27E-05;17.609604;;;-3;0.000042747;1.37E-09;0.006538119;;;
-2.5001;-1.80E-10;17.759436;-10;-4.11E-05;17.759436;;;-2.5001;4.11E-05;1.80E-10;0.006412192;;;
-2.0001;5.36E-10;17.920042;-10;-3.94E-05;17.920042;;;-2.0001;3.94E-05;5.36E-10;0.006279363;;;
-1.5001;1.46E-09;18.06993;-10;-3.77E-05;18.06993;;;-1.5001;3.77E-05;1.46E-09;0.006139226;;;
-1;2.45E-09;18.219755;-10;-3.59E-05;18.219755;;;-1;3.59E-05;2.45E-09;0.005991227;;;
-0.5001;3.10E-09;18.395637;-10;-3.41E-05;18.395637;;;-0.5001;0.000034083;3.10E-09;0.005838065;;;
0;3.96E-09;18.54541;-10;-3.22E-05;18.54541;;;0;3.22E-05;3.96E-09;0.005676548;;;
0.5;4.69E-09;18.69519;-10;-3.03E-05;18.69519;;;0.5;3.03E-05;4.69E-09;0.005508911;;;
1;5.48E-09;18.845087;-10;-2.85E-05;18.845087;;;1;2.85E-05;5.48E-09;0.00533571;;;
1.5;6.21E-09;19.014777;-10;-2.66E-05;19.014777;;;1.5;2.66E-05;6.21E-09;0.005158847;;;
1.9999;6.89E-09;19.164508;-10;-2.48E-05;19.164508;;;1.9999;2.48E-05;6.89E-09;0.004977077;;;
2.4999;7.52E-09;19.314413;-10;-2.30E-05;19.314413;;;2.4999;2.30E-05;7.52E-09;0.00479191;;;
3;8.11E-09;19.464275;-10;-2.12E-05;19.464275;;;3;2.12E-05;8.11E-09;0.004602771;;;
3.4999;8.80E-09;19.614652;-10;-1.95E-05;19.614652;;;3.4999;1.95E-05;8.80E-09;0.004411621;;;
3.9999;9.39E-09;19.75851;-10;-1.78E-05;19.75851;;;3.9999;1.78E-05;9.39E-09;0.004216895;;;
4.4999;9.91E-09;19.919919;-10;-1.62E-05;19.919919;;;4.4999;1.62E-05;9.91E-09;0.004021977;;;
4.9999;1.04E-08;20.063817;-10;-1.46E-05;20.063817;;;4.9999;1.46E-05;1.04E-08;0.003823545;;;
5.5;1.10E-08;20.207625;-10;-1.31E-05;20.207625;;;5.5;1.31E-05;1.10E-08;0.003624748;;;
5.9999;1.14E-08;20.351461;-10;-1.17E-05;20.351461;;;5.9999;1.17E-05;1.14E-08;0.003424894;;;
6.4999;1.18E-08;20.513384;-10;-1.04E-05;20.513384;;;6.4999;1.04E-05;1.18E-08;0.003226097;;;
6.9999;1.23E-08;20.657208;-10;-9.16E-06;20.657208;;;6.9999;9.16E-06;1.23E-08;0.003026268;;;
7.4999;1.27E-08;20.803723;-10;-7.99E-06;20.803723;;;7.4999;7.99E-06;1.27E-08;0.002826747;;;
7.9999;1.30E-08;20.94763;-10;-6.91E-06;20.94763;;;7.9999;6.91E-06;1.30E-08;0.002629099;;;
8.4999;1.34E-08;21.091514;-10;-5.92E-06;21.091514;;;8.4999;5.92E-06;1.34E-08;0.002434104;;;
8.9999;1.37E-08;21.235535;-10;-5.03E-06;21.235535;;;8.9999;5.03E-06;1.37E-08;0.002241734;;;
9.4999;1.39E-08;21.411447;-10;-4.23E-06;21.411447;;;9.4999;4.23E-06;1.39E-08;0.002055612;;;
9.9999;1.43E-08;21.555297;-10;-3.49E-06;21.555297;;;9.9999;3.49E-06;1.43E-08;0.001869251;;;
10.4999;1.46E-08;21.699124;-10;-2.85E-06;21.699124;;;10.4999;2.85E-06;1.46E-08;0.0016882;;;
10.9999;1.48E-08;21.842991;-10;-2.29E-06;21.842991;;;10.9999;2.29E-06;1.48E-08;0.001513899;;;
11.4999;1.51E-08;21.986838;-10;-1.81E-06;21.986838;;;11.4999;1.81E-06;1.51E-08;0.001346885;;;
11.9999;1.52E-08;22.13083;-10;-1.42E-06;22.13083;;;11.9999;1.42E-06;1.52E-08;0.001190542;;;
12.4999;1.54E-08;22.274693;-10;-1.09E-06;22.274693;;;12.4999;1.09E-06;1.54E-08;0.001045414;;;
12.9999;1.55E-08;22.428778;-10;-8.33E-07;22.428778;;;12.9999;8.33E-07;1.55E-08;0.000912659;;;
13.4999;1.58E-08;22.572633;-10;-6.25E-07;22.572633;;;13.4999;6.25E-07;1.58E-08;0.000790306;;;
13.9999;1.59E-08;22.716482;-10;-4.64E-07;22.716482;;;13.9999;4.64E-07;1.59E-08;0.000681321;;;
14.4999;1.61E-08;22.860327;-10;-3.43E-07;22.860327;;;14.4999;3.43E-07;1.61E-08;0.000585953;;;
14.9999;1.61E-08;23.018671;-10;-2.55E-07;23.018671;;;14.9999;2.55E-07;1.61E-08;0.000504738;;;
15.4999;1.62E-08;23.162519;-10;-1.89E-07;23.162519;;;15.4999;1.89E-07;1.62E-08;0.000435269;;;
15.9999;1.63E-08;23.306352;-10;-1.42E-07;23.306352;;;15.9999;1.42E-07;1.63E-08;0.000376173;;;
16.4999;1.64E-08;23.450224;-10;-1.06E-07;23.450224;;;16.4999;1.06E-07;1.64E-08;0.00032611;;;
16.9999;1.63E-08;23.611424;-10;-8.09E-08;23.611424;;;16.9999;8.09E-08;1.63E-08;0.000284431;;;
17.4999;1.64E-08;23.775501;-9.99999;-6.19E-08;23.775501;;;17.4999;6.19E-08;1.64E-08;0.000248892;;;
17.9999;1.64E-08;23.956372;-9.99999;-4.78E-08;23.956372;;;17.9999;4.78E-08;1.64E-08;0.000218571;;;
18.4999;1.69E-08;24.100194;-10;-3.69E-08;24.100194;;;18.4999;3.69E-08;1.69E-08;0.000192061;;;
19;1.71E-08;24.244015;-10;-2.86E-08;24.244015;;;19;2.86E-08;1.71E-08;0.000169255;;;
19.4999;1.67E-08;24.423162;-10;-2.24E-08;24.423162;;;19.4999;2.24E-08;1.67E-08;0.000149721;;;
19.9999;1.72E-08;24.567061;-10;-1.77E-08;24.567061;;;19.9999;1.77E-08;1.72E-08;0.000133059;;;
20.4999;1.73E-08;24.710913;-10;-1.41E-08;24.710913;;;20.4999;1.41E-08;1.73E-08;0.000118802;;;
20.9999;1.74E-08;24.854752;-10;-1.14E-08;24.854752;;;20.9999;1.14E-08;1.74E-08;0.0001069;;;
21.4999;1.73E-08;25.023773;-10;-9.44E-09;25.023773;;;21.4999;9.44E-09;1.73E-08;9.72E-05;;;
21.9999;1.72E-08;25.182588;-10.00001;-7.96E-09;25.182588;;;21.9999;7.96E-09;1.72E-08;8.92E-05;;;
22.4999;1.69E-08;25.352846;-10.00001;-6.88E-09;25.352846;;;22.4999;6.88E-09;1.69E-08;8.29E-05;;;
22.9999;1.68E-08;25.525228;-10;-6.13E-09;25.525228;;;22.9999;6.13E-09;1.68E-08;7.83E-05;;;
23.4999;1.69E-08;25.675014;-10.00001;-5.68E-09;25.675014;;;23.4999;5.68E-09;1.69E-08;7.53E-05;;;
23.9999;1.66E-08;25.84521;-10.00001;-5.27E-09;25.84521;;;23.9999;5.27E-09;1.66E-08;7.26E-05;;;
24.4999;1.65E-08;25.994956;-10.00001;-5.04E-09;25.994956;;;24.4999;5.04E-09;1.65E-08;7.10E-05;;;
24.9999;1.63E-08;26.144742;-10.00001;-4.83E-09;26.144742;;;24.9999;4.83E-09;1.63E-08;6.95E-05;;;
25.4999;1.62E-08;26.294391;-10;-4.70E-09;26.294391;;;25.4999;4.70E-09;1.62E-08;6.85E-05;;;
25.9999;1.60E-08;26.447522;-10;-4.59E-09;26.447522;;;25.9999;4.59E-09;1.60E-08;6.78E-05;;;
26.4999;1.58E-08;26.597253;-10;-4.49E-09;26.597253;;;26.4999;4.49E-09;1.58E-08;6.70E-05;;;
26.9999;1.57E-08;26.747022;-10;-4.39E-09;26.747022;;;26.9999;4.39E-09;1.57E-08;6.63E-05;;;
27.4999;1.55E-08;26.926142;-10;-4.31E-09;26.926142;;;27.4999;4.31E-09;1.55E-08;6.56E-05;;;
27.9999;1.53E-08;27.096373;-10.00001;-4.24E-09;27.096373;;;27.9999;4.24E-09;1.53E-08;6.51E-05;;;
28.4999;1.52E-08;27.266489;-10.00001;-4.20E-09;27.266489;;;28.4999;4.20E-09;1.52E-08;6.48E-05;;;
28.9999;1.51E-08;27.449705;-10;-4.16E-09;27.449705;;;28.9999;4.16E-09;1.51E-08;6.45E-05;;;
29.4999;1.50E-08;27.599475;-10;-4.13E-09;27.599475;;;29.4999;4.13E-09;1.50E-08;6.43E-05;;;
29.9999;1.49E-08;27.769711;-10;-4.09E-09;27.769711;;;29.9999;4.09E-09;1.49E-08;6.40E-05;;;
