#scan;iMeasureCycle=1;iMux=0;time=0.138;N=220;LocalTime=27/10/2023 16:29:00
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s)
-30.0001;-1.07E-09;0.300831;-1.00E-06;1.94E-09;0.300831
-30;-9.44E-10;0.457045;0.1;2.64E-07;0.457045
-30;-8.67E-10;0.607037;0.2;5.32E-07;0.607037
-30;-7.97E-10;0.757161;0.3;8.08E-07;0.757161
-30;-7.56E-10;0.882842;0.4;1.08E-06;0.882842
-30.0001;-7.25E-10;1.032924;0.5;1.33E-06;1.032924
-30.0001;-6.94E-10;1.183072;0.6;1.54E-06;1.183072
-30;-6.61E-10;1.365588;0.7;1.72E-06;1.365588
-30.0001;-6.33E-10;1.515719;0.8;1.85E-06;1.515719
-30;-6.17E-10;1.665691;0.9;1.96E-06;1.665691
-30.0001;-5.96E-10;1.815876;1;2.04E-06;1.815876
-30.0001;-5.77E-10;1.95371;1;2.04E-06;1.95371
-30.0001;-5.62E-10;2.103806;0.9;1.96E-06;2.103806
-30;-5.53E-10;2.253899;0.8;1.85E-06;2.253899
-30;-5.40E-10;2.404069;0.7;1.72E-06;2.404069
-30.0001;-5.27E-10;2.5541;0.6;1.55E-06;2.5541
-30;-5.13E-10;2.704092;0.5;1.33E-06;2.704092
-30.0001;-5.07E-10;2.88898;0.4;1.08E-06;2.88898
-30.0001;-5.01E-10;3.041807;0.3;8.13E-07;3.041807
-30.0001;-5.00E-10;3.191941;0.199999;5.37E-07;3.191941
-30;-4.83E-10;3.372124;0.1;2.67E-07;3.372124
-30;-4.76E-10;3.53523;0;1.98E-09;3.53523
-20.00001;1.13E-10;3.711324;-1.00E-06;6.55E-09;3.711324
-20.00001;2.45E-12;3.877652;0.1;8.87E-07;3.877652
-20;-1.55E-11;4.027555;0.199999;1.79E-06;4.027555
-20;-9.20E-11;4.177455;0.3;2.76E-06;4.177455
-20.00001;-1.28E-10;4.327324;0.4;3.76E-06;4.327324
-20;-1.47E-10;4.487336;0.5;4.77E-06;4.487336
-20.00001;-1.60E-10;4.637208;0.6;5.74E-06;4.637208
-20;-1.71E-10;4.787111;0.7;6.62E-06;4.787111
-20;-1.80E-10;4.936973;0.8;7.39E-06;4.936973
-20;-1.85E-10;5.086976;0.9;8.07E-06;5.086976
-20;-1.90E-10;5.236842;1;8.62E-06;5.236842
-20;-1.91E-10;5.371602;1;8.62E-06;5.371602
-20.00001;-1.95E-10;5.521545;0.9;8.05E-06;5.521545
-20;-1.99E-10;5.671407;0.8;7.38E-06;5.671407
-20;-1.99E-10;5.821306;0.7;6.60E-06;5.821306
-20;-2.01E-10;5.991006;0.6;5.71E-06;5.991006
-20.00001;-2.05E-10;6.140865;0.5;4.76E-06;6.140865
-20;-2.06E-10;6.290773;0.4;3.75E-06;6.290773
-20;-2.05E-10;6.440667;0.3;2.75E-06;6.440667
-20;-2.02E-10;6.590529;0.2;1.79E-06;6.590529
-20;-2.04E-10;6.743265;0.1;8.84E-07;6.743265
-20.00001;-2.04E-10;6.926459;-1.00E-06;6.54E-09;6.926459
-10;4.42E-10;7.096681;-1.00E-06;1.15E-08;7.096681
-10;2.79E-10;7.22242;0.1;1.56E-06;7.22242
-10;1.77E-10;7.404153;0.2;3.15E-06;7.404153
-10.00001;1.31E-10;7.554003;0.3;4.83E-06;7.554003
-10.00001;1.01E-10;7.703811;0.4;6.63E-06;7.703811
-10.00001;7.51E-11;7.883464;0.5;8.50E-06;7.883464
-10;5.66E-11;8.033352;0.6;1.04E-05;8.033352
-10;4.52E-11;8.15908;0.7;1.22E-05;8.15908
-10;3.29E-11;8.308895;0.8;1.39E-05;8.308895
-10;2.31E-11;8.458767;0.899999;1.55E-05;8.458767
-10;1.51E-11;8.608642;1;1.70E-05;8.608642
-10;9.78E-12;8.730992;1;1.70E-05;8.730992
-10;2.20E-12;8.907558;0.9;1.55E-05;8.907558
-10;-1.74E-12;9.057376;0.8;1.39E-05;9.057376
-10.00001;-6.66E-12;9.207344;0.7;1.22E-05;9.207344
-10.00001;-1.21E-11;9.387313;0.6;1.03E-05;9.387313
-10.00001;-1.58E-11;9.539868;0.5;8.49E-06;9.539868
-10.00001;-1.87E-11;9.689748;0.4;6.63E-06;9.689748
-10;-2.08E-11;9.839732;0.3;4.83E-06;9.839732
-10;-2.16E-11;10.000998;0.2;3.14E-06;10.000998
-10;-1.94E-11;10.150876;0.1;1.56E-06;10.150876
-10;-2.13E-11;10.317891;0;1.16E-08;10.317891
2.00E-07;5.80E-10;10.489506;0;1.64E-08;10.489506
1.00E-07;4.20E-10;10.615212;0.1;2.27E-06;10.615212
0;3.28E-10;10.765074;0.2;4.57E-06;10.765074
0;2.72E-10;10.924108;0.3;7.00E-06;10.924108
1.00E-07;2.35E-10;11.073967;0.4;9.61E-06;11.073967
-2.00E-07;2.11E-10;11.199714;0.5;1.23E-05;11.199714
-1.00E-07;1.90E-10;11.349571;0.6;1.52E-05;11.349571
0;1.71E-10;11.505636;0.7;1.79E-05;11.505636
-2.00E-07;1.58E-10;11.655453;0.8;2.07E-05;11.655453
0;1.46E-10;11.805353;0.9;2.33E-05;11.805353
0;1.36E-10;11.955164;0.999999;2.59E-05;11.955164
1.00E-07;1.30E-10;12.077812;1;2.59E-05;12.077812
0;1.27E-10;12.227685;0.9;2.33E-05;12.227685
0;1.19E-10;12.403548;0.8;2.07E-05;12.403548
1.00E-07;1.11E-10;12.553437;0.7;1.79E-05;12.553437
-1.00E-07;1.05E-10;12.703124;0.6;1.51E-05;12.703124
-1.00E-07;9.89E-11;12.852968;0.499999;1.23E-05;12.852968
0;9.37E-11;13.009299;0.4;9.59E-06;13.009299
-1.00E-07;8.80E-11;13.161697;0.3;6.99E-06;13.161697
-2.00E-07;8.30E-11;13.311408;0.2;4.56E-06;13.311408
0;8.03E-11;13.461318;0.1;2.26E-06;13.461318
-1.00E-07;7.58E-11;13.628494;-1.00E-06;1.58E-08;13.628494
10;6.63E-10;13.798811;-3.00E-06;2.16E-08;13.798811
