#scan	iMeasureCycle=1	iMux=0	time=0.143	N=482	LocalTime=31/10/2023 12:55:25
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-60.0001	-1.23376E-09	0.303826	0.999999	3.168E-11	0.303826
-59.5	-1.05651E-09	0.480834	1	2.519E-11	0.480834
-59	-9.5852E-10	0.657332	0.999999	2.393E-11	0.657332
-58.5	-8.7362E-10	0.851337	1	2.026E-11	0.851337
-58.0001	-8.1893E-10	1.027954	1	1.829E-11	1.027954
-57.5001	-7.6601E-10	1.204436	1	1.377E-11	1.204436
-57	-7.2153E-10	1.417247	1.000001	1.599E-11	1.417247
-56.5001	-6.84E-10	1.593743	1.000001	1.14E-11	1.593743
-56.0001	-6.5853E-10	1.770423	0.999999	1.123E-11	1.770423
-55.5	-6.2493E-10	1.946893	1	8.21E-12	1.946893
-55	-6.0709E-10	2.123512	0.999999	8.74E-12	2.123512
-54.5001	-5.8119E-10	2.300228	0.999999	9.15E-12	2.300228
-54	-5.7428E-10	2.478859	0.999999	1.062E-11	2.478859
-53.5	-5.496E-10	2.655324	1	8.53E-12	2.655324
-53.0001	-5.298E-10	2.856838	1	9.22E-12	2.856838
-52.5001	-4.9714E-10	3.033406	1	5.39E-12	3.033406
-52.0001	-4.883E-10	3.209889	1	6.74E-12	3.209889
-51.5	-4.7929E-10	3.418551	1	6.45E-12	3.418551
-51	-4.6637E-10	3.595024	0.999999	6.8E-12	3.595024
-50.5	-4.5934E-10	3.771732	0.999999	5.11E-12	3.771732
-50.0001	-4.3117E-10	3.9483	1	2.01E-12	3.9483
-49.5	-4.2362E-10	4.125011	0.999999	5.94E-12	4.125011
-49	-4.2278E-10	4.301496	1	9.48E-12	4.301496
-48.5	-4.0334E-10	4.478119	1	2.99E-12	4.478119
-48	-4.1133E-10	4.654623	1	6.5E-12	4.654623
-47.5001	-3.8287E-10	4.831135	0.999999	1.94E-12	4.831135
-47	-3.7496E-10	5.018974	1	2.37E-12	5.018974
-46.5	-3.6583E-10	5.19543	0.999999	4.09E-12	5.19543
-46	-3.4949E-10	5.39895	0.999999	1.29E-12	5.39895
-45.5001	-3.4977E-10	5.575561	1	5.96E-12	5.575561
-45.0001	-3.4118E-10	5.752014	1	3.48E-12	5.752014
-44.5	-3.3017E-10	5.933776	0.999999	3.22E-12	5.933776
