#scan	iMeasureCycle=1	iMux=0	time=0.139	N=220	LocalTime=31/10/2023 12:47:49
#VGate(V)	IGate(A)	time(s)	VDrain(V)	IDrain(A)	time(s)
-30.0001	-2.2408E-09	0.301893	0	1.116E-11	0.301893
-30.0001	-1.55675E-09	0.423466	0.099999	9.56E-12	0.423466
-30.0001	-1.34738E-09	0.544632	0.199999	9.64E-12	0.544632
-30.0001	-1.39795E-09	0.665836	0.299999	1.057E-11	0.665836
-30.0001	-1.10712E-09	0.787041	0.399999	1.057E-11	0.787041
-30.0001	-9.7411E-10	0.908256	0.499999	1.1E-11	0.908256
-30.0001	-8.7384E-10	1.029541	0.599999	1.13E-11	1.029541
-30.0001	-8.0626E-10	1.150751	0.699999	1.15E-11	1.150751
-30.0001	-7.4305E-10	1.271931	0.799999	1.247E-11	1.271931
-30.0001	-6.912E-10	1.39316	0.899999	1.289E-11	1.39316
-30.0001	-6.6081E-10	1.514392	0.999999	1.317E-11	1.514392
-30.0001	-6.2147E-10	1.635598	0.999999	1.217E-11	1.635598
-30.0001	-5.9791E-10	1.756787	0.9	9.42E-12	1.756787
-30.0001	-5.6925E-10	1.877994	0.8	7.74E-12	1.877994
-30.0001	-5.539E-10	1.999227	0.7	6.58E-12	1.999227
-30.0001	-5.3854E-10	2.120428	0.6	5.05E-12	2.120428
-30.0001	-5.1654E-10	2.241611	0.5	2.33E-12	2.241611
-30.0001	-5.0058E-10	2.362824	0.4	1.57E-12	2.362824
-30.0001	-4.9561E-10	2.484126	0.3	9.6E-13	2.484126
-30.0001	-4.828E-10	2.605341	0.2	4.2E-13	2.605341
-30.0001	-4.7276E-10	2.726584	0.1	-5.3E-13	2.726584
-30.0001	-4.736E-10	2.853879	0	-7.9E-13	2.853879
-20.00001	3.47583E-09	3.002562	0	-1.587E-11	3.002562
-20.00001	9.916E-10	3.123776	0.099999	-5.92E-12	3.123776
-20.00001	4.8773E-10	3.244945	0.199999	-3.71E-12	3.244945
-20.00001	2.6221E-10	3.367557	0.299999	-2.36E-12	3.367557
-20.00001	1.4237E-10	3.488796	0.399999	-1.58E-12	3.488796
-20.00001	7.057E-11	3.610001	0.499999	-4.3E-13	3.610001
-20.00001	2.226E-11	3.731234	0.599999	-4.9E-13	3.731234
-20.00001	-1.466E-11	3.856009	0.699999	-5.5E-13	3.856009
-20.00001	-4.217E-11	3.977279	0.799999	5.1E-13	3.977279
