Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	3.1798e-05	1.0511e-10	-10.0	-2.5
1.0	3.1746e-05	8.7321e-11	-10.0	-2.5
1.5	3.1723e-05	8.6776e-11	-10.0	-2.5
2.0	3.1699e-05	8.6504e-11	-10.0	-2.5
2.5	3.1673e-05	8.4192e-11	-10.0	-2.5
3.0	3.1654e-05	8.4075e-11	-10.0	-2.5
3.5	3.1643e-05	8.5379e-11	-10.0	-2.5
4.0	3.1625e-05	8.243e-11	-10.0	-2.5
4.5	3.1609e-05	8.2874e-11	-10.0	-2.5
5.0	3.1602e-05	8.2744e-11	-10.0	-2.5
5.5	3.1589e-05	8.3829e-11	-10.0	-2.5
6.0	3.1579e-05	8.3373e-11	-10.0	-2.5
6.5	3.1568e-05	8.411e-11	-10.0	-2.5
7.0	3.1553e-05	8.2278e-11	-10.0	-2.5
7.5	3.1543e-05	8.4118e-11	-10.0	-2.5
8.0	3.153e-05	8.432e-11	-10.0	-2.5
8.5	3.1517e-05	8.3953e-11	-10.0	-2.5
9.0	3.1507e-05	8.3265e-11	-10.0	-2.5
9.5	3.1494e-05	8.6123e-11	-10.0	-2.5
10.0	3.1482e-05	8.556e-11	-10.0	-2.5
10.5	3.1478e-05	8.4962e-11	-10.0	-2.5
11.0	3.1465e-05	8.509e-11	-10.0	-2.5
11.5	3.1455e-05	8.6632e-11	-10.0	-2.5
12.0	3.1446e-05	8.5435e-11	-10.0	-2.5
12.5	3.1436e-05	8.7115e-11	-10.0	-2.5
13.0	3.1431e-05	8.7411e-11	-10.0	-2.5
13.5	3.1419e-05	8.5708e-11	-10.0	-2.5
14.0	3.1411e-05	8.7768e-11	-10.0	-2.5
14.5	3.1401e-05	8.7348e-11	-10.0	-2.5
15.0	3.1394e-05	8.8315e-11	-10.0	-2.5
15.5	3.139e-05	8.6253e-11	-10.0	-2.5
16.0	3.1383e-05	8.876e-11	-10.0	-2.5
16.5	3.1375e-05	8.7787e-11	-10.0	-2.5
17.0	3.1366e-05	8.9905e-11	-10.0	-2.5
17.5	3.1363e-05	8.7765e-11	-10.0	-2.5
18.0	3.1356e-05	8.7486e-11	-10.0	-2.5
18.5	3.1354e-05	8.8462e-11	-10.0	-2.5
19.0	3.1341e-05	9.0532e-11	-10.0	-2.5
19.5	3.1332e-05	8.9058e-11	-10.0	-2.5
20.0	3.1328e-05	8.9514e-11	-10.0	-2.5
20.5	3.132e-05	8.8581e-11	-10.0	-2.5
21.0	3.1315e-05	9.0001e-11	-10.0	-2.5
21.5	3.1306e-05	9.0139e-11	-10.0	-2.5
22.0	3.13e-05	8.9511e-11	-10.0	-2.5
22.5	3.1292e-05	9.1215e-11	-10.0	-2.5
23.0	3.1288e-05	8.9635e-11	-10.0	-2.5
23.5	3.1281e-05	9.0238e-11	-10.0	-2.5
24.0	3.128e-05	9.1147e-11	-10.0	-2.5
24.5	3.1273e-05	9.0055e-11	-10.0	-2.5
25.0	3.1265e-05	9.0963e-11	-10.0	-2.5
25.5	3.1256e-05	9.0561e-11	-10.0	-2.5
26.0	3.1249e-05	8.9597e-11	-10.0	-2.5
26.5	3.1247e-05	9.0773e-11	-10.0	-2.5
27.0	3.1242e-05	8.9693e-11	-10.0	-2.5
27.5	3.1238e-05	9.0588e-11	-10.0	-2.5
28.0	3.1229e-05	9.0557e-11	-10.0	-2.5
28.5	3.1226e-05	9.1873e-11	-10.0	-2.5
29.0	3.1216e-05	9.0401e-11	-10.0	-2.5
29.5	3.1212e-05	9.2413e-11	-10.0	-2.5
30.0	3.1206e-05	9.1262e-11	-10.0	-2.5
30.5	3.1201e-05	9.1964e-11	-10.0	-2.5
31.0	3.1197e-05	9.1521e-11	-10.0	-2.5
31.5	3.1197e-05	9.2858e-11	-10.0	-2.5
32.0	3.1189e-05	8.9437e-11	-10.0	-2.5
32.5	3.1184e-05	9.4237e-11	-10.0	-2.5
33.0	3.1183e-05	9.0307e-11	-10.0	-2.5
33.5	3.1172e-05	9.3049e-11	-10.0	-2.5
34.0	3.1164e-05	8.9504e-11	-10.0	-2.5
34.5	3.116e-05	9.3814e-11	-10.0	-2.5
35.0	3.115e-05	9.3557e-11	-10.0	-2.5
35.5	3.1151e-05	9.316e-11	-10.0	-2.5
36.0	3.1148e-05	9.4351e-11	-10.0	-2.5
36.5	3.1143e-05	9.2629e-11	-10.0	-2.5
37.0	3.1142e-05	9.2345e-11	-10.0	-2.5
37.5	3.1137e-05	9.4959e-11	-10.0	-2.5
38.0	3.1132e-05	9.2708e-11	-10.0	-2.5
38.5	3.1128e-05	9.3421e-11	-10.0	-2.5
39.0	3.1117e-05	9.416e-11	-10.0	-2.5
39.5	3.1115e-05	9.0888e-11	-10.0	-2.5
40.0	3.1113e-05	9.3925e-11	-10.0	-2.5
40.5	3.1107e-05	9.3772e-11	-10.0	-2.5
41.0	3.1103e-05	9.3411e-11	-10.0	-2.5
41.5	3.1096e-05	9.2697e-11	-10.0	-2.5
42.0	3.1096e-05	9.4645e-11	-10.0	-2.5
42.5	3.1091e-05	9.0425e-11	-10.0	-2.5
43.0	3.1087e-05	9.3602e-11	-10.0	-2.5
43.5	3.1087e-05	9.4861e-11	-10.0	-2.5
44.0	3.1084e-05	9.4039e-11	-10.0	-2.5
44.5	3.1077e-05	9.3526e-11	-10.0	-2.5
45.0	3.1077e-05	9.4438e-11	-10.0	-2.5
45.5	3.1075e-05	9.4784e-11	-10.0	-2.5
46.0	3.1071e-05	9.5149e-11	-10.0	-2.5
46.5	3.1067e-05	9.3219e-11	-10.0	-2.5
47.0	3.1062e-05	9.6095e-11	-10.0	-2.5
47.5	3.1059e-05	9.4307e-11	-10.0	-2.5
48.0	3.1056e-05	9.3385e-11	-10.0	-2.5
48.5	3.1057e-05	9.4619e-11	-10.0	-2.5
49.0	3.1054e-05	9.4693e-11	-10.0	-2.5
49.5	3.1051e-05	9.5463e-11	-10.0	-2.5
50.0	3.1043e-05	9.4301e-11	-10.0	-2.5
50.5	3.1035e-05	9.5689e-11	-10.0	-2.5
51.0	3.1034e-05	9.6242e-11	-10.0	-2.5
51.5	3.103e-05	9.3169e-11	-10.0	-2.5
52.0	3.1029e-05	9.8332e-11	-10.0	-2.5
52.5	3.1018e-05	9.3765e-11	-10.0	-2.5
53.0	3.1018e-05	9.4143e-11	-10.0	-2.5
53.5	3.1018e-05	9.4778e-11	-10.0	-2.5
54.0	3.1012e-05	9.5499e-11	-10.0	-2.5
54.5	3.1005e-05	9.5798e-11	-10.0	-2.5
55.0	3.101e-05	9.6299e-11	-10.0	-2.5
55.5	3.1003e-05	9.5819e-11	-10.0	-2.5
56.0	3.0999e-05	9.5152e-11	-10.0	-2.5
56.5	3.1001e-05	9.5469e-11	-10.0	-2.5
57.0	3.0994e-05	9.419e-11	-10.0	-2.5
57.5	3.0991e-05	9.684e-11	-10.0	-2.5
58.0	3.0987e-05	9.5715e-11	-10.0	-2.5
58.5	3.0987e-05	9.4634e-11	-10.0	-2.5
59.0	3.0983e-05	9.5958e-11	-10.0	-2.5
59.5	3.0978e-05	9.6449e-11	-10.0	-2.5
60.0	3.0978e-05	9.6082e-11	-10.0	-2.5
60.5	3.0973e-05	9.5506e-11	-10.0	-2.5
61.0	3.0971e-05	9.5518e-11	-10.0	-2.5
61.5	3.0968e-05	9.5503e-11	-10.0	-2.5
