#scan;iMeasureCycle=1;iMux=0;time=0.133;N=482;LocalTime=31/10/2023 16:50:26;;;;;|IDrain|, |IGate| (A);
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;;;;
-60.0001;-3.19E-09;0.293711;0.1000001;1.64E-11;0.293711;;;;;1.64E-11;3.19E-09
-59.5001;-2.88E-09;0.470625;0.1000002;1.25E-11;0.470625;;;;;1.25E-11;2.88E-09
-59;-2.64E-09;0.64709;0.0999999;5.90E-12;0.64709;;;;;5.9E-12;2.64E-09
-58.5001;-2.59E-09;0.841474;0.0999998;7.97E-12;0.841474;;;;;7.97E-12;2.59E-09
-58.0001;-2.52E-09;1.021422;0.0999999;3.45E-12;1.021422;;;;;3.45E-12;2.52E-09
-57.5001;-2.27E-09;1.197914;0.0999997;1.68E-12;1.197914;;;;;1.68E-12;2.27E-09
-57.0001;-2.29E-09;1.412237;0.1;9.86E-12;1.412237;;;;;9.86E-12;2.29E-09
-56.5;-2.11E-09;1.588754;0.0999999;3.72E-12;1.588754;;;;;3.72E-12;2.11E-09
-56.0001;-1.89E-09;1.765316;0.1000001;1.92E-12;1.765316;;;;;1.92E-12;1.89E-09
-55.5;-1.72E-09;1.944014;0.1;5.02E-12;1.944014;;;;;5.02E-12;1.72E-09
-55;-1.58E-09;2.120674;0.1;2.10E-12;2.120674;;;;;2.1E-12;1.58E-09
-54.5;-1.47E-09;2.297293;0.1;4.84E-12;2.297293;;;;;4.84E-12;1.47E-09
-54.0001;-1.38E-09;2.475663;0.0999998;4.28E-12;2.475663;;;;;4.28E-12;1.38E-09
-53.5;-1.30E-09;2.652237;0.0999999;5.40E-13;2.652237;;;;;5.4E-13;1.3E-09
-53;-1.23E-09;2.847163;0.1000001;1.79E-12;2.847163;;;;;1.79E-12;1.23E-09
-52.5001;-1.18E-09;3.023859;0.1;2.33E-12;3.023859;;;;;2.33E-12;1.18E-09
-52.0001;-1.12E-09;3.200342;0.0999999;2.51E-12;3.200342;;;;;2.51E-12;1.12E-09
-51.5001;-1.05E-09;3.410678;0.0999999;1.53E-12;3.410678;;;;;1.53E-12;1.05E-09
-51.0001;-1.00E-09;3.587154;0.1000001;-1.30E-12;3.587154;;;;;1.3E-12;0.000000001
-50.5;-9.71E-10;3.763718;0.1000004;1.60E-12;3.763718;;;;;1.6E-12;9.71E-10
-50;-9.30E-10;3.940324;0.0999997;-8.20E-13;3.940324;;;;;8.2E-13;9.3E-10
-49.5;-9.08E-10;4.116786;0.0999998;2.42E-12;4.116786;;;;;2.42E-12;9.08E-10
-49;-8.90E-10;4.293523;0.1;4.65E-12;4.293523;;;;;4.65E-12;8.9E-10
-48.5;-8.56E-10;4.471423;0.1;3.44E-12;4.471423;;;;;3.44E-12;8.56E-10
-48.0001;-8.23E-10;4.647977;0.0999999;6.54E-12;4.647977;;;;;6.54E-12;8.23E-10
-47.5;-7.99E-10;4.824387;0.1;9.31E-12;4.824387;;;;;9.31E-12;7.99E-10
-47.0001;-7.64E-10;5.009176;0.0999999;1.27E-11;5.009176;;;;;1.27E-11;7.64E-10
