Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.413e-05	3.393e-10	-10.0	-2.5
1.0	1.4128e-05	1.8037e-10	-10.0	-2.5
1.5	1.413e-05	1.4604e-10	-10.0	-2.5
2.0	1.4129e-05	1.2349e-10	-10.0	-2.5
2.5	1.4129e-05	1.1237e-10	-10.0	-2.5
3.0	1.4127e-05	1.0583e-10	-10.0	-2.5
3.5	1.4128e-05	1.0371e-10	-10.0	-2.5
4.0	1.413e-05	1.0493e-10	-10.0	-2.5
4.5	1.4129e-05	1.0767e-10	-10.0	-2.5
5.0	1.413e-05	1.1071e-10	-10.0	-2.5
5.501	1.4131e-05	1.147e-10	-10.0	-2.5
6.0	1.4132e-05	1.1909e-10	-10.0	-2.5
6.5	1.4134e-05	1.2236e-10	-10.0	-2.5
7.0	1.4134e-05	1.2715e-10	-10.0	-2.5
7.5	1.4131e-05	1.3131e-10	-10.0	-2.5
8.0	1.4133e-05	1.3565e-10	-10.0	-2.5
8.5	1.4133e-05	1.3948e-10	-10.0	-2.5
9.0	1.4134e-05	1.4325e-10	-10.0	-2.5
9.5	1.4133e-05	1.4579e-10	-10.0	-2.5
10.0	1.4134e-05	1.4827e-10	-10.0	-2.5
10.5	1.4135e-05	1.5037e-10	-10.0	-2.5
11.0	1.4133e-05	1.5289e-10	-10.0	-2.5
11.5	1.4134e-05	1.5499e-10	-10.0	-2.5
12.0	1.4135e-05	1.5722e-10	-10.0	-2.5
12.5	1.4135e-05	1.584e-10	-10.0	-2.5
13.0	1.4134e-05	1.5988e-10	-10.0	-2.5
13.5	1.4134e-05	1.6118e-10	-10.0	-2.5
14.0	1.4136e-05	1.6369e-10	-10.0	-2.5
14.5	1.4136e-05	1.6557e-10	-10.0	-2.5
15.0	1.4139e-05	1.6581e-10	-10.0	-2.5
15.5	1.4138e-05	1.674e-10	-10.0	-2.5
16.0	1.4139e-05	1.679e-10	-10.0	-2.5
16.5	1.4138e-05	1.6756e-10	-10.0	-2.5
17.0	1.4139e-05	1.6895e-10	-10.0	-2.5
17.5	1.4139e-05	1.686e-10	-10.0	-2.5
18.0	1.414e-05	1.7004e-10	-10.0	-2.5
18.5	1.4141e-05	1.7062e-10	-10.0	-2.5
19.0	1.4142e-05	1.7085e-10	-10.0	-2.5
19.5	1.4143e-05	1.7113e-10	-10.0	-2.5
20.0	1.4142e-05	1.7181e-10	-10.0	-2.5
20.5	1.4142e-05	1.7236e-10	-10.0	-2.5
21.0	1.4143e-05	1.725e-10	-10.0	-2.5
21.5	1.4144e-05	1.7356e-10	-10.0	-2.5
22.0	1.4144e-05	1.7328e-10	-10.0	-2.5
22.5	1.4144e-05	1.7428e-10	-10.0	-2.5
23.0	1.4144e-05	1.7342e-10	-10.0	-2.5
23.5	1.4144e-05	1.7469e-10	-10.0	-2.5
24.0	1.4145e-05	1.7478e-10	-10.0	-2.5
24.5	1.4146e-05	1.7453e-10	-10.0	-2.5
25.0	1.4147e-05	1.7495e-10	-10.0	-2.5
25.5	1.4144e-05	1.7535e-10	-10.0	-2.5
26.0	1.4147e-05	1.758e-10	-10.0	-2.5
26.5	1.4145e-05	1.753e-10	-10.0	-2.5
27.0	1.4148e-05	1.7582e-10	-10.0	-2.5
27.5	1.4147e-05	1.7826e-10	-10.0	-2.5
28.0	1.4149e-05	1.77e-10	-10.0	-2.5
28.5	1.415e-05	1.7819e-10	-10.0	-2.5
29.0	1.4149e-05	1.7882e-10	-10.0	-2.5
29.5	1.4148e-05	1.7944e-10	-10.0	-2.5
30.0	1.415e-05	1.7953e-10	-10.0	-2.5
30.5	1.4151e-05	1.7969e-10	-10.0	-2.5
31.0	1.4152e-05	1.7866e-10	-10.0	-2.5
31.5	1.4152e-05	1.7825e-10	-10.0	-2.5
32.0	1.4153e-05	1.7863e-10	-10.0	-2.5
32.5	1.4156e-05	1.7929e-10	-10.0	-2.5
33.0	1.4152e-05	1.7917e-10	-10.0	-2.5
33.5	1.4153e-05	1.7994e-10	-10.0	-2.5
34.0	1.4152e-05	1.7978e-10	-10.0	-2.5
34.5	1.415e-05	1.8004e-10	-10.0	-2.5
35.0	1.415e-05	1.8129e-10	-10.0	-2.5
35.5	1.4153e-05	1.8132e-10	-10.0	-2.5
36.0	1.4154e-05	1.8081e-10	-10.0	-2.5
36.5	1.4156e-05	1.8144e-10	-10.0	-2.5
37.0	1.4156e-05	1.8107e-10	-10.0	-2.5
37.5	1.4155e-05	1.8079e-10	-10.0	-2.5
38.0	1.4158e-05	1.8192e-10	-10.0	-2.5
38.5	1.4157e-05	1.8276e-10	-10.0	-2.5
39.0	1.4158e-05	1.8296e-10	-10.0	-2.5
39.5	1.4156e-05	1.8319e-10	-10.0	-2.5
40.0	1.4157e-05	1.8283e-10	-10.0	-2.5
40.5	1.4157e-05	1.8402e-10	-10.0	-2.5
41.0	1.4156e-05	1.8408e-10	-10.0	-2.5
41.5	1.4158e-05	1.8379e-10	-10.0	-2.5
42.0	1.4157e-05	1.8411e-10	-10.0	-2.5
42.5	1.4158e-05	1.8437e-10	-10.0	-2.5
43.0	1.416e-05	1.8481e-10	-10.0	-2.5
43.5	1.4163e-05	1.8393e-10	-10.0	-2.5
44.0	1.4163e-05	1.8469e-10	-10.0	-2.5
44.5	1.4161e-05	1.8376e-10	-10.0	-2.5
45.0	1.416e-05	1.837e-10	-10.0	-2.5
45.5	1.4163e-05	1.8386e-10	-10.0	-2.5
46.0	1.4161e-05	1.832e-10	-10.0	-2.5
46.5	1.4161e-05	1.8415e-10	-10.0	-2.5
47.0	1.4162e-05	1.8465e-10	-10.0	-2.5
47.5	1.4161e-05	1.8519e-10	-10.0	-2.5
48.0	1.4164e-05	1.8516e-10	-10.0	-2.5
48.5	1.4163e-05	1.855e-10	-10.0	-2.5
49.0	1.4163e-05	1.8608e-10	-10.0	-2.5
49.5	1.4164e-05	1.8501e-10	-10.0	-2.5
50.0	1.4164e-05	1.8543e-10	-10.0	-2.5
50.5	1.4167e-05	1.8468e-10	-10.0	-2.5
51.0	1.4166e-05	1.8462e-10	-10.0	-2.5
51.5	1.417e-05	1.8502e-10	-10.0	-2.5
52.0	1.4168e-05	1.8593e-10	-10.0	-2.5
52.5	1.4171e-05	1.8582e-10	-10.0	-2.5
53.0	1.4171e-05	1.856e-10	-10.0	-2.5
53.5	1.4171e-05	1.8583e-10	-10.0	-2.5
