Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	2.0507e-09	2.8304e-09	-10.0	5.0
1.0	1.7844e-09	2.1974e-09	-10.0	4.9
1.5	1.6849e-09	2.0136e-09	-10.0	4.8
2.0	1.6234e-09	1.8741e-09	-10.0	4.7
2.5	1.5925e-09	1.7629e-09	-10.0	4.6
3.0	1.5912e-09	1.6727e-09	-10.0	4.5
3.5	1.6177e-09	1.5973e-09	-10.0	4.4
4.0	1.6687e-09	1.534e-09	-10.0	4.3
4.5	1.7574e-09	1.4787e-09	-10.0	4.2
5.0	1.8691e-09	1.4296e-09	-10.0	4.1
5.5	2.0226e-09	1.3872e-09	-10.0	4.0
6.0	2.2106e-09	1.3488e-09	-10.0	3.9
6.5	2.4428e-09	1.3148e-09	-10.0	3.8
7.0	2.7238e-09	1.2836e-09	-10.0	3.7
7.5	3.0405e-09	1.2557e-09	-10.0	3.6
8.0	3.4224e-09	1.2286e-09	-10.0	3.5
8.5	3.8595e-09	1.2041e-09	-10.0	3.4
9.0	4.3528e-09	1.181e-09	-10.0	3.3
9.5	4.9306e-09	1.1598e-09	-10.0	3.2
10.0	5.5596e-09	1.1404e-09	-10.0	3.1
10.5	6.2905e-09	1.1229e-09	-10.0	3.0
11.0	7.1244e-09	1.1051e-09	-10.0	2.9
11.5	8.0845e-09	1.0884e-09	-10.0	2.8
12.0	9.1979e-09	1.0733e-09	-10.0	2.7
12.5	1.044e-08	1.0581e-09	-10.0	2.6
13.0	1.1893e-08	1.0437e-09	-10.0	2.5
13.5	1.3789e-08	1.0277e-09	-10.0	2.4
14.0	1.6202e-08	1.0086e-09	-10.0	2.3
14.5	1.9087e-08	9.8839e-10	-10.0	2.2
15.0	2.2587e-08	9.6521e-10	-10.0	2.1
15.5	2.698e-08	6.9474e-10	-10.0	2.0
16.0	3.2555e-08	9.1677e-10	-10.0	1.9
16.5	4.0132e-08	8.8405e-10	-10.0	1.8
17.0	5.0864e-08	8.3806e-10	-10.0	1.7
17.5	6.7037e-08	7.8918e-10	-10.0	1.6
18.0	9.148e-08	7.4415e-10	-10.0	1.5
18.5	1.2683e-07	6.9239e-10	-10.0	1.4
19.0	1.7768e-07	6.1074e-10	-10.0	1.3
19.5	2.4747e-07	6.8719e-10	-10.0	1.2
20.0	3.4019e-07	6.9786e-10	-10.0	1.1
20.5	4.5797e-07	7.1172e-10	-10.0	1.0
21.0	6.0096e-07	7.1818e-10	-10.0	0.9
