Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.413e-05	3.393e-10	-10.0	-2.5	6.395274296145993e-08
1.0	1.4128e-05	1.8037e-10	-10.0	-2.5	6.046784359157969e-08
1.5	1.413e-05	1.4604e-10	-10.0	-2.5	6.17261642989478e-08
2.0	1.4129e-05	1.2349e-10	-10.0	-2.5	5.998499860118445e-08
2.5	1.4129e-05	1.1237e-10	-10.0	-2.5	5.924434649829501e-08
3.0	1.4127e-05	1.0583e-10	-10.0	-2.5	5.6504207990277995e-08
3.5	1.4128e-05	1.0371e-10	-10.0	-2.5	5.6764583077129115e-08
4.0	1.413e-05	1.0493e-10	-10.0	-2.5	5.802547175885415e-08
4.5	1.4129e-05	1.0767e-10	-10.0	-2.5	5.628687403544772e-08
5.0	1.413e-05	1.1071e-10	-10.0	-2.5	5.65487899069157e-08
5.501	1.4131e-05	1.147e-10	-10.0	-2.5	5.680974474680927e-08
6.0	1.4132e-05	1.1909e-10	-10.0	-2.5	5.707416243446345e-08
6.5	1.4134e-05	1.2236e-10	-10.0	-2.5	5.833761909054541e-08
7.0	1.4134e-05	1.2715e-10	-10.0	-2.5	5.76015893414964e-08
7.5	1.4131e-05	1.3131e-10	-10.0	-2.5	5.3866073187321006e-08
8.0	1.4133e-05	1.3565e-10	-10.0	-2.5	5.5131070628014746e-08
8.5	1.4133e-05	1.3948e-10	-10.0	-2.5	5.4396581663580907e-08
9.0	1.4134e-05	1.4325e-10	-10.0	-2.5	5.466260629401929e-08
9.5	1.4133e-05	1.4579e-10	-10.0	-2.5	5.29291445193284e-08
10.0	1.4134e-05	1.4827e-10	-10.0	-2.5	5.3196196339510226e-08
10.5	1.4135e-05	1.5037e-10	-10.0	-2.5	5.346376175456039e-08
11.0	1.4133e-05	1.5289e-10	-10.0	-2.5	5.073184076448417e-08
11.5	1.4134e-05	1.5499e-10	-10.0	-2.5	5.1000433369279474e-08
12.0	1.4135e-05	1.5722e-10	-10.0	-2.5	5.126953956894481e-08
12.5	1.4135e-05	1.584e-10	-10.0	-2.5	5.053915936348137e-08
13.0	1.4134e-05	1.5988e-10	-10.0	-2.5	4.8809292752890844e-08
13.5	1.4134e-05	1.6118e-10	-10.0	-2.5	4.8079939737172544e-08
14.0	1.4136e-05	1.6369e-10	-10.0	-2.5	4.935110031632188e-08
14.5	1.4136e-05	1.6557e-10	-10.0	-2.5	4.8622774490345334e-08
15.0	1.4139e-05	1.6581e-10	-10.0	-2.5	5.089496225924031e-08
15.5	1.4138e-05	1.674e-10	-10.0	-2.5	4.916766362300671e-08
16.0	1.4139e-05	1.679e-10	-10.0	-2.5	4.9440878581642444e-08
16.5	1.4138e-05	1.6756e-10	-10.0	-2.5	4.771460713515229e-08
17.0	1.4139e-05	1.6895e-10	-10.0	-2.5	4.7988849283529776e-08
17.5	1.4139e-05	1.686e-10	-10.0	-2.5	4.7263605026781874e-08
18.0	1.414e-05	1.7004e-10	-10.0	-2.5	4.75388743649045e-08
18.5	1.4141e-05	1.7062e-10	-10.0	-2.5	4.781465729789885e-08
19.0	1.4142e-05	1.7085e-10	-10.0	-2.5	4.809095382576323e-08
19.5	1.4143e-05	1.7113e-10	-10.0	-2.5	4.836776394850102e-08
20.0	1.4142e-05	1.7181e-10	-10.0	-2.5	4.664508766610785e-08
20.5	1.4142e-05	1.7236e-10	-10.0	-2.5	4.59229249785869e-08
21.0	1.4143e-05	1.725e-10	-10.0	-2.5	4.620127588593817e-08
21.5	1.4144e-05	1.7356e-10	-10.0	-2.5	4.648014038816117e-08
22.0	1.4144e-05	1.7328e-10	-10.0	-2.5	4.575951848525539e-08
22.5	1.4144e-05	1.7428e-10	-10.0	-2.5	4.503941017721964e-08
23.0	1.4144e-05	1.7342e-10	-10.0	-2.5	4.431981546405561e-08
23.5	1.4144e-05	1.7469e-10	-10.0	-2.5	4.3600734345763305e-08
24.0	1.4145e-05	1.7478e-10	-10.0	-2.5	4.388216682234153e-08
24.5	1.4146e-05	1.7453e-10	-10.0	-2.5	4.416411289379317e-08
25.0	1.4147e-05	1.7495e-10	-10.0	-2.5	4.444657256011484e-08
25.5	1.4144e-05	1.7535e-10	-10.0	-2.5	4.072954582130793e-08
26.0	1.4147e-05	1.758e-10	-10.0	-2.5	4.3013032677372354e-08
26.5	1.4145e-05	1.753e-10	-10.0	-2.5	4.02970331283077e-08
27.0	1.4148e-05	1.7582e-10	-10.0	-2.5	4.2581547174115565e-08
27.5	1.4147e-05	1.7826e-10	-10.0	-2.5	4.0866574814794855e-08
28.0	1.4149e-05	1.77e-10	-10.0	-2.5	4.2152116050343975e-08
28.5	1.415e-05	1.7819e-10	-10.0	-2.5	4.2438170880766015e-08
29.0	1.4149e-05	1.7882e-10	-10.0	-2.5	4.072473930605878e-08
29.5	1.4148e-05	1.7944e-10	-10.0	-2.5	3.901182132622327e-08
30.0	1.415e-05	1.7953e-10	-10.0	-2.5	4.029941694125759e-08
30.5	1.4151e-05	1.7969e-10	-10.0	-2.5	4.058752615116483e-08
31.0	1.4152e-05	1.7866e-10	-10.0	-2.5	4.08761489559421e-08
31.5	1.4152e-05	1.7825e-10	-10.0	-2.5	4.0165285355592284e-08
32.0	1.4153e-05	1.7863e-10	-10.0	-2.5	4.045493535011469e-08
32.5	1.4156e-05	1.7929e-10	-10.0	-2.5	4.2745098939506434e-08
33.0	1.4152e-05	1.7917e-10	-10.0	-2.5	3.8035776123769796e-08
33.5	1.4153e-05	1.7994e-10	-10.0	-2.5	3.832696690290568e-08
34.0	1.4152e-05	1.7978e-10	-10.0	-2.5	3.661867127691229e-08
34.5	1.415e-05	1.8004e-10	-10.0	-2.5	3.391088924579013e-08
35.0	1.415e-05	1.8129e-10	-10.0	-2.5	3.320362080953899e-08
35.5	1.4153e-05	1.8132e-10	-10.0	-2.5	3.549686596815938e-08
36.0	1.4154e-05	1.8081e-10	-10.0	-2.5	3.5790624721652184e-08
36.5	1.4156e-05	1.8144e-10	-10.0	-2.5	3.708489707001552e-08
37.0	1.4156e-05	1.8107e-10	-10.0	-2.5	3.637968301324958e-08
37.5	1.4155e-05	1.8079e-10	-10.0	-2.5	3.467498255135487e-08
38.0	1.4158e-05	1.8192e-10	-10.0	-2.5	3.6970795684335565e-08
38.5	1.4157e-05	1.8276e-10	-10.0	-2.5	3.5267122412182604e-08
39.0	1.4158e-05	1.8296e-10	-10.0	-2.5	3.556396273490406e-08
39.5	1.4156e-05	1.8319e-10	-10.0	-2.5	3.2861316652494044e-08
40.0	1.4157e-05	1.8283e-10	-10.0	-2.5	3.3159184164958944e-08
40.5	1.4157e-05	1.8402e-10	-10.0	-2.5	3.2457565272293374e-08
41.0	1.4156e-05	1.8408e-10	-10.0	-2.5	3.0756459974497335e-08
41.5	1.4158e-05	1.8379e-10	-10.0	-2.5	3.205586827157621e-08
42.0	1.4157e-05	1.8411e-10	-10.0	-2.5	3.035579016352362e-08
42.5	1.4158e-05	1.8437e-10	-10.0	-2.5	3.065622565034544e-08
43.0	1.416e-05	1.8481e-10	-10.0	-2.5	3.19571747320361e-08
43.5	1.4163e-05	1.8393e-10	-10.0	-2.5	3.425863740859728e-08
44.0	1.4163e-05	1.8469e-10	-10.0	-2.5	3.356061368003208e-08
44.5	1.4161e-05	1.8376e-10	-10.0	-2.5	3.086310354633761e-08
45.0	1.416e-05	1.837e-10	-10.0	-2.5	2.916610700751366e-08
45.5	1.4163e-05	1.8386e-10	-10.0	-2.5	3.146962406356174e-08
46.0	1.4161e-05	1.832e-10	-10.0	-2.5	2.8773654714482435e-08
46.5	1.4161e-05	1.8415e-10	-10.0	-2.5	2.8078198960274157e-08
47.0	1.4162e-05	1.8465e-10	-10.0	-2.5	2.8383256800934713e-08
47.5	1.4161e-05	1.8519e-10	-10.0	-2.5	2.6688828236469384e-08
48.0	1.4164e-05	1.8516e-10	-10.0	-2.5	2.8994913266874384e-08
48.5	1.4163e-05	1.855e-10	-10.0	-2.5	2.7301511892150807e-08
49.0	1.4163e-05	1.8608e-10	-10.0	-2.5	2.6608624112297758e-08
49.5	1.4164e-05	1.8501e-10	-10.0	-2.5	2.6916249927318625e-08
50.0	1.4164e-05	1.8543e-10	-10.0	-2.5	2.6224389337209023e-08
50.5	1.4167e-05	1.8468e-10	-10.0	-2.5	2.8533042341970946e-08
51.0	1.4166e-05	1.8462e-10	-10.0	-2.5	2.6842208941602597e-08
51.5	1.417e-05	1.8502e-10	-10.0	-2.5	3.0151889136108466e-08
52.0	1.4168e-05	1.8593e-10	-10.0	-2.5	2.746208292548476e-08
52.5	1.4171e-05	1.8582e-10	-10.0	-2.5	2.977279030973188e-08
53.0	1.4171e-05	1.856e-10	-10.0	-2.5	2.9084011288850925e-08
53.5	1.4171e-05	1.8583e-10	-10.0	-2.5	2.8395745862841692e-08
54.0	1.4171e-05	1.8685e-10	-10.0	-2.5	2.7707994031702488e-08
54.5	1.4169e-05	1.8731e-10	-10.0	-2.5	2.502075579543401e-08
55.0	1.417e-05	1.8566e-10	-10.0	-2.5	2.5334031154038752e-08
55.5	1.4169e-05	1.8627e-10	-10.0	-2.5	2.364782010751422e-08
56.0	1.417e-05	1.8618e-10	-10.0	-2.5	2.3962122655862408e-08
56.5	1.4172e-05	1.8656e-10	-10.0	-2.5	2.527693879907943e-08
57.0	1.4171e-05	1.8693e-10	-10.0	-2.5	2.3592268537170067e-08
57.5	1.4173e-05	1.8693e-10	-10.0	-2.5	2.490811187013223e-08
58.0	1.4173e-05	1.8746e-10	-10.0	-2.5	2.4224468797963425e-08
