#scan;iMeasureCycle=1;iMux=0;time=0.136;N=482;LocalTime=31/10/2023 11:52:45;;;;;;|IDrain|, |IGate| (A);
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2(A^1/2);;;;
-60;-4.19E-09;0.296689;0.999999;4.44E-11;0.296689;;;6.66E-06;;;4.44E-11;4.19E-09
-59.5001;-3.58E-09;0.473579;0.999999;3.44E-11;0.473579;;;5.87E-06;;;3.44E-11;3.58E-09
-59.0001;-2.92E-09;0.650216;1;2.99E-11;0.650216;;;5.47E-06;;;2.99E-11;2.92E-09
-58.5;-2.44E-09;0.844341;1;2.93E-11;0.844341;;;5.41E-06;;;2.93E-11;2.44E-09
-58.0001;-2.15E-09;1.020975;0.999999;2.40E-11;1.020975;;;4.90E-06;;;2.4E-11;2.15E-09
-57.5001;-1.97E-09;1.197577;1;2.26E-11;1.197577;;;4.75E-06;;;2.26E-11;1.97E-09
-57;-1.79E-09;1.406126;1;2.12E-11;1.406126;;;4.60E-06;;;2.12E-11;1.79E-09
-56.5;-1.69E-09;1.582776;0.999999;1.51E-11;1.582776;;;3.89E-06;;;1.51E-11;1.69E-09
-56.0001;-1.59E-09;1.75958;1;1.57E-11;1.75958;;;3.96E-06;;;1.57E-11;1.59E-09
-55.5001;-1.48E-09;1.93611;1;1.56E-11;1.93611;;;3.95E-06;;;1.56E-11;1.48E-09
-55.0001;-1.37E-09;2.1127;1;1.48E-11;2.1127;;;3.85E-06;;;1.48E-11;1.37E-09
-54.5001;-1.31E-09;2.289204;0.999999;1.38E-11;2.289204;;;3.71E-06;;;1.38E-11;1.31E-09
-54;-1.24E-09;2.465734;1;8.06E-12;2.465734;;;2.84E-06;;;8.06E-12;1.24E-09
-53.5;-1.19E-09;2.642272;1;1.08E-11;2.642272;;;3.29E-06;;;1.08E-11;1.19E-09
-53;-1.16E-09;2.81874;1;1.33E-11;2.81874;;;3.65E-06;;;1.33E-11;1.16E-09
-52.5;-1.07E-09;3.006696;1;8.26E-12;3.006696;;;2.87E-06;;;8.26E-12;1.07E-09
-52;-1.04E-09;3.183212;0.999999;9.52E-12;3.183212;;;3.09E-06;;;9.52E-12;1.04E-09
-51.5;-9.71E-10;3.390959;0.999999;5.25E-12;3.390959;;;2.29E-06;;;5.25E-12;9.71E-10
-51;-9.59E-10;3.567499;1;6.44E-12;3.567499;;;2.54E-06;;;6.44E-12;9.59E-10
-50.5001;-9.23E-10;3.74416;0.999999;8.17E-12;3.74416;;;2.86E-06;;;8.17E-12;9.23E-10
-50;-8.70E-10;3.920763;0.999999;9.22E-12;3.920763;;;3.04E-06;;;9.22E-12;8.7E-10
-49.5001;-8.29E-10;4.097297;0.999999;8.80E-12;4.097297;;;2.97E-06;;;8.8E-12;8.29E-10
-49;-8.12E-10;4.273908;0.999999;6.39E-12;4.273908;;;2.53E-06;;;6.39E-12;8.12E-10
-48.5001;-8.10E-10;4.452122;0.999999;7.32E-12;4.452122;;;2.71E-06;;;7.32E-12;8.1E-10
-48.0001;-7.52E-10;4.628828;1;5.21E-12;4.628828;;;2.28E-06;;;5.21E-12;7.52E-10
-47.5001;-7.21E-10;4.805311;0.999999;7.22E-12;4.805311;;;2.69E-06;;;7.22E-12;7.21E-10
-47;-7.28E-10;4.983768;0.999999;7.37E-12;4.983768;;;2.71E-06;;;7.37E-12;7.28E-10
-46.5;-7.04E-10;5.160279;0.999999;6.79E-12;5.160279;;;2.61E-06;;;6.79E-12;7.04E-10
-46;-6.61E-10;5.357297;1;4.35E-12;5.357297;;;2.09E-06;;;4.35E-12;6.61E-10
-45.5;-6.77E-10;5.533742;0.999999;5.99E-12;5.533742;;;2.45E-06;;;5.99E-12;6.77E-10
-45.0001;-6.54E-10;5.710322;1;4.88E-12;5.710322;;;2.21E-06;;;4.88E-12;6.54E-10
-44.5001;-5.87E-10;5.923193;0.999999;3.40E-12;5.923193;;;1.84E-06;;;3.4E-12;5.87E-10
-44.0001;-5.92E-10;6.099501;1;6.62E-12;6.099501;;;2.57E-06;;;6.62E-12;5.92E-10
-43.5;-5.89E-10;6.27611;1;8.42E-12;6.27611;;;2.90E-06;;;8.42E-12;5.89E-10
-43;-5.80E-10;6.452542;1;5.73E-12;6.452542;;;2.39E-06;;;5.73E-12;5.8E-10
-42.5001;-5.23E-10;6.628971;0.999999;4.91E-12;6.628971;;;2.22E-06;;;4.91E-12;5.23E-10
-42.0001;-5.11E-10;6.805446;0.999999;7.57E-12;6.805446;;;2.75E-06;;;7.57E-12;5.11E-10
-41.4999;-5.26E-10;6.984526;0.999999;3.44E-12;6.984526;;;1.85E-06;;;3.44E-12;5.26E-10
-41.0001;-4.89E-10;7.160926;0.999999;4.05E-12;7.160926;;;2.01E-06;;;4.05E-12;4.89E-10
-40.5;-4.52E-10;7.337442;1;2.00E-12;7.337442;;;1.41E-06;;;2E-12;4.52E-10
-40;-4.73E-10;7.520264;1;5.11E-12;7.520264;;;2.26E-06;;;5.11E-12;4.73E-10
