#scan;iMeasureCycle=1;iMux=0;time=0.137;N=482;LocalTime=27/10/2023 14:59:41;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (A^1/2)
-34.5001;-1.17E-09;64.838959;0.999999;2.37E-11;64.838959;;;4.86826E-06
-35;-1.17E-09;65.016121;0.999999;2.67E-11;65.016121;;;5.1672E-06
-35.5;-1.18E-09;65.165035;0.999999;2.43E-11;65.165035;;;4.9295E-06
-36;-1.20E-09;65.313818;0.999999;2.46E-11;65.313818;;;4.95984E-06
-36.5;-1.21E-09;65.462647;0.999999;2.80E-11;65.462647;;;5.2915E-06
-37.0001;-1.22E-09;65.634061;0.999999;3.19E-11;65.634061;;;5.64801E-06
-37.5001;-1.23E-09;65.782853;0.999999;3.36E-11;65.782853;;;5.79655E-06
-38.0001;-1.24E-09;65.931742;0.999999;3.32E-11;65.931742;;;5.76194E-06
-38.5;-1.26E-09;66.080676;0.999999;3.65E-11;66.080676;;;6.04152E-06
-39.0001;-1.27E-09;66.229663;0.999999;4.05E-11;66.229663;;;6.36396E-06
-39.5001;-1.29E-09;66.378747;0.999999;4.71E-11;66.378747;;;6.86294E-06
-40;-1.29E-09;66.546206;0.999999;4.87E-11;66.546206;;;6.97854E-06
-40.5001;-1.31E-09;66.695225;0.999999;5.11E-11;66.695225;;;7.14843E-06
-41.0001;-1.32E-09;66.844151;0.999999;5.03E-11;66.844151;;;7.09225E-06
-41.4999;-1.32E-09;67.021226;0.999999;4.87E-11;67.021226;;;6.97854E-06
-42;-1.33E-09;67.170245;0.999999;4.87E-11;67.170245;;;6.97854E-06
-42.5;-1.35E-09;67.319201;0.999999;5.48E-11;67.319201;;;7.4027E-06
-43;-1.36E-09;67.468158;0.999999;5.80E-11;67.468158;;;7.61577E-06
-43.5001;-1.37E-09;67.639268;0.999999;5.97E-11;67.639268;;;7.72658E-06
-44;-1.39E-09;67.788245;0.999999;6.43E-11;67.788245;;;8.01873E-06
-44.5;-1.40E-09;67.937361;0.999999;6.34E-11;67.937361;;;7.96241E-06
-45;-1.41E-09;68.086316;0.999999;6.74E-11;68.086316;;;8.20975E-06
-45.5;-1.42E-09;68.235257;0.999999;7.12E-11;68.235257;;;8.43801E-06
-46.0001;-1.44E-09;68.384417;0.999999;7.87E-11;68.384417;;;8.8713E-06
-46.5001;-1.45E-09;68.551161;0.999999;8.25E-11;68.551161;;;9.08295E-06
-47;-1.47E-09;68.700328;0.999999;8.68E-11;68.700328;;;9.31665E-06
-47.5001;-1.47E-09;68.8493;0.999999;8.73E-11;68.8493;;;9.34345E-06
-48;-1.48E-09;69.026504;0.999999;9.25E-11;69.026504;;;9.61769E-06
-48.5001;-1.51E-09;69.17554;0.999999;1.04E-10;69.17554;;;1.0198E-05
-49;-1.52E-09;69.324546;0.999999;1.05E-10;69.324546;;;1.0247E-05
-49.5;-1.56E-09;69.473556;0.999999;1.28E-10;69.473556;;;1.13137E-05
-50;-1.57E-09;69.644365;0.999999;1.40E-10;69.644365;;;1.18322E-05
-50.5;-1.59E-09;69.793451;0.999999;1.51E-10;69.793451;;;1.22882E-05
-51;-1.62E-09;69.942547;0.999999;1.60E-10;69.942547;;;1.26491E-05
-51.5;-1.65E-09;70.091615;0.999999;1.83E-10;70.091615;;;1.35277E-05
-52;-1.67E-09;70.240685;0.999999;2.14E-10;70.240685;;;1.46287E-05
-52.5001;-1.62E-09;70.389954;0.999999;1.29E-10;70.389954;;;1.13578E-05
-53.0001;-1.59E-09;70.556545;0.999999;9.64E-11;70.556545;;;9.81835E-06
-53.5;-1.61E-09;70.705608;0.999999;1.08E-10;70.705608;;;1.03923E-05
-54.0001;-1.61E-09;70.85459;0.999999;9.96E-11;70.85459;;;9.97998E-06
-54.5;-1.61E-09;71.035342;0.999999;1.06E-10;71.035342;;;1.02956E-05
-55;-1.66E-09;71.184592;0.999999;1.31E-10;71.184592;;;1.14455E-05
-55.5001;-1.66E-09;71.333632;0.999999;1.23E-10;71.333632;;;1.10905E-05
-56.0001;-1.67E-09;71.482691;0.999999;1.23E-10;71.482691;;;1.10905E-05
-56.5001;-1.68E-09;71.649496;0.999999;1.27E-10;71.649496;;;1.12694E-05
-57;-1.72E-09;71.798554;0.999999;1.54E-10;71.798554;;;1.24097E-05
-57.5001;-1.77E-09;71.947749;0.999999;1.95E-10;71.947749;;;1.39642E-05
-58;-1.75E-09;72.096951;0.999999;1.63E-10;72.096951;;;1.27671E-05
-58.5001;-1.78E-09;72.246081;0.999999;1.86E-10;72.246081;;;1.36382E-05
-59.0001;-1.80E-09;72.39531;0.999999;1.98E-10;72.39531;;;1.40712E-05
-59.5001;-1.81E-09;72.56195;0.999999;2.05E-10;72.56195;;;1.43178E-05
-60;-1.86E-09;72.711165;0.999999;2.46E-10;72.711165;;;1.56844E-05
