Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.6406e-05	1.0435e-09	-10.0	-2.5	-5.453943795747728e-07
1.0	1.6416e-05	8.6873e-10	-10.0	-2.5	-5.360589803670648e-07
1.5	1.6419e-05	8.2633e-10	-10.0	-2.5	-5.333905596536011e-07
2.0	1.6426e-05	7.9685e-10	-10.0	-2.5	-5.267216582003927e-07
2.5	1.643e-05	7.7303e-10	-10.0	-2.5	-5.230522760074482e-07
3.0	1.6434e-05	7.5241e-10	-10.0	-2.5	-5.193824130747643e-07
3.5	1.6441e-05	7.3771e-10	-10.0	-2.5	-5.127120694023345e-07
4.0	1.6447e-05	7.2471e-10	-10.0	-2.5	-5.07041244990171e-07
4.5	1.6449e-05	7.1296e-10	-10.0	-2.5	-5.0536993983826e-07
5.0	1.6454e-05	7.0427e-10	-10.0	-2.5	-5.006981539466166e-07
5.5	1.6461e-05	6.9203e-10	-10.0	-2.5	-4.940258873152261e-07
6.0	1.6463e-05	6.8517e-10	-10.0	-2.5	-4.923531399440937e-07
6.5	1.6466e-05	6.7762e-10	-10.0	-2.5	-4.896799118332265e-07
7.0	1.6473e-05	6.6984e-10	-10.0	-2.5	-4.830062029826147e-07
7.5	1.6479e-05	6.6474e-10	-10.0	-2.5	-4.773320133922657e-07
8.0	1.648e-05	6.6028e-10	-10.0	-2.5	-4.7665734306217135e-07
8.5	1.6488e-05	6.5427e-10	-10.0	-2.5	-4.689821919923427e-07
9.0	1.6491e-05	6.4897e-10	-10.0	-2.5	-4.663065601827721e-07
9.5	1.6498e-05	6.4535e-10	-10.0	-2.5	-4.596304476334568e-07
10.0	1.65e-05	6.4129e-10	-10.0	-2.5	-4.5795385434439957e-07
10.5	1.6504e-05	6.3588e-10	-10.0	-2.5	-4.542767803156088e-07
11.0	1.6507e-05	6.315e-10	-10.0	-2.5	-4.515992255470741e-07
11.5	1.6512e-05	6.2693e-10	-10.0	-2.5	-4.469211900387991e-07
12.0	1.6517e-05	6.2407e-10	-10.0	-2.5	-4.4224267379078136e-07
12.5	1.6521e-05	6.2105e-10	-10.0	-2.5	-4.385636768030265e-07
13.0	1.6523e-05	6.1865e-10	-10.0	-2.5	-4.368841990755299e-07
13.5	1.6526e-05	6.1651e-10	-10.0	-2.5	-4.3420424060829177e-07
14.0	1.653e-05	6.1119e-10	-10.0	-2.5	-4.305238014013155e-07
14.5	1.6534e-05	6.0877e-10	-10.0	-2.5	-4.2684288145459316e-07
15.0	1.6538e-05	6.0358e-10	-10.0	-2.5	-4.2316148076813824e-07
15.5	1.6543e-05	6.0269e-10	-10.0	-2.5	-4.18479599341935e-07
16.0	1.6546e-05	5.9929e-10	-10.0	-2.5	-4.1579723717599686e-07
16.5	1.6547e-05	5.9806e-10	-10.0	-2.5	-4.15114394270317e-07
17.0	1.655e-05	5.9343e-10	-10.0	-2.5	-4.1243107062489677e-07
17.5	1.6555e-05	5.9218e-10	-10.0	-2.5	-4.0774726623973284e-07
18.0	1.656e-05	5.8748e-10	-10.0	-2.5	-4.030629811148296e-07
18.5	1.6562e-05	5.8646e-10	-10.0	-2.5	-4.013782152501868e-07
19.0	1.6568e-05	5.8349e-10	-10.0	-2.5	-3.956929686458027e-07
19.5	1.6566e-05	5.8226e-10	-10.0	-2.5	-3.9800724130167984e-07
20.0	1.6567e-05	5.7754e-10	-10.0	-2.5	-3.9732103321781786e-07
20.5	1.6571e-05	5.7545e-10	-10.0	-2.5	-3.9363434439421e-07
21.0	1.6574e-05	5.7449e-10	-10.0	-2.5	-3.9094717483086495e-07
21.5	1.6578e-05	5.7194e-10	-10.0	-2.5	-3.872595245277784e-07
22.0	1.6581e-05	5.7028e-10	-10.0	-2.5	-3.845713934849547e-07
22.5	1.6587e-05	5.6907e-10	-10.0	-2.5	-3.788827817023851e-07
23.0	1.659e-05	5.6716e-10	-10.0	-2.5	-3.761936891800794e-07
23.5	1.6593e-05	5.6402e-10	-10.0	-2.5	-3.7350411591803093e-07
24.0	1.6595e-05	5.6189e-10	-10.0	-2.5	-3.7181406191624195e-07
24.5	1.6601e-05	5.6095e-10	-10.0	-2.5	-3.6612352717471164e-07
25.0	1.6608e-05	5.5839e-10	-10.0	-2.5	-3.594325116934398e-07
25.5	1.6607e-05	5.579e-10	-10.0	-2.5	-3.6074101547243264e-07
26.0	1.661e-05	5.55e-10	-10.0	-2.5	-3.5804903851168076e-07
26.5	1.6613e-05	5.5451e-10	-10.0	-2.5	-3.5535658081118954e-07
27.0	1.6617e-05	5.5284e-10	-10.0	-2.5	-3.516636423709568e-07
27.5	1.6618e-05	5.5089e-10	-10.0	-2.5	-3.5097022319098453e-07
28.0	1.6622e-05	5.5017e-10	-10.0	-2.5	-3.4727632327126974e-07
28.5	1.6622e-05	5.4898e-10	-10.0	-2.5	-3.475819426118176e-07
29.0	1.6625e-05	5.4606e-10	-10.0	-2.5	-3.4488708121262296e-07
29.5	1.6631e-05	5.4517e-10	-10.0	-2.5	-3.391917390736858e-07
30.0	1.6634e-05	5.4242e-10	-10.0	-2.5	-3.364959161950125e-07
30.5	1.6639e-05	5.4286e-10	-10.0	-2.5	-3.3179961257659546e-07
31.0	1.6639e-05	5.4176e-10	-10.0	-2.5	-3.321028282184399e-07
31.5	1.6643e-05	5.4006e-10	-10.0	-2.5	-3.28405563120543e-07
32.0	1.6643e-05	5.4036e-10	-10.0	-2.5	-3.287078172829054e-07
32.5	1.6645e-05	5.3887e-10	-10.0	-2.5	-3.270095907055275e-07
33.0	1.6647e-05	5.3819e-10	-10.0	-2.5	-3.253108833884102e-07
33.5	1.6649e-05	5.3578e-10	-10.0	-2.5	-3.236116953315502e-07
34.0	1.6653e-05	5.3506e-10	-10.0	-2.5	-3.199120265349499e-07
34.5	1.6658e-05	5.3385e-10	-10.0	-2.5	-3.1521187699861146e-07
35.0	1.6657e-05	5.3375e-10	-10.0	-2.5	-3.165112467225299e-07
35.5	1.666e-05	5.3313e-10	-10.0	-2.5	-3.13810135706707e-07
36.0	1.6664e-05	5.3278e-10	-10.0	-2.5	-3.1010854395114936e-07
36.5	1.6665e-05	5.3332e-10	-10.0	-2.5	-3.0940647145584203e-07
37.0	1.6668e-05	5.3212e-10	-10.0	-2.5	-3.0670391822080115e-07
37.5	1.6675e-05	5.3145e-10	-10.0	-2.5	-3.0000088424601894e-07
38.0	1.6676e-05	5.3038e-10	-10.0	-2.5	-2.992973695314936e-07
38.5	1.6679e-05	5.2866e-10	-10.0	-2.5	-2.9659337407722796e-07
39.0	1.6681e-05	5.2949e-10	-10.0	-2.5	-2.9488889788322517e-07
39.5	1.6684e-05	5.2831e-10	-10.0	-2.5	-2.9218394094947746e-07
40.0	1.6686e-05	5.28e-10	-10.0	-2.5	-2.904785032759926e-07
40.5	1.6688e-05	5.295e-10	-10.0	-2.5	-2.8877258486276506e-07
41.0	1.6692e-05	5.2643e-10	-10.0	-2.5	-2.850661857097972e-07
41.5	1.6695e-05	5.2636e-10	-10.0	-2.5	-2.8235930581709215e-07
42.0	1.6699e-05	5.2565e-10	-10.0	-2.5	-2.786519451846422e-07
42.5	1.67e-05	5.247e-10	-10.0	-2.5	-2.7794410381245274e-07
43.0	1.6702e-05	5.2479e-10	-10.0	-2.5	-2.7623578170052175e-07
43.5	1.6703e-05	5.2351e-10	-10.0	-2.5	-2.755269788488536e-07
44.0	1.6706e-05	5.2315e-10	-10.0	-2.5	-2.728176952574418e-07
44.5	1.6711e-05	5.2438e-10	-10.0	-2.5	-2.68107930926293e-07
45.0	1.6711e-05	5.232e-10	-10.0	-2.5	-2.683976858553989e-07
45.5	1.6718e-05	5.231e-10	-10.0	-2.5	-2.6168696004476706e-07
46.0	1.6718e-05	5.2179e-10	-10.0	-2.5	-2.619757534943943e-07
46.5	1.6717e-05	5.232e-10	-10.0	-2.5	-2.63264066204281e-07
47.0	1.6723e-05	5.2265e-10	-10.0	-2.5	-2.5755189817443e-07
47.5	1.6724e-05	5.226e-10	-10.0	-2.5	-2.5683924940483367e-07
48.0	1.6726e-05	5.2179e-10	-10.0	-2.5	-2.551261198954992e-07
48.5	1.6728e-05	5.2261e-10	-10.0	-2.5	-2.53412509646422e-07
49.0	1.6731e-05	5.2117e-10	-10.0	-2.5	-2.506984186576067e-07
49.5	1.6731e-05	5.2249e-10	-10.0	-2.5	-2.5098384692905185e-07
50.0	1.6736e-05	5.2016e-10	-10.0	-2.5	-2.462687944607535e-07
50.5	1.6735e-05	5.1947e-10	-10.0	-2.5	-2.475532612527154e-07
51.0	1.6738e-05	5.2135e-10	-10.0	-2.5	-2.4483724730493597e-07
51.5	1.6739e-05	5.2101e-10	-10.0	-2.5	-2.441207526174182e-07
52.0	1.6742e-05	5.2208e-10	-10.0	-2.5	-2.4140377719016013e-07
52.5	1.6743e-05	5.1868e-10	-10.0	-2.5	-2.4068632102316033e-07
53.0	1.6745e-05	5.2101e-10	-10.0	-2.5	-2.38968384116419e-07
53.5	1.6747e-05	5.2078e-10	-10.0	-2.5	-2.3724996646993835e-07
54.0	1.6753e-05	5.2005e-10	-10.0	-2.5	-2.3153106808371636e-07
54.5	1.6753e-05	5.2093e-10	-10.0	-2.5	-2.3181168895775465e-07
55.0	1.6754e-05	5.2057e-10	-10.0	-2.5	-2.310918290920548e-07
55.5	1.6759e-05	5.2028e-10	-10.0	-2.5	-2.2637148848661024e-07
56.0	1.676e-05	5.202e-10	-10.0	-2.5	-2.2565066714142835e-07
56.5	1.6763e-05	5.1994e-10	-10.0	-2.5	-2.2292936505650273e-07
57.0	1.6765e-05	5.1985e-10	-10.0	-2.5	-2.212075822318366e-07
57.5	1.6768e-05	5.1975e-10	-10.0	-2.5	-2.1848531866743232e-07
58.0	1.6769e-05	5.208e-10	-10.0	-2.5	-2.1776257436328293e-07
58.5	1.6771e-05	5.2092e-10	-10.0	-2.5	-2.160393493193988e-07
59.0	1.6776e-05	5.2095e-10	-10.0	-2.5	-2.1131564353577215e-07
59.5	1.6777e-05	5.2201e-10	-10.0	-2.5	-2.1059145701240816e-07
60.0	1.6776e-05	5.2142e-10	-10.0	-2.5	-2.1186678974929567e-07
60.5	1.678e-05	5.1898e-10	-10.0	-2.5	-2.0814164174644983e-07
61.0	1.6784e-05	5.2062e-10	-10.0	-2.5	-2.0441601300385788e-07
61.5	1.6781e-05	5.2245e-10	-10.0	-2.5	-2.076899035215284e-07
62.0	1.6782e-05	5.2188e-10	-10.0	-2.5	-2.0696331329946098e-07
62.5	1.6786e-05	5.2091e-10	-10.0	-2.5	-2.0323624233764765e-07
63.0	1.6788e-05	5.2229e-10	-10.0	-2.5	-2.0150869063609937e-07
63.5	1.6792e-05	5.2303e-10	-10.0	-2.5	-1.97780658194804e-07
64.0	1.6791e-05	5.2322e-10	-10.0	-2.5	-1.9905214501377347e-07
64.5	1.6795e-05	5.2261e-10	-10.0	-2.5	-1.9532315109299943e-07
65.0	1.6797e-05	5.2207e-10	-10.0	-2.5	-1.9359367643249044e-07
65.5	1.6801e-05	5.2369e-10	-10.0	-2.5	-1.8986372103223435e-07
66.0	1.68e-05	5.2108e-10	-10.0	-2.5	-1.9113328489223972e-07
66.5	1.6802e-05	5.2147e-10	-10.0	-2.5	-1.8940236801250597e-07
67.0	1.6808e-05	5.2229e-10	-10.0	-2.5	-1.8367097039303089e-07
67.5	1.6811e-05	5.2246e-10	-10.0	-2.5	-1.8093909203381289e-07
68.0	1.6813e-05	5.2117e-10	-10.0	-2.5	-1.7920673293485775e-07
68.5	1.6814e-05	5.2141e-10	-10.0	-2.5	-1.784738930961587e-07
69.0	1.6815e-05	5.2336e-10	-10.0	-2.5	-1.7774057251772031e-07
69.5	1.6819e-05	5.2337e-10	-10.0	-2.5	-1.740067711995428e-07
70.0	1.682e-05	5.243e-10	-10.0	-2.5	-1.7327248914162237e-07
70.5	1.6821e-05	5.2366e-10	-10.0	-2.5	-1.72537726343966e-07
71.0	1.6825e-05	5.2473e-10	-10.0	-2.5	-1.688024828065671e-07
71.5	1.6823e-05	5.2362e-10	-10.0	-2.5	-1.710667585294217e-07
72.0	1.6828e-05	5.2508e-10	-10.0	-2.5	-1.6633055351254533e-07
72.5	1.6828e-05	5.2259e-10	-10.0	-2.5	-1.6659386775592366e-07
73.0	1.6829e-05	5.2427e-10	-10.0	-2.5	-1.6585670125955708e-07
73.5	1.683e-05	5.2429e-10	-10.0	-2.5	-1.6511905402345794e-07
74.0	1.6832e-05	5.2545e-10	-10.0	-2.5	-1.633809260476139e-07
74.5	1.6832e-05	5.2501e-10	-10.0	-2.5	-1.6364231733202812e-07
75.0	1.6834e-05	5.246e-10	-10.0	-2.5	-1.619032278767088e-07
75.5	1.6837e-05	5.2671e-10	-10.0	-2.5	-1.5916365768164117e-07
76.0	1.6837e-05	5.2688e-10	-10.0	-2.5	-1.5942360674683402e-07
76.5	1.684e-05	5.26e-10	-10.0	-2.5	-1.5668307507228773e-07
