Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.6561e-05	1.7607e-09	-10.0	-2.5	-3.1782127548103334e-07
1.0	1.6568e-05	1.3812e-09	-10.0	-2.5	-3.121785685286531e-07
1.5	1.6574e-05	1.3007e-09	-10.0	-2.5	-3.068565815626318e-07
2.0	1.6576e-05	1.2415e-09	-10.0	-2.5	-3.0553417227005417e-07
2.5	1.6579e-05	1.1965e-09	-10.0	-2.5	-3.0321134065091937e-07
3.0	1.6586e-05	1.1576e-09	-10.0	-2.5	-2.968880867052276e-07
3.5	1.6586e-05	1.1277e-09	-10.0	-2.5	-2.975644104329793e-07
4.0	1.6589e-05	1.1007e-09	-10.0	-2.5	-2.952403118341762e-07
4.5	1.6593e-05	1.0775e-09	-10.0	-2.5	-2.9191579090881935e-07
5.0	1.6599e-05	1.055e-09	-10.0	-2.5	-2.8659084765689976e-07
5.5	1.6602e-05	1.038e-09	-10.0	-2.5	-2.842654820784284e-07
6.0	1.6606e-05	1.0191e-09	-10.0	-2.5	-2.8093969417340324e-07
6.5	1.6608e-05	1.0037e-09	-10.0	-2.5	-2.7961348394182073e-07
7.0	1.6608e-05	9.8825e-10	-10.0	-2.5	-2.802868513836809e-07
7.5	1.661e-05	9.7567e-10	-10.0	-2.5	-2.7895979649898844e-07
8.0	1.6613e-05	9.6555e-10	-10.0	-2.5	-2.7663231928773884e-07
8.5	1.6616e-05	9.5348e-10	-10.0	-2.5	-2.743044197499275e-07
9.0	1.6619e-05	9.4257e-10	-10.0	-2.5	-2.719760978855646e-07
9.5	1.6621e-05	9.3337e-10	-10.0	-2.5	-2.706473536946489e-07
10.0	1.6624e-05	9.2276e-10	-10.0	-2.5	-2.6831818717717266e-07
10.5	1.6626e-05	9.1421e-10	-10.0	-2.5	-2.6698859833314026e-07
11.0	1.6626e-05	9.057e-10	-10.0	-2.5	-2.676585871625539e-07
11.5	1.663e-05	8.9669e-10	-10.0	-2.5	-2.6432815366541395e-07
12.0	1.6635e-05	8.8923e-10	-10.0	-2.5	-2.5999729784171346e-07
12.5	1.6638e-05	8.8107e-10	-10.0	-2.5	-2.57666019691459e-07
13.0	1.6641e-05	8.7404e-10	-10.0	-2.5	-2.553343192146462e-07
13.5	1.6644e-05	8.6755e-10	-10.0	-2.5	-2.530021964112818e-07
14.0	1.6644e-05	8.6007e-10	-10.0	-2.5	-2.5366965128135547e-07
14.5	1.6645e-05	8.5398e-10	-10.0	-2.5	-2.5333668382487536e-07
15.0	1.6648e-05	8.4819e-10	-10.0	-2.5	-2.510032940418427e-07
15.5	1.6651e-05	8.4147e-10	-10.0	-2.5	-2.4866948193225165e-07
16.0	1.6653e-05	8.3641e-10	-10.0	-2.5	-2.4733524749610106e-07
16.5	1.6657e-05	8.3109e-10	-10.0	-2.5	-2.440005907334013e-07
17.0	1.6659e-05	8.271e-10	-10.0	-2.5	-2.4266551164414077e-07
17.5	1.666e-05	8.1997e-10	-10.0	-2.5	-2.423300102283275e-07
18.0	1.6664e-05	8.1455e-10	-10.0	-2.5	-2.3899408648595603e-07
18.5	1.6665e-05	8.0872e-10	-10.0	-2.5	-2.386577404170294e-07
19.0	1.6665e-05	8.0327e-10	-10.0	-2.5	-2.3932097202154665e-07
19.5	1.6668e-05	7.996e-10	-10.0	-2.5	-2.3698378129950571e-07
20.0	1.6673e-05	7.95e-10	-10.0	-2.5	-2.326461682509122e-07
20.5	1.6673e-05	7.9221e-10	-10.0	-2.5	-2.3330813287576114e-07
21.0	1.6672e-05	7.8741e-10	-10.0	-2.5	-2.3496967517405392e-07
21.5	1.6675e-05	7.8245e-10	-10.0	-2.5	-2.3263079514579312e-07
22.0	1.6678e-05	7.7905e-10	-10.0	-2.5	-2.3029149279097397e-07
22.5	1.6678e-05	7.7632e-10	-10.0	-2.5	-2.3095176810959965e-07
23.0	1.6679e-05	7.7164e-10	-10.0	-2.5	-2.306116211016648e-07
23.5	1.668e-05	7.6762e-10	-10.0	-2.5	-2.3027105176717834e-07
24.0	1.6684e-05	7.6367e-10	-10.0	-2.5	-2.2693006010613374e-07
24.5	1.6685e-05	7.6065e-10	-10.0	-2.5	-2.2658864611853737e-07
25.0	1.6692e-05	7.5789e-10	-10.0	-2.5	-2.2024680980438303e-07
25.5	1.6692e-05	7.5356e-10	-10.0	-2.5	-2.2090455116367214e-07
26.0	1.6696e-05	7.5129e-10	-10.0	-2.5	-2.175618701964043e-07
26.5	1.6695e-05	7.481e-10	-10.0	-2.5	-2.1921876690258227e-07
27.0	1.6699e-05	7.4535e-10	-10.0	-2.5	-2.158752412822011e-07
27.5	1.67e-05	7.4258e-10	-10.0	-2.5	-2.1553129333526814e-07
28.0	1.67e-05	7.3988e-10	-10.0	-2.5	-2.1618692306177564e-07
28.5	1.67e-05	7.3687e-10	-10.0	-2.5	-2.1684213046173156e-07
29.0	1.6706e-05	7.3427e-10	-10.0	-2.5	-2.1149691553512613e-07
29.5	1.6707e-05	7.3358e-10	-10.0	-2.5	-2.1115127828196653e-07
30.0	1.6709e-05	7.2976e-10	-10.0	-2.5	-2.0980521870225317e-07
30.5	1.6711e-05	7.2828e-10	-10.0	-2.5	-2.0845873679598145e-07
31.0	1.6716e-05	7.2674e-10	-10.0	-2.5	-2.0411183256315496e-07
31.5	1.6715e-05	7.2317e-10	-10.0	-2.5	-2.057645060037731e-07
32.0	1.6717e-05	7.2282e-10	-10.0	-2.5	-2.044167571178331e-07
32.5	1.6719e-05	7.1899e-10	-10.0	-2.5	-2.0306858590533812e-07
33.0	1.6724e-05	7.1808e-10	-10.0	-2.5	-1.98719992366285e-07
33.5	1.6725e-05	7.1471e-10	-10.0	-2.5	-1.983709765006789e-07
34.0	1.6727e-05	7.1369e-10	-10.0	-2.5	-1.9702153830851562e-07
34.5	1.6733e-05	7.1144e-10	-10.0	-2.5	-1.916716777897988e-07
35.0	1.6736e-05	7.083e-10	-10.0	-2.5	-1.893213949445234e-07
35.5	1.6735e-05	7.1083e-10	-10.0	-2.5	-1.9097068977269165e-07
36.0	1.6736e-05	7.0605e-10	-10.0	-2.5	-1.9061956227430394e-07
36.5	1.6736e-05	7.0613e-10	-10.0	-2.5	-1.9126801244936345e-07
37.0	1.6741e-05	7.0581e-10	-10.0	-2.5	-1.869160402978638e-07
37.5	1.6744e-05	7.0203e-10	-10.0	-2.5	-1.8456364581980681e-07
38.0	1.6743e-05	7.0061e-10	-10.0	-2.5	-1.8621082901520023e-07
38.5	1.6742e-05	7.006e-10	-10.0	-2.5	-1.878575898840319e-07
39.0	1.6746e-05	6.9842e-10	-10.0	-2.5	-1.845039284263112e-07
39.5	1.6748e-05	6.9717e-10	-10.0	-2.5	-1.8314984464202976e-07
40.0	1.6752e-05	6.9587e-10	-10.0	-2.5	-1.7979533853119235e-07
40.5	1.6752e-05	6.9468e-10	-10.0	-2.5	-1.8044041009380196e-07
41.0	1.6755e-05	6.9455e-10	-10.0	-2.5	-1.780850593298568e-07
41.5	1.6758e-05	6.9122e-10	-10.0	-2.5	-1.757292862393533e-07
42.0	1.6761e-05	6.9066e-10	-10.0	-2.5	-1.7337309082229483e-07
42.5	1.676e-05	6.8935e-10	-10.0	-2.5	-1.7501647307868e-07
43.0	1.6762e-05	6.9021e-10	-10.0	-2.5	-1.736594330085104e-07
43.5	1.6764e-05	6.8685e-10	-10.0	-2.5	-1.7230197061178244e-07
44.0	1.6764e-05	6.88e-10	-10.0	-2.5	-1.729440858885005e-07
44.5	1.6768e-05	6.8579e-10	-10.0	-2.5	-1.6958577883866162e-07
45.0	1.6771e-05	6.8522e-10	-10.0	-2.5	-1.6722704946226657e-07
45.5	1.6772e-05	6.843e-10	-10.0	-2.5	-1.6686789775931417e-07
46.0	1.6773e-05	6.8347e-10	-10.0	-2.5	-1.665083237298068e-07
46.5	1.6773e-05	6.8303e-10	-10.0	-2.5	-1.6714832737374665e-07
47.0	1.6775e-05	6.8238e-10	-10.0	-2.5	-1.6578790869112376e-07
47.5	1.6778e-05	6.8101e-10	-10.0	-2.5	-1.634270676819505e-07
48.0	1.6777e-05	6.8259e-10	-10.0	-2.5	-1.6506580434622086e-07
48.5	1.6779e-05	6.8032e-10	-10.0	-2.5	-1.6370411868393307e-07
49.0	1.6778e-05	6.7997e-10	-10.0	-2.5	-1.6534201069509012e-07
49.5	1.6784e-05	6.7879e-10	-10.0	-2.5	-1.599794803796904e-07
50.0	1.6786e-05	6.7666e-10	-10.0	-2.5	-1.5861652773773433e-07
50.5	1.6789e-05	6.7768e-10	-10.0	-2.5	-1.5625315276922449e-07
51.0	1.6791e-05	6.7858e-10	-10.0	-2.5	-1.5488935547416187e-07
51.5	1.6791e-05	6.7698e-10	-10.0	-2.5	-1.555251358525385e-07
52.0	1.6791e-05	6.791e-10	-10.0	-2.5	-1.5616049390436017e-07
52.5	1.6793e-05	6.7658e-10	-10.0	-2.5	-1.5479542962962248e-07
53.0	1.6799e-05	6.7529e-10	-10.0	-2.5	-1.4942994302833462e-07
53.5	1.68e-05	6.7495e-10	-10.0	-2.5	-1.490640341004858e-07
54.0	1.6802e-05	6.7442e-10	-10.0	-2.5	-1.4769770284608322e-07
54.5	1.6807e-05	6.753e-10	-10.0	-2.5	-1.4333094926512248e-07
55.0	1.6804e-05	6.7395e-10	-10.0	-2.5	-1.4696377335760737e-07
55.5	1.6806e-05	6.7475e-10	-10.0	-2.5	-1.455961751235365e-07
56.0	1.6809e-05	6.7297e-10	-10.0	-2.5	-1.4322815456291186e-07
56.5	1.6808e-05	6.73e-10	-10.0	-2.5	-1.4485971167573086e-07
57.0	1.6809e-05	6.7334e-10	-10.0	-2.5	-1.444908464619905e-07
57.5	1.6809e-05	6.7261e-10	-10.0	-2.5	-1.4512155892169398e-07
58.0	1.6814e-05	6.7417e-10	-10.0	-2.5	-1.407518490548451e-07
58.5	1.6816e-05	6.7402e-10	-10.0	-2.5	-1.3938171686143764e-07
59.0	1.6815e-05	6.7091e-10	-10.0	-2.5	-1.4101116234147503e-07
59.5	1.6817e-05	6.7201e-10	-10.0	-2.5	-1.3964018549495765e-07
60.0	1.6818e-05	6.7237e-10	-10.0	-2.5	-1.3926878632188072e-07
60.5	1.6818e-05	6.7084e-10	-10.0	-2.5	-1.3989696482225101e-07
61.0	1.6819e-05	6.7025e-10	-10.0	-2.5	-1.3952472099606415e-07
61.5	1.6824e-05	6.7078e-10	-10.0	-2.5	-1.3515205484332032e-07
62.0	1.6825e-05	6.7057e-10	-10.0	-2.5	-1.3477896636402353e-07
62.5	1.6826e-05	6.7074e-10	-10.0	-2.5	-1.34405455558165e-07
63.0	1.6827e-05	6.7052e-10	-10.0	-2.5	-1.3403152242575826e-07
63.5	1.683e-05	6.6967e-10	-10.0	-2.5	-1.316571669667888e-07
64.0	1.6832e-05	6.6867e-10	-10.0	-2.5	-1.3028238918126654e-07
64.5	1.6835e-05	6.711e-10	-10.0	-2.5	-1.2790718906918714e-07
65.0	1.6835e-05	6.7043e-10	-10.0	-2.5	-1.2853156663055257e-07
65.5	1.6835e-05	6.7034e-10	-10.0	-2.5	-1.2915552186536304e-07
66.0	1.6839e-05	6.6979e-10	-10.0	-2.5	-1.2577905477361654e-07
66.5	1.684e-05	6.6851e-10	-10.0	-2.5	-1.254021653553115e-07
67.0	1.6842e-05	6.7009e-10	-10.0	-2.5	-1.2402485361045606e-07
67.5	1.6844e-05	6.6872e-10	-10.0	-2.5	-1.2264711953903888e-07
68.0	1.6845e-05	6.6801e-10	-10.0	-2.5	-1.2226896314106894e-07
68.5	1.6847e-05	6.6853e-10	-10.0	-2.5	-1.2089038441654183e-07
69.0	1.6846e-05	6.6894e-10	-10.0	-2.5	-1.2251138336545956e-07
69.5	1.6849e-05	6.6834e-10	-10.0	-2.5	-1.2013195998782032e-07
70.0	1.6848e-05	6.6896e-10	-10.0	-2.5	-1.2175211428362812e-07
70.5	1.6851e-05	6.6822e-10	-10.0	-2.5	-1.1937184625287556e-07
71.0	1.6852e-05	6.6845e-10	-10.0	-2.5	-1.1899115589556904e-07
71.5	1.6854e-05	6.6921e-10	-10.0	-2.5	-1.1761004321170535e-07
72.0	1.6854e-05	6.6953e-10	-10.0	-2.5	-1.1822850820128431e-07
72.5	1.6856e-05	6.7e-10	-10.0	-2.5	-1.1684655086431408e-07
73.0	1.6857e-05	6.6848e-10	-10.0	-2.5	-1.1646417120078092e-07
73.5	1.6861e-05	6.6836e-10	-10.0	-2.5	-1.1308136921069637e-07
74.0	1.6861e-05	6.6927e-10	-10.0	-2.5	-1.1369814489405207e-07
74.5	1.6865e-05	6.6853e-10	-10.0	-2.5	-1.103144982508542e-07
75.0	1.6863e-05	6.6904e-10	-10.0	-2.5	-1.1293042928109759e-07
75.5	1.6863e-05	6.705e-10	-10.0	-2.5	-1.1354593798478839e-07
76.0	1.6863e-05	6.7067e-10	-10.0	-2.5	-1.1416102436192084e-07
76.5	1.6866e-05	6.6974e-10	-10.0	-2.5	-1.1177568841249852e-07
77.0	1.687e-05	6.6954e-10	-10.0	-2.5	-1.0838993013652243e-07
77.5	1.6869e-05	6.692e-10	-10.0	-2.5	-1.100037495339854e-07
78.0	1.6873e-05	6.7048e-10	-10.0	-2.5	-1.0661714660489599e-07
78.5	1.6875e-05	6.6957e-10	-10.0	-2.5	-1.0523012134924922e-07
79.0	1.6875e-05	6.7025e-10	-10.0	-2.5	-1.058426737670451e-07
79.5	1.6878e-05	6.6854e-10	-10.0	-2.5	-1.034548038582862e-07
80.0	1.6879e-05	6.688e-10	-10.0	-2.5	-1.0306651162297334e-07
80.5	1.6878e-05	6.6984e-10	-10.0	-2.5	-1.0467779706110311e-07
81.0	1.6879e-05	6.6958e-10	-10.0	-2.5	-1.0428866017267693e-07
81.5	1.688e-05	6.6988e-10	-10.0	-2.5	-1.0389910095769239e-07
82.0	1.6883e-05	6.7e-10	-10.0	-2.5	-1.0150911941615189e-07
82.5	1.6883e-05	6.6982e-10	-10.0	-2.5	-1.0211871554805961e-07
83.0	1.6887e-05	6.6947e-10	-10.0	-2.5	-9.872788935341037e-08
83.5	1.6891e-05	6.6904e-10	-10.0	-2.5	-9.533664083219938e-08
84.0	1.689e-05	6.6954e-10	-10.0	-2.5	-9.6944969984441e-08
84.5	1.6892e-05	6.6932e-10	-10.0	-2.5	-9.555287681012109e-08
85.0	1.6893e-05	6.7049e-10	-10.0	-2.5	-9.5160361309245e-08
85.5	1.6895e-05	6.7045e-10	-10.0	-2.5	-9.376742348181515e-08
86.0	1.6896e-05	6.6997e-10	-10.0	-2.5	-9.337406332782914e-08
86.5	1.6896e-05	6.697e-10	-10.0	-2.5	-9.398028084728696e-08
87.0	1.6897e-05	6.7058e-10	-10.0	-2.5	-9.358607604018424e-08
87.5	1.69e-05	6.7094e-10	-10.0	-2.5	-9.119144890653232e-08
88.0	1.6899e-05	6.7141e-10	-10.0	-2.5	-9.279639944632405e-08
