Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	5.5017e-10	1.4713e-09	-10.0	20.0
1.0	6.2705e-10	8.9728e-10	-10.0	19.9
1.5	5.9016e-10	7.6265e-10	-10.0	19.8
2.0	5.682e-10	7.0431e-10	-10.0	19.7
2.5	5.5174e-10	6.6462e-10	-10.0	19.6
3.0	5.3936e-10	6.3655e-10	-10.0	19.5
3.5	5.2957e-10	6.1428e-10	-10.0	19.4
4.0	5.2131e-10	5.9823e-10	-10.0	19.3
4.5	5.1423e-10	5.8407e-10	-10.0	19.2
5.0	5.0885e-10	5.7117e-10	-10.0	19.1
5.5	5.0323e-10	5.6205e-10	-10.0	19.0
6.0	4.9885e-10	5.533e-10	-10.0	18.9
6.5	4.9436e-10	5.4592e-10	-10.0	18.8
7.0	4.9069e-10	5.3765e-10	-10.0	18.7
7.5	4.8729e-10	5.3129e-10	-10.0	18.6
8.0	4.8343e-10	5.2574e-10	-10.0	18.5
8.5	4.8069e-10	5.1984e-10	-10.0	18.4
9.0	4.7715e-10	5.1443e-10	-10.0	18.3
9.5	4.746e-10	5.0863e-10	-10.0	18.2
10.0	4.727e-10	5.0609e-10	-10.0	18.1
10.5	4.7073e-10	5.0116e-10	-10.0	18.0
11.0	4.6828e-10	4.9766e-10	-10.0	17.9
11.5	4.6621e-10	4.9384e-10	-10.0	17.8
12.0	4.637e-10	4.8883e-10	-10.0	17.7
12.5	4.6192e-10	4.8603e-10	-10.0	17.6
13.0	4.6052e-10	4.8193e-10	-10.0	17.5
13.5	4.584e-10	4.7974e-10	-10.0	17.4
14.0	4.5652e-10	4.7728e-10	-10.0	17.3
14.5	4.5482e-10	4.7415e-10	-10.0	17.2
15.0	4.5517e-10	4.7353e-10	-10.0	17.1
15.5	4.42e-10	3.1674e-10	-10.0	17.0
16.0	4.5041e-10	4.6602e-10	-10.0	16.9
16.5	4.497e-10	4.6399e-10	-10.0	16.8
17.0	4.482e-10	4.6194e-10	-10.0	16.7
17.5	4.4678e-10	4.5928e-10	-10.0	16.6
18.0	4.4547e-10	4.566e-10	-10.0	16.5
18.5	4.4376e-10	4.5493e-10	-10.0	16.4
19.0	4.4294e-10	4.5289e-10	-10.0	16.3
19.5	4.4191e-10	4.5082e-10	-10.0	16.2
20.0	4.4052e-10	4.4809e-10	-10.0	16.1
20.5	4.3984e-10	4.4749e-10	-10.0	16.0
21.0	4.3856e-10	4.4466e-10	-10.0	15.9
21.5	4.3762e-10	4.4408e-10	-10.0	15.8
22.0	4.3678e-10	4.4141e-10	-10.0	15.7
22.5	4.3552e-10	4.3714e-10	-10.0	15.6
23.0	4.3547e-10	4.3849e-10	-10.0	15.5
23.5	4.3457e-10	4.3988e-10	-10.0	15.4
