Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.6359e-05	1.4094e-09	-10.0	-2.5	-4.141192238806491e-07
1.0	1.637e-05	1.1567e-09	-10.0	-2.5	-4.043089129511492e-07
1.5	1.6374e-05	1.0986e-09	-10.0	-2.5	-4.00903091831612e-07
2.0	1.6377e-05	1.0514e-09	-10.0	-2.5	-3.9849682694221214e-07
2.5	1.638e-05	1.0177e-09	-10.0	-2.5	-3.9609011828295077e-07
3.0	1.6388e-05	9.8836e-10	-10.0	-2.5	-3.886829658538305e-07
3.5	1.6392e-05	9.6611e-10	-10.0	-2.5	-3.8527536965484737e-07
4.0	1.6395e-05	9.4422e-10	-10.0	-2.5	-3.8286732968600493e-07
4.5	1.6401e-05	9.2676e-10	-10.0	-2.5	-3.774588459473046e-07
5.0	1.6404e-05	9.1046e-10	-10.0	-2.5	-3.7504991843873917e-07
5.5	1.6406e-05	8.9348e-10	-10.0	-2.5	-3.7364054716032124e-07
6.0	1.641e-05	8.8248e-10	-10.0	-2.5	-3.7023073211203404e-07
6.5	1.6413e-05	8.6969e-10	-10.0	-2.5	-3.6782047329389093e-07
7.0	1.6416e-05	8.6013e-10	-10.0	-2.5	-3.6540977070588634e-07
7.5	1.6418e-05	8.4923e-10	-10.0	-2.5	-3.6399862434801907e-07
8.0	1.642e-05	8.4033e-10	-10.0	-2.5	-3.625870342202971e-07
8.5	1.6425e-05	8.3162e-10	-10.0	-2.5	-3.581750003227104e-07
9.0	1.6428e-05	8.2327e-10	-10.0	-2.5	-3.5576252265526325e-07
9.5	1.6429e-05	8.1624e-10	-10.0	-2.5	-3.553496012179522e-07
10.0	1.6436e-05	8.0921e-10	-10.0	-2.5	-3.4893623601078686e-07
10.5	1.6438e-05	7.9965e-10	-10.0	-2.5	-3.4752242703375743e-07
11.0	1.6442e-05	7.9492e-10	-10.0	-2.5	-3.441081742868723e-07
11.5	1.6446e-05	7.8678e-10	-10.0	-2.5	-3.406934777701223e-07
12.0	1.645e-05	7.8077e-10	-10.0	-2.5	-3.3727833748351416e-07
12.5	1.6453e-05	7.7386e-10	-10.0	-2.5	-3.3486275342704336e-07
13.0	1.6455e-05	7.7006e-10	-10.0	-2.5	-3.3344672560071327e-07
13.5	1.646e-05	7.6363e-10	-10.0	-2.5	-3.290302540045219e-07
14.0	1.6463e-05	7.5988e-10	-10.0	-2.5	-3.2661333863847e-07
14.5	1.6464e-05	7.5366e-10	-10.0	-2.5	-3.2619597950256103e-07
15.0	1.6467e-05	7.5009e-10	-10.0	-2.5	-3.2377817659678956e-07
15.5	1.6468e-05	7.4387e-10	-10.0	-2.5	-3.233599299211576e-07
16.0	1.647e-05	7.4053e-10	-10.0	-2.5	-3.2194123947566197e-07
16.5	1.6475e-05	7.3551e-10	-10.0	-2.5	-3.1752210526030843e-07
17.0	1.6473e-05	7.3063e-10	-10.0	-2.5	-3.201025272750952e-07
17.5	1.6476e-05	7.2487e-10	-10.0	-2.5	-3.1768250552002307e-07
18.0	1.6479e-05	7.2168e-10	-10.0	-2.5	-3.1526203999508606e-07
18.5	1.6481e-05	7.1625e-10	-10.0	-2.5	-3.1384113070029315e-07
19.0	1.6487e-05	7.1307e-10	-10.0	-2.5	-3.0841977763563675e-07
19.5	1.649e-05	7.1079e-10	-10.0	-2.5	-3.0599798080112206e-07
20.0	1.6494e-05	7.0583e-10	-10.0	-2.5	-3.025757401967403e-07
20.5	1.6496e-05	7.0236e-10	-10.0	-2.5	-3.011530558225082e-07
21.0	1.6497e-05	6.977e-10	-10.0	-2.5	-3.0072992767840665e-07
21.5	1.6501e-05	6.9509e-10	-10.0	-2.5	-2.973063557644506e-07
22.0	1.6503e-05	6.9233e-10	-10.0	-2.5	-2.9588234008063065e-07
22.5	1.6504e-05	6.887e-10	-10.0	-2.5	-2.954578806269548e-07
23.0	1.6508e-05	6.8455e-10	-10.0	-2.5	-2.9203297740341765e-07
23.5	1.6511e-05	6.8314e-10	-10.0	-2.5	-2.8960763041001444e-07
