Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	1.6359e-05	1.4094e-09	-10.0	-2.5
1.0	1.637e-05	1.1567e-09	-10.0	-2.5
1.5	1.6374e-05	1.0986e-09	-10.0	-2.5
2.0	1.6377e-05	1.0514e-09	-10.0	-2.5
2.5	1.638e-05	1.0177e-09	-10.0	-2.5
3.0	1.6388e-05	9.8836e-10	-10.0	-2.5
3.5	1.6392e-05	9.6611e-10	-10.0	-2.5
4.0	1.6395e-05	9.4422e-10	-10.0	-2.5
4.5	1.6401e-05	9.2676e-10	-10.0	-2.5
5.0	1.6404e-05	9.1046e-10	-10.0	-2.5
5.5	1.6406e-05	8.9348e-10	-10.0	-2.5
6.0	1.641e-05	8.8248e-10	-10.0	-2.5
6.5	1.6413e-05	8.6969e-10	-10.0	-2.5
7.0	1.6416e-05	8.6013e-10	-10.0	-2.5
7.5	1.6418e-05	8.4923e-10	-10.0	-2.5
8.0	1.642e-05	8.4033e-10	-10.0	-2.5
8.5	1.6425e-05	8.3162e-10	-10.0	-2.5
9.0	1.6428e-05	8.2327e-10	-10.0	-2.5
9.5	1.6429e-05	8.1624e-10	-10.0	-2.5
10.0	1.6436e-05	8.0921e-10	-10.0	-2.5
10.5	1.6438e-05	7.9965e-10	-10.0	-2.5
11.0	1.6442e-05	7.9492e-10	-10.0	-2.5
11.5	1.6446e-05	7.8678e-10	-10.0	-2.5
12.0	1.645e-05	7.8077e-10	-10.0	-2.5
12.5	1.6453e-05	7.7386e-10	-10.0	-2.5
13.0	1.6455e-05	7.7006e-10	-10.0	-2.5
13.5	1.646e-05	7.6363e-10	-10.0	-2.5
14.0	1.6463e-05	7.5988e-10	-10.0	-2.5
14.5	1.6464e-05	7.5366e-10	-10.0	-2.5
15.0	1.6467e-05	7.5009e-10	-10.0	-2.5
15.5	1.6468e-05	7.4387e-10	-10.0	-2.5
16.0	1.647e-05	7.4053e-10	-10.0	-2.5
16.5	1.6475e-05	7.3551e-10	-10.0	-2.5
17.0	1.6473e-05	7.3063e-10	-10.0	-2.5
17.5	1.6476e-05	7.2487e-10	-10.0	-2.5
18.0	1.6479e-05	7.2168e-10	-10.0	-2.5
18.5	1.6481e-05	7.1625e-10	-10.0	-2.5
19.0	1.6487e-05	7.1307e-10	-10.0	-2.5
19.5	1.649e-05	7.1079e-10	-10.0	-2.5
20.0	1.6494e-05	7.0583e-10	-10.0	-2.5
20.5	1.6496e-05	7.0236e-10	-10.0	-2.5
21.0	1.6497e-05	6.977e-10	-10.0	-2.5
21.5	1.6501e-05	6.9509e-10	-10.0	-2.5
22.0	1.6503e-05	6.9233e-10	-10.0	-2.5
22.5	1.6504e-05	6.887e-10	-10.0	-2.5
23.0	1.6508e-05	6.8455e-10	-10.0	-2.5
23.5	1.6511e-05	6.8314e-10	-10.0	-2.5
24.0	1.6513e-05	6.797e-10	-10.0	-2.5
24.5	1.6516e-05	6.7643e-10	-10.0	-2.5
25.0	1.652e-05	6.7337e-10	-10.0	-2.5
25.5	1.6522e-05	6.7235e-10	-10.0	-2.5
26.0	1.6526e-05	6.6832e-10	-10.0	-2.5
26.5	1.6527e-05	6.6642e-10	-10.0	-2.5
27.0	1.6531e-05	6.6185e-10	-10.0	-2.5
27.5	1.6531e-05	6.6133e-10	-10.0	-2.5
28.0	1.6531e-05	6.5929e-10	-10.0	-2.5
28.5	1.6534e-05	6.5735e-10	-10.0	-2.5
29.0	1.6534e-05	6.5576e-10	-10.0	-2.5
29.5	1.6539e-05	6.5221e-10	-10.0	-2.5
30.0	1.6543e-05	6.5074e-10	-10.0	-2.5
30.5	1.6544e-05	6.4939e-10	-10.0	-2.5
31.0	1.6546e-05	6.464e-10	-10.0	-2.5
31.5	1.655e-05	6.4347e-10	-10.0	-2.5
32.0	1.6551e-05	6.4212e-10	-10.0	-2.5
32.5	1.6549e-05	6.4033e-10	-10.0	-2.5
33.0	1.6554e-05	6.3888e-10	-10.0	-2.5
33.5	1.6558e-05	6.3736e-10	-10.0	-2.5
34.0	1.656e-05	6.3631e-10	-10.0	-2.5
34.5	1.6562e-05	6.3527e-10	-10.0	-2.5
35.0	1.6564e-05	6.3102e-10	-10.0	-2.5
35.5	1.6567e-05	6.3121e-10	-10.0	-2.5
36.0	1.6571e-05	6.2834e-10	-10.0	-2.5
36.5	1.6573e-05	6.2925e-10	-10.0	-2.5
37.0	1.6577e-05	6.2766e-10	-10.0	-2.5
