#scan;iMeasureCycle=1;iMux=0;time=0.142;N=210;LocalTime=20/12/2023 15:30:12;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
0;4.54E-11;18.435408;-10;-2.09E-06;18.435408;;;-10;2.08537E-06
0;4.38E-11;18.557794;-10;-2.09E-06;18.557794;;;-10;2.0852E-06
-1.00E-07;4.52E-11;18.707678;-9.5;-2.08E-06;18.707678;;;-9.5;2.07609E-06
-1.00E-07;4.50E-11;18.85747;-9;-2.07E-06;18.85747;;;-9;2.06643E-06
-1.00E-07;4.75E-11;19.028926;-8.5;-2.06E-06;19.028926;;;-8.5;2.05576E-06
-2.00E-07;5.10E-11;19.178758;-8;-2.04E-06;19.178758;;;-8;2.04488E-06
0;5.19E-11;19.328548;-7.5;-2.03E-06;19.328548;;;-7.5;2.03334E-06
-1.00E-07;5.31E-11;19.478406;-7;-2.02E-06;19.478406;;;-7;2.02021E-06
1.00E-07;5.64E-11;19.628767;-6.5;-2.01E-06;19.628767;;;-6.5;2.00649E-06
-3.00E-07;6.01E-11;19.778553;-6;-1.99E-06;19.778553;;;-6;1.99137E-06
0;6.15E-11;19.943183;-5.5;-1.97E-06;19.943183;;;-5.5;1.97486E-06
1.00E-07;5.91E-11;20.093126;-5;-1.96E-06;20.093126;;;-5;1.95704E-06
0;6.23E-11;20.242879;-4.5;-1.94E-06;20.242879;;;-4.5;1.93618E-06
-1.00E-07;6.46E-11;20.418949;-4;-1.91E-06;20.418949;;;-4;0.000001912
0;6.50E-11;20.568768;-3.5;-1.88E-06;20.568768;;;-3.5;1.88317E-06
-2.00E-07;6.43E-11;20.718532;-3;-1.85E-06;20.718532;;;-3;1.84696E-06
3.00E-07;5.85E-11;20.868374;-2.5;-1.80E-06;20.868374;;;-2.5;1.79798E-06
-2.00E-07;3.70E-11;21.034035;-2;-1.73E-06;21.034035;;;-2;1.72538E-06
-1.00E-07;-1.74E-11;21.183888;-1.5;-1.61E-06;21.183888;;;-1.5;1.60679E-06
-4.00E-07;-2.47E-10;21.33377;-1;-1.38E-06;21.33377;;;-1;1.38168E-06
1.00E-07;-4.42E-10;21.483598;-0.5;-8.77E-07;21.483598;;;-0.5;8.7706E-07
-2.00E-07;-1.05E-09;21.656809;0;1.91E-09;21.656809;;;0;1.91029E-09
-2.5;-1.43E-08;21.820918;0;9.68E-09;21.820918;;;0;9.6812E-09
-2.5;-1.21E-08;21.968164;-0.5;-1.96E-06;21.968164;;;-0.5;1.95871E-06
-2.5;-1.02E-08;22.112045;-1;-4.04E-06;22.112045;;;-1;4.03756E-06
-2.50001;-8.51E-09;22.261869;-1.5;-5.98E-06;22.261869;;;-1.5;5.97754E-06
-2.50001;-7.10E-09;22.451759;-2;-7.69E-06;22.451759;;;-2;7.69178E-06
-2.5;-5.96E-09;22.601607;-2.5;-9.12E-06;22.601607;;;-2.5;9.11744E-06
-2.50001;-5.12E-09;22.754842;-3;-1.02E-05;22.754842;;;-3;1.01906E-05
-2.5;-4.80E-09;22.935813;-3.5;-1.09E-05;22.935813;;;-3.5;1.08647E-05
-2.50001;-4.68E-09;23.085718;-4;-1.12E-05;23.085718;;;-4;1.12384E-05
-2.5;-4.69E-09;23.235663;-4.5;-1.15E-05;23.235663;;;-4.5;1.14509E-05
-2.50001;-4.68E-09;23.385562;-5;-1.16E-05;23.385562;;;-5;1.15942E-05
-2.5;-4.67E-09;23.541227;-5.5;-1.17E-05;23.541227;;;-5.5;1.16968E-05
-2.5;-4.64E-09;23.691039;-6;-1.18E-05;23.691039;;;-6;1.17829E-05
-2.5;-4.60E-09;23.840899;-6.5;-1.18E-05;23.840899;;;-6.5;1.18465E-05
-2.5;-4.58E-09;23.99082;-7;-1.19E-05;23.99082;;;-7;1.19039E-05
-2.50001;-4.55E-09;24.140689;-7.5;-1.20E-05;24.140689;;;-7.5;1.19556E-05
-2.5;-4.51E-09;24.290461;-8;-1.20E-05;24.290461;;;-8;1.19998E-05
-2.5;-4.49E-09;24.450439;-8.5;-1.20E-05;24.450439;;;-8.5;1.20404E-05
-2.5;-4.47E-09;24.60035;-9;-1.21E-05;24.60035;;;-9;0.000012079
-2.50001;-4.43E-09;24.75024;-9.5;-1.21E-05;24.75024;;;-9.5;1.21168E-05
-2.5;-4.40E-09;24.929364;-10;-1.21E-05;24.929364;;;-10;1.21496E-05
-2.5;-4.39E-09;25.051772;-10;-1.22E-05;25.051772;;;-10;0.00001215
-2.5;-4.36E-09;25.20163;-9.5;-1.21E-05;25.20163;;;-9.5;1.21196E-05
-2.5;-4.34E-09;25.351585;-9;-1.21E-05;25.351585;;;-9;1.20859E-05
-2.5;-4.31E-09;25.501513;-8.5;-1.21E-05;25.501513;;;-8.5;1.20527E-05
-2.5;-4.29E-09;25.651478;-8;-1.20E-05;25.651478;;;-8;1.20145E-05
-2.5;-4.27E-09;25.801332;-7.5;-1.20E-05;25.801332;;;-7.5;1.19701E-05
-2.50001;-4.24E-09;25.954712;-7;-1.19E-05;25.954712;;;-7;1.19231E-05
-2.5;-4.21E-09;26.104542;-6.5;-1.19E-05;26.104542;;;-6.5;1.18649E-05
-2.50001;-4.19E-09;26.254306;-6;-1.18E-05;26.254306;;;-6;1.17964E-05
-2.5;-4.17E-09;26.433743;-5.5;-1.17E-05;26.433743;;;-5.5;1.17149E-05
-2.5;-4.15E-09;26.583558;-5;-1.16E-05;26.583558;;;-5;1.16127E-05
-2.5;-4.13E-09;26.733369;-4.5;-1.15E-05;26.733369;;;-4.5;1.14734E-05
-2.50001;-4.13E-09;26.883374;-4;-1.13E-05;26.883374;;;-4;1.12593E-05
-2.5;-4.22E-09;27.048813;-3.5;-1.09E-05;27.048813;;;-3.5;0.000010888
-2.50001;-4.37E-09;27.198819;-3;-1.02E-05;27.198819;;;-3;1.02143E-05
-2.50001;-5.07E-09;27.348612;-2.5;-9.14E-06;27.348612;;;-2.5;9.1444E-06
-2.50001;-6.03E-09;27.501104;-2;-7.71E-06;27.501104;;;-2;7.7105E-06
-2.5;-7.13E-09;27.650951;-1.5;-5.99E-06;27.650951;;;-1.5;5.9914E-06
-2.50001;-8.34E-09;27.800837;-1;-4.05E-06;27.800837;;;-1;4.04561E-06
-2.5;-9.59E-09;27.953874;-0.5;-1.96E-06;27.953874;;;-0.5;1.9612E-06
-2.50001;-1.09E-08;28.120879;0;8.33E-09;28.120879;;;0;8.32863E-09
-5;-2.91E-08;28.285057;-1.00E-05;1.78E-08;28.285057;;;-1.00E-05;1.78146E-08
-4.99999;-2.57E-08;28.464861;-0.5;-2.37E-06;28.464861;;;-0.5;2.36757E-06
-5;-2.32E-08;28.60875;-1;-5.03E-06;28.60875;;;-1;5.03492E-06
-5;-2.08E-08;28.752622;-1.5;-7.71E-06;28.752622;;;-1.5;7.70956E-06
-5;-1.87E-08;28.936955;-2;-1.03E-05;28.936955;;;-2;1.03046E-05
-5;-1.69E-08;29.080906;-2.5;-1.28E-05;29.080906;;;-2.5;1.27734E-05
-5.00001;-1.52E-08;29.224845;-3;-1.51E-05;29.224845;;;-3;1.50764E-05
-5;-1.37E-08;29.3688;-3.5;-1.72E-05;29.3688;;;-3.5;0.000017195
-5;-1.24E-08;29.512668;-4;-1.91E-05;29.512668;;;-4;1.90904E-05
-5.00001;-1.13E-08;29.656579;-4.5;-2.07E-05;29.656579;;;-4.5;2.07414E-05
-5;-1.03E-08;29.800432;-5;-2.21E-05;29.800432;;;-5;2.21094E-05
-5;-9.71E-09;29.958601;-5.5;-2.32E-05;29.958601;;;-5.5;2.31549E-05
-5;-9.55E-09;30.102574;-6;-2.39E-05;30.102574;;;-6;2.38723E-05
-5;-9.56E-09;30.246368;-6.5;-2.43E-05;30.246368;;;-6.5;2.43266E-05
-5.00001;-9.63E-09;30.390257;-7;-2.46E-05;30.390257;;;-7;2.46209E-05
-5;-9.65E-09;30.551531;-7.5;-2.48E-05;30.551531;;;-7.5;2.48152E-05
-5;-9.67E-09;30.695386;-8;-2.50E-05;30.695386;;;-8;2.49586E-05
-5.00001;-9.67E-09;30.83926;-8.5;-2.51E-05;30.83926;;;-8.5;2.50878E-05
-5;-9.70E-09;30.98318;-9;-2.52E-05;30.98318;;;-9;2.51872E-05
-5;-9.69E-09;31.127052;-9.5;-2.53E-05;31.127052;;;-9.5;0.000025275
-5;-9.68E-09;31.270925;-10;-2.54E-05;31.270925;;;-10;2.53518E-05
-5;-9.67E-09;31.394468;-10;-2.54E-05;31.394468;;;-10;2.53546E-05
-5;-9.67E-09;31.554008;-9.5;-2.53E-05;31.554008;;;-9.5;0.00002528
-5.00001;-9.67E-09;31.697841;-9;-2.52E-05;31.697841;;;-9;2.51904E-05
-5;-9.67E-09;31.841699;-8.5;-2.51E-05;31.841699;;;-8.5;2.50939E-05
-5;-9.66E-09;31.985628;-8;-2.50E-05;31.985628;;;-8;2.49756E-05
-5;-9.66E-09;32.129628;-7.5;-2.48E-05;32.129628;;;-7.5;2.48272E-05
-5;-9.66E-09;32.273467;-7;-2.46E-05;32.273467;;;-7;2.46209E-05
-5;-9.66E-09;32.442902;-6.5;-2.43E-05;32.442902;;;-6.5;2.43354E-05
-5.00001;-9.70E-09;32.586805;-6;-2.39E-05;32.586805;;;-6;2.38876E-05
-5;-9.87E-09;32.730656;-5.5;-2.32E-05;32.730656;;;-5.5;2.31748E-05
-5.00001;-1.06E-08;32.874502;-5;-2.21E-05;32.874502;;;-5;2.21317E-05
-5;-1.15E-08;33.018342;-4.5;-2.08E-05;33.018342;;;-4.5;2.07624E-05
-5.00001;-1.26E-08;33.162274;-4;-1.91E-05;33.162274;;;-4;1.91096E-05
-5;-1.39E-08;33.306225;-3.5;-1.72E-05;33.306225;;;-3.5;1.72112E-05
-5.00001;-1.51E-08;33.471507;-3;-1.51E-05;33.471507;;;-3;1.50892E-05
-5;-1.66E-08;33.615417;-2.5;-1.28E-05;33.615417;;;-2.5;1.27792E-05
-5.00001;-1.80E-08;33.759398;-2;-1.03E-05;33.759398;;;-2;1.03106E-05
-5;-1.95E-08;33.905907;-1.5;-7.71E-06;33.905907;;;-1.5;7.71017E-06
-5;-2.10E-08;34.061093;-1;-5.03E-06;34.061093;;;-1;5.03498E-06
-5;-2.26E-08;34.204915;-0.5;-2.37E-06;34.204915;;;-0.5;2.3662E-06
-5;-2.43E-08;34.365999;-1.00E-05;1.58E-08;34.365999;;;-1.00E-05;1.57656E-08
