#scan;iMeasureCycle=1;iMux=0;time=0.134;N=202;LocalTime=20/12/2023 15:31:29;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
-0.10001;9.39E-11;8.196193;-10;-2.38E-06;8.196193;;;-0.10001;2.38E-06;9.39E-11;0.001543409;;;
-0.2;-7.27E-11;8.370297;-10;-2.69E-06;8.370297;;;-0.2;2.69E-06;7.27E-11;0.00164029;;;
-0.30001;-2.53E-10;8.520234;-10;-3.01E-06;8.520234;;;-0.30001;3.01E-06;2.53E-10;0.001734843;;;
-0.40001;-4.38E-10;8.670121;-10;-3.34E-06;8.670121;;;-0.40001;3.34E-06;4.38E-10;0.001827263;;;
-0.50001;-6.29E-10;8.819896;-10;-3.68E-06;8.819896;;;-0.50001;3.68E-06;6.29E-10;0.001917772;;;
-0.6;-8.22E-10;8.991066;-10;-4.03E-06;8.991066;;;-0.6;4.03E-06;8.22E-10;0.002006689;;;
-0.70001;-1.01E-09;9.140937;-10;-4.39E-06;9.140937;;;-0.70001;4.39E-06;1.01E-09;0.002094268;;;
-0.80001;-1.21E-09;9.290783;-10;-4.75E-06;9.290783;;;-0.80001;4.75E-06;1.21E-09;0.002180445;;;
-0.90001;-1.43E-09;9.440646;-10;-5.13E-06;9.440646;;;-0.90001;5.13E-06;1.43E-09;0.002265509;;;
-1;-1.63E-09;9.590562;-10;-5.52E-06;9.590562;;;-1;5.52E-06;1.63E-09;0.002349385;;;
-1.10001;-1.84E-09;9.740387;-10;-5.92E-06;9.740387;;;-1.10001;5.92E-06;1.84E-09;0.002432209;;;
-1.20001;-2.05E-09;9.900456;-10;-6.32E-06;9.900456;;;-1.20001;6.32E-06;2.05E-09;0.002513921;;;
-1.30001;-2.26E-09;10.050356;-10;-6.73E-06;10.050356;;;-1.30001;6.73E-06;2.26E-09;0.002594379;;;
-1.4;-2.48E-09;10.200302;-10;-7.15E-06;10.200302;;;-1.4;7.15E-06;2.48E-09;0.00267395;;;
-1.50001;-2.69E-09;10.374352;-10;-7.58E-06;10.374352;;;-1.50001;7.58E-06;2.69E-09;0.002752668;;;
-1.60001;-2.91E-09;10.524336;-10;-8.01E-06;10.524336;;;-1.60001;8.01E-06;2.91E-09;0.002830207;;;
-1.70001;-3.14E-09;10.674218;-10;-8.45E-06;10.674218;;;-1.70001;8.45E-06;3.14E-09;0.002907158;;;
-1.8;-3.37E-09;10.824092;-10;-8.90E-06;10.824092;;;-1.8;8.90E-06;3.37E-09;0.002982905;;;
-1.9;-3.58E-09;10.996009;-10;-9.35E-06;10.996009;;;-1.9;9.35E-06;3.58E-09;0.003057885;;;
-2.00001;-3.82E-09;11.145831;-10;-9.81E-06;11.145831;;;-2.00001;9.81E-06;3.82E-09;0.0031324;;;
-2.10001;-4.05E-09;11.295695;-10;-1.03E-05;11.295695;;;-2.10001;1.03E-05;4.05E-09;0.003205623;;;
-2.20001;-4.27E-09;11.448913;-10;-1.08E-05;11.448913;;;-2.20001;1.08E-05;4.27E-09;0.003278765;;;
-2.3;-4.52E-09;11.599213;-10;-1.12E-05;11.599213;;;-2.3;1.12E-05;4.52E-09;0.003350507;;;
-2.4;-4.76E-09;11.749079;-10;-1.17E-05;11.749079;;;-2.4;1.17E-05;4.76E-09;0.003421783;;;
-2.5;-5.00E-09;11.906275;-10;-1.22E-05;11.906275;;;-2.5;1.22E-05;5.00E-09;0.003491934;;;
-2.6;-5.25E-09;12.056265;-10;-1.27E-05;12.056265;;;-2.6;1.27E-05;5.25E-09;0.003561657;;;
-2.7;-5.47E-09;12.206206;-10;-1.32E-05;12.206206;;;-2.7;1.32E-05;5.47E-09;0.003630468;;;
-2.80001;-5.69E-09;12.381054;-10;-1.37E-05;12.381054;;;-2.80001;1.37E-05;5.69E-09;0.003698959;;;
-2.9;-5.95E-09;12.530983;-10;-1.42E-05;12.530983;;;-2.9;1.42E-05;5.95E-09;0.003766656;;;
-3;-6.19E-09;12.680886;-10;-1.47E-05;12.680886;;;-3;1.47E-05;6.19E-09;0.003833249;;;
-3.1;-6.44E-09;12.830711;-10;-1.52E-05;12.830711;;;-3.1;1.52E-05;6.44E-09;0.003899333;;;
-3.2;-6.67E-09;13.000979;-10;-1.57E-05;13.000979;;;-3.2;1.57E-05;6.67E-09;0.003964959;;;
-3.30001;-6.91E-09;13.150783;-10;-1.62E-05;13.150783;;;-3.30001;1.62E-05;6.91E-09;0.004029876;;;
-3.4;-7.18E-09;13.300647;-10;-1.68E-05;13.300647;;;-3.4;1.68E-05;7.18E-09;0.00409413;;;
-3.5;-7.43E-09;13.450516;-10;-1.73E-05;13.450516;;;-3.5;1.73E-05;7.43E-09;0.004157607;;;
-3.6;-7.66E-09;13.600899;-10;-1.78E-05;13.600899;;;-3.6;1.78E-05;7.66E-09;0.004221185;;;
-3.7;-7.92E-09;13.750828;-10;-1.83E-05;13.750828;;;-3.7;1.83E-05;7.92E-09;0.004283597;;;
-3.80001;-8.16E-09;13.910732;-10;-1.89E-05;13.910732;;;-3.80001;1.89E-05;8.16E-09;0.004345515;;;
-3.9;-8.43E-09;14.060672;-10;-1.94E-05;14.060672;;;-3.9;1.94E-05;8.43E-09;0.00440721;;;
-4;-8.68E-09;14.210566;-10;-2.00E-05;14.210566;;;-4;2.00E-05;8.68E-09;0.004467897;;;
-4.1;-8.92E-09;14.384476;-10;-2.05E-05;14.384476;;;-4.1;2.05E-05;8.92E-09;0.004528521;;;
-4.2;-9.19E-09;14.528461;-10;-2.10E-05;14.528461;;;-4.2;2.10E-05;9.19E-09;0.004588006;;;
-4.3;-9.47E-09;14.672417;-10;-2.16E-05;14.672417;;;-4.3;2.16E-05;9.47E-09;0.004647655;;;
-4.4;-9.72E-09;14.816303;-10;-2.22E-05;14.816303;;;-4.4;0.00002215;9.72E-09;0.004706379;;;
-4.5;-9.97E-09;14.960145;-10;-2.27E-05;14.960145;;;-4.5;2.27E-05;9.97E-09;0.004764641;;;
-4.6;-1.02E-08;15.104079;-10;-2.33E-05;15.104079;;;-4.6;2.33E-05;1.02E-08;0.004822562;;;
-4.7;-1.05E-08;15.24796;-10;-2.38E-05;15.24796;;;-4.7;2.38E-05;1.05E-08;0.004880215;;;
-4.8;-1.08E-08;15.408567;-10;-2.44E-05;15.408567;;;-4.8;2.44E-05;1.08E-08;0.004937074;;;
-4.9;-1.11E-08;15.55256;-10;-2.49E-05;15.55256;;;-4.9;2.49E-05;1.11E-08;0.004993606;;;
-5;-1.13E-08;15.696405;-10;-2.55E-05;15.696405;;;-5;2.55E-05;1.13E-08;0.00505;;;
-5;-1.12E-08;15.819928;-10;-2.55E-05;15.819928;;;-5;2.55E-05;1.12E-08;0.005050337;;;
-4.90001;-1.07E-08;15.943457;-10;-2.49E-05;15.943457;;;-4.90001;2.49E-05;1.07E-08;0.004993155;;;
-4.80001;-1.02E-08;16.067047;-10;-2.44E-05;16.067047;;;-4.80001;2.44E-05;1.02E-08;0.004936618;;;
-4.70001;-9.76E-09;16.190618;-10;-2.38E-05;16.190618;;;-4.70001;2.38E-05;9.76E-09;0.004879088;;;
-4.60001;-9.32E-09;16.314105;-10;-2.32E-05;16.314105;;;-4.60001;2.32E-05;9.32E-09;0.004821701;;;
-4.50001;-8.89E-09;16.452629;-10;-2.27E-05;16.452629;;;-4.50001;2.27E-05;8.89E-09;0.004763874;;;
-4.40001;-8.48E-09;16.602608;-10;-2.21E-05;16.602608;;;-4.40001;2.21E-05;8.48E-09;0.004705614;;;
-4.3;-8.09E-09;16.752507;-10;-2.16E-05;16.752507;;;-4.3;2.16E-05;8.09E-09;0.004646547;;;
-4.2;-7.71E-09;16.918122;-10;-2.10E-05;16.918122;;;-4.2;2.10E-05;7.71E-09;0.004587123;;;
-4.10001;-7.33E-09;17.068122;-10;-2.05E-05;17.068122;;;-4.10001;2.05E-05;7.33E-09;0.00452735;;;
-4;-6.97E-09;17.218007;-10;-2.00E-05;17.218007;;;-4;2.00E-05;6.97E-09;0.004467057;;;
-3.90001;-6.63E-09;17.392574;-10;-1.94E-05;17.392574;;;-3.90001;1.94E-05;6.63E-09;0.004406529;;;
-3.80001;-6.29E-09;17.542464;-10;-1.89E-05;17.542464;;;-3.80001;1.89E-05;6.29E-09;0.004345009;;;
-3.7;-5.95E-09;17.692425;-10;-1.83E-05;17.692425;;;-3.7;0.000018342;5.95E-09;0.004282756;;;
-3.6;-5.61E-09;17.842319;-10;-1.78E-05;17.842319;;;-3.6;0.000017814;5.61E-09;0.004220663;;;
-3.50001;-5.30E-09;18.012924;-10;-1.73E-05;18.012924;;;-3.50001;1.73E-05;5.30E-09;0.004157776;;;
-3.40001;-4.97E-09;18.162722;-10;-1.68E-05;18.162722;;;-3.40001;1.68E-05;4.97E-09;0.004093507;;;
-3.3;-4.67E-09;18.312676;-10;-1.62E-05;18.312676;;;-3.3;0.000016239;4.67E-09;0.004029764;;;
-3.2;-4.37E-09;18.462519;-10;-1.57E-05;18.462519;;;-3.2;1.57E-05;4.37E-09;0.003964984;;;
-3.1;-4.06E-09;18.612889;-10;-1.52E-05;18.612889;;;-3.1;1.52E-05;4.06E-09;0.00389991;;;
-3;-3.78E-09;18.762826;-10;-1.47E-05;18.762826;;;-3;1.47E-05;3.78E-09;0.00383351;;;
-2.90001;-3.51E-09;18.922862;-10;-1.42E-05;18.922862;;;-2.90001;1.42E-05;3.51E-09;0.003767267;;;
-2.80001;-3.22E-09;19.072949;-10;-1.37E-05;19.072949;;;-2.80001;1.37E-05;3.22E-09;0.003699811;;;
-2.7;-2.96E-09;19.222846;-10;-1.32E-05;19.222846;;;-2.7;1.32E-05;2.96E-09;0.00363157;;;
-2.60001;-2.70E-09;19.397571;-10;-1.27E-05;19.397571;;;-2.60001;1.27E-05;2.70E-09;0.003563229;;;
-2.50001;-2.43E-09;19.547435;-10;-1.22E-05;19.547435;;;-2.50001;1.22E-05;2.43E-09;0.003493666;;;
-2.40001;-2.18E-09;19.697363;-10;-1.17E-05;19.697363;;;-2.40001;1.17E-05;2.18E-09;0.003423697;;;
-2.3;-1.93E-09;19.847294;-10;-1.12E-05;19.847294;;;-2.3;0.000011239;1.93E-09;0.003352462;;;
-2.20001;-1.69E-09;20.018901;-10;-1.08E-05;20.018901;;;-2.20001;1.08E-05;1.69E-09;0.003280762;;;
-2.10001;-1.44E-09;20.16871;-10;-1.03E-05;20.16871;;;-2.10001;1.03E-05;1.44E-09;0.003208707;;;
-2.00001;-1.21E-09;20.318583;-10;-9.83E-06;20.318583;;;-2.00001;9.83E-06;1.21E-09;0.003135235;;;
-1.90001;-9.79E-10;20.468452;-10;-9.37E-06;20.468452;;;-1.90001;9.37E-06;9.79E-10;0.003061176;;;
-1.8;-7.52E-10;20.621575;-10;-8.92E-06;20.621575;;;-1.8;8.92E-06;7.52E-10;0.00298586;;;
-1.7;-5.39E-10;20.77147;-10;-8.47E-06;20.77147;;;-1.7;8.47E-06;5.39E-10;0.002910182;;;
-1.60001;-3.32E-10;20.929314;-10;-8.03E-06;20.929314;;;-1.60001;8.03E-06;3.32E-10;0.002833512;;;
-1.50001;-1.19E-10;21.079225;-10;-7.59E-06;21.079225;;;-1.50001;7.59E-06;1.19E-10;0.002755783;;;
-1.4;8.62E-11;21.229164;-10;-7.17E-06;21.229164;;;-1.4;7.17E-06;8.62E-11;0.002676978;;;
-1.3;2.65E-10;21.403911;-10;-6.75E-06;21.403911;;;-1.3;6.75E-06;2.65E-10;0.002597403;;;
-1.20001;4.64E-10;21.553979;-10;-6.34E-06;21.553979;;;-1.20001;6.34E-06;4.64E-10;0.00251708;;;
-1.1;6.51E-10;21.703827;-10;-5.93E-06;21.703827;;;-1.1;5.93E-06;6.51E-10;0.002435457;;;
-1.00001;8.34E-10;21.853657;-10;-5.53E-06;21.853657;;;-1.00001;5.53E-06;8.34E-10;0.002352448;;;
-0.90001;1.01E-09;22.023886;-10;-5.15E-06;22.023886;;;-0.90001;5.15E-06;1.01E-09;0.002268698;;;
-0.80001;1.18E-09;22.17369;-10;-4.77E-06;22.17369;;;-0.80001;4.77E-06;1.18E-09;0.002183362;;;
-0.70001;1.35E-09;22.323573;-10;-4.40E-06;22.323573;;;-0.70001;4.40E-06;1.35E-09;0.002097077;;;
-0.6;1.50E-09;22.473449;-10;-4.04E-06;22.473449;;;-0.6;4.04E-06;1.50E-09;0.002009236;;;
-0.50001;1.66E-09;22.623833;-10;-3.69E-06;22.623833;;;-0.50001;3.69E-06;1.66E-09;0.001919698;;;
-0.4;1.81E-09;22.773806;-10;-3.34E-06;22.773806;;;-0.4;3.34E-06;1.81E-09;0.001828499;;;
-0.30001;1.95E-09;22.934069;-10;-3.01E-06;22.934069;;;-0.30001;3.01E-06;1.95E-09;0.001735866;;;
-0.19999;2.08E-09;23.084081;-10;-2.69E-06;23.084081;;;-0.19999;2.69E-06;2.08E-09;0.001640841;;;
-0.1;2.21E-09;23.233988;-10;-2.38E-06;23.233988;;;-0.1;2.38E-06;2.21E-09;0.001543195;;;
0;2.32E-09;23.408373;-10;-2.08E-06;23.408373;;;0;2.08E-06;2.32E-09;0.00144238;;;
0.09999;2.44E-09;23.558469;-10;-1.79E-06;23.558469;;;0.09999;1.79E-06;2.44E-09;0.001337569;;;
0.2;2.55E-09;23.70835;-10;-1.51E-06;23.70835;;;0.2;1.51E-06;2.55E-09;0.001227709;;;
0.29999;2.65E-09;23.858306;-10;-1.24E-06;23.858306;;;0.29999;1.24E-06;2.65E-09;0.001111679;;;
0.39999;2.72E-09;24.02884;-10;-9.80E-07;24.02884;;;0.39999;9.80E-07;2.72E-09;0.00099004;;;
0.5;2.79E-09;24.181416;-10;-7.49E-07;24.181416;;;0.5;7.49E-07;2.79E-09;0.000865636;;;
0.6;2.84E-09;24.33126;-10;-5.55E-07;24.33126;;;0.6;5.55E-07;2.84E-09;0.000745155;;;
0.69999;2.89E-09;24.481053;-10;-4.05E-07;24.481053;;;0.69999;4.05E-07;2.89E-09;0.000636037;;;
0.8;2.93E-09;24.631178;-10;-2.94E-07;24.631178;;;0.8;2.94E-07;2.93E-09;0.000542674;;;
0.9;2.94E-09;24.781072;-10;-2.16E-07;24.781072;;;0.9;2.16E-07;2.94E-09;0.000465262;;;
0.99999;2.91E-09;24.93958;-10;-1.61E-07;24.93958;;;0.99999;1.61E-07;2.91E-09;0.000401532;;;
1.1;2.91E-09;25.089544;-10;-1.22E-07;25.089544;;;1.1;1.22E-07;2.91E-09;0.000349389;;;
1.2;2.88E-09;25.239397;-10;-9.37E-08;25.239397;;;1.2;9.37E-08;2.88E-09;0.000306127;;;
1.29999;2.80E-09;25.431449;-10.00001;-7.30E-08;25.431449;;;1.29999;7.30E-08;2.80E-09;0.000270202;;;
1.4;2.79E-09;25.581577;-10.00001;-5.74E-08;25.581577;;;1.4;5.74E-08;2.79E-09;0.000239572;;;
1.5;2.76E-09;25.731429;-10.00001;-4.54E-08;25.731429;;;1.5;4.54E-08;2.76E-09;0.000212965;;;
1.6;2.69E-09;25.920703;-10.00001;-3.58E-08;25.920703;;;1.6;3.58E-08;2.69E-09;0.000189292;;;
1.7;2.67E-09;26.07066;-10.00001;-2.82E-08;26.07066;;;1.7;2.82E-08;2.67E-09;0.000167913;;;
1.8;2.63E-09;26.220531;-10.00001;-2.23E-08;26.220531;;;1.8;2.23E-08;2.63E-09;0.000149172;;;
1.9;2.60E-09;26.370381;-10.00001;-1.76E-08;26.370381;;;1.9;1.76E-08;2.60E-09;0.000132766;;;
2;2.56E-09;26.535136;-10.00001;-1.41E-08;26.535136;;;2;1.41E-08;2.56E-09;0.000118583;;;
2.1;2.52E-09;26.684979;-10.00001;-1.13E-08;26.684979;;;2.1;1.13E-08;2.52E-09;0.000106164;;;
2.19999;2.49E-09;26.834887;-10.00001;-9.09E-09;26.834887;;;2.19999;9.09E-09;2.49E-09;9.53E-05;;;
2.3;2.45E-09;26.999627;-10;-7.36E-09;26.999627;;;2.3;7.36E-09;2.45E-09;8.58E-05;;;
2.39999;2.42E-09;27.17571;-10.00001;-6.02E-09;27.17571;;;2.39999;6.02E-09;2.42E-09;7.76E-05;;;
2.49999;2.39E-09;27.351704;-10;-4.92E-09;27.351704;;;2.49999;4.92E-09;2.39E-09;7.01E-05;;;
2.59999;2.35E-09;27.527987;-10.00001;-4.02E-09;27.527987;;;2.59999;4.02E-09;2.35E-09;6.34E-05;;;
2.69999;2.33E-09;27.703996;-10.00001;-3.28E-09;27.703996;;;2.69999;3.28E-09;2.33E-09;5.72E-05;;;
2.79999;2.30E-09;27.880091;-10.00001;-2.73E-09;27.880091;;;2.79999;2.73E-09;2.30E-09;5.22E-05;;;
2.89999;2.27E-09;28.065482;-10.00001;-2.31E-09;28.065482;;;2.89999;2.31E-09;2.27E-09;4.81E-05;;;
3;2.24E-09;28.241657;-10.00001;-2.02E-09;28.241657;;;3;2.02E-09;2.24E-09;4.49E-05;;;
3.09999;2.22E-09;28.447345;-10;-1.79E-09;28.447345;;;3.09999;1.79E-09;2.22E-09;4.23E-05;;;
3.2;2.19E-09;28.623543;-10;-1.61E-09;28.623543;;;3.2;1.61E-09;2.19E-09;4.01E-05;;;
3.29999;2.17E-09;28.79973;-10.00001;-1.47E-09;28.79973;;;3.29999;1.47E-09;2.17E-09;3.84E-05;;;
3.4;2.14E-09;28.976984;-10.00001;-1.36E-09;28.976984;;;3.4;1.36E-09;2.14E-09;3.69E-05;;;
3.49999;2.12E-09;29.153093;-10.00001;-1.27E-09;29.153093;;;3.49999;1.27E-09;2.12E-09;3.57E-05;;;
3.59999;2.10E-09;29.329128;-10;-1.21E-09;29.329128;;;3.59999;1.21E-09;2.10E-09;3.48E-05;;;
3.7;2.08E-09;29.505252;-10.00001;-1.16E-09;29.505252;;;3.7;1.16E-09;2.08E-09;3.40E-05;;;
3.8;2.06E-09;29.68142;-10;-1.11E-09;29.68142;;;3.8;1.11E-09;2.06E-09;3.33E-05;;;
3.9;2.04E-09;29.857541;-10.00001;-1.08E-09;29.857541;;;3.9;1.08E-09;2.04E-09;3.28E-05;;;
4;2.03E-09;30.03411;-10.00001;-1.04E-09;30.03411;;;4;1.04E-09;2.03E-09;3.23E-05;;;
4.1;2.01E-09;30.210136;-10.00001;-1.01E-09;30.210136;;;4.1;1.01E-09;2.01E-09;3.18E-05;;;
4.2;1.99E-09;30.386123;-10;-9.88E-10;30.386123;;;4.2;9.88E-10;1.99E-09;3.14E-05;;;
4.29999;1.97E-09;30.572454;-10.00001;-9.63E-10;30.572454;;;4.29999;9.63E-10;1.97E-09;3.10E-05;;;
4.39999;1.95E-09;30.748525;-10;-9.42E-10;30.748525;;;4.39999;9.42E-10;1.95E-09;3.07E-05;;;
4.49999;1.93E-09;30.954166;-10;-9.22E-10;30.954166;;;4.49999;9.22E-10;1.93E-09;3.04E-05;;;
4.59999;1.92E-09;31.130319;-10;-9.07E-10;31.130319;;;4.59999;9.07E-10;1.92E-09;3.01E-05;;;
4.7;1.90E-09;31.306321;-10.00001;-8.89E-10;31.306321;;;4.7;8.89E-10;1.90E-09;2.98E-05;;;
4.8;1.88E-09;31.488206;-10;-8.75E-10;31.488206;;;4.8;8.75E-10;1.88E-09;2.96E-05;;;
4.9;1.87E-09;31.664297;-10;-8.63E-10;31.664297;;;4.9;8.63E-10;1.87E-09;2.94E-05;;;
5;1.85E-09;31.840392;-10.00001;-8.51E-10;31.840392;;;5;8.51E-10;1.85E-09;2.92E-05;;;
