#scan;iMeasureCycle=1;iMux=0;time=0.125;N=202;LocalTime=20/12/2023 15:32:53;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
5;2.73E-09;0.285274;-0.5;-1.32E-09;0.285274;;;5;1.32227E-09;2.72707E-09
4.89999;2.46E-09;0.434261;-0.5;-1.20E-09;0.434261;;;4.89999;1.20439E-09;2.45947E-09
4.79999;2.31E-09;0.582818;-0.5;-1.14E-09;0.582818;;;4.79999;1.13557E-09;2.31203E-09
4.7;2.21E-09;0.731379;-0.5;-1.09E-09;0.731379;;;4.7;1.08998E-09;2.21369E-09
4.59999;2.14E-09;0.880031;-0.5;-1.05E-09;0.880031;;;4.59999;1.05282E-09;2.13788E-09
4.49999;2.08E-09;1.028727;-0.5;-1.02E-09;1.028727;;;4.49999;1.02078E-09;2.07839E-09
4.39999;2.03E-09;1.177318;-0.5;-9.94E-10;1.177318;;;4.39999;9.942E-10;2.02947E-09
4.3;1.98E-09;1.357667;-0.5;-9.68E-10;1.357667;;;4.3;9.6844E-10;1.98287E-09
4.19999;1.94E-09;1.506348;-0.5;-9.47E-10;1.506348;;;4.19999;9.4739E-10;1.94322E-09
4.09999;1.88E-09;1.654916;-0.499999;-9.15E-10;1.654916;;;4.09999;9.1507E-10;1.87642E-09
3.99999;1.87E-09;1.803455;-0.5;-9.12E-10;1.803455;;;3.99999;9.1193E-10;1.86815E-09
3.9;1.84E-09;1.964777;-0.499999;-9.00E-10;1.964777;;;3.9;8.9966E-10;1.84381E-09
3.8;1.82E-09;2.11348;-0.5;-8.88E-10;2.11348;;;3.8;8.8782E-10;1.81899E-09
3.7;1.79E-09;2.262085;-0.5;-8.76E-10;2.262085;;;3.7;8.7629E-10;1.79109E-09
3.60001;1.77E-09;2.41073;-0.5;-8.71E-10;2.41073;;;3.60001;8.7068E-10;1.77198E-09
3.49999;1.75E-09;2.559573;-0.5;-8.64E-10;2.559573;;;3.49999;8.6397E-10;1.74735E-09
3.39999;1.72E-09;2.70817;-0.5;-8.60E-10;2.70817;;;3.39999;8.5975E-10;1.72384E-09
3.3;1.70E-09;2.872966;-0.5;-8.58E-10;2.872966;;;3.3;8.5837E-10;1.69884E-09
3.19999;1.68E-09;3.021582;-0.5;-8.67E-10;3.021582;;;3.19999;8.6731E-10;1.68293E-09
3.09999;1.66E-09;3.170143;-0.5;-8.81E-10;3.170143;;;3.09999;8.8071E-10;1.66232E-09
2.99999;1.64E-09;3.338917;-0.5;-9.01E-10;3.338917;;;2.99999;9.0074E-10;1.64379E-09
2.9;1.62E-09;3.487668;-0.5;-9.31E-10;3.487668;;;2.9;9.3136E-10;1.6231E-09
2.79999;1.61E-09;3.636229;-0.5;-9.81E-10;3.636229;;;2.79999;9.8112E-10;1.60554E-09
2.7;1.59E-09;3.784861;-0.5;-1.05E-09;3.784861;;;2.7;1.04758E-09;1.58578E-09
