Time (s)	|IDrain (A)|	|IGate (A)	Vdrain(V)	Vgate(V)
0.0	8.986e-11	5.5352e-10	-10.0	20.0
1.0	4.5682e-11	2.1313e-10	-10.0	19.9
1.5	3.1759e-11	5.8034e-11	-10.0	19.8
2.0	2.7236e-11	3.4646e-11	-10.0	19.7
2.5	2.3929e-11	2.0326e-11	-10.0	19.6
3.0	2.1431e-11	1.04e-11	-10.0	19.5
3.5	1.9814e-11	3.4368e-12	-10.0	19.4
4.0	1.8511e-11	1.3637e-12	-10.0	19.3
4.5	1.7233e-11	5.5659e-12	-10.0	19.2
5.0	1.6723e-11	8.5437e-12	-10.0	19.1
5.5	1.5897e-11	1.1494e-11	-10.0	19.0
6.0	1.5198e-11	1.3715e-11	-10.0	18.9
6.5	1.4697e-11	1.578e-11	-10.0	18.8
7.0	1.4336e-11	1.736e-11	-10.0	18.7
7.5	1.3821e-11	1.8623e-11	-10.0	18.6
8.0	1.3377e-11	1.9945e-11	-10.0	18.5
8.5	1.3045e-11	2.1057e-11	-10.0	18.4
9.0	1.29e-11	2.188e-11	-10.0	18.3
9.5	1.2755e-11	2.2502e-11	-10.0	18.2
10.0	1.229e-11	2.3806e-11	-10.0	18.1
10.5	1.2296e-11	2.4298e-11	-10.0	18.0
11.0	1.1895e-11	2.4989e-11	-10.0	17.9
11.5	1.1847e-11	2.5753e-11	-10.0	17.8
12.0	1.1721e-11	2.5934e-11	-10.0	17.7
12.5	1.1513e-11	2.6314e-11	-10.0	17.6
13.0	1.1299e-11	2.703e-11	-10.0	17.5
13.5	1.1214e-11	2.703e-11	-10.0	17.4
14.0	1.1203e-11	2.7624e-11	-10.0	17.3
14.5	1.0821e-11	2.8085e-11	-10.0	17.2
15.0	1.212e-11	2.1532e-11	-10.0	17.1
15.5	7.5448e-12	1.0876e-10	-10.0	17.0
16.0	1.0591e-11	2.9256e-11	-10.0	16.9
16.5	1.065e-11	2.9252e-11	-10.0	16.8
17.0	1.0498e-11	2.9309e-11	-10.0	16.7
