Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.7832e-05	3.6036e-11	-10.0	-2.5	-5.015104340277587e-07
1.0	1.7831e-05	1.705e-11	-10.0	-2.5	-5.038692361110936e-07
1.5	1.7834e-05	1.3673e-11	-10.0	-2.5	-5.015480251735954e-07
2.0	1.7838e-05	1.1351e-11	-10.0	-2.5	-4.982264062499806e-07
2.5	1.7842e-05	1.1447e-11	-10.0	-2.5	-4.949043793402616e-07
3.0	1.7845e-05	9.8741e-12	-10.0	-2.5	-4.925819444444271e-07
3.5	1.7848e-05	1.0186e-11	-10.0	-2.5	-4.902591015624849e-07
4.0	1.7852e-05	9.644e-12	-10.0	-2.5	-4.869358506944262e-07
4.5	1.7854e-05	9.0539e-12	-10.0	-2.5	-4.856121918402608e-07
5.0	1.7857e-05	8.2421e-12	-10.0	-2.5	-4.832881249999823e-07
5.5	1.7859e-05	8.9479e-12	-10.0	-2.5	-4.81963650173595e-07
6.0	1.7862e-05	7.6485e-12	-10.0	-2.5	-4.796387673610945e-07
6.5	1.7866e-05	8.2791e-12	-10.0	-2.5	-4.763134765624809e-07
7.0	1.7869e-05	7.9203e-12	-10.0	-2.5	-4.739877777777584e-07
7.5	1.787e-05	8.5151e-12	-10.0	-2.5	-4.7366167100692597e-07
8.0	1.7877e-05	7.6342e-12	-10.0	-2.5	-4.6733515624998293e-07
8.5	1.7877e-05	7.8702e-12	-10.0	-2.5	-4.680082335069273e-07
9.0	1.7882e-05	7.5686e-12	-10.0	-2.5	-4.636809027777599e-07
9.5	1.7888e-05	7.6962e-12	-10.0	-2.5	-4.583531640624827e-07
10.0	1.7888e-05	8.465e-12	-10.0	-2.5	-4.5902501736109415e-07
10.5	1.7888e-05	7.5674e-12	-10.0	-2.5	-4.596964626735946e-07
11.0	1.7895e-05	7.1752e-12	-10.0	-2.5	-4.5336749999998224e-07
11.5	1.7897e-05	7.2134e-12	-10.0	-2.5	-4.520381293402597e-07
12.0	1.7899e-05	7.0703e-12	-10.0	-2.5	-4.5070835069442957e-07
12.5	1.7902e-05	7.3695e-12	-10.0	-2.5	-4.483781640624829e-07
13.0	1.7906e-05	7.1347e-12	-10.0	-2.5	-4.450475694444264e-07
13.5	1.7905e-05	7.9143e-12	-10.0	-2.5	-4.467165668402631e-07
14.0	1.7907e-05	6.7103e-12	-10.0	-2.5	-4.4538515624998224e-07
14.5	1.791e-05	8.0645e-12	-10.0	-2.5	-4.43053337673595e-07
15.0	1.7913e-05	7.4554e-12	-10.0	-2.5	-4.4072111111109335e-07
15.5	1.7916e-05	7.5495e-12	-10.0	-2.5	-4.383884765624841e-07
16.0	1.7918e-05	6.7687e-12	-10.0	-2.5	-4.370554340277593e-07
16.5	1.7919e-05	7.3564e-12	-10.0	-2.5	-4.367219835069291e-07
17.0	1.7925e-05	7.1895e-12	-10.0	-2.5	-4.313881249999837e-07
17.5	1.7928e-05	7.1967e-12	-10.0	-2.5	-4.2905385850693054e-07
18.0	1.7929e-05	7.4625e-12	-10.0	-2.5	-4.287191840277606e-07
18.5	1.793e-05	7.9453e-12	-10.0	-2.5	-4.2838410156248306e-07
19.0	1.7933e-05	6.6626e-12	-10.0	-2.5	-4.260486111110969e-07
19.5	1.7937e-05	7.3838e-12	-10.0	-2.5	-4.227127126735942e-07
20.0	1.7941e-05	7.4709e-12	-10.0	-2.5	-4.193764062499839e-07
20.5	1.7942e-05	7.112e-12	-10.0	-2.5	-4.190396918402624e-07
21.0	1.7947e-05	6.9892e-12	-10.0	-2.5	-4.1470256944442795e-07
21.5	1.7947e-05	7.6377e-12	-10.0	-2.5	-4.153650390624833e-07
22.0	1.7951e-05	7.2038e-12	-10.0	-2.5	-4.1202710069442565e-07
22.5	1.7952e-05	6.1965e-12	-10.0	-2.5	-4.116887543402602e-07
23.0	1.7957e-05	7.4601e-12	-10.0	-2.5	-4.073499999999818e-07
23.5	1.7958e-05	7.4422e-12	-10.0	-2.5	-4.070108376735944e-07
24.0	1.7959e-05	7.4935e-12	-10.0	-2.5	-4.06671267361096e-07
24.5	1.7966e-05	7.019e-12	-10.0	-2.5	-4.003312890624836e-07
25.0	1.7966e-05	6.8772e-12	-10.0	-2.5	-4.0099090277776205e-07
25.5	1.7969e-05	6.8355e-12	-10.0	-2.5	-3.986501085069263e-07
26.0	1.7971e-05	6.8164e-12	-10.0	-2.5	-3.9730890624998177e-07
26.5	1.7973e-05	6.8963e-12	-10.0	-2.5	-3.9596729600692963e-07
27.0	1.7976e-05	6.6221e-12	-10.0	-2.5	-3.936252777777643e-07
27.5	1.7979e-05	7.0059e-12	-10.0	-2.5	-3.9128285156248463e-07
28.0	1.7979e-05	6.1703e-12	-10.0	-2.5	-3.9194001736109714e-07
28.5	1.7981e-05	7.5448e-12	-10.0	-2.5	-3.905967751735943e-07
29.0	1.7986e-05	7.112e-12	-10.0	-2.5	-3.8625312499998403e-07
29.5	1.7988e-05	7.3814e-12	-10.0	-2.5	-3.849090668402592e-07
30.0	1.799e-05	7.2527e-12	-10.0	-2.5	-3.8356460069443015e-07
30.5	1.7991e-05	6.758e-12	-10.0	-2.5	-3.8321972656248215e-07
31.0	1.7991e-05	7.8964e-12	-10.0	-2.5	-3.8387444444442875e-07
31.5	1.7993e-05	7.2753e-12	-10.0	-2.5	-3.8252875434026336e-07
32.0	1.7994e-05	6.9499e-12	-10.0	-2.5	-3.821826562499824e-07
32.5	1.7997e-05	6.6733e-12	-10.0	-2.5	-3.7983615017359623e-07
33.0	1.7999e-05	7.4089e-12	-10.0	-2.5	-3.784892361110945e-07
33.5	1.8002e-05	7.1871e-12	-10.0	-2.5	-3.7614191406248296e-07
34.0	1.8005e-05	7.6258e-12	-10.0	-2.5	-3.7379418402776044e-07
34.5	1.8007e-05	6.8915e-12	-10.0	-2.5	-3.7244604600692913e-07
35.0	1.8011e-05	7.509e-12	-10.0	-2.5	-3.6909749999998245e-07
35.5	1.8012e-05	7.2467e-12	-10.0	-2.5	-3.6874854600692797e-07
36.0	1.8015e-05	7.9191e-12	-10.0	-2.5	-3.663991840277615e-07
36.5	1.802e-05	6.6125e-12	-10.0	-2.5	-3.6204941406248306e-07
37.0	1.802e-05	6.671e-12	-10.0	-2.5	-3.626992361110944e-07
37.5	1.8022e-05	7.2908e-12	-10.0	-2.5	-3.613486501735938e-07
38.0	1.8025e-05	6.9451e-12	-10.0	-2.5	-3.589976562499834e-07
38.5	1.8027e-05	7.0465e-12	-10.0	-2.5	-3.576462543402642e-07
39.0	1.803e-05	7.5007e-12	-10.0	-2.5	-3.552944444444318e-07
39.5	1.8034e-05	7.7462e-12	-10.0	-2.5	-3.5194222656248286e-07
40.0	1.8035e-05	7.7748e-12	-10.0	-2.5	-3.515896006944295e-07
40.5	1.8036e-05	7.1144e-12	-10.0	-2.5	-3.5123656684026176e-07
41.0	1.8038e-05	6.9249e-12	-10.0	-2.5	-3.4988312499998424e-07
41.5	1.8039e-05	7.9262e-12	-10.0	-2.5	-3.4952927517359453e-07
42.0	1.804e-05	6.9261e-12	-10.0	-2.5	-3.491750173610972e-07
42.5	1.8041e-05	8.0133e-12	-10.0	-2.5	-3.4882035156248554e-07
43.0	1.8045e-05	7.143e-12	-10.0	-2.5	-3.4546527777776307e-07
43.5	1.8049e-05	7.0476e-12	-10.0	-2.5	-3.421097960069296e-07
44.0	1.8048e-05	7.9024e-12	-10.0	-2.5	-3.437539062499826e-07
44.5	1.8053e-05	7.7045e-12	-10.0	-2.5	-3.3939760850692835e-07
45.0	1.8055e-05	7.5126e-12	-10.0	-2.5	-3.3804090277776293e-07
45.5	1.8056e-05	6.1715e-12	-10.0	-2.5	-3.3768378906248194e-07
46.0	1.8059e-05	6.9892e-12	-10.0	-2.5	-3.3532626736109574e-07
46.5	1.8061e-05	7.1359e-12	-10.0	-2.5	-3.3396833767359736e-07
47.0	1.8062e-05	6.7019e-12	-10.0	-2.5	-3.336099999999834e-07
47.5	1.8066e-05	7.6664e-12	-10.0	-2.5	-3.3025125434026206e-07
48.0	1.8069e-05	7.6878e-12	-10.0	-2.5	-3.2789210069442853e-07
48.5	1.8071e-05	7.4351e-12	-10.0	-2.5	-3.265325390624862e-07
49.0	1.807e-05	7.2873e-12	-10.0	-2.5	-3.281725694444293e-07
49.5	1.8071e-05	7.3457e-12	-10.0	-2.5	-3.278121918402638e-07
50.0	1.8075e-05	7.5138e-12	-10.0	-2.5	-3.244514062499875e-07
50.5	1.8079e-05	6.9237e-12	-10.0	-2.5	-3.2109021267359686e-07
51.0	1.8079e-05	7.4422e-12	-10.0	-2.5	-3.217286111110938e-07
51.5	1.8082e-05	7.4136e-12	-10.0	-2.5	-3.193666015624834e-07
52.0	1.8083e-05	6.9571e-12	-10.0	-2.5	-3.1900418402776296e-07
52.5	1.8082e-05	6.9666e-12	-10.0	-2.5	-3.2064135850692915e-07
53.0	1.8085e-05	6.9284e-12	-10.0	-2.5	-3.1827812499998575e-07
53.5	1.8087e-05	7.2992e-12	-10.0	-2.5	-3.169144835069268e-07
54.0	1.8091e-05	6.8796e-12	-10.0	-2.5	-3.135504340277626e-07
54.5	1.8095e-05	7.2205e-12	-10.0	-2.5	-3.1018597656248744e-07
55.0	1.8096e-05	7.0858e-12	-10.0	-2.5	-3.098211111110943e-07
55.5	1.8098e-05	7.1621e-12	-10.0	-2.5	-3.0845583767359817e-07
56.0	1.8098e-05	8.1062e-12	-10.0	-2.5	-3.0909015624998526e-07
56.5	1.8102e-05	7.1502e-12	-10.0	-2.5	-3.0572406684026276e-07
57.0	1.8103e-05	6.9881e-12	-10.0	-2.5	-3.053575694444291e-07
57.5	1.8107e-05	7.5626e-12	-10.0	-2.5	-3.019906640624846e-07
58.0	1.8108e-05	7.4828e-12	-10.0	-2.5	-3.0162335069442895e-07
58.5	1.8109e-05	7.3659e-12	-10.0	-2.5	-3.012556293402657e-07
59.0	1.8111e-05	6.7997e-12	-10.0	-2.5	-2.9988749999998587e-07
59.5	1.8114e-05	8.2421e-12	-10.0	-2.5	-2.9751896267359625e-07
60.0	1.8112e-05	6.5601e-12	-10.0	-2.5	-3.0015001736109645e-07
60.5	1.8119e-05	7.1073e-12	-10.0	-2.5	-2.9378066406248626e-07
61.0	1.8121e-05	7.9572e-12	-10.0	-2.5	-2.924109027777625e-07
61.5	1.8123e-05	7.0393e-12	-10.0	-2.5	-2.910407335069311e-07
62.0	1.8124e-05	7.9727e-12	-10.0	-2.5	-2.906701562499842e-07
62.5	1.8125e-05	6.9153e-12	-10.0	-2.5	-2.9029917100692964e-07
63.0	1.8125e-05	7.5913e-12	-10.0	-2.5	-2.909277777777629e-07
63.5	1.8125e-05	8.4472e-12	-10.0	-2.5	-2.915559765624852e-07
64.0	1.8129e-05	7.4947e-12	-10.0	-2.5	-2.881837673610979e-07
64.5	1.813e-05	7.6759e-12	-10.0	-2.5	-2.8781115017359604e-07
65.0	1.8131e-05	7.1263e-12	-10.0	-2.5	-2.8743812499998657e-07
65.5	1.8135e-05	6.7461e-12	-10.0	-2.5	-2.840646918402663e-07
66.0	1.8138e-05	7.627e-12	-10.0	-2.5	-2.816908506944305e-07
66.5	1.8138e-05	7.726e-12	-10.0	-2.5	-2.8231660156248346e-07
67.0	1.8139e-05	7.7915e-12	-10.0	-2.5	-2.8194194444443004e-07
67.5	1.8145e-05	7.6771e-12	-10.0	-2.5	-2.7656687934026484e-07
68.0	1.8146e-05	8.5211e-12	-10.0	-2.5	-2.7619140624998606e-07
68.5	1.8145e-05	6.8915e-12	-10.0	-2.5	-2.778155251735973e-07
69.0	1.8144e-05	7.7283e-12	-10.0	-2.5	-2.7943923611109753e-07
