Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.7359e-05	1.4411e-10	-10.0	-2.5	-5.261902777777545e-07
1.0	1.7363e-05	2.468e-11	-10.0	-2.5	-5.238777777777553e-07
1.5	1.7362e-05	1.8512e-11	-10.0	-2.5	-5.257204861110891e-07
2.0	1.7365e-05	1.3822e-11	-10.0	-2.5	-5.235624999999766e-07
2.5	1.7366e-05	1.2294e-11	-10.0	-2.5	-5.234038194444241e-07
3.0	1.7369e-05	1.1226e-11	-10.0	-2.5	-5.21244444444423e-07
3.5	1.7372e-05	9.557e-12	-10.0	-2.5	-5.190843749999776e-07
4.0	1.7377e-05	9.2518e-12	-10.0	-2.5	-5.149236111110902e-07
4.5	1.7378e-05	9.0313e-12	-10.0	-2.5	-5.147621527777571e-07
5.0	1.7379e-05	8.3542e-12	-10.0	-2.5	-5.145999999999764e-07
5.5	1.738e-05	7.6616e-12	-10.0	-2.5	-5.144371527777547e-07
6.0	1.738e-05	7.7081e-12	-10.0	-2.5	-5.15273611111091e-07
6.5	1.7384e-05	8.0526e-12	-10.0	-2.5	-5.121093749999775e-07
7.0	1.739e-05	7.5364e-12	-10.0	-2.5	-5.069444444444221e-07
7.5	1.7393e-05	7.1514e-12	-10.0	-2.5	-5.047788194444223e-07
8.0	1.7394e-05	7.3576e-12	-10.0	-2.5	-5.046124999999791e-07
8.5	1.74e-05	7.304e-12	-10.0	-2.5	-4.994454861110908e-07
9.0	1.7401e-05	6.9654e-12	-10.0	-2.5	-4.992777777777556e-07
9.5	1.7404e-05	6.566e-12	-10.0	-2.5	-4.971093749999785e-07
10.0	1.7407e-05	6.5756e-12	-10.0	-2.5	-4.949402777777537e-07
10.5	1.7412e-05	6.3789e-12	-10.0	-2.5	-4.907704861110904e-07
11.0	1.7414e-05	7.0429e-12	-10.0	-2.5	-4.895999999999792e-07
11.5	1.7416e-05	6.8796e-12	-10.0	-2.5	-4.884288194444237e-07
12.0	1.7419e-05	6.6137e-12	-10.0	-2.5	-4.862569444444217e-07
12.5	1.7417e-05	6.2871e-12	-10.0	-2.5	-4.890843749999795e-07
13.0	1.742e-05	6.1464e-12	-10.0	-2.5	-4.869111111110923e-07
13.5	1.7422e-05	6.7437e-12	-10.0	-2.5	-4.857371527777562e-07
14.0	1.7424e-05	6.9475e-12	-10.0	-2.5	-4.845624999999792e-07
14.5	1.7426e-05	6.603e-12	-10.0	-2.5	-4.833871527777578e-07
15.0	1.743e-05	5.7447e-12	-10.0	-2.5	-4.802111111110912e-07
15.5	1.7431e-05	6.2943e-12	-10.0	-2.5	-4.8003437499998e-07
16.0	1.7434e-05	6.1488e-12	-10.0	-2.5	-4.778569444444236e-07
16.5	1.7436e-05	5.8413e-12	-10.0	-2.5	-4.76678819444425e-07
17.0	1.7438e-05	6.1214e-12	-10.0	-2.5	-4.7549999999997876e-07
17.5	1.744e-05	6.5732e-12	-10.0	-2.5	-4.743204861110916e-07
