Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.8282e-05	3.9388e-11	-10.0	-2.5	-3.0434189236109747e-07
1.0	1.8283e-05	2.0045e-11	-10.0	-2.5	-3.048317361110951e-07
1.5	1.8285e-05	1.6855e-11	-10.0	-2.5	-3.0357588975692986e-07
2.0	1.8289e-05	1.3781e-11	-10.0	-2.5	-3.003195312499841e-07
2.5	1.8291e-05	1.304e-11	-10.0	-2.5	-2.990626605902599e-07
3.0	1.8296e-05	1.2697e-11	-10.0	-2.5	-2.948052777777631e-07
3.5	1.8299e-05	1.2003e-11	-10.0	-2.5	-2.9254738281248786e-07
4.0	1.8302e-05	1.1145e-11	-10.0	-2.5	-2.902889756944297e-07
4.5	1.8306e-05	1.0991e-11	-10.0	-2.5	-2.8703005642359667e-07
5.0	1.8309e-05	1.0768e-11	-10.0	-2.5	-2.847706249999863e-07
5.5	1.8309e-05	1.0182e-11	-10.0	-2.5	-2.8551068142359626e-07
6.0	1.8313e-05	1.0221e-11	-10.0	-2.5	-2.822502256944315e-07
6.5	1.8317e-05	1.0563e-11	-10.0	-2.5	-2.7898925781248384e-07
7.0	1.8317e-05	9.768e-12	-10.0	-2.5	-2.797277777777621e-07
7.5	1.8321e-05	9.8884e-12	-10.0	-2.5	-2.764657855902622e-07
8.0	1.8322e-05	9.5916e-12	-10.0	-2.5	-2.7620328124998604e-07
8.5	1.8323e-05	8.9741e-12	-10.0	-2.5	-2.7594026475693037e-07
9.0	1.8322e-05	9.2459e-12	-10.0	-2.5	-2.776767361110996e-07
9.5	1.8327e-05	9.1553e-12	-10.0	-2.5	-2.7341269531248633e-07
10.0	1.8331e-05	8.9181e-12	-10.0	-2.5	-2.7014814236109576e-07
10.5	1.8332e-05	8.7202e-12	-10.0	-2.5	-2.698830772569289e-07
11.0	1.8335e-05	9.3043e-12	-10.0	-2.5	-2.676174999999849e-07
11.5	1.8339e-05	9.7489e-12	-10.0	-2.5	-2.64351410590266e-07
12.0	1.8339e-05	9.0504e-12	-10.0	-2.5	-2.6508480902776623e-07
12.5	1.8344e-05	8.8572e-12	-10.0	-2.5	-2.6081769531248616e-07
13.0	1.8345e-05	9.0349e-12	-10.0	-2.5	-2.605500694444286e-07
13.5	1.8346e-05	8.8263e-12	-10.0	-2.5	-2.602819314235949e-07
14.0	1.8351e-05	8.8787e-12	-10.0	-2.5	-2.560132812499831e-07
14.5	1.835e-05	8.7452e-12	-10.0	-2.5	-2.577441189235982e-07
15.0	1.8353e-05	9.3055e-12	-10.0	-2.5	-2.554744444444318e-07
15.5	1.8356e-05	8.4734e-12	-10.0	-2.5	-2.532042578124859e-07
16.0	1.8356e-05	9.3543e-12	-10.0	-2.5	-2.539335590277637e-07
16.5	1.836e-05	7.8559e-12	-10.0	-2.5	-2.506623480902634e-07
17.0	1.8359e-05	8.4424e-12	-10.0	-2.5	-2.523906249999844e-07
17.5	1.8363e-05	8.105e-12	-10.0	-2.5	-2.491183897569285e-07
18.0	1.8362e-05	7.6628e-12	-10.0	-2.5	-2.508456423610939e-07
18.5	1.8363e-05	8.4114e-12	-10.0	-2.5	-2.505723828124856e-07
19.0	1.8367e-05	7.8738e-12	-10.0	-2.5	-2.47298611111098e-07
19.5	1.8368e-05	8.6379e-12	-10.0	-2.5	-2.470243272569307e-07
20.0	1.8373e-05	8.6582e-12	-10.0	-2.5	-2.4274953124998866e-07
20.5	1.8376e-05	8.9335e-12	-10.0	-2.5	-2.4047422309026137e-07
21.0	1.8378e-05	8.6403e-12	-10.0	-2.5	-2.3919840277776354e-07
21.5	1.8381e-05	8.0895e-12	-10.0	-2.5	-2.3692207031248742e-07
22.0	1.8383e-05	7.8535e-12	-10.0	-2.5	-2.356452256944306e-07
22.5	1.8386e-05	8.1253e-12	-10.0	-2.5	-2.333678689235955e-07
23.0	1.8387e-05	7.6783e-12	-10.0	-2.5	-2.3308999999998865e-07
23.5	1.839e-05	9.253e-12	-10.0	-2.5	-2.3081161892359793e-07
24.0	1.8391e-05	7.5483e-12	-10.0	-2.5	-2.305327256944287e-07
24.5	1.8393e-05	8.5664e-12	-10.0	-2.5	-2.2925332031248458e-07
25.0	1.8398e-05	8.6749e-12	-10.0	-2.5	-2.2497340277776454e-07
25.5	1.84e-05	8.266e-12	-10.0	-2.5	-2.236929730902648e-07
26.0	1.8401e-05	8.1229e-12	-10.0	-2.5	-2.2341203124998777e-07
26.5	1.8402e-05	7.9584e-12	-10.0	-2.5	-2.2313057725692785e-07
27.0	1.8404e-05	8.9407e-12	-10.0	-2.5	-2.218486111110998e-07
27.5	1.8404e-05	8.2278e-12	-10.0	-2.5	-2.2256613281248646e-07
28.0	1.8405e-05	8.4794e-12	-10.0	-2.5	-2.2228314236109482e-07
28.5	1.841e-05	8.533e-12	-10.0	-2.5	-2.1799963975692847e-07
29.0	1.8411e-05	8.62e-12	-10.0	-2.5	-2.1771562499998463e-07
29.5	1.841e-05	8.0991e-12	-10.0	-2.5	-2.1943109809026228e-07
30.0	1.841e-05	8.7726e-12	-10.0	-2.5	-2.2014605902776163e-07
30.5	1.8413e-05	8.9955e-12	-10.0	-2.5	-2.1786050781248507e-07
31.0	1.8415e-05	7.6509e-12	-10.0	-2.5	-2.165744444444312e-07
31.5	1.8416e-05	8.1766e-12	-10.0	-2.5	-2.1628786892359666e-07
32.0	1.8419e-05	8.2493e-12	-10.0	-2.5	-2.14000781249985e-07
32.5	1.8419e-05	8.4281e-12	-10.0	-2.5	-2.1471318142359704e-07
33.0	1.8422e-05	8.3625e-12	-10.0	-2.5	-2.1242506944442978e-07
33.5	1.8425e-05	8.0788e-12	-10.0	-2.5	-2.101364453124864e-07
34.0	1.8428e-05	8.3721e-12	-10.0	-2.5	-2.0784730902776355e-07
34.5	1.8433e-05	8.4436e-12	-10.0	-2.5	-2.0355766059026358e-07
35.0	1.8434e-05	8.0609e-12	-10.0	-2.5	-2.032674999999861e-07
