#scan;iMeasureCycle=1;iMux=0;time=0.146;N=482;LocalTime=31/10/2023 12:19:24;;;;;;|IDrain|, |IGate| (A);;;ON/OFF;;IDrain_max;1.70E-06
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (^1/2);;;;;;;;IDrain_off_avg;4.27E-10
5.4999;6.45E-10;23.346763;1.000001;6.97E-08;23.346763;;;0.000264008;;;6.97E-08;6.45E-10;;;;;
6;6.40E-10;23.496721;0.999998;7.43E-08;23.496721;;;0.00027258;;;7.43E-08;6.40E-10;;;;;
6.5;6.51E-10;23.647131;1.000002;8.05E-08;23.647131;;;0.000283725;;;8.05E-08;6.51E-10;;;;;
7;6.59E-10;23.79704;1.000002;8.48E-08;23.79704;;;0.000291204;;;8.48E-08;6.59E-10;;;;;
7.5;6.27E-10;23.961755;1.000002;8.85E-08;23.961755;;;0.000297489;;;8.85E-08;6.27E-10;;;;;
7.9999;6.58E-10;24.111648;1;9.45E-08;24.111648;;;0.000307409;;;9.45E-08;6.58E-10;;;;;
8.5;6.69E-10;24.261477;1;1.03E-07;24.261477;;;0.000320936;;;0.000000103;6.69E-10;;;;;
8.9999;6.09E-10;24.44344;1;1.09E-07;24.44344;;;0.000330151;;;0.000000109;6.09E-10;;;;;
9.4999;6.59E-10;24.593338;1;1.14E-07;24.593338;;;0.000337639;;;0.000000114;6.59E-10;;;;;
10;6.89E-10;24.74314;1;1.22E-07;24.74314;;;0.000349285;;;0.000000122;6.89E-10;;;;;
10.5;6.96E-10;24.893077;1;1.30E-07;24.893077;;;0.000360555;;;0.00000013;6.96E-10;;;;;
10.9999;7.10E-10;25.053226;1;1.33E-07;25.053226;;;0.000364692;;;0.000000133;7.10E-10;;;;;
11.4999;7.33E-10;25.202981;1;1.41E-07;25.202981;;;0.0003755;;;0.000000141;7.33E-10;;;;;
11.9999;7.33E-10;25.352927;1;1.50E-07;25.352927;;;0.000387298;;;0.00000015;7.33E-10;;;;;
12.4999;7.30E-10;25.502868;0.999999;1.57E-07;25.502868;;;0.000396232;;;0.000000157;7.30E-10;;;;;
13;7.36E-10;25.652778;1;1.66E-07;25.652778;;;0.000407431;;;0.000000166;7.36E-10;;;;;
13.5001;7.38E-10;25.802591;0.999999;1.73E-07;25.802591;;;0.000415933;;;0.000000173;7.38E-10;;;;;
14;6.86E-10;25.966959;1;1.83E-07;25.966959;;;0.000427785;;;0.000000183;6.86E-10;;;;;
14.5;7.26E-10;26.116845;1;1.90E-07;26.116845;;;0.00043589;;;0.00000019;7.26E-10;;;;;
15;7.24E-10;26.266674;1;2.00E-07;26.266674;;;0.000447214;;;0.0000002;7.24E-10;;;;;
15.4999;6.58E-10;26.442254;1;2.10E-07;26.442254;;;0.000458258;;;0.00000021;6.58E-10;;;;;
16;7.02E-10;26.592121;1;2.15E-07;26.592121;;;0.000463681;;;0.000000215;7.02E-10;;;;;
16.4999;7.22E-10;26.742065;1;2.24E-07;26.742065;;;0.000473286;;;0.000000224;7.22E-10;;;;;
17;7.36E-10;26.891923;1;2.33E-07;26.891923;;;0.000482701;;;0.000000233;7.36E-10;;;;;
17.4999;7.32E-10;27.05837;1;2.42E-07;27.05837;;;0.000491935;;;0.000000242;7.32E-10;;;;;
18;7.36E-10;27.208136;1;2.54E-07;27.208136;;;0.000503984;;;0.000000254;7.36E-10;;;;;
18.5;7.49E-10;27.358077;1;2.67E-07;27.358077;;;0.00051672;;;0.000000267;7.49E-10;;;;;
19;7.58E-10;27.508064;1;2.75E-07;27.508064;;;0.000524404;;;0.000000275;7.58E-10;;;;;
19.5;7.58E-10;27.657957;1;2.85E-07;27.657957;;;0.000533854;;;0.000000285;7.58E-10;;;;;
20;7.63E-10;27.807693;0.999999;2.96E-07;27.807693;;;0.000544059;;;0.000000296;7.63E-10;;;;;
20.4999;7.47E-10;27.972321;1;3.03E-07;27.972321;;;0.000550454;;;0.000000303;7.47E-10;;;;;
20.9999;7.64E-10;28.12226;0.999999;3.15E-07;28.12226;;;0.000561249;;;0.000000315;7.64E-10;;;;;
21.4999;7.78E-10;28.272287;0.999999;3.26E-07;28.272287;;;0.000570964;;;0.000000326;7.78E-10;;;;;
21.9999;7.31E-10;28.442939;1;3.36E-07;28.442939;;;0.000579655;;;0.000000336;7.31E-10;;;;;
22.4999;7.78E-10;28.593012;1;3.44E-07;28.593012;;;0.000586515;;;0.000000344;7.78E-10;;;;;
22.9999;7.85E-10;28.742982;1;3.61E-07;28.742982;;;0.000600833;;;0.000000361;7.85E-10;;;;;
23.4999;7.92E-10;28.893019;0.999999;3.70E-07;28.893019;;;0.000608276;;;0.00000037;7.92E-10;;;;;
23.9999;7.90E-10;29.062668;0.999999;3.83E-07;29.062668;;;0.00061887;;;0.000000383;7.90E-10;;;;;
24.4999;7.98E-10;29.212648;0.999999;3.97E-07;29.212648;;;0.000630079;;;0.000000397;7.98E-10;;;;;
25;8.07E-10;29.362728;1;4.00E-07;29.362728;;;0.000632456;;;0.0000004;8.07E-10;;;;;
25.4999;8.22E-10;29.512756;1;4.15E-07;29.512756;;;0.000644205;;;0.000000415;8.22E-10;;;;;
26;8.24E-10;29.663563;1;4.25E-07;29.663563;;;0.00065192;;;0.000000425;8.24E-10;;;;;
26.5;8.29E-10;29.813538;0.999999;4.41E-07;29.813538;;;0.000664078;;;0.000000441;8.29E-10;;;;;
27;8.00E-10;29.977432;0.999999;4.51E-07;29.977432;;;0.000671565;;;0.000000451;8.00E-10;;;;;
27.5;8.27E-10;30.127555;1;4.64E-07;30.127555;;;0.000681175;;;0.000000464;8.27E-10;;;;;
28;8.41E-10;30.277645;1;4.77E-07;30.277645;;;0.000690652;;;0.000000477;8.41E-10;;;;;
28.5;7.86E-10;30.452669;1;4.83E-07;30.452669;;;0.000694982;;;0.000000483;7.86E-10;;;;;
29;8.43E-10;30.602717;0.999999;5.03E-07;30.602717;;;0.000709225;;;0.000000503;8.43E-10;;;;;
29.5;8.53E-10;30.752711;1;5.18E-07;30.752711;;;0.000719722;;;0.000000518;8.53E-10;;;;;
29.9999;8.65E-10;30.902801;1;5.31E-07;30.902801;;;0.000728697;;;0.000000531;8.65E-10;;;;;
30.5;8.62E-10;31.067846;1;5.43E-07;31.067846;;;0.000736885;;;0.000000543;8.62E-10;;;;;
31;8.75E-10;31.217853;1;5.58E-07;31.217853;;;0.000746994;;;0.000000558;8.75E-10;;;;;
31.5;8.81E-10;31.367976;1;5.77E-07;31.367976;;;0.000759605;;;0.000000577;8.81E-10;;;;;
31.9999;8.88E-10;31.518122;0.999999;5.97E-07;31.518122;;;0.000772658;;;0.000000597;8.88E-10;;;;;
32.4999;8.95E-10;31.668755;0.999999;6.18E-07;31.668755;;;0.00078613;;;0.000000618;8.95E-10;;;;;
32.9999;9.00E-10;31.818755;1;6.34E-07;31.818755;;;0.000796241;;;0.000000634;9.00E-10;;;;;
33.4999;8.88E-10;31.97816;1;6.48E-07;31.97816;;;0.000804984;;;0.000000648;8.88E-10;;;;;
34;9.16E-10;32.128263;1;6.63E-07;32.128263;;;0.000814248;;;0.000000663;9.16E-10;;;;;
34.5;9.21E-10;32.278396;0.999999;6.78E-07;32.278396;;;0.000823408;;;0.000000678;9.21E-10;;;;;
