#scan;iMeasureCycle=1;iMux=0;time=0.139;N=202;LocalTime=20/12/2023 12:49:54;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A)
5;6.14E-09;0.299329;-0.500001;-5.22E-09;0.299329;;;5;5.21672E-09;6.14455E-09
4.9;6.03E-09;0.475845;-0.500001;-5.17E-09;0.475845;;;4.9;5.16575E-09;6.02839E-09
4.79999;5.96E-09;0.651877;-0.5;-5.14E-09;0.651877;;;4.79999;5.13901E-09;5.95867E-09
4.69999;5.91E-09;0.846913;-0.5;-5.12E-09;0.846913;;;4.69999;5.12404E-09;5.90743E-09
4.59999;5.88E-09;1.023013;-0.500001;-5.12E-09;1.023013;;;4.59999;5.12149E-09;5.87555E-09
4.49999;5.85E-09;1.17158;-0.500001;-5.12E-09;1.17158;;;4.49999;5.11774E-09;5.84603E-09
4.39999;5.83E-09;1.320232;-0.500001;-5.12E-09;1.320232;;;4.39999;5.12476E-09;5.82797E-09
4.3;5.81E-09;1.504328;-0.500001;-5.14E-09;1.504328;;;4.3;5.13774E-09;5.80758E-09
4.2;5.77E-09;1.680355;-0.500001;-5.15E-09;1.680355;;;4.2;5.14569E-09;5.77187E-09
4.09999;5.76E-09;1.884669;-0.5;-5.18E-09;1.884669;;;4.09999;5.17868E-09;5.75738E-09
3.99999;5.74E-09;2.033416;-0.499999;-5.21E-09;2.033416;;;3.99999;5.21488E-09;5.73787E-09
3.89999;5.72E-09;2.209607;-0.500001;-5.27E-09;2.209607;;;3.89999;5.26909E-09;5.72157E-09
3.8;5.71E-09;2.414054;-0.5;-5.34E-09;2.414054;;;3.8;5.33923E-09;5.70925E-09
3.7;5.69E-09;2.590108;-0.500001;-5.42E-09;2.590108;;;3.7;5.42498E-09;5.68943E-09
3.6;5.67E-09;2.738698;-0.500001;-5.53E-09;2.738698;;;3.6;5.52775E-09;5.6682E-09
3.5;5.66E-09;2.916292;-0.5;-5.66E-09;2.916292;;;3.5;5.66281E-09;5.6573E-09
3.39999;5.64E-09;3.092385;-0.5;-5.81E-09;3.092385;;;3.39999;5.8105E-09;5.64124E-09
3.29999;5.63E-09;3.268494;-0.500001;-5.99E-09;3.268494;;;3.29999;5.989E-09;5.63233E-09
3.2;5.62E-09;3.417126;-0.500001;-6.19E-09;3.417126;;;3.2;6.18556E-09;5.62368E-09
3.09999;5.61E-09;3.565785;-0.500001;-6.39E-09;3.565785;;;3.09999;6.3927E-09;5.60577E-09
3.00001;5.59E-09;3.71434;-0.500001;-6.62E-09;3.71434;;;3.00001;6.62116E-09;5.59344E-09
2.89999;5.58E-09;3.890334;-0.500001;-6.87E-09;3.890334;;;2.89999;6.86989E-09;5.58316E-09
2.8;5.58E-09;4.06641;-0.5;-7.14E-09;4.06641;;;2.8;7.14407E-09;5.57721E-09
2.69999;5.56E-09;4.215005;-0.5;-7.45E-09;4.215005;;;2.69999;7.44748E-09;5.55971E-09
2.6;5.55E-09;4.423919;-0.5;-7.78E-09;4.423919;;;2.6;7.78155E-09;5.54986E-09
2.49999;5.55E-09;4.572716;-0.5;-8.21E-09;4.572716;;;2.49999;8.20918E-09;5.54695E-09
2.39999;5.54E-09;4.721317;-0.5;-8.70E-09;4.721317;;;2.39999;8.69986E-09;5.53825E-09
2.29999;5.52E-09;4.893172;-0.5;-9.28E-09;4.893172;;;2.29999;9.28322E-09;5.52017E-09
2.2;5.52E-09;5.041826;-0.499999;-9.94E-09;5.041826;;;2.2;9.94338E-09;5.51796E-09
2.09999;5.51E-09;5.212041;-0.5;-1.07E-08;5.212041;;;2.09999;1.06803E-08;5.50783E-09
1.99999;5.50E-09;5.394682;-0.5;-1.15E-08;5.394682;;;1.99999;1.14881E-08;5.49951E-09
1.9;5.49E-09;5.544537;-0.5;-1.24E-08;5.544537;;;1.9;1.23859E-08;5.48874E-09
1.8;5.48E-09;5.694411;-0.5;-1.33E-08;5.694411;;;1.8;1.3349E-08;5.48403E-09
1.69999;5.47E-09;5.869293;-0.5;-1.44E-08;5.869293;;;1.69999;1.4385E-08;5.467E-09
1.59999;5.46E-09;6.019187;-0.499999;-1.56E-08;6.019187;;;1.59999;1.55826E-08;5.46203E-09
1.49999;5.45E-09;6.169011;-0.5;-1.69E-08;6.169011;;;1.49999;1.6941E-08;5.44567E-09
1.4;5.44E-09;6.318838;-0.5;-1.86E-08;6.318838;;;1.4;1.85705E-08;5.43635E-09
1.29999;5.42E-09;6.491342;-0.5;-2.05E-08;6.491342;;;1.29999;2.04849E-08;5.41598E-09
1.2;5.40E-09;6.641137;-0.5;-2.28E-08;6.641137;;;1.2;2.28301E-08;5.39571E-09
1.09999;5.37E-09;6.791034;-0.5;-2.59E-08;6.791034;;;1.09999;2.58842E-08;5.37204E-09
0.99999;5.34E-09;6.940873;-0.499999;-3.04E-08;6.940873;;;0.99999;3.03935E-08;5.34024E-09
0.89999;5.31E-09;7.090752;-0.499999;-3.81E-08;7.090752;;;0.89999;3.80709E-08;5.30571E-09
0.8;5.24E-09;7.24058;-0.5;-5.30E-08;7.24058;;;0.8;5.29841E-08;5.24376E-09
0.7;5.15E-09;7.400602;-0.5;-8.24E-08;7.400602;;;0.7;8.24136E-08;5.1477E-09
0.6;5.03E-09;7.55639;-0.5;-1.34E-07;7.55639;;;0.6;1.33732E-07;5.03438E-09
0.5;4.98E-09;7.706203;-0.5;-2.09E-07;7.706203;;;0.5;2.08813E-07;4.98107E-09
0.4;5.06E-09;7.878872;-0.5;-3.04E-07;7.878872;;;0.4;3.04128E-07;5.0572E-09
0.3;4.95E-09;8.028798;-0.5;-4.14E-07;8.028798;;;0.3;4.1386E-07;4.95493E-09
0.2;4.81E-09;8.178695;-0.5;-5.31E-07;8.178695;;;0.2;5.31191E-07;4.81322E-09
0.09999;4.62E-09;8.328582;-0.5;-6.50E-07;8.328582;;;0.09999;6.49666E-07;4.61859E-09
0;4.38E-09;8.496348;-0.5;-7.65E-07;8.496348;;;0;7.6497E-07;4.37719E-09
-0.10001;4.00E-09;8.646142;-0.5;-8.75E-07;8.646142;;;-0.10001;8.75211E-07;4.0022E-09
-0.19999;3.37E-09;8.796049;-0.5;-9.79E-07;8.796049;;;-0.19999;9.79122E-07;3.36879E-09
-0.3;2.27E-09;8.949264;-0.5;-1.08E-06;8.949264;;;-0.3;1.07652E-06;2.2733E-09
-0.40001;6.23E-10;9.099221;-0.5;-1.17E-06;9.099221;;;-0.40001;1.16771E-06;6.2299E-10
-0.50001;-1.56E-09;9.249147;-0.5;-1.25E-06;9.249147;;;-0.50001;1.25325E-06;1.56151E-09
-0.6;-4.22E-09;9.406411;-0.5;-1.33E-06;9.406411;;;-0.6;1.33349E-06;4.22495E-09
-0.70001;-7.34E-09;9.556291;-0.5;-1.41E-06;9.556291;;;-0.70001;1.40917E-06;7.34381E-09
-0.8;-1.09E-08;9.700123;-0.5;-1.48E-06;9.700123;;;-0.8;1.48024E-06;1.08995E-08
-0.9;-1.48E-08;9.844064;-0.5;-1.55E-06;9.844064;;;-0.9;1.54826E-06;1.48354E-08
-1;-1.91E-08;9.994271;-0.5;-1.61E-06;9.994271;;;-1;1.61203E-06;1.91281E-08
-1.1;-2.38E-08;10.138158;-0.5;-1.67E-06;10.138158;;;-1.1;1.67317E-06;2.37776E-08
-1.2;-2.88E-08;10.282064;-0.5;-1.73E-06;10.282064;;;-1.2;1.73052E-06;2.88011E-08
-1.3;-3.41E-08;10.425968;-0.5;-1.78E-06;10.425968;;;-1.3;1.78481E-06;3.40786E-08
-1.4;-3.97E-08;10.570105;-0.5;-1.84E-06;10.570105;;;-1.4;1.83631E-06;3.96859E-08
-1.5;-4.56E-08;10.713996;-0.5;-1.89E-06;10.713996;;;-1.5;1.88567E-06;4.55846E-08
-1.59999;-5.17E-08;10.881996;-0.5;-1.93E-06;10.881996;;;-1.59999;1.93264E-06;5.17148E-08
-1.7;-5.82E-08;11.025918;-0.5;-1.98E-06;11.025918;;;-1.7;1.97672E-06;5.81854E-08
-1.8;-6.49E-08;11.172315;-0.5;-2.02E-06;11.172315;;;-1.8;2.01906E-06;6.4882E-08
-1.9;-7.19E-08;11.318689;-0.5;-2.06E-06;11.318689;;;-1.9;2.05901E-06;7.18666E-08
-2.00001;-7.91E-08;11.465024;-0.5;-2.10E-06;11.465024;;;-2.00001;2.0974E-06;7.90822E-08
-2.1;-8.65E-08;11.61148;-0.5;-2.13E-06;11.61148;;;-2.1;2.13294E-06;8.65373E-08
-2.2;-9.43E-08;11.741161;-0.5;-2.17E-06;11.741161;;;-2.2;2.16755E-06;9.4332E-08
-2.3;-1.02E-07;11.88881;-0.5;-2.20E-06;11.88881;;;-2.3;2.20031E-06;1.02276E-07
-2.4;-1.11E-07;12.012482;-0.5;-2.23E-06;12.012482;;;-2.4;2.23165E-06;1.10568E-07
-2.5;-1.19E-07;12.135994;-0.5;-2.26E-06;12.135994;;;-2.5;2.26111E-06;1.19044E-07
-2.6;-1.28E-07;12.25954;-0.5;-2.29E-06;12.25954;;;-2.6;2.28884E-06;1.27678E-07
-2.7;-1.37E-07;12.38778;-0.5;-2.31E-06;12.38778;;;-2.7;2.31478E-06;1.3661E-07
-2.8;-1.46E-07;12.511332;-0.5;-2.34E-06;12.511332;;;-2.8;2.34044E-06;1.45633E-07
-2.9;-1.55E-07;12.634852;-0.5;-2.36E-06;12.634852;;;-2.9;2.36389E-06;1.55039E-07
-3;-1.65E-07;12.758391;-0.5;-2.39E-06;12.758391;;;-3;2.38606E-06;1.64672E-07
-3.1;-1.74E-07;12.88864;-0.5;-2.41E-06;12.88864;;;-3.1;2.40782E-06;1.74415E-07
-3.2;-1.84E-07;13.012169;-0.5;-2.43E-06;13.012169;;;-3.2;2.42774E-06;1.84426E-07
-3.3;-1.95E-07;13.135793;-0.5;-2.45E-06;13.135793;;;-3.3;2.44626E-06;1.94616E-07
-3.4;-2.05E-07;13.259334;-0.5;-2.46E-06;13.259334;;;-3.4;2.46407E-06;2.04808E-07
-3.5;-2.15E-07;13.389579;-0.5;-2.48E-06;13.389579;;;-3.5;2.48095E-06;2.15411E-07
-3.6;-2.26E-07;13.513124;-0.5;-2.50E-06;13.513124;;;-3.6;2.49684E-06;2.26179E-07
-3.7;-2.37E-07;13.636655;-0.5;-2.51E-06;13.636655;;;-3.7;2.51198E-06;2.37018E-07
