Time (s)	|IDrain| (A)	|IGate| (A)	Vdrain(V)	Vgate(V)	Photocurrent
0.0	1.4769e-05	6.5302e-09	-10.0	-2.5	2.478355925809976e-08
0.996	1.4755e-05	3.7665e-09	-10.0	-2.5	9.444885456410518e-09
1.496	1.4747e-05	3.1788e-09	-10.0	-2.5	7.734389906097471e-10
1.996	1.4743e-05	2.7625e-09	-10.0	-2.5	-3.897620753902863e-09
2.496	1.4741e-05	2.4363e-09	-10.0	-2.5	-6.568293777126617e-09
2.996	1.4739e-05	2.1624e-09	-10.0	-2.5	-9.238580079060817e-09
3.496	1.4737e-05	1.9242e-09	-10.0	-2.5	-1.1908479659708852e-08
3.996	1.4734e-05	1.7111e-09	-10.0	-2.5	-1.5577992519066137e-08
4.496	1.4731e-05	1.5211e-09	-10.0	-2.5	-1.9247118657137258e-08
4.996	1.4728e-05	1.3539e-09	-10.0	-2.5	-2.2915858073918824e-08
5.496	1.4727e-05	1.2062e-09	-10.0	-2.5	-2.4584210769413228e-08
5.996	1.4725e-05	1.0732e-09	-10.0	-2.5	-2.7252176743616883e-08
6.496	1.4723e-05	9.6139e-10	-10.0	-2.5	-2.991975599653437e-08
6.996	1.4723e-05	8.5875e-10	-10.0	-2.5	-3.0586948528163005e-08
7.496	1.4723e-05	7.7128e-10	-10.0	-2.5	-3.125375433850378e-08
7.996	1.4724e-05	6.9588e-10	-10.0	-2.5	-3.09201734275545e-08
8.496	1.4724e-05	6.2665e-10	-10.0	-2.5	-3.158620579531786e-08
8.996	1.4721e-05	5.6886e-10	-10.0	-2.5	-3.5251851441791467e-08
9.496	1.4723e-05	5.1852e-10	-10.0	-2.5	-3.3917110366979804e-08
9.996	1.4723e-05	4.7354e-10	-10.0	-2.5	-3.458198257087789e-08
10.496	1.4722e-05	4.3538e-10	-10.0	-2.5	-3.624646805348523e-08
10.996	1.4717e-05	4.0236e-10	-10.0	-2.5	-4.19105668148084e-08
11.496	1.4721e-05	3.7248e-10	-10.0	-2.5	-3.857427885484091e-08
11.996	1.4721e-05	3.4603e-10	-10.0	-2.5	-3.9237604173585866e-08
12.496	1.4722e-05	3.2135e-10	-10.0	-2.5	-3.890054277104077e-08
12.996	1.472e-05	3.0111e-10	-10.0	-2.5	-4.156309464720931e-08
13.496	1.4719e-05	2.8251e-10	-10.0	-2.5	-4.322525980208949e-08
13.996	1.4721e-05	2.6582e-10	-10.0	-2.5	-4.1887038235680315e-08
14.496	1.4721e-05	2.4961e-10	-10.0	-2.5	-4.2548429947982585e-08
14.996	1.4721e-05	2.3484e-10	-10.0	-2.5	-4.3209434938996995e-08
15.496	1.4724e-05	2.2184e-10	-10.0	-2.5	-4.087005320872205e-08
15.996	1.4719e-05	2.1112e-10	-10.0	-2.5	-4.653028475716154e-08
16.496	1.4724e-05	1.9944e-10	-10.0	-2.5	-4.219012958430988e-08
16.996	1.4725e-05	1.9022e-10	-10.0	-2.5	-4.1849587690170656e-08
17.496	1.4722e-05	1.7931e-10	-10.0	-2.5	-4.550865907474218e-08
17.997	1.4724e-05	1.6937e-10	-10.0	-2.5	-4.416866071985917e-08
18.496	1.4723e-05	1.6218e-10	-10.0	-2.5	-4.582564168002325e-08
18.996	1.4725e-05	1.5631e-10	-10.0	-2.5	-4.44835529007287e-08
19.496	1.4726e-05	1.4859e-10	-10.0	-2.5	-4.414107740015018e-08
19.996	1.4727e-05	1.4189e-10	-10.0	-2.5	-4.3798215178280416e-08
20.496	1.4727e-05	1.3496e-10	-10.0	-2.5	-4.4454966235121595e-08
20.996	1.4728e-05	1.2981e-10	-10.0	-2.5	-4.4111330570674416e-08
21.496	1.473e-05	1.2481e-10	-10.0	-2.5	-4.276730818494057e-08
21.996	1.4729e-05	1.2034e-10	-10.0	-2.5	-4.442289907791698e-08
22.496	1.4733e-05	1.1329e-10	-10.0	-2.5	-4.107810324960811e-08
22.996	1.4735e-05	1.0884e-10	-10.0	-2.5	-3.97329207000073e-08
23.496	1.4737e-05	1.0498e-10	-10.0	-2.5	-3.838735142911863e-08
23.996	1.4735e-05	1.006e-10	-10.0	-2.5	-4.10413954369424e-08
24.496	1.4733e-05	9.6788e-11	-10.0	-2.5	-4.3695052723478314e-08
24.996	1.4734e-05	9.2685e-11	-10.0	-2.5	-4.334832328872487e-08
25.496	1.4736e-05	8.9062e-11	-10.0	-2.5	-4.200120713268307e-08
25.996	1.4738e-05	8.5576e-11	-10.0	-2.5	-4.065370425535341e-08
26.496	1.4737e-05	8.2805e-11	-10.0	-2.5	-4.230581465673569e-08
